datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,2735.93,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,2484.04,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3842.44,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,2520.16,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3341.94,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3398.07,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3003.1,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3620.71,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=48,3935.94,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,4651.74,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,4000.09,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5398.59,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,3352.76,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2304.7,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2052.12,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,3201.55,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,4501.62,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1897.69,ssb,1
hudi,presto,db2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1727.22,ssb,1
hudi,presto,db21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2313.58,ssb,1
hudi,presto,db3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db5,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,7632.34,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1922.92,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1603.73,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1788.32,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2336.46,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2749.39,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,7624.01,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,13022.06,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,7018.34,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,3500.72,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1500.29,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,3234.24,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,5314.53,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2012.77,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,4105.91,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2464.32,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1567.45,ssb,1
hudi,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,3408.85,ssb,1
hudi,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2802.03,ssb,1
hudi,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,3006.21,ssb,1
hudi,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2277.96,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2015.11,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1629.33,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2779.06,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1500.29,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,5434.28,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,4645.97,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1726.91,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,5053.83,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2146.38,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2467.56,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2178.77,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2018.63,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4086.1,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1923.61,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1977.36,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4393.9,ssb,1
hudi,presto,db2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4215.06,ssb,1
hudi,presto,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3100.38,ssb,1
hudi,presto,db3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5691.16,ssb,1
hudi,presto,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4004.09,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5823.47,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7294.05,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6656.51,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4761.68,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3847.96,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3231.57,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1703.04,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5996.67,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6538.84,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1738.87,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1720.13,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5290.95,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6084.78,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,2587.23,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1500.29,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,2287.27,ssb,1
hudi,presto,db2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1500.29,ssb,1
hudi,presto,db21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5569.4,ssb,1
hudi,presto,db3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1500.29,ssb,1
hudi,presto,db5,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,2053.44,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1500.29,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5792.23,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1533.92,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1602.18,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7344.87,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,2975.18,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1500.29,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5135.81,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3416.21,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5316.83,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6377.83,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2630.76,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4432.03,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2218.08,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1667.09,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4583.14,ssb,1
hudi,presto,db2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5365.83,ssb,1
hudi,presto,db3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4309.1,ssb,1
hudi,presto,db6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2703.85,ssb,1
hudi,presto,db7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7278.9,ssb,1
hudi,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1728.73,ssb,1
hudi,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7694.5,ssb,1
hudi,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1973.36,ssb,1
hudi,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1500.29,ssb,1
hudi,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8797.06,ssb,1
hudi,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3631.32,ssb,1
hudi,presto,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,5223.25,ssb,1
hudi,presto,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,5113.15,ssb,1
hudi,presto,db11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,7781.88,ssb,1
hudi,presto,db14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,3756.76,ssb,1
hudi,presto,db15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1718.47,ssb,1
hudi,presto,db16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,2177.67,ssb,1
hudi,presto,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,3351.17,ssb,1
hudi,presto,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,4640.2,ssb,1
hudi,presto,db19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,2079.56,ssb,1
