datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,q1_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,5076.072385,ssb,1
iceberg,spark,q1_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,4508.481509,ssb,1
iceberg,spark,q1_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,4144.366186,ssb,1
iceberg,spark,q2_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2648.57901,ssb,1
iceberg,spark,q2_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2135.315237,ssb,1
iceberg,spark,q2_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2917.199933,ssb,1
iceberg,spark,q3_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1757.960484,ssb,1
iceberg,spark,q1_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,7661.942496,ssb,1
iceberg,spark,q1_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1456.093,ssb,1
iceberg,spark,q1_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1256.154779,ssb,1
iceberg,spark,q2_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2335.470297,ssb,1
iceberg,spark,q2_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1702.846836,ssb,1
iceberg,spark,q2_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1909.98873,ssb,1
iceberg,spark,q3_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1577.659959,ssb,1
iceberg,spark,q3_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1485.321593,ssb,1
iceberg,spark,q3_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1472.535314,ssb,1
iceberg,spark,q3_4,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1349.289055,ssb,1
iceberg,spark,q4_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2200.032245,ssb,1
iceberg,spark,q4_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2048.820506,ssb,1
iceberg,spark,q1_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,7565.253526,ssb,1
iceberg,spark,q1_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,7091.728055,ssb,1
iceberg,spark,q1_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1418.9922,ssb,1
iceberg,spark,q2_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2504.217926,ssb,1
iceberg,spark,q2_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,5205.154276,ssb,1
iceberg,spark,q2_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1768.930973,ssb,1
iceberg,spark,q3_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2143.501487,ssb,1
iceberg,spark,q3_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1567.034475,ssb,1
iceberg,spark,q3_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1413.768205,ssb,1
iceberg,spark,q3_4,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1486.093445,ssb,1
iceberg,spark,q4_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2256.316271,ssb,1
iceberg,spark,q4_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2255.974944,ssb,1
iceberg,spark,q4_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2042.608042,ssb,1
iceberg,spark,db15,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2300.52,ssb,1
iceberg,spark,db1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2622.24,ssb,1
iceberg,spark,db20,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2494.15,ssb,1
iceberg,spark,db2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2320.18,ssb,1
iceberg,spark,db22,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2566.0,ssb,1
iceberg,spark,db5,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2522.16,ssb,1
iceberg,spark,db11,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2495.62,ssb,1
iceberg,spark,db14,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2516.56,ssb,1
iceberg,spark,db16,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2259.91,ssb,1
iceberg,spark,db12,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2484.86,ssb,1
iceberg,spark,db6,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2421.23,ssb,1
iceberg,spark,db19,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2674.97,ssb,1
iceberg,spark,db10,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2708.4,ssb,1
iceberg,spark,db4,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2460.2,ssb,1
iceberg,spark,db7,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2414.01,ssb,1
iceberg,spark,db21,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2411.14,ssb,1
iceberg,spark,db9,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2615.97,ssb,1
iceberg,spark,db13,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2515.97,ssb,1
iceberg,spark,db3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2438.9,ssb,1
iceberg,spark,db8,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2391.48,ssb,1
iceberg,spark,db17,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2286.07,ssb,1
iceberg,spark,db18,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2588.92,ssb,1
iceberg,spark,db15,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2467.42,ssb,1
iceberg,spark,db1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2445.31,ssb,1
iceberg,spark,db20,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2672.19,ssb,1
iceberg,spark,db2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2512.71,ssb,1
iceberg,spark,db22,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2656.55,ssb,1
iceberg,spark,db5,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2439.98,ssb,1
iceberg,spark,db11,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2716.85,ssb,1
iceberg,spark,db14,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2725.24,ssb,1
iceberg,spark,db16,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2875.12,ssb,1
iceberg,spark,db12,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2420.87,ssb,1
iceberg,spark,db6,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2555.16,ssb,1
iceberg,spark,db19,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2469.59,ssb,1
iceberg,spark,db10,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2647.7,ssb,1
iceberg,spark,db4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2887.08,ssb,1
iceberg,spark,db7,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2482.35,ssb,1
iceberg,spark,db21,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2429.66,ssb,1
iceberg,spark,db9,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2663.2,ssb,1
iceberg,spark,db13,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2626.17,ssb,1
iceberg,spark,db3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2580.17,ssb,1
iceberg,spark,db8,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2509.66,ssb,1
iceberg,spark,db17,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2703.43,ssb,1
iceberg,spark,db18,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2517.12,ssb,1
iceberg,spark,db15,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2711.64,ssb,1
iceberg,spark,db1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2668.05,ssb,1
iceberg,spark,db20,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2671.68,ssb,1
iceberg,spark,db2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2572.73,ssb,1
iceberg,spark,db22,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2915.81,ssb,1
iceberg,spark,db5,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2828.35,ssb,1
iceberg,spark,db11,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2724.72,ssb,1
iceberg,spark,db14,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2764.78,ssb,1
iceberg,spark,db16,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2453.09,ssb,1
iceberg,spark,db12,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2930.91,ssb,1
iceberg,spark,db6,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2421.41,ssb,1
iceberg,spark,db19,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2447.72,ssb,1
iceberg,spark,db10,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2699.37,ssb,1
iceberg,spark,db4,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2868.55,ssb,1
iceberg,spark,db7,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2946.43,ssb,1
iceberg,spark,db21,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2922.97,ssb,1
iceberg,spark,db9,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2507.6,ssb,1
iceberg,spark,db13,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2672.34,ssb,1
iceberg,spark,db3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2716.32,ssb,1
iceberg,spark,db8,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2635.75,ssb,1
iceberg,spark,db17,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2440.99,ssb,1
iceberg,spark,db18,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2631.27,ssb,1
iceberg,spark,db15,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2700.47,ssb,1
iceberg,spark,db1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2837.23,ssb,1
iceberg,spark,db20,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2770.41,ssb,1
iceberg,spark,db2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2646.2,ssb,1
iceberg,spark,db22,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2794.36,ssb,1
iceberg,spark,db5,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2562.95,ssb,1
iceberg,spark,db11,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2904.1,ssb,1
iceberg,spark,db14,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2921.4,ssb,1
iceberg,spark,db16,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2588.55,ssb,1
iceberg,spark,db12,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2788.11,ssb,1
iceberg,spark,db6,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2767.63,ssb,1
iceberg,spark,db19,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2862.3,ssb,1
iceberg,spark,db10,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2663.66,ssb,1
iceberg,spark,db4,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2930.12,ssb,1
iceberg,spark,db7,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2627.63,ssb,1
iceberg,spark,db21,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2488.74,ssb,1
iceberg,spark,db9,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2448.78,ssb,1
iceberg,spark,db13,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2523.57,ssb,1
iceberg,spark,db3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2824.94,ssb,1
iceberg,spark,db8,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2588.53,ssb,1
iceberg,spark,db17,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2696.14,ssb,1
iceberg,spark,db18,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2628.31,ssb,1
iceberg,spark,db1,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2837.06,ssb,1
iceberg,spark,db10,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2445.64,ssb,1
iceberg,spark,db11,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,3105.13,ssb,1
iceberg,spark,db12,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2745.28,ssb,1
iceberg,spark,db13,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2407.11,ssb,1
iceberg,spark,db14,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,3182.58,ssb,1
iceberg,spark,db15,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2515.82,ssb,1
iceberg,spark,db16,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2466.35,ssb,1
iceberg,spark,db17,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2619.07,ssb,1
iceberg,spark,db18,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2648.83,ssb,1
iceberg,spark,db19,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2966.63,ssb,1
iceberg,spark,db2,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2855.18,ssb,1
iceberg,spark,db20,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2825.83,ssb,1
iceberg,spark,db21,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2616.17,ssb,1
iceberg,spark,db22,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2715.37,ssb,1
iceberg,spark,db3,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2735.49,ssb,1
iceberg,spark,db4,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,3192.84,ssb,1
iceberg,spark,db5,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2744.19,ssb,1
iceberg,spark,db6,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2846.22,ssb,1
iceberg,spark,db7,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2373.56,ssb,1
iceberg,spark,db8,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2471.38,ssb,1
iceberg,spark,db9,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2498.91,ssb,1
iceberg,spark,q1_1,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,7158.09,ssb,1
iceberg,spark,q1_2,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,4176.03,ssb,1
iceberg,spark,q1_3,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,1927.33,ssb,1
iceberg,spark,q2_1,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2665.82,ssb,1
iceberg,spark,q2_2,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2490.8,ssb,1
iceberg,spark,q2_3,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2018.51,ssb,1
iceberg,spark,q3_1,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,1800.1,ssb,1
iceberg,spark,q3_2,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,1518.91,ssb,1
iceberg,spark,q3_3,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,1655.54,ssb,1
iceberg,spark,q4_1,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2288.79,ssb,1
iceberg,spark,q4_2,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2568.83,ssb,1
iceberg,spark,q4_3,432.2;35.0;138.0;322.5;931.9;4.5;41.4;0.6;0.1,2425.18,ssb,1
iceberg,spark,db1,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,3107.63,ssb,1
iceberg,spark,db10,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2508.48,ssb,1
iceberg,spark,db11,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,3188.81,ssb,1
iceberg,spark,db12,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2618.31,ssb,1
iceberg,spark,db13,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2665.56,ssb,1
iceberg,spark,db14,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2710.11,ssb,1
iceberg,spark,db15,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2873.71,ssb,1
iceberg,spark,db16,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2463.53,ssb,1
iceberg,spark,db17,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2622.23,ssb,1
iceberg,spark,db18,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2380.06,ssb,1
iceberg,spark,db19,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2633.91,ssb,1
iceberg,spark,db2,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2624.14,ssb,1
iceberg,spark,db20,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2966.53,ssb,1
iceberg,spark,db21,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2548.09,ssb,1
iceberg,spark,db22,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2899.21,ssb,1
iceberg,spark,db3,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2676.03,ssb,1
iceberg,spark,db4,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,3154.45,ssb,1
iceberg,spark,db5,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2778.28,ssb,1
iceberg,spark,db6,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2815.14,ssb,1
iceberg,spark,db7,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2613.01,ssb,1
iceberg,spark,db8,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2652.63,ssb,1
iceberg,spark,db9,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2243.93,ssb,1
iceberg,spark,q1_1,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,6745.08,ssb,1
iceberg,spark,q1_2,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,3837.24,ssb,1
iceberg,spark,q1_3,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,1919.74,ssb,1
iceberg,spark,q2_1,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2638.74,ssb,1
iceberg,spark,q2_2,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2777.91,ssb,1
iceberg,spark,q2_3,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,1911.47,ssb,1
iceberg,spark,q3_1,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,1827.05,ssb,1
iceberg,spark,q3_2,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,1537.43,ssb,1
iceberg,spark,q3_4,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,1613.58,ssb,1
iceberg,spark,q4_1,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2406.66,ssb,1
iceberg,spark,q4_2,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2566.01,ssb,1
iceberg,spark,q4_3,324.4;38.8;140.8;315.4;1048.8;3.5;50.2;0.6;0.1,2162.85,ssb,1
iceberg,spark,db1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2496.61,ssb,1
iceberg,spark,db10,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2686.91,ssb,1
iceberg,spark,db11,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2566.05,ssb,1
iceberg,spark,db12,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2432.33,ssb,1
iceberg,spark,db13,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2645.06,ssb,1
iceberg,spark,db14,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2739.33,ssb,1
iceberg,spark,db15,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2101.01,ssb,1
iceberg,spark,db16,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2281.97,ssb,1
iceberg,spark,db17,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2369.34,ssb,1
iceberg,spark,db18,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2525.09,ssb,1
iceberg,spark,db19,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2672.81,ssb,1
iceberg,spark,db2,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2418.22,ssb,1
iceberg,spark,db20,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2248.65,ssb,1
iceberg,spark,db21,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2370.53,ssb,1
iceberg,spark,db22,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2619.34,ssb,1
iceberg,spark,db3,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2611.77,ssb,1
iceberg,spark,db4,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2646.56,ssb,1
iceberg,spark,db5,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2683.02,ssb,1
iceberg,spark,db6,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2270.5,ssb,1
iceberg,spark,db7,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2190.23,ssb,1
iceberg,spark,db8,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2327.7,ssb,1
iceberg,spark,db9,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2570.9,ssb,1
iceberg,spark,q1_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,5826.04,ssb,1
iceberg,spark,q1_2,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,5835.99,ssb,1
iceberg,spark,q1_3,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1675.79,ssb,1
iceberg,spark,q2_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,3198.97,ssb,1
iceberg,spark,q2_2,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1900.64,ssb,1
iceberg,spark,q2_3,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1702.67,ssb,1
iceberg,spark,q3_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1708.36,ssb,1
iceberg,spark,q3_3,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1607.89,ssb,1
iceberg,spark,q4_1,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2582.29,ssb,1
iceberg,spark,q4_2,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,1908.28,ssb,1
iceberg,spark,q4_3,867.2;9.8;745.3;3000.6;793.9;6.8;53.6;0.6;0.2,2325.02,ssb,1
iceberg,spark,db1,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2606.57,ssb,1
iceberg,spark,db10,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2612.91,ssb,1
iceberg,spark,db11,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2338.24,ssb,1
iceberg,spark,db12,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2280.75,ssb,1
iceberg,spark,db13,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2425.27,ssb,1
iceberg,spark,db14,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2486.12,ssb,1
iceberg,spark,db15,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2076.84,ssb,1
iceberg,spark,db16,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2215.62,ssb,1
iceberg,spark,db17,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2088.54,ssb,1
iceberg,spark,db18,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2746.84,ssb,1
iceberg,spark,db19,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2782.9,ssb,1
iceberg,spark,db2,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2262.12,ssb,1
iceberg,spark,db20,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2358.57,ssb,1
iceberg,spark,db21,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2299.11,ssb,1
iceberg,spark,db22,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2400.81,ssb,1
iceberg,spark,db3,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2222.37,ssb,1
iceberg,spark,db4,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2388.47,ssb,1
iceberg,spark,db5,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2296.17,ssb,1
iceberg,spark,db6,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2621.33,ssb,1
iceberg,spark,db7,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2271.44,ssb,1
iceberg,spark,db8,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2558.53,ssb,1
iceberg,spark,db9,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,2633.1,ssb,1
iceberg,spark,q1_1,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,4822.15,ssb,1
iceberg,spark,q1_2,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,5415.08,ssb,1
iceberg,spark,q1_3,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,1552.11,ssb,1
iceberg,spark,q2_1,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,3159.28,ssb,1
iceberg,spark,q2_2,798.8;11.9;850.6;2894.4;885.6;7.1;53.5;0.4;0.3,1942.48,ssb,1
