datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,db16,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2194.2,ssb,1
iceberg,spark,db18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1816.15,ssb,1
iceberg,spark,db2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2105.6,ssb,1
iceberg,spark,db21,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7139.42,ssb,1
iceberg,spark,db3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7284.04,ssb,1
iceberg,spark,db5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6905.39,ssb,1
iceberg,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1990.91,ssb,1
iceberg,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6770.98,ssb,1
iceberg,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,9017.19,ssb,1
iceberg,spark,q4_3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1600.17,ssb,1
iceberg,spark,db1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2261.18,ssb,1
iceberg,spark,db10,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2565.74,ssb,1
iceberg,spark,db11,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2674.74,ssb,1
iceberg,spark,db14,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2946.56,ssb,1
iceberg,spark,db15,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2258.47,ssb,1
iceberg,spark,db16,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2113.31,ssb,1
iceberg,spark,db17,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2791.89,ssb,1
iceberg,spark,db18,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3011.34,ssb,1
iceberg,spark,db19,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2618.4,ssb,1
iceberg,spark,db2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2285.81,ssb,1
iceberg,spark,db21,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2387.05,ssb,1
iceberg,spark,db3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2689.3,ssb,1
iceberg,spark,db5,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2669.09,ssb,1
iceberg,spark,db6,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2002.23,ssb,1
iceberg,spark,db7,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2264.2,ssb,1
iceberg,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3930.57,ssb,1
iceberg,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3215.97,ssb,1
iceberg,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1944.55,ssb,1
iceberg,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3071.61,ssb,1
iceberg,spark,q4_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2396.07,ssb,1
iceberg,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2268.18,ssb,1
iceberg,spark,db1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3829.66,ssb,1
iceberg,spark,db11,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4131.95,ssb,1
iceberg,spark,db14,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2772.69,ssb,1
iceberg,spark,db15,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7268.93,ssb,1
iceberg,spark,db17,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2875.67,ssb,1
iceberg,spark,db18,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7151.93,ssb,1
iceberg,spark,db19,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2001.82,ssb,1
iceberg,spark,db21,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7088.37,ssb,1
iceberg,spark,db3,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6977.61,ssb,1
iceberg,spark,db5,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7140.97,ssb,1
iceberg,spark,db7,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1661.26,ssb,1
iceberg,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3200.74,ssb,1
iceberg,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2763.8,ssb,1
iceberg,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9381.27,ssb,1
iceberg,spark,q4_3,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1530.38,ssb,1
iceberg,spark,db1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2360.4,ssb,1
iceberg,spark,db10,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7431.55,ssb,1
iceberg,spark,db11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4730.14,ssb,1
iceberg,spark,db14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2528.13,ssb,1
iceberg,spark,db15,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2437.36,ssb,1
iceberg,spark,db16,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2741.47,ssb,1
iceberg,spark,db18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,5013.42,ssb,1
iceberg,spark,db2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,3895.09,ssb,1
iceberg,spark,db3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1500.77,ssb,1
iceberg,spark,db6,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,5130.42,ssb,1
iceberg,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,6514.1,ssb,1
iceberg,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7090.43,ssb,1
iceberg,spark,q4_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2412.74,ssb,1
iceberg,spark,db10,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7713.74,ssb,1
iceberg,spark,db11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1780.2,ssb,1
iceberg,spark,db14,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5832.35,ssb,1
iceberg,spark,db16,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4891.05,ssb,1
iceberg,spark,db2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7271.19,ssb,1
iceberg,spark,db5,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6649.47,ssb,1
iceberg,spark,db6,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2462.65,ssb,1
iceberg,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9992.4,ssb,1
iceberg,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6601.82,ssb,1
iceberg,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2390.03,ssb,1
iceberg,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4425.86,ssb,1
iceberg,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3329.94,ssb,1
iceberg,spark,db1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,6121.54,ssb,1
iceberg,spark,db11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3610.11,ssb,1
iceberg,spark,db15,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7160.42,ssb,1
iceberg,spark,db16,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1581.14,ssb,1
iceberg,spark,db17,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2434.52,ssb,1
iceberg,spark,db18,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7536.86,ssb,1
iceberg,spark,db2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1645.74,ssb,1
iceberg,spark,db21,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3211.83,ssb,1
iceberg,spark,db3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4212.14,ssb,1
iceberg,spark,db6,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3110.28,ssb,1
iceberg,spark,db7,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3116.29,ssb,1
iceberg,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1846.1,ssb,1
iceberg,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2058.52,ssb,1
iceberg,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2451.84,ssb,1
iceberg,spark,q4_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3924.96,ssb,1
iceberg,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2655.07,ssb,1
iceberg,spark,q1_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,5354.79848,ssb,1
iceberg,spark,q1_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,5414.980358,ssb,1
iceberg,spark,q1_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1588.228289,ssb,1
iceberg,spark,q2_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,3468.249406,ssb,1
iceberg,spark,q2_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2102.132992,ssb,1
iceberg,spark,q2_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1628.579213,ssb,1
iceberg,spark,q3_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1751.456963,ssb,1
iceberg,spark,q3_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1390.33087,ssb,1
iceberg,spark,q3_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1564.458423,ssb,1
iceberg,spark,q3_4,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1473.092341,ssb,1
iceberg,spark,q4_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2384.862067,ssb,1
iceberg,spark,q4_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2104.259336,ssb,1
iceberg,spark,q4_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,2163.892162,ssb,1
iceberg,spark,q1_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,8131.100168,ssb,1
iceberg,spark,q1_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,5247.451391,ssb,1
iceberg,spark,q1_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1297.497744,ssb,1
iceberg,spark,q2_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2325.584655,ssb,1
iceberg,spark,q2_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,4786.705563,ssb,1
iceberg,spark,q2_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1856.689773,ssb,1
iceberg,spark,q3_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1692.113955,ssb,1
iceberg,spark,q3_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1577.982657,ssb,1
iceberg,spark,q3_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1458.294085,ssb,1
iceberg,spark,q3_4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1418.068235,ssb,1
iceberg,spark,q4_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2337.052172,ssb,1
iceberg,spark,q4_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2247.920967,ssb,1
iceberg,spark,q4_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2241.171565,ssb,1
iceberg,spark,q1_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,7424.555093,ssb,1
iceberg,spark,q1_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,4361.750835,ssb,1
iceberg,spark,q1_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1332.777797,ssb,1
iceberg,spark,q2_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2379.701552,ssb,1
iceberg,spark,q2_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1721.229771,ssb,1
iceberg,spark,q2_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2164.349493,ssb,1
iceberg,spark,q3_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1663.218512,ssb,1
iceberg,spark,q3_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1392.180488,ssb,1
iceberg,spark,q3_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1675.628546,ssb,1
iceberg,spark,q3_4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1446.802799,ssb,1
iceberg,spark,q4_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2137.962687,ssb,1
iceberg,spark,q4_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2154.780861,ssb,1
iceberg,spark,q4_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2074.534612,ssb,1
iceberg,spark,q1_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,8648.16788,ssb,1
iceberg,spark,q1_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1556.871508,ssb,1
iceberg,spark,q1_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1944.799773,ssb,1
iceberg,spark,q2_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,5334.339862,ssb,1
iceberg,spark,q2_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1962.466752,ssb,1
iceberg,spark,q2_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1839.885841,ssb,1
iceberg,spark,q3_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1606.55491,ssb,1
iceberg,spark,q3_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1895.763963,ssb,1
iceberg,spark,q3_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1702.376973,ssb,1
iceberg,spark,q3_4,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1969.400852,ssb,1
iceberg,spark,q4_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2258.817084,ssb,1
iceberg,spark,q4_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2271.47745,ssb,1
iceberg,spark,q4_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2394.811037,ssb,1
iceberg,spark,q1_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,8011.336366,ssb,1
iceberg,spark,q1_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1703.066231,ssb,1
iceberg,spark,q1_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1631.064479,ssb,1
iceberg,spark,q2_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2223.466703,ssb,1
iceberg,spark,q2_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1810.968542,ssb,1
iceberg,spark,q2_3,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1699.230084,ssb,1
iceberg,spark,q3_1,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,1647.908731,ssb,1
iceberg,spark,q3_2,404;80;285;221;953;1;53;0.7976936726322;0.2427000015489,2158.84509,ssb,1
iceberg,spark,q1_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,7489.470738,ssb,1
iceberg,spark,q1_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,4614.869511,ssb,1
iceberg,spark,q1_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1495.455006,ssb,1
iceberg,spark,q2_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2769.266484,ssb,1
iceberg,spark,q2_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1928.46331,ssb,1
iceberg,spark,q2_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1974.484921,ssb,1
iceberg,spark,q3_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2042.441048,ssb,1
iceberg,spark,q3_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1871.822108,ssb,1
iceberg,spark,q3_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1803.034215,ssb,1
iceberg,spark,q3_4,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1887.977997,ssb,1
iceberg,spark,q4_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2258.850537,ssb,1
iceberg,spark,q4_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2864.894951,ssb,1
iceberg,spark,q4_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2238.382634,ssb,1
iceberg,spark,q1_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,7704.457632,ssb,1
iceberg,spark,q1_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1472.68782,ssb,1
iceberg,spark,q1_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1445.240083,ssb,1
iceberg,spark,q2_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2275.575991,ssb,1
iceberg,spark,q2_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1809.123259,ssb,1
iceberg,spark,q2_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1940.301741,ssb,1
iceberg,spark,q3_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1685.254992,ssb,1
iceberg,spark,q3_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1403.976329,ssb,1
iceberg,spark,q3_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,1579.013451,ssb,1
iceberg,spark,q4_1,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2472.002675,ssb,1
iceberg,spark,q4_2,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2763.343775,ssb,1
iceberg,spark,q4_3,376;34;150;337;961;4;46;0.6520777654104;0.1443034351385,2570.462422,ssb,1
