datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpch_0_q12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6466.4,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,27468.91,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3285.28,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6539.19,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9175.58,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4159.76,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6797.7,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2290.81,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2942.72,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3955.06,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2213.51,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10519.77,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,32798.89,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19802.99,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10987.44,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7943.01,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8570.06,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8477.49,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3836.89,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9805.12,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1978.4,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5352.36,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2966.3,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8750.74,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,15150.82,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6494.92,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,27694.63,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6353.98,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,23699.56,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8513.21,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4741.63,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,25311.46,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2289.84,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5617.45,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8138.54,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6861.18,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1877.03,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8164.43,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,12858.11,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3182.72,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13865.33,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7323.08,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1922.31,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10430.41,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1558.05,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13374.77,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13282.41,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2164.28,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2190.66,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9509.04,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,15655.35,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,19753.01,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7980.87,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,23726.53,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5535.66,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2911.55,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4215.78,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3697.12,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1975.5,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3290.02,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2937.28,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,18129.44,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5551.62,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2569.18,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,14634.85,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7322.23,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12560.83,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7223.36,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1646.19,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1611.48,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,33753.21,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7247.89,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5350.8,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1548.05,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4354.0,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7668.98,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8046.57,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2686.36,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,15190.55,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11452.48,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3794.1,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11711.51,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3235.07,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2423.8,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4550.24,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10612.36,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2967.53,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6838.99,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,13855.4,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10720.31,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11038.79,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4148.81,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14405.93,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14890.64,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4497.89,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,26317.01,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3269.66,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6694.98,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3032.13,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,9417.44,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,19334.21,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10849.01,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,26181.2,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10919.03,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,25334.26,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2591.47,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2834.47,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2759.79,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14048.61,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2228.53,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,8278.66,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3938.24,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6382.85,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6387.02,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,8006.97,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6295.42,tpch,10
delta,spark,tpch_0_q1,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,5204.0,tpch,10
delta,spark,tpch_0_q1,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3926.0,tpch,10
delta,spark,tpch_0_q1,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5171.0,tpch,10
delta,spark,tpch_0_q1,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3478.0,tpch,10
delta,spark,tpch_0_q1,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,4305.0,tpch,10
delta,spark,tpch_0_q1,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4965.0,tpch,10
delta,spark,tpch_0_q1,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5398.0,tpch,10
delta,spark,tpch_0_q1,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3720.0,tpch,10
delta,spark,tpch_0_q1,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,5228.0,tpch,10
delta,spark,tpch_0_q1,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3757.0,tpch,10
delta,spark,tpch_0_q1,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5200.0,tpch,10
delta,spark,tpch_0_q1,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3842.0,tpch,10
delta,spark,tpch_0_q1,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,5431.0,tpch,10
