datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpch_2_q19,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,10868.64,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,10454.24,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,17150.84,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1751.94,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,13841.24,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,58246.26,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1744.86,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5099.45,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,8295.03,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6216.86,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2970.85,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2340.91,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,13205.69,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,14781.95,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,10298.06,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2243.81,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4793.6,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,9509.07,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,16787.68,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,10341.65,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,23493.31,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5492.94,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2783.48,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3936.19,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6602.07,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1957.99,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3680.44,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4091.98,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,30887.38,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,7290.56,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,18193.5,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11284.32,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,23682.04,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,7490.41,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6538.11,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11015.63,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,33909.38,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,8307.04,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4576.49,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3664.69,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1577.99,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,13469.03,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,8223.44,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4160.79,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3722.3,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,7304.84,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4045.9,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4391.35,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4488.62,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3330.59,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1783.99,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,10055.45,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6758.54,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4530.34,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,15580.19,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6171.73,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,14726.05,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2812.39,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6207.33,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,32040.68,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,12672.82,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,22602.84,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,7521.61,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,12370.39,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,14004.25,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,23488.15,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,18964.58,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,19070.93,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,8353.84,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3900.81,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11946.94,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3143.59,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2734.78,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5268.92,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,7127.08,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5089.25,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,13302.98,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4551.11,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2406.1,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4275.06,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5550.24,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,60277.93,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2134.52,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4464.94,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,20197.97,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,11009.0,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2497.84,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,14728.86,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1719.1,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6399.46,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6179.78,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1876.27,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2501.21,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2759.81,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,12265.88,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,33234.2,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,13776.42,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4361.83,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,9498.57,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,16816.1,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,3681.74,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,7715.82,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,3925.69,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2510.41,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6114.92,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,3759.15,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,10043.67,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,10454.16,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2700.36,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,21173.4,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4548.74,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,12268.84,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6795.8,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6305.79,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1501.04,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,9620.75,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,5521.09,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1560.96,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,6383.02,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4367.9,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1888.95,tpch,10
