datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,tpch_1_q13,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2573.12,tpch,10
hudi,spark,tpch_1_q16,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5273.1,tpch,10
hudi,spark,tpch_1_q17,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,16571.75,tpch,10
hudi,spark,tpch_1_q18,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4652.35,tpch,10
hudi,spark,tpch_1_q19,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,15505.11,tpch,10
hudi,spark,tpch_1_q2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9861.0,tpch,10
hudi,spark,tpch_1_q20,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2426.48,tpch,10
hudi,spark,tpch_1_q3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4292.39,tpch,10
hudi,spark,tpch_1_q4,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,26900.82,tpch,10
hudi,spark,tpch_1_q5,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,36960.26,tpch,10
hudi,spark,tpch_1_q7,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,50191.87,tpch,10
hudi,spark,tpch_1_q8,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,24823.71,tpch,10
hudi,spark,tpch_1_q9,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6020.92,tpch,10
hudi,spark,tpch_2_q1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8062.02,tpch,10
hudi,spark,tpch_2_q11,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,28535.94,tpch,10
hudi,spark,tpch_2_q12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3735.48,tpch,10
hudi,spark,tpch_2_q14,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6483.03,tpch,10
hudi,spark,tpch_2_q19,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7573.63,tpch,10
hudi,spark,tpch_2_q20,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4994.18,tpch,10
hudi,spark,tpch_2_q21,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7618.54,tpch,10
hudi,spark,tpch_2_q22,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4507.32,tpch,10
hudi,spark,tpch_2_q3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2457.48,tpch,10
hudi,spark,tpch_2_q4,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3445.76,tpch,10
hudi,spark,tpch_2_q5,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,16718.18,tpch,10
hudi,spark,tpch_2_q7,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,63247.57,tpch,10
hudi,spark,tpch_2_q9,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,10149.14,tpch,10
hudi,spark,tpch_0_q12,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4172.9,tpch,10
hudi,spark,tpch_0_q13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,17673.62,tpch,10
hudi,spark,tpch_0_q15,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5512.08,tpch,10
hudi,spark,tpch_0_q18,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5586.06,tpch,10
hudi,spark,tpch_0_q2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2511.57,tpch,10
hudi,spark,tpch_0_q20,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2750.26,tpch,10
hudi,spark,tpch_0_q22,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2123.95,tpch,10
hudi,spark,tpch_0_q3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3604.73,tpch,10
hudi,spark,tpch_0_q6,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15698.42,tpch,10
hudi,spark,tpch_0_q8,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5193.24,tpch,10
hudi,spark,tpch_0_q9,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5820.27,tpch,10
hudi,spark,tpch_1_q1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3389.42,tpch,10
hudi,spark,tpch_1_q10,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,57404.94,tpch,10
hudi,spark,tpch_1_q12,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,10096.83,tpch,10
hudi,spark,tpch_1_q13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1758.22,tpch,10
hudi,spark,tpch_1_q16,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3521.42,tpch,10
hudi,spark,tpch_1_q17,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,22233.12,tpch,10
hudi,spark,tpch_1_q18,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3399.9,tpch,10
hudi,spark,tpch_1_q19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4394.99,tpch,10
hudi,spark,tpch_1_q2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5890.28,tpch,10
hudi,spark,tpch_1_q20,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,10047.72,tpch,10
hudi,spark,tpch_1_q3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,9665.58,tpch,10
hudi,spark,tpch_1_q4,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3570.35,tpch,10
hudi,spark,tpch_1_q5,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,13064.84,tpch,10
hudi,spark,tpch_1_q7,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,6821.92,tpch,10
hudi,spark,tpch_1_q8,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,23464.54,tpch,10
hudi,spark,tpch_1_q9,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,33776.73,tpch,10
hudi,spark,tpch_2_q1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4468.42,tpch,10
hudi,spark,tpch_2_q11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,9474.07,tpch,10
hudi,spark,tpch_2_q12,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4593.44,tpch,10
hudi,spark,tpch_2_q14,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3651.85,tpch,10
hudi,spark,tpch_2_q19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1719.08,tpch,10
hudi,spark,tpch_2_q20,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,38127.61,tpch,10
hudi,spark,tpch_2_q21,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15278.7,tpch,10
hudi,spark,tpch_2_q22,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3107.67,tpch,10
hudi,spark,tpch_2_q3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,12266.39,tpch,10
hudi,spark,tpch_2_q4,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,9556.12,tpch,10
hudi,spark,tpch_2_q5,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,16541.72,tpch,10
hudi,spark,tpch_2_q7,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,9316.21,tpch,10
hudi,spark,tpch_2_q9,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2203.2,tpch,10
hudi,spark,tpch_0_q12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3528.94,tpch,10
hudi,spark,tpch_0_q13,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5097.35,tpch,10
hudi,spark,tpch_0_q15,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,2615.75,tpch,10
hudi,spark,tpch_0_q18,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5875.1,tpch,10
hudi,spark,tpch_0_q2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5987.66,tpch,10
hudi,spark,tpch_0_q20,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5416.71,tpch,10
hudi,spark,tpch_0_q22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3886.18,tpch,10
hudi,spark,tpch_0_q3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6408.67,tpch,10
hudi,spark,tpch_0_q6,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,16376.54,tpch,10
hudi,spark,tpch_0_q8,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9983.21,tpch,10
hudi,spark,tpch_0_q9,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,16785.21,tpch,10
hudi,spark,tpch_1_q1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,26763.81,tpch,10
hudi,spark,tpch_1_q10,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,17183.26,tpch,10
hudi,spark,tpch_1_q12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4389.23,tpch,10
hudi,spark,tpch_1_q13,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,1681.33,tpch,10
hudi,spark,tpch_1_q16,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3473.84,tpch,10
hudi,spark,tpch_1_q17,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9625.76,tpch,10
hudi,spark,tpch_1_q18,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5179.56,tpch,10
hudi,spark,tpch_1_q19,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6381.58,tpch,10
hudi,spark,tpch_1_q2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,11512.38,tpch,10
hudi,spark,tpch_1_q20,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,2320.81,tpch,10
hudi,spark,tpch_1_q3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5269.98,tpch,10
hudi,spark,tpch_1_q4,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5609.7,tpch,10
hudi,spark,tpch_1_q5,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9858.71,tpch,10
hudi,spark,tpch_1_q7,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6450.89,tpch,10
hudi,spark,tpch_1_q8,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,23953.8,tpch,10
hudi,spark,tpch_1_q9,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,20635.22,tpch,10
hudi,spark,tpch_2_q1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,7410.0,tpch,10
hudi,spark,tpch_2_q11,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,11777.34,tpch,10
hudi,spark,tpch_2_q12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4461.5,tpch,10
hudi,spark,tpch_2_q14,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6547.33,tpch,10
hudi,spark,tpch_2_q19,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,1617.38,tpch,10
hudi,spark,tpch_2_q20,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,18509.89,tpch,10
hudi,spark,tpch_2_q21,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,11300.52,tpch,10
hudi,spark,tpch_2_q22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,2825.98,tpch,10
hudi,spark,tpch_2_q3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3967.28,tpch,10
hudi,spark,tpch_2_q4,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,8043.33,tpch,10
hudi,spark,tpch_2_q5,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,10497.08,tpch,10
hudi,spark,tpch_2_q7,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9166.05,tpch,10
hudi,spark,tpch_2_q9,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3236.42,tpch,10
hudi,spark,tpch_0_q12,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3603.33,tpch,10
hudi,spark,tpch_0_q13,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,21108.41,tpch,10
hudi,spark,tpch_0_q15,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8205.42,tpch,10
hudi,spark,tpch_0_q18,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4669.31,tpch,10
hudi,spark,tpch_0_q2,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2714.64,tpch,10
hudi,spark,tpch_0_q20,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2800.88,tpch,10
hudi,spark,tpch_0_q22,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2161.92,tpch,10
hudi,spark,tpch_0_q3,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4515.17,tpch,10
hudi,spark,tpch_0_q6,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16646.59,tpch,10
hudi,spark,tpch_0_q8,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4068.97,tpch,10
hudi,spark,tpch_0_q9,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4736.91,tpch,10
hudi,spark,tpch_1_q1,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3321.62,tpch,10
hudi,spark,tpch_1_q10,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,45075.42,tpch,10
hudi,spark,tpch_1_q12,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11153.49,tpch,10
hudi,spark,tpch_1_q13,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3311.46,tpch,10
hudi,spark,tpch_1_q16,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3515.13,tpch,10
hudi,spark,tpch_1_q17,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,23634.78,tpch,10
hudi,spark,tpch_1_q18,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3423.67,tpch,10
hudi,spark,tpch_1_q19,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4572.47,tpch,10
