datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,tpch_1_q18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,23233.78,tpch,10
hudi,presto,tpch_1_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,10950.38,tpch,10
hudi,presto,tpch_1_q2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,8423.52,tpch,10
hudi,presto,tpch_1_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,2523.45,tpch,10
hudi,presto,tpch_1_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,4674.94,tpch,10
hudi,presto,tpch_1_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,13016.89,tpch,10
hudi,presto,tpch_1_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,21349.75,tpch,10
hudi,presto,tpch_1_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,21155.81,tpch,10
hudi,presto,tpch_1_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,13920.41,tpch,10
hudi,presto,tpch_1_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,25839.53,tpch,10
hudi,presto,tpch_2_q1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,4689.83,tpch,10
hudi,presto,tpch_2_q11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,12276.75,tpch,10
hudi,presto,tpch_2_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3155.34,tpch,10
hudi,presto,tpch_2_q14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3885.65,tpch,10
hudi,presto,tpch_2_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,6146.67,tpch,10
hudi,presto,tpch_2_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,17911.72,tpch,10
hudi,presto,tpch_2_q21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,15360.13,tpch,10
hudi,presto,tpch_2_q22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,4352.85,tpch,10
hudi,presto,tpch_2_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,5214.88,tpch,10
hudi,presto,tpch_2_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,10881.73,tpch,10
hudi,presto,tpch_2_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,5216.45,tpch,10
hudi,presto,tpch_2_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,21455.18,tpch,10
hudi,presto,tpch_2_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,4817.53,tpch,10
hudi,presto,tpch_0_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,6234.97,tpch,10
hudi,presto,tpch_0_q13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,12978.21,tpch,10
hudi,presto,tpch_0_q15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4630.67,tpch,10
hudi,presto,tpch_0_q18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4490.92,tpch,10
hudi,presto,tpch_0_q2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,13574.64,tpch,10
hudi,presto,tpch_0_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,6602.26,tpch,10
hudi,presto,tpch_0_q22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,5074.56,tpch,10
hudi,presto,tpch_0_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,8398.02,tpch,10
hudi,presto,tpch_0_q6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,2191.18,tpch,10
hudi,presto,tpch_0_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3850.44,tpch,10
hudi,presto,tpch_0_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,5572.07,tpch,10
hudi,presto,tpch_1_q1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,13460.66,tpch,10
hudi,presto,tpch_1_q10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,9219.24,tpch,10
hudi,presto,tpch_1_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,9523.83,tpch,10
hudi,presto,tpch_1_q13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3489.24,tpch,10
hudi,presto,tpch_1_q16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,13995.9,tpch,10
hudi,presto,tpch_1_q17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,18755.31,tpch,10
hudi,presto,tpch_1_q18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,10135.09,tpch,10
hudi,presto,tpch_1_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,7228.93,tpch,10
hudi,presto,tpch_1_q2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,14924.37,tpch,10
hudi,presto,tpch_1_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,10349.88,tpch,10
hudi,presto,tpch_1_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,28522.24,tpch,10
hudi,presto,tpch_1_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4411.98,tpch,10
hudi,presto,tpch_1_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,20849.3,tpch,10
hudi,presto,tpch_1_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,6544.45,tpch,10
hudi,presto,tpch_1_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,9708.49,tpch,10
hudi,presto,tpch_1_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,11868.04,tpch,10
hudi,presto,tpch_2_q1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,12733.17,tpch,10
hudi,presto,tpch_2_q11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,9028.87,tpch,10
hudi,presto,tpch_2_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3791.77,tpch,10
hudi,presto,tpch_2_q14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,1910.92,tpch,10
hudi,presto,tpch_2_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4119.75,tpch,10
hudi,presto,tpch_2_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,18177.96,tpch,10
hudi,presto,tpch_2_q21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3961.78,tpch,10
hudi,presto,tpch_2_q22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,6482.98,tpch,10
hudi,presto,tpch_2_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,7069.64,tpch,10
hudi,presto,tpch_2_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,4889.38,tpch,10
hudi,presto,tpch_2_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3612.33,tpch,10
hudi,presto,tpch_2_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,37346.76,tpch,10
hudi,presto,tpch_2_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,3742.55,tpch,10
hudi,presto,tpch_0_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9435.56,tpch,10
hudi,presto,tpch_0_q13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,25809.04,tpch,10
hudi,presto,tpch_0_q15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,2461.69,tpch,10
hudi,presto,tpch_0_q18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3773.54,tpch,10
hudi,presto,tpch_0_q2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9910.58,tpch,10
hudi,presto,tpch_0_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9284.63,tpch,10
hudi,presto,tpch_0_q22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,2031.91,tpch,10
hudi,presto,tpch_0_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,5291.9,tpch,10
hudi,presto,tpch_0_q6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,2148.38,tpch,10
hudi,presto,tpch_0_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3695.2,tpch,10
hudi,presto,tpch_0_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,2580.76,tpch,10
hudi,presto,tpch_1_q1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,12698.56,tpch,10
hudi,presto,tpch_1_q10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,7710.09,tpch,10
hudi,presto,tpch_1_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3288.91,tpch,10
hudi,presto,tpch_1_q13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,1662.21,tpch,10
hudi,presto,tpch_1_q16,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9374.07,tpch,10
hudi,presto,tpch_1_q17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,17435.54,tpch,10
hudi,presto,tpch_1_q18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3328.42,tpch,10
hudi,presto,tpch_1_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,19667.26,tpch,10
hudi,presto,tpch_1_q2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,11201.48,tpch,10
hudi,presto,tpch_1_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,16867.85,tpch,10
hudi,presto,tpch_1_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,15582.64,tpch,10
hudi,presto,tpch_1_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,6963.01,tpch,10
hudi,presto,tpch_1_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,25071.95,tpch,10
hudi,presto,tpch_1_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,6439.7,tpch,10
hudi,presto,tpch_1_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,6881.22,tpch,10
hudi,presto,tpch_1_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,5529.67,tpch,10
hudi,presto,tpch_2_q1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,16450.64,tpch,10
hudi,presto,tpch_2_q11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,11377.74,tpch,10
hudi,presto,tpch_2_q12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,7345.38,tpch,10
hudi,presto,tpch_2_q14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3415.15,tpch,10
hudi,presto,tpch_2_q19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3816.74,tpch,10
hudi,presto,tpch_2_q20,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9647.37,tpch,10
hudi,presto,tpch_2_q21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3228.45,tpch,10
hudi,presto,tpch_2_q22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,3840.18,tpch,10
hudi,presto,tpch_2_q3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,5957.53,tpch,10
hudi,presto,tpch_2_q4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,4125.6,tpch,10
hudi,presto,tpch_2_q5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,5815.88,tpch,10
hudi,presto,tpch_2_q7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,21605.47,tpch,10
hudi,presto,tpch_2_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,7405.86,tpch,10
hudi,presto,tpch_0_q12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,4404.5,tpch,10
hudi,presto,tpch_0_q13,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,11985.98,tpch,10
hudi,presto,tpch_0_q15,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3038.67,tpch,10
hudi,presto,tpch_0_q18,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3259.17,tpch,10
hudi,presto,tpch_0_q2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3711.47,tpch,10
hudi,presto,tpch_0_q20,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2498.73,tpch,10
hudi,presto,tpch_0_q22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,10163.32,tpch,10
hudi,presto,tpch_0_q3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,12333.92,tpch,10
hudi,presto,tpch_0_q6,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,7542.16,tpch,10
hudi,presto,tpch_0_q8,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5176.43,tpch,10
hudi,presto,tpch_0_q9,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,9875.26,tpch,10
hudi,presto,tpch_1_q1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3645.02,tpch,10
hudi,presto,tpch_1_q10,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,56361.4,tpch,10
hudi,presto,tpch_1_q12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,8865.72,tpch,10
