datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,db6,18;256;20;18;16;16,739.0,tpch,1
delta,trino,db7,18;256;20;18;16;16,2030.0,tpch,1
delta,trino,db8,18;256;20;18;16;16,1389.0,tpch,1
delta,trino,db9,18;256;20;18;16;16,2292.0,tpch,1
delta,trino,db1,18;256;20;18;16;16,2171.0,tpch,1
delta,trino,db10,18;256;20;18;16;16,3396.0,tpch,1
delta,trino,db11,18;256;20;18;16;16,1097.0,tpch,1
delta,trino,db12,18;256;20;18;16;16,1909.0,tpch,1
delta,trino,db13,18;256;20;18;16;16,1191.0,tpch,1
delta,trino,db14,18;256;20;18;16;16,1110.0,tpch,1
delta,trino,db15,18;256;20;18;16;16,1178.0,tpch,1
delta,trino,db16,18;256;20;18;16;16,697.0,tpch,1
delta,trino,db17,18;256;20;18;16;16,1097.0,tpch,1
delta,trino,db18,18;256;20;18;16;16,1554.0,tpch,1
delta,trino,db19,18;256;20;18;16;16,1237.0,tpch,1
delta,trino,db2,18;256;20;18;16;16,683.0,tpch,1
delta,trino,db20,18;256;20;18;16;16,1398.0,tpch,1
delta,trino,db21,18;256;20;18;16;16,2546.0,tpch,1
delta,trino,db22,18;256;20;18;16;16,442.0,tpch,1
delta,trino,db3,18;256;20;18;16;16,1878.0,tpch,1
delta,trino,db4,18;256;20;18;16;16,631.0,tpch,1
delta,trino,db5,18;256;20;18;16;16,2525.0,tpch,1
delta,trino,db6,18;256;20;18;16;16,739.0,tpch,1
delta,trino,db7,18;256;20;18;16;16,2030.0,tpch,1
delta,trino,db8,18;256;20;18;16;16,1389.0,tpch,1
delta,trino,db9,18;256;20;18;16;16,2292.0,tpch,1
delta,trino,db1,18;256;20;18;16;16,2171.0,tpch,1
delta,trino,db10,18;256;20;18;16;16,3396.0,tpch,1
delta,trino,db11,18;256;20;18;16;16,1097.0,tpch,1
delta,trino,db12,18;256;20;18;16;16,1909.0,tpch,1
delta,trino,db13,18;256;20;18;16;16,1191.0,tpch,1
delta,trino,db14,18;256;20;18;16;16,1110.0,tpch,1
delta,trino,db15,18;256;20;18;16;16,1178.0,tpch,1
delta,trino,db16,18;256;20;18;16;16,697.0,tpch,1
delta,trino,db17,18;256;20;18;16;16,1097.0,tpch,1
delta,trino,db18,18;256;20;18;16;16,1554.0,tpch,1
delta,trino,db19,18;256;20;18;16;16,1237.0,tpch,1
delta,trino,db2,18;256;20;18;16;16,683.0,tpch,1
delta,trino,db20,18;256;20;18;16;16,1398.0,tpch,1
delta,trino,db21,18;256;20;18;16;16,2546.0,tpch,1
delta,trino,db22,18;256;20;18;16;16,442.0,tpch,1
delta,trino,db3,18;256;20;18;16;16,1878.0,tpch,1
delta,trino,db4,18;256;20;18;16;16,631.0,tpch,1
delta,trino,db5,18;256;20;18;16;16,2525.0,tpch,1
delta,trino,db6,18;256;20;18;16;16,739.0,tpch,1
delta,trino,db7,18;256;20;18;16;16,2030.0,tpch,1
delta,trino,db8,18;256;20;18;16;16,1389.0,tpch,1
delta,trino,db9,18;256;20;18;16;16,2292.0,tpch,1
delta,trino,db1,16.4;250.9;17.3;20.1;17.0;15.9,2715.46,tpch,1
delta,trino,db10,16.4;250.9;17.3;20.1;17.0;15.9,3239.12,tpch,1
delta,trino,db12,16.4;250.9;17.3;20.1;17.0;15.9,1678.77,tpch,1
delta,trino,db18,16.4;250.9;17.3;20.1;17.0;15.9,1911.14,tpch,1
delta,trino,db21,16.4;250.9;17.3;20.1;17.0;15.9,2825.88,tpch,1
delta,trino,db3,16.4;250.9;17.3;20.1;17.0;15.9,2032.45,tpch,1
delta,trino,db5,16.4;250.9;17.3;20.1;17.0;15.9,2822.63,tpch,1
delta,trino,db7,16.4;250.9;17.3;20.1;17.0;15.9,2325.8,tpch,1
delta,trino,db8,16.4;250.9;17.3;20.1;17.0;15.9,1642.54,tpch,1
delta,trino,db9,16.4;250.9;17.3;20.1;17.0;15.9,2552.35,tpch,1
delta,trino,db1,20.0;280.7;18.5;17.2;16.6;17.3,2492.25,tpch,1
delta,trino,db10,20.0;280.7;18.5;17.2;16.6;17.3,3361.62,tpch,1
delta,trino,db12,20.0;280.7;18.5;17.2;16.6;17.3,1790.16,tpch,1
delta,trino,db18,20.0;280.7;18.5;17.2;16.6;17.3,1849.65,tpch,1
delta,trino,db21,20.0;280.7;18.5;17.2;16.6;17.3,2785.76,tpch,1
delta,trino,db3,20.0;280.7;18.5;17.2;16.6;17.3,2025.45,tpch,1
delta,trino,db5,20.0;280.7;18.5;17.2;16.6;17.3,2601.15,tpch,1
delta,trino,db7,20.0;280.7;18.5;17.2;16.6;17.3,2115.85,tpch,1
delta,trino,db8,20.0;280.7;18.5;17.2;16.6;17.3,1508.69,tpch,1
delta,trino,db9,20.0;280.7;18.5;17.2;16.6;17.3,2623.13,tpch,1
delta,trino,db1,18.6;283.2;18.4;18.5;15.9;14.2,2968.47,tpch,1
delta,trino,db10,18.6;283.2;18.4;18.5;15.9;14.2,3312.86,tpch,1
delta,trino,db12,18.6;283.2;18.4;18.5;15.9;14.2,1873.52,tpch,1
delta,trino,db13,18.6;283.2;18.4;18.5;15.9;14.2,1515.47,tpch,1
delta,trino,db18,18.6;283.2;18.4;18.5;15.9;14.2,1724.31,tpch,1
delta,trino,db21,18.6;283.2;18.4;18.5;15.9;14.2,2881.63,tpch,1
delta,trino,db3,18.6;283.2;18.4;18.5;15.9;14.2,2219.68,tpch,1
delta,trino,db5,18.6;283.2;18.4;18.5;15.9;14.2,2702.14,tpch,1
delta,trino,db7,18.6;283.2;18.4;18.5;15.9;14.2,2286.56,tpch,1
delta,trino,db9,18.6;283.2;18.4;18.5;15.9;14.2,2567.85,tpch,1
delta,trino,db1,17.0;234.0;22.6;18.5;17.0;17.2,2641.37,tpch,1
delta,trino,db10,17.0;234.0;22.6;18.5;17.0;17.2,3757.0,tpch,1
delta,trino,db12,17.0;234.0;22.6;18.5;17.0;17.2,1723.25,tpch,1
delta,trino,db18,17.0;234.0;22.6;18.5;17.0;17.2,1758.66,tpch,1
delta,trino,db21,17.0;234.0;22.6;18.5;17.0;17.2,2546.14,tpch,1
delta,trino,db3,17.0;234.0;22.6;18.5;17.0;17.2,2109.78,tpch,1
delta,trino,db5,17.0;234.0;22.6;18.5;17.0;17.2,2879.6,tpch,1
delta,trino,db7,17.0;234.0;22.6;18.5;17.0;17.2,2249.97,tpch,1
delta,trino,db9,17.0;234.0;22.6;18.5;17.0;17.2,2426.64,tpch,1
delta,trino,db1,15.7;277.2;18.1;20.3;14.0;14.3,2494.56,tpch,1
delta,trino,db10,15.7;277.2;18.1;20.3;14.0;14.3,3305.79,tpch,1
delta,trino,db12,15.7;277.2;18.1;20.3;14.0;14.3,1914.55,tpch,1
delta,trino,db18,15.7;277.2;18.1;20.3;14.0;14.3,1818.05,tpch,1
delta,trino,db21,15.7;277.2;18.1;20.3;14.0;14.3,2664.76,tpch,1
delta,trino,db3,15.7;277.2;18.1;20.3;14.0;14.3,2121.87,tpch,1
delta,trino,db5,15.7;277.2;18.1;20.3;14.0;14.3,2503.78,tpch,1
delta,trino,db7,15.7;277.2;18.1;20.3;14.0;14.3,2472.93,tpch,1
delta,trino,db9,15.7;277.2;18.1;20.3;14.0;14.3,2688.49,tpch,1
delta,trino,db1,15.3;276.5;20.0;18.6;16.9;16.3,2647.66,tpch,1
delta,trino,db10,15.3;276.5;20.0;18.6;16.9;16.3,3673.97,tpch,1
delta,trino,db12,15.3;276.5;20.0;18.6;16.9;16.3,1796.55,tpch,1
delta,trino,db18,15.3;276.5;20.0;18.6;16.9;16.3,1940.93,tpch,1
delta,trino,db21,15.3;276.5;20.0;18.6;16.9;16.3,2816.54,tpch,1
delta,trino,db3,15.3;276.5;20.0;18.6;16.9;16.3,2209.13,tpch,1
delta,trino,db5,15.3;276.5;20.0;18.6;16.9;16.3,2726.52,tpch,1
delta,trino,db7,15.3;276.5;20.0;18.6;16.9;16.3,2160.27,tpch,1
delta,trino,db9,15.3;276.5;20.0;18.6;16.9;16.3,2257.6,tpch,1
delta,trino,db1,18.5;226.1;21.7;19.2;17.3;17.8,2700.96,tpch,1
delta,trino,db10,18.5;226.1;21.7;19.2;17.3;17.8,3685.5,tpch,1
delta,trino,db12,18.5;226.1;21.7;19.2;17.3;17.8,1939.16,tpch,1
delta,trino,db18,18.5;226.1;21.7;19.2;17.3;17.8,1761.19,tpch,1
delta,trino,db21,18.5;226.1;21.7;19.2;17.3;17.8,2757.63,tpch,1
delta,trino,db3,18.5;226.1;21.7;19.2;17.3;17.8,2260.11,tpch,1
delta,trino,db5,18.5;226.1;21.7;19.2;17.3;17.8,2370.36,tpch,1
delta,trino,db7,18.5;226.1;21.7;19.2;17.3;17.8,2092.95,tpch,1
delta,trino,db8,18.5;226.1;21.7;19.2;17.3;17.8,1582.42,tpch,1
delta,trino,db9,18.5;226.1;21.7;19.2;17.3;17.8,2613.58,tpch,1
delta,trino,db1,17.4;224.4;22.8;15.9;17.7;16.5,2699.4,tpch,1
delta,trino,db10,17.4;224.4;22.8;15.9;17.7;16.5,3607.43,tpch,1
delta,trino,db12,17.4;224.4;22.8;15.9;17.7;16.5,1968.15,tpch,1
delta,trino,db18,17.4;224.4;22.8;15.9;17.7;16.5,1945.82,tpch,1
delta,trino,db21,17.4;224.4;22.8;15.9;17.7;16.5,2587.48,tpch,1
delta,trino,db3,17.4;224.4;22.8;15.9;17.7;16.5,2216.31,tpch,1
delta,trino,db5,17.4;224.4;22.8;15.9;17.7;16.5,2691.68,tpch,1
delta,trino,db7,17.4;224.4;22.8;15.9;17.7;16.5,2378.22,tpch,1
delta,trino,db9,17.4;224.4;22.8;15.9;17.7;16.5,2706.3,tpch,1
delta,trino,db1,17.1;251.4;21.2;16.5;16.0;16.2,2815.11,tpch,1
delta,trino,db10,17.1;251.4;21.2;16.5;16.0;16.2,3667.83,tpch,1
delta,trino,db12,17.1;251.4;21.2;16.5;16.0;16.2,1850.73,tpch,1
delta,trino,db13,17.1;251.4;21.2;16.5;16.0;16.2,1550.56,tpch,1
delta,trino,db18,17.1;251.4;21.2;16.5;16.0;16.2,1797.32,tpch,1
delta,trino,db21,17.1;251.4;21.2;16.5;16.0;16.2,2437.94,tpch,1
delta,trino,db3,17.1;251.4;21.2;16.5;16.0;16.2,1997.45,tpch,1
delta,trino,db5,17.1;251.4;21.2;16.5;16.0;16.2,2641.47,tpch,1
delta,trino,db7,17.1;251.4;21.2;16.5;16.0;16.2,2252.03,tpch,1
delta,trino,db8,17.1;251.4;21.2;16.5;16.0;16.2,1506.21,tpch,1
delta,trino,db9,17.1;251.4;21.2;16.5;16.0;16.2,2542.93,tpch,1
