datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,db16,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,1812.95,tpch,1
iceberg,trino,db15,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5626.05,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2521.63,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3793.6,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7153.01,tpch,1
iceberg,trino,db7,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6444.74,tpch,1
iceberg,trino,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,4420.87,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,1704.05,tpch,1
iceberg,trino,db12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6223.62,tpch,1
iceberg,trino,db15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3460.19,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2453.0,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5456.09,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,8125.75,tpch,1
iceberg,trino,db7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6534.8,tpch,1
iceberg,trino,db8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5656.31,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7495.73,tpch,1
iceberg,trino,db12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6997.96,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2071.37,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1761.85,tpch,1
iceberg,trino,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1656.6,tpch,1
iceberg,trino,db9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,5563.88,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,7847.09,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,4849.47,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,8967.24,tpch,1
iceberg,trino,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,5746.91,tpch,1
iceberg,trino,db9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,6248.73,tpch,1
iceberg,trino,db1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8522.74,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,3106.7,tpch,1
iceberg,trino,db12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7842.51,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,1917.75,tpch,1
iceberg,trino,db8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6097.97,tpch,1
iceberg,trino,db9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6309.29,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,8354.37,tpch,1
iceberg,trino,db12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2770.57,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5600.62,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6249.87,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,13232.16,tpch,1
iceberg,trino,db5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5981.5,tpch,1
iceberg,trino,db9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6345.17,tpch,1
iceberg,trino,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2038.2,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1797.07,tpch,1
iceberg,trino,db12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2368.6,tpch,1
iceberg,trino,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3809.63,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1715.2,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3061.91,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4341.86,tpch,1
iceberg,trino,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6351.37,tpch,1
iceberg,trino,db8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2385.64,tpch,1
iceberg,trino,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3470.77,tpch,1
iceberg,trino,db15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3685.0,tpch,1
iceberg,trino,db17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5873.11,tpch,1
iceberg,trino,db18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5270.22,tpch,1
iceberg,trino,db21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,14051.05,tpch,1
iceberg,trino,db5,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3312.03,tpch,1
iceberg,trino,db7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,1847.34,tpch,1
