datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,db20,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,1960.48,tpch,1
hudi,spark,db21,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,5707.75,tpch,1
hudi,spark,db22,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,1783.95,tpch,1
hudi,spark,db3,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,2744.17,tpch,1
hudi,spark,db4,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,1635.41,tpch,1
hudi,spark,db5,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,2581.24,tpch,1
hudi,spark,db7,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,3084.83,tpch,1
hudi,spark,db8,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,2647.92,tpch,1
hudi,spark,db9,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,3735.26,tpch,1
hudi,spark,db1,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,5051.2,tpch,1
hudi,spark,db10,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,5823.61,tpch,1
hudi,spark,db11,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,1517.8,tpch,1
hudi,spark,db12,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,3415.46,tpch,1
hudi,spark,db13,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2361.35,tpch,1
hudi,spark,db14,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,1763.86,tpch,1
hudi,spark,db15,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2922.73,tpch,1
hudi,spark,db17,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2551.42,tpch,1
hudi,spark,db18,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,4866.89,tpch,1
hudi,spark,db20,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,1825.02,tpch,1
hudi,spark,db21,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,5495.95,tpch,1
hudi,spark,db22,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,1622.54,tpch,1
hudi,spark,db3,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2678.43,tpch,1
hudi,spark,db4,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,1900.06,tpch,1
hudi,spark,db5,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2609.16,tpch,1
hudi,spark,db7,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,3113.31,tpch,1
hudi,spark,db8,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,2581.04,tpch,1
hudi,spark,db9,256.0;64.0;693.2;2218.3;989.7;0.9;53.7;0.5;0.2,3905.22,tpch,1
hudi,spark,db1,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,5166.45,tpch,1
hudi,spark,db10,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,6232.61,tpch,1
hudi,spark,db12,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,3625.34,tpch,1
hudi,spark,db13,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2247.99,tpch,1
hudi,spark,db14,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,1878.86,tpch,1
hudi,spark,db15,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2941.73,tpch,1
hudi,spark,db17,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2935.42,tpch,1
hudi,spark,db18,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,5448.8,tpch,1
hudi,spark,db19,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,1643.33,tpch,1
hudi,spark,db20,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,1824.19,tpch,1
hudi,spark,db21,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,5181.31,tpch,1
hudi,spark,db22,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,1504.99,tpch,1
hudi,spark,db3,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2745.01,tpch,1
hudi,spark,db4,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,1773.89,tpch,1
hudi,spark,db5,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2697.69,tpch,1
hudi,spark,db7,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,3243.39,tpch,1
hudi,spark,db8,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,2585.25,tpch,1
hudi,spark,db9,263.3;78.8;637.9;2408.3;838.3;1.1;62.9;0.5;0.2,4221.64,tpch,1
hudi,spark,db1,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,4938.12,tpch,1
hudi,spark,db10,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,6944.91,tpch,1
hudi,spark,db12,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,3201.94,tpch,1
hudi,spark,db13,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,2508.45,tpch,1
hudi,spark,db14,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,1667.83,tpch,1
hudi,spark,db15,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,2945.39,tpch,1
hudi,spark,db17,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,3021.59,tpch,1
hudi,spark,db18,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,5122.15,tpch,1
hudi,spark,db19,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,1587.78,tpch,1
hudi,spark,db20,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,1866.45,tpch,1
hudi,spark,db21,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,5602.73,tpch,1
hudi,spark,db22,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,1634.9,tpch,1
hudi,spark,db3,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,2759.28,tpch,1
hudi,spark,db4,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,1632.09,tpch,1
hudi,spark,db5,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,2983.91,tpch,1
hudi,spark,db7,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,3251.55,tpch,1
hudi,spark,db8,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,2574.64,tpch,1
hudi,spark,db9,255.3;75.4;627.9;2321.5;790.7;0.9;51.8;0.4;0.2,3842.05,tpch,1
hudi,spark,db1,20.6;18.8;16.9;14.9;15.8;243.3|0.0;0.0;1.0,1777.22,tpch,1
hudi,spark,db1,21.3;19.6;18.5;12.8;18.0;226.7|0.0;0.0;1.0,2902.60,tpch,1
hudi,spark,db10,20.6;18.2;19.9;13.4;18.4;235.8|0.0;0.0;1.1,2157.57,tpch,1
hudi,spark,db10,18.7;17.5;18.9;14.8;15.3;270.6|0.0;0.0;1.1,2609.11,tpch,1
hudi,spark,db11,19.1;19.3;17.6;15.0;15.7;243.2|0.9;0.0;0.0,2049.16,tpch,1
hudi,spark,db11,190.9;29.8;26.0;30.4;31.8;384.9|0.0;1.1;1.0,2047.98,tpch,1
hudi,spark,db11,197.9;25.9;27.5;30.5;31.8;436.3|0.0;1.1;0.0,1991.30,tpch,1
hudi,spark,db11,19.9;16.8;19.0;15.6;16.3;252.7|0.0;0.0;0.9,3400.15,tpch,1
hudi,spark,db11,19.6;19.8;20.5;13.5;17.2;212.8|0.0;0.0;1.1,3975.75,tpch,1
hudi,spark,db12,18.5;17.2;16.6;15.7;15.6;260.1|1.0;1.0;1.0,1546.31,tpch,1
hudi,spark,db12,19.9;18.4;18.9;15.4;15.0;251.6|0.9;0.0;0.0,1939.19,tpch,1
hudi,spark,db12,21.4;19.4;18.7;16.4;15.6;257.6|1.0;1.0;0.0,1981.67,tpch,1
hudi,spark,db12,21.4;17.4;18.0;12.7;18.8;238.6|0.0;0.0;1.0,3826.40,tpch,1
hudi,spark,db12,201.7;27.3;27.0;31.4;29.0;391.8|0.0;1.0;0.0,3270.37,tpch,1
hudi,spark,db12,18.8;19.2;19.3;17.1;15.6;238.2|0.0;0.0;1.0,4793.56,tpch,1
hudi,spark,db13,21.4;17.3;16.7;16.1;15.4;253.2|1.0;0.9;0.0,1601.36,tpch,1
hudi,spark,db13,19.8;16.9;16.7;15.8;15.1;250.4|1.0;0.0;0.0,1653.87,tpch,1
hudi,spark,db13,19.0;18.7;17.9;15.2;15.2;236.7|1.0;1.0;0.9,1984.25,tpch,1
hudi,spark,db13,194.0;28.4;26.6;34.1;30.5;384.1|0.0;1.1;1.0,1952.65,tpch,1
hudi,spark,db13,196.5;26.7;29.6;33.2;30.6;434.4|0.0;1.1;1.0,2078.90,tpch,1
hudi,spark,db13,18.9;18.2;18.4;17.2;15.8;240.0|0.0;0.0;1.1,5240.19,tpch,1
hudi,spark,db13,186.1;27.6;30.0;31.9;28.8;411.6|0.0;0.9;0.0,4202.50,tpch,1
hudi,spark,db13,21.9;17.1;19.7;14.1;19.2;238.5|0.0;0.0;1.2,4869.64,tpch,1
hudi,spark,db14,19.7;17.0;18.5;14.9;16.9;240.6|0.9;0.9;0.0,1544.67,tpch,1
hudi,spark,db14,19.9;18.3;19.4;15.5;17.1;248.1|1.1;0.0;0.0,1814.46,tpch,1
hudi,spark,db14,208.1;26.3;27.1;32.1;31.4;406.1|0.0;1.0;0.0,3247.73,tpch,1
hudi,spark,db14,20.9;19.1;18.7;13.8;18.1;226.2|0.0;0.0;1.1,6415.45,tpch,1
hudi,spark,db14,19.1;18.6;17.2;17.2;17.1;255.6|0.0;0.0;1.0,7116.38,tpch,1
hudi,spark,db15,180.7;31.6;27.4;32.9;28.6;377.7|0.0;1.1;0.9,1881.87,tpch,1
hudi,spark,db15,19.0;16.8;17.6;16.4;16.6;268.5|1.0;0.0;0.0,2821.16,tpch,1
hudi,spark,db15,208.4;27.8;29.9;30.3;29.7;392.0|0.0;1.1;1.0,2073.89,tpch,1
hudi,spark,db15,19.4;17.4;19.3;17.1;16.8;252.6|1.0;1.1;1.1,3216.58,tpch,1
hudi,spark,db15,19.2;18.1;19.2;14.0;17.5;213.1|0.0;0.0;1.1,4088.55,tpch,1
hudi,spark,db15,205.0;27.0;28.2;29.7;29.0;419.0|0.0;1.0;0.0,5989.66,tpch,1
hudi,spark,db15,21.3;16.6;18.1;14.8;16.5;274.2|0.0;0.0;1.0,6431.24,tpch,1
hudi,spark,db16,183.4;29.8;29.2;32.5;28.6;424.0|0.0;1.0;1.0,1514.19,tpch,1
hudi,spark,db16,19.0;18.5;17.7;16.8;15.2;245.1|1.0;1.0;1.1,1864.16,tpch,1
hudi,spark,db16,200.9;30.7;28.6;31.8;27.3;445.6|0.9;0.0;1.0,1565.83,tpch,1
hudi,spark,db16,18.5;17.1;17.1;16.0;15.8;262.2|1.0;0.0;0.0,3329.11,tpch,1
hudi,spark,db16,20.6;18.1;18.0;13.8;18.1;205.4|0.0;0.0;1.1,4892.16,tpch,1
hudi,spark,db16,18.6;17.5;16.6;16.2;15.8;257.5|0.0;0.0;1.0,6887.90,tpch,1
hudi,spark,db16,184.4;28.7;27.2;32.7;28.7;424.8|0.0;1.0;0.0,7685.11,tpch,1
hudi,spark,db17,176.7;32.8;29.3;29.4;30.3;409.7|0.0;1.1;1.0,2426.08,tpch,1
hudi,spark,db17,191.2;31.3;28.5;33.9;27.6;390.1|1.0;0.0;0.9,2985.09,tpch,1
hudi,spark,db17,207.5;25.9;27.6;33.3;30.5;417.8|1.0;0.0;1.0,3880.65,tpch,1
hudi,spark,db17,21.7;17.1;18.7;13.7;16.6;219.6|0.0;0.0;1.2,5641.18,tpch,1
hudi,spark,db17,206.3;26.9;26.9;33.2;31.6;402.5|0.0;1.1;0.0,6785.29,tpch,1
hudi,spark,db17,19.9;17.9;18.0;16.1;16.2;263.7|0.0;0.0;1.0,6595.23,tpch,1
hudi,spark,db18,188.0;30.5;28.2;33.2;30.4;396.4|0.0;1.1;0.9,1719.60,tpch,1
hudi,spark,db18,184.8;29.0;26.7;30.3;29.0;389.9|0.0;1.1;1.0,2209.11,tpch,1
hudi,spark,db18,192.1;28.6;28.9;31.2;29.6;422.2|0.8;0.0;1.0,2733.37,tpch,1
hudi,spark,db18,18.4;17.8;19.0;16.3;16.2;273.1|0.9;1.0;0.0,3854.75,tpch,1
hudi,spark,db18,196.8;26.7;26.1;30.1;29.1;386.2|1.0;0.0;1.0,4267.87,tpch,1
hudi,spark,db18,178.9;29.7;27.6;31.7;29.4;406.4|0.0;1.0;0.0,6656.51,tpch,1
hudi,spark,db18,18.4;19.2;18.0;16.6;14.7;249.5|0.0;0.0;1.1,6192.84,tpch,1
hudi,spark,db18,20.6;18.8;20.5;13.3;16.5;219.3|0.0;0.0;1.2,8230.42,tpch,1
hudi,spark,db19,19.3;17.6;18.3;16.5;15.0;239.0|1.0;1.0;0.0,1600.30,tpch,1
hudi,spark,db19,204.3;30.1;27.2;31.1;31.4;392.5|1.0;0.0;1.0,2798.38,tpch,1
hudi,spark,db19,19.0;16.6;17.1;16.9;16.1;268.8|1.0;1.0;1.1,3196.43,tpch,1
hudi,spark,db19,197.3;27.7;29.2;33.3;28.9;431.3|0.9;0.0;1.0,3600.37,tpch,1
hudi,spark,db19,180.9;28.6;26.6;34.5;32.1;409.7|0.0;0.9;1.0,2945.76,tpch,1
hudi,spark,db19,200.9;32.2;29.3;32.3;31.8;372.0|0.0;1.1;1.1,4717.80,tpch,1
hudi,spark,db19,21.1;17.8;20.5;12.9;16.8;233.1|0.0;0.0;1.1,7432.21,tpch,1
hudi,spark,db19,20.3;18.3;19.2;15.9;15.6;251.4|0.0;0.0;1.0,8227.88,tpch,1
hudi,spark,db19,179.3;28.6;30.0;31.2;31.7;439.0|0.0;0.9;0.0,10170.64,tpch,1
hudi,spark,db2,19.0;16.9;19.3;15.4;16.3;255.2|1.0;1.0;0.0,2087.46,tpch,1
hudi,spark,db2,191.5;30.2;29.4;29.6;30.5;397.2|0.0;1.1;1.0,1834.11,tpch,1
hudi,spark,db2,20.6;19.2;17.1;17.1;16.1;251.0|1.0;1.0;1.0,2375.16,tpch,1
hudi,spark,db2,20.6;17.7;17.3;16.1;15.8;256.3|1.1;0.0;0.0,2732.58,tpch,1
hudi,spark,db2,200.6;29.4;28.6;29.4;29.9;393.6|0.9;0.0;0.9,3741.95,tpch,1
hudi,spark,db2,196.8;28.5;28.8;33.5;28.8;393.6|1.0;0.0;1.0,5051.71,tpch,1
hudi,spark,db2,200.0;27.9;27.6;29.8;29.2;405.4|0.0;1.0;0.0,5033.25,tpch,1
hudi,spark,db2,19.4;16.8;18.3;16.3;17.1;251.2|0.0;0.0;0.9,7181.94,tpch,1
hudi,spark,db2,21.8;17.6;18.8;14.8;18.1;209.0|0.0;0.0;1.1,10250.73,tpch,1
hudi,spark,db20,198.1;28.4;29.8;33.1;27.9;387.4|0.0;1.1;1.0,3003.90,tpch,1
hudi,spark,db20,190.3;27.6;26.8;30.6;30.3;388.9|0.0;1.0;1.1,3628.80,tpch,1
hudi,spark,db20,21.0;16.9;18.5;16.3;15.8;236.6|1.0;0.0;0.0,3164.36,tpch,1
hudi,spark,db20,200.9;27.6;27.5;31.0;26.9;449.4|0.9;0.0;1.0,4263.77,tpch,1
hudi,spark,db20,180.7;26.2;27.8;30.3;31.9;417.9|1.1;0.0;1.1,4685.16,tpch,1
hudi,spark,db20,21.8;19.6;18.1;12.7;16.4;228.9|0.0;0.0;1.1,9109.40,tpch,1
hudi,spark,db20,178.4;28.6;27.5;31.6;29.6;377.9|0.0;1.0;0.0,9450.19,tpch,1
hudi,spark,db20,20.9;17.5;18.9;14.8;15.4;274.6|0.0;0.0;1.0,8852.03,tpch,1
hudi,spark,db21,195.2;29.6;29.4;30.6;31.6;403.8|1.1;0.0;0.9,3021.14,tpch,1
hudi,spark,db21,19.3;18.9;17.8;17.2;14.9;271.1|1.0;1.1;1.1,2676.86,tpch,1
hudi,spark,db21,205.8;29.2;26.0;31.6;27.9;389.3|0.0;0.9;1.0,4760.72,tpch,1
hudi,spark,db21,20.0;17.3;17.1;15.8;16.8;244.2|1.0;0.0;0.0,5350.00,tpch,1
hudi,spark,db21,19.3;18.7;16.9;16.4;14.9;266.7|1.0;1.0;0.0,5927.00,tpch,1
hudi,spark,db21,186.7;29.4;25.7;33.6;32.1;409.5|0.0;1.1;1.0,5894.71,tpch,1
hudi,spark,db21,21.3;18.5;18.9;17.2;15.6;268.9|0.0;0.0;1.0,7880.23,tpch,1
hudi,spark,db21,190.8;29.5;28.1;33.9;31.5;417.6|0.0;1.1;0.0,10250.85,tpch,1
hudi,spark,db21,21.4;19.9;18.4;14.3;18.6;235.1|0.0;0.0;1.1,10443.27,tpch,1
hudi,spark,db22,20.5;17.5;17.3;16.5;14.9;238.0|1.0;1.0;1.0,4153.07,tpch,1
hudi,spark,db22,20.4;18.8;17.6;16.2;15.3;253.5|1.0;1.0;0.0,3183.60,tpch,1
hudi,spark,db22,186.0;27.1;30.1;32.5;28.8;433.6|1.0;0.0;1.0,4470.55,tpch,1
hudi,spark,db22,185.7;30.2;26.8;33.6;29.0;392.6|0.9;0.0;1.1,4581.97,tpch,1
hudi,spark,db22,185.1;29.7;27.3;30.4;27.7;377.8|0.0;1.0;1.0,5918.74,tpch,1
hudi,spark,db22,179.1;31.0;29.4;29.9;31.9;404.9|0.0;1.1;1.0,5957.39,tpch,1
hudi,spark,db22,22.1;19.3;20.3;13.4;17.8;218.6|0.0;0.0;1.1,9412.33,tpch,1
hudi,spark,db22,208.0;26.8;26.8;32.4;29.0;380.0|0.0;1.0;0.0,7140.31,tpch,1
hudi,spark,db22,19.5;17.8;17.8;17.1;16.7;257.2|0.0;0.0;1.0,10637.42,tpch,1
hudi,spark,db3,20.5;19.0;18.5;15.5;16.7;261.5|1.0;1.1;1.0,1641.51,tpch,1
hudi,spark,db3,186.2;31.2;28.5;31.1;29.8;418.4|0.0;1.1;1.1,2519.81,tpch,1
hudi,spark,db3,20.0;17.6;17.9;15.6;16.8;258.1|0.9;0.9;0.0,3292.15,tpch,1
hudi,spark,db3,198.0;26.3;26.9;33.5;30.4;378.4|1.0;0.0;1.0,4175.50,tpch,1
hudi,spark,db3,203.1;29.9;26.9;34.5;28.5;386.3|0.0;1.0;1.0,3949.02,tpch,1
hudi,spark,db3,193.9;30.7;27.1;29.5;27.8;446.3|0.9;0.0;0.9,4364.62,tpch,1
hudi,spark,db3,179.3;26.6;27.5;34.1;30.5;438.7|0.0;1.0;0.0,6240.14,tpch,1
hudi,spark,db3,18.8;17.8;19.4;16.7;15.7;262.6|0.0;0.0;0.9,9150.12,tpch,1
hudi,spark,db3,19.6;17.5;18.6;13.5;19.2;230.1|0.0;0.0;1.1,12055.47,tpch,1
hudi,spark,db4,20.8;16.6;16.6;16.6;14.9;271.0|1.0;0.0;0.0,1955.10,tpch,1
hudi,spark,db4,18.5;19.0;18.0;14.9;16.6;271.4|1.0;1.0;1.1,1986.13,tpch,1
hudi,spark,db4,174.2;29.4;27.9;32.5;28.1;392.9|0.0;1.2;1.0,2149.06,tpch,1
hudi,spark,db4,19.2;17.4;16.9;15.7;16.7;238.0|1.0;1.0;0.0,2774.01,tpch,1
hudi,spark,db4,194.0;28.5;26.1;30.1;28.2;379.3|0.0;1.0;1.0,3596.09,tpch,1
hudi,spark,db4,205.2;31.9;28.4;29.2;26.1;391.8|0.8;0.0;1.0,3613.90,tpch,1
hudi,spark,db4,204.4;27.7;27.2;32.7;29.8;399.2|1.0;0.0;1.0,4489.13,tpch,1
hudi,spark,db4,20.4;19.1;17.5;16.2;16.6;247.0|0.0;0.0;0.9,4164.94,tpch,1
hudi,spark,db4,21.5;19.2;19.8;14.0;18.2;231.3|0.0;0.0;1.1,8540.01,tpch,1
hudi,spark,db4,187.3;26.7;26.0;29.5;29.1;389.3|0.0;1.0;0.0,13467.28,tpch,1
hudi,spark,db5,19.0;18.8;19.0;14.7;15.1;274.6|1.0;0.0;0.0,2073.49,tpch,1
hudi,spark,db5,194.9;31.0;29.1;33.2;28.0;388.7|0.0;1.1;0.9,2402.39,tpch,1
hudi,spark,db5,18.9;19.4;17.1;15.2;16.8;256.3|0.9;1.0;0.9,3827.09,tpch,1
hudi,spark,db5,184.5;26.9;25.9;33.4;27.9;437.1|0.0;1.0;1.1,3625.93,tpch,1
hudi,spark,db5,21.6;16.6;19.1;16.0;15.8;264.0|0.9;1.0;0.0,4537.65,tpch,1
hudi,spark,db5,207.8;28.5;27.8;30.6;29.4;416.5|0.9;0.0;0.9,5440.55,tpch,1
hudi,spark,db5,190.1;26.2;28.3;34.0;32.2;430.9|0.0;1.1;0.0,5889.27,tpch,1
hudi,spark,db5,21.3;16.9;17.5;17.1;16.0;269.4|0.0;0.0;1.0,8474.00,tpch,1
hudi,spark,db5,189.8;27.6;28.6;30.8;32.4;429.6|0.9;0.0;1.0,7010.39,tpch,1
hudi,spark,db5,21.6;18.2;19.3;13.1;17.7;239.7|0.0;0.0;1.1,13296.65,tpch,1
hudi,spark,db6,204.0;30.1;29.2;32.6;29.3;400.2|0.9;0.0;1.0,1854.60,tpch,1
hudi,spark,db6,178.6;29.0;30.1;32.8;30.8;423.6|0.0;1.0;1.0,3270.43,tpch,1
hudi,spark,db6,19.5;18.4;16.7;15.8;16.4;238.7|1.0;1.0;1.0,3303.69,tpch,1
hudi,spark,db6,200.1;28.6;26.8;30.6;30.7;407.2|1.0;0.0;1.0,3400.01,tpch,1
hudi,spark,db6,18.7;18.4;18.4;17.2;15.6;263.6|1.1;0.0;0.0,2746.44,tpch,1
hudi,spark,db6,180.4;26.3;29.2;32.9;30.4;438.8|0.0;0.9;0.0,4099.50,tpch,1
hudi,spark,db6,188.9;29.5;28.6;31.2;27.9;414.2|0.0;1.0;1.1,4415.12,tpch,1
hudi,spark,db6,19.5;16.8;18.1;15.4;15.2;268.9|1.0;1.0;0.0,5679.46,tpch,1
hudi,spark,db6,21.6;18.1;17.8;16.3;16.7;273.2|0.0;0.0;1.1,12430.72,tpch,1
hudi,spark,db6,21.2;18.3;18.0;14.5;17.8;215.2|0.0;0.0;1.1,14032.43,tpch,1
hudi,spark,db7,20.4;17.0;18.1;16.6;16.1;236.5|1.0;1.0;1.0,2082.90,tpch,1
hudi,spark,db7,186.2;28.8;28.6;29.4;29.1;378.7|0.0;1.1;1.0,3775.04,tpch,1
hudi,spark,db7,184.5;29.6;26.6;32.1;28.2;425.5|0.0;1.1;1.0,4866.23,tpch,1
hudi,spark,db7,193.8;28.6;26.5;31.2;29.5;402.3|1.0;0.0;1.0,7065.86,tpch,1
hudi,spark,db7,201.3;27.1;29.5;31.5;31.4;436.7|0.9;0.0;0.9,7053.60,tpch,1
hudi,spark,db7,19.9;17.3;18.5;15.1;16.1;248.9|1.0;0.9;0.0,7694.51,tpch,1
hudi,spark,db7,196.9;27.3;29.7;30.8;29.2;409.7|0.0;1.0;0.0,8084.22,tpch,1
hudi,spark,db7,19.4;17.2;18.5;15.0;15.9;237.4|1.0;0.0;0.0,8589.14,tpch,1
hudi,spark,db7,19.0;19.2;18.8;17.1;15.6;247.3|0.0;0.0;1.0,11716.93,tpch,1
hudi,spark,db7,18.9;17.5;18.7;13.2;16.7;220.0|0.0;0.0;1.0,16106.01,tpch,1
hudi,spark,db8,18.7;18.8;18.4;14.8;15.0;263.1|1.0;0.0;0.0,2430.40,tpch,1
hudi,spark,db8,175.9;28.8;28.0;33.3;28.7;412.7|0.0;1.1;1.1,3064.10,tpch,1
hudi,spark,db8,198.4;26.4;27.9;30.1;29.7;407.3|0.0;1.0;1.0,5223.18,tpch,1
hudi,spark,db8,19.0;19.0;16.6;16.2;16.5;247.1|1.0;1.1;0.0,7021.75,tpch,1
hudi,spark,db8,18.4;17.1;18.8;17.2;16.7;259.9|0.0;0.0;0.9,11122.38,tpch,1
hudi,spark,db8,203.1;28.5;29.2;31.1;31.2;377.5|0.0;1.0;0.0,11426.93,tpch,1
hudi,spark,db8,21.6;18.8;19.3;14.8;17.9;238.0|0.0;0.0;1.1,12461.57,tpch,1
hudi,spark,db8,190.3;30.2;28.2;31.3;30.2;419.0|0.9;0.0;1.0,12090.98,tpch,1
hudi,spark,db8,207.7;27.4;27.5;30.0;28.1;422.0|0.9;0.0;1.0,12588.11,tpch,1
hudi,spark,db8,20.7;19.0;17.0;17.0;17.3;235.9|0.9;1.1;1.0,14478.05,tpch,1
hudi,spark,db9,198.9;30.9;30.3;30.0;28.8;416.7|1.0;0.0;0.9,3300.73,tpch,1
hudi,spark,db9,188.3;30.1;26.1;32.4;30.3;404.4|1.1;0.0;0.9,4552.95,tpch,1
hudi,spark,db9,20.4;17.0;18.9;16.2;16.9;273.7|1.0;1.0;1.0,11234.40,tpch,1
hudi,spark,db9,19.2;18.2;18.6;15.7;16.2;267.1|0.0;0.0;1.0,15941.23,tpch,1
hudi,spark,db9,19.4;18.3;16.7;15.1;16.7;244.9|1.0;0.0;0.0,14488.76,tpch,1
hudi,spark,db9,21.1;17.0;18.0;15.3;15.7;244.3|1.0;1.0;0.0,16563.91,tpch,1
hudi,spark,db9,191.6;29.7;29.7;32.0;29.4;363.2|0.0;1.1;0.9,15026.75,tpch,1
hudi,spark,db9,196.1;29.2;30.2;33.9;31.7;436.4|0.0;1.0;0.0,21824.32,tpch,1
hudi,spark,db9,19.4;17.1;19.0;14.4;17.8;229.2|0.0;0.0;1.2,21255.53,tpch,1
hudi,spark,db9,180.1;26.1;30.0;34.3;29.9;385.9|0.0;1.0;1.0,23903.64,tpch,1
