datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,db8,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1500.92,tpch,1
hudi,spark,db9,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1626.27,tpch,1
hudi,spark,db1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1889.26,tpch,1
hudi,spark,db10,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4477.44,tpch,1
hudi,spark,db12,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,9955.2,tpch,1
hudi,spark,db15,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db17,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db18,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,10273.62,tpch,1
hudi,spark,db21,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2615.17,tpch,1
hudi,spark,db5,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,7670.79,tpch,1
hudi,spark,db7,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,3566.3,tpch,1
hudi,spark,db8,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,7674.68,tpch,1
hudi,spark,db9,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4985.95,tpch,1
hudi,spark,db1,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4609.4,tpch,1
hudi,spark,db10,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,11688.48,tpch,1
hudi,spark,db12,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2494.79,tpch,1
hudi,spark,db15,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7495.28,tpch,1
hudi,spark,db17,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7672.67,tpch,1
hudi,spark,db18,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,10488.19,tpch,1
hudi,spark,db21,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2540.76,tpch,1
hudi,spark,db5,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db7,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,8677.15,tpch,1
hudi,spark,db8,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,6997.49,tpch,1
hudi,spark,db9,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1578.8,tpch,1
hudi,spark,db10,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,11155.95,tpch,1
hudi,spark,db12,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,3798.47,tpch,1
hudi,spark,db15,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7521.47,tpch,1
hudi,spark,db17,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7565.66,tpch,1
hudi,spark,db18,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,9836.18,tpch,1
hudi,spark,db21,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2630.72,tpch,1
hudi,spark,db5,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7966.24,tpch,1
hudi,spark,db7,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,9123.35,tpch,1
hudi,spark,db8,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,5048.66,tpch,1
hudi,spark,db9,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1500.92,tpch,1
hudi,spark,db1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1676.77,tpch,1
hudi,spark,db10,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,9934.05,tpch,1
hudi,spark,db12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,5636.17,tpch,1
hudi,spark,db15,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db17,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3593.54,tpch,1
hudi,spark,db18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1500.92,tpch,1
hudi,spark,db21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2449.75,tpch,1
hudi,spark,db5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,8179.08,tpch,1
hudi,spark,db7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4704.64,tpch,1
hudi,spark,db8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2692.0,tpch,1
hudi,spark,db9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,8708.19,tpch,1
hudi,spark,db1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2237.2,tpch,1
hudi,spark,db10,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11148.97,tpch,1
hudi,spark,db12,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6591.09,tpch,1
hudi,spark,db15,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6140.19,tpch,1
hudi,spark,db17,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8308.72,tpch,1
hudi,spark,db18,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3578.92,tpch,1
hudi,spark,db21,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2520.37,tpch,1
hudi,spark,db5,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4866.02,tpch,1
hudi,spark,db7,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8480.46,tpch,1
hudi,spark,db8,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7911.71,tpch,1
hudi,spark,db9,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8615.11,tpch,1
hudi,spark,db1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11867.67,tpch,1
hudi,spark,db10,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1500.92,tpch,1
hudi,spark,db12,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3779.58,tpch,1
hudi,spark,db15,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2670.94,tpch,1
hudi,spark,db17,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1500.92,tpch,1
hudi,spark,db18,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,10424.31,tpch,1
hudi,spark,db21,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,18215.65,tpch,1
hudi,spark,db5,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1500.92,tpch,1
hudi,spark,db7,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1500.92,tpch,1
hudi,spark,db8,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5292.34,tpch,1
hudi,spark,db9,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1928.16,tpch,1
hudi,spark,db1,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,5381.654364,tpch,1
hudi,spark,db10,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,6359.774141,tpch,1
hudi,spark,db11,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1389.187099,tpch,1
hudi,spark,db12,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,3554.761593,tpch,1
hudi,spark,db13,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,2366.818604,tpch,1
hudi,spark,db14,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1809.464807,tpch,1
hudi,spark,db15,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,3016.96733,tpch,1
hudi,spark,db16,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1358.067027,tpch,1
hudi,spark,db17,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,2778.688284,tpch,1
hudi,spark,db18,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,5165.125064,tpch,1
hudi,spark,db19,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1534.856061,tpch,1
hudi,spark,db2,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1214.772282,tpch,1
hudi,spark,db20,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1910.633459,tpch,1
hudi,spark,db21,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,5556.817961,tpch,1
hudi,spark,db22,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1627.156407,tpch,1
hudi,spark,db3,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,2658.284295,tpch,1
hudi,spark,db4,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1802.250863,tpch,1
hudi,spark,db5,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,2788.641803,tpch,1
hudi,spark,db6,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,1306.617377,tpch,1
hudi,spark,db7,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,3143.237858,tpch,1
hudi,spark,db8,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,2577.713744,tpch,1
hudi,spark,db9,256;69;620;2111;866;1;57;0.499345510453;0.2124272299349,4108.966204,tpch,1
hudi,spark,db1,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,5674.09,tpch,1
hudi,spark,db10,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,6857.3,tpch,1
hudi,spark,db12,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,3328.19,tpch,1
hudi,spark,db13,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2329.78,tpch,1
hudi,spark,db14,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,1726.59,tpch,1
hudi,spark,db15,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,3078.66,tpch,1
hudi,spark,db17,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2874.38,tpch,1
hudi,spark,db18,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,5087.15,tpch,1
hudi,spark,db19,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,1504.57,tpch,1
hudi,spark,db20,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,1914.03,tpch,1
hudi,spark,db21,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,6056.79,tpch,1
hudi,spark,db22,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,1679.64,tpch,1
hudi,spark,db3,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2901.95,tpch,1
hudi,spark,db4,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,1709.77,tpch,1
hudi,spark,db5,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2826.54,tpch,1
hudi,spark,db7,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2866.79,tpch,1
hudi,spark,db8,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,2530.77,tpch,1
hudi,spark,db9,242.9;69.8;531.6;1907.0;845.4;1.0;52.8;0.5;0.2,4429.38,tpch,1
hudi,spark,db1,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,5107.39,tpch,1
hudi,spark,db10,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,6391.93,tpch,1
hudi,spark,db12,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,3556.14,tpch,1
hudi,spark,db13,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2461.21,tpch,1
hudi,spark,db14,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,1676.86,tpch,1
hudi,spark,db15,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,3248.87,tpch,1
hudi,spark,db17,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2846.53,tpch,1
hudi,spark,db18,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,5640.97,tpch,1
hudi,spark,db20,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2062.73,tpch,1
hudi,spark,db21,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,5929.57,tpch,1
hudi,spark,db22,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,1670.18,tpch,1
hudi,spark,db3,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2624.48,tpch,1
hudi,spark,db4,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,1659.0,tpch,1
hudi,spark,db5,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2645.8,tpch,1
hudi,spark,db7,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,3148.27,tpch,1
hudi,spark,db8,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,2804.65,tpch,1
hudi,spark,db9,247.7;69.3;693.9;2361.9;869.0;1.0;50.9;0.5;0.2,3914.0,tpch,1
hudi,spark,db1,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,5888.3,tpch,1
hudi,spark,db10,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,6899.35,tpch,1
hudi,spark,db12,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,3365.62,tpch,1
hudi,spark,db13,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2371.5,tpch,1
hudi,spark,db14,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,1630.75,tpch,1
hudi,spark,db15,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2893.93,tpch,1
hudi,spark,db17,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2811.55,tpch,1
hudi,spark,db18,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,4983.11,tpch,1
hudi,spark,db19,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,1511.17,tpch,1
hudi,spark,db20,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2070.76,tpch,1
hudi,spark,db21,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,5907.53,tpch,1
hudi,spark,db22,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,1606.61,tpch,1
hudi,spark,db3,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2755.92,tpch,1
hudi,spark,db4,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,1960.62,tpch,1
hudi,spark,db5,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2590.16,tpch,1
hudi,spark,db7,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,3133.41,tpch,1
hudi,spark,db8,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,2676.07,tpch,1
hudi,spark,db9,262.8;75.7;587.1;1971.1;986.4;1.0;58.3;0.6;0.2,4415.75,tpch,1
hudi,spark,db1,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,5724.1,tpch,1
hudi,spark,db10,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,6352.37,tpch,1
hudi,spark,db12,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,3892.48,tpch,1
hudi,spark,db13,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2229.21,tpch,1
hudi,spark,db14,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,1781.65,tpch,1
hudi,spark,db15,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2931.71,tpch,1
hudi,spark,db17,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2998.54,tpch,1
hudi,spark,db18,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,5123.38,tpch,1
hudi,spark,db19,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,1609.88,tpch,1
hudi,spark,db20,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2051.22,tpch,1
hudi,spark,db21,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,5554.62,tpch,1
hudi,spark,db22,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,1787.51,tpch,1
hudi,spark,db3,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2566.57,tpch,1
hudi,spark,db4,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,1922.69,tpch,1
hudi,spark,db5,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2981.08,tpch,1
hudi,spark,db7,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,3063.22,tpch,1
hudi,spark,db8,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,2691.1,tpch,1
hudi,spark,db9,261.9;61.7;681.3;2251.7;816.4;1.1;48.7;0.5;0.2,4466.33,tpch,1
hudi,spark,db1,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,5582.81,tpch,1
hudi,spark,db10,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,6043.35,tpch,1
hudi,spark,db12,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,3339.47,tpch,1
hudi,spark,db13,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,2366.34,tpch,1
hudi,spark,db14,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,1934.86,tpch,1
hudi,spark,db15,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,3149.65,tpch,1
hudi,spark,db17,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,2795.18,tpch,1
hudi,spark,db18,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,5408.59,tpch,1
hudi,spark,db19,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,1540.51,tpch,1
hudi,spark,db20,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,1759.2,tpch,1
hudi,spark,db21,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,5130.36,tpch,1
hudi,spark,db22,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,1609.18,tpch,1
hudi,spark,db3,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,2915.17,tpch,1
hudi,spark,db4,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,1895.17,tpch,1
hudi,spark,db5,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,2607.89,tpch,1
hudi,spark,db7,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,3446.42,tpch,1
hudi,spark,db8,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,2391.01,tpch,1
hudi,spark,db9,260.9;64.8;708.6;2388.4;767.7;1.0;56.9;0.4;0.2,4431.41,tpch,1
hudi,spark,db1,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,5678.66,tpch,1
hudi,spark,db10,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,6904.76,tpch,1
hudi,spark,db12,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,3367.84,tpch,1
hudi,spark,db13,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,2319.24,tpch,1
hudi,spark,db14,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,1683.76,tpch,1
hudi,spark,db15,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,3021.36,tpch,1
hudi,spark,db17,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,2687.23,tpch,1
hudi,spark,db18,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,4993.34,tpch,1
hudi,spark,db19,233.6;65.8;552.2;2314.3;977.0;1.0;49.0;0.4;0.2,1533.45,tpch,1
