datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,query10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3008.83,tpcds,10
iceberg,trino,tpcds_merged,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2855.05,tpcds,10
iceberg,trino,tpcds_q1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2710.51,tpcds,10
iceberg,trino,tpcds_q10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2978.15,tpcds,10
iceberg,trino,tpcds_q11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2784.46,tpcds,10
iceberg,trino,tpcds_q12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3114.31,tpcds,10
iceberg,trino,tpcds_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3563.99,tpcds,10
iceberg,trino,tpcds_q14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3615.36,tpcds,10
iceberg,trino,tpcds_q14_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2992.99,tpcds,10
iceberg,trino,tpcds_q14_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3387.69,tpcds,10
iceberg,trino,tpcds_q14a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3009.38,tpcds,10
iceberg,trino,tpcds_q14b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2968.57,tpcds,10
iceberg,trino,tpcds_q15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3695.45,tpcds,10
iceberg,trino,tpcds_q16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2774.12,tpcds,10
iceberg,trino,tpcds_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3556.81,tpcds,10
iceberg,trino,tpcds_q18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3035.45,tpcds,10
iceberg,trino,tpcds_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3163.42,tpcds,10
iceberg,trino,tpcds_q2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3741.05,tpcds,10
iceberg,trino,tpcds_q20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3111.78,tpcds,10
iceberg,trino,tpcds_q21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3380.45,tpcds,10
iceberg,trino,tpcds_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2970.20,tpcds,10
iceberg,trino,tpcds_q23,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3575.70,tpcds,10
iceberg,trino,tpcds_q23_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3139.04,tpcds,10
iceberg,trino,tpcds_q23_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3019.32,tpcds,10
iceberg,trino,tpcds_q23a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3432.13,tpcds,10
iceberg,trino,tpcds_q23b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3352.14,tpcds,10
iceberg,trino,tpcds_q24,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3740.43,tpcds,10
iceberg,trino,tpcds_q24_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3361.51,tpcds,10
iceberg,trino,tpcds_q24_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3557.03,tpcds,10
iceberg,trino,tpcds_q24a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3324.67,tpcds,10
iceberg,trino,tpcds_q24b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3755.66,tpcds,10
iceberg,trino,tpcds_q25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3568.92,tpcds,10
iceberg,trino,tpcds_q26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2902.08,tpcds,10
iceberg,trino,tpcds_q27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3268.76,tpcds,10
iceberg,trino,tpcds_q28,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3690.53,tpcds,10
iceberg,trino,tpcds_q29,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3198.16,tpcds,10
iceberg,trino,tpcds_q3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3250.58,tpcds,10
iceberg,trino,tpcds_q31,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3356.11,tpcds,10
iceberg,trino,tpcds_q32,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2802.76,tpcds,10
iceberg,trino,tpcds_q33,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2781.10,tpcds,10
iceberg,trino,tpcds_q34,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3226.46,tpcds,10
iceberg,trino,tpcds_q35,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3145.49,tpcds,10
iceberg,trino,tpcds_q36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3346.71,tpcds,10
iceberg,trino,tpcds_q37,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3068.67,tpcds,10
iceberg,trino,tpcds_q38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3174.67,tpcds,10
iceberg,trino,tpcds_q39,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3666.96,tpcds,10
iceberg,trino,tpcds_q39_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3168.00,tpcds,10
iceberg,trino,tpcds_q39_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3038.78,tpcds,10
iceberg,trino,tpcds_q39a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3473.53,tpcds,10
iceberg,trino,tpcds_q39b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3144.06,tpcds,10
iceberg,trino,tpcds_q4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3051.16,tpcds,10
iceberg,trino,tpcds_q40,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2649.85,tpcds,10
iceberg,trino,tpcds_q41,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3433.88,tpcds,10
iceberg,trino,tpcds_q42,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3763.87,tpcds,10
iceberg,trino,tpcds_q43,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3209.62,tpcds,10
iceberg,trino,tpcds_q44,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3060.59,tpcds,10
iceberg,trino,tpcds_q45,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3114.81,tpcds,10
iceberg,trino,tpcds_q46,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2860.59,tpcds,10
iceberg,trino,tpcds_q47,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2798.98,tpcds,10
iceberg,trino,tpcds_q48,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3426.15,tpcds,10
iceberg,trino,tpcds_q49,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3208.72,tpcds,10
iceberg,trino,tpcds_q5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3426.22,tpcds,10
iceberg,trino,tpcds_q50,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3328.37,tpcds,10
iceberg,trino,tpcds_q51,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3218.50,tpcds,10
iceberg,trino,tpcds_q52,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3068.78,tpcds,10
iceberg,trino,tpcds_q53,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3430.51,tpcds,10
iceberg,trino,tpcds_q54,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3628.73,tpcds,10
iceberg,trino,tpcds_q55,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3111.84,tpcds,10
iceberg,trino,tpcds_q56,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3300.64,tpcds,10
iceberg,trino,tpcds_q57,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3716.61,tpcds,10
iceberg,trino,tpcds_q58,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3252.11,tpcds,10
iceberg,trino,tpcds_q59,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3052.55,tpcds,10
