datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,tpcds_q23_b,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3719.88,tpcds,10
hudi,spark,tpcds_q24,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5124.75,tpcds,10
hudi,spark,tpcds_q24_a,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3083.07,tpcds,10
hudi,spark,tpcds_q24b,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3564.33,tpcds,10
hudi,spark,tpcds_q25,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5127.3,tpcds,10
hudi,spark,tpcds_q26,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6176.39,tpcds,10
hudi,spark,tpcds_q27,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3333.8,tpcds,10
hudi,spark,tpcds_q28,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3505.05,tpcds,10
hudi,spark,tpcds_q33,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3438.53,tpcds,10
hudi,spark,tpcds_q36,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4741.41,tpcds,10
hudi,spark,tpcds_q37,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4331.03,tpcds,10
hudi,spark,tpcds_q38,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4928.33,tpcds,10
hudi,spark,tpcds_q39,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3242.87,tpcds,10
hudi,spark,tpcds_q39_a,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4290.41,tpcds,10
hudi,spark,tpcds_q39b,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4907.41,tpcds,10
hudi,spark,tpcds_q40,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3839.13,tpcds,10
hudi,spark,tpcds_q41,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3841.34,tpcds,10
hudi,spark,tpcds_q45,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3830.56,tpcds,10
hudi,spark,tpcds_q47,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5762.15,tpcds,10
hudi,spark,tpcds_q49,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5186.08,tpcds,10
hudi,spark,tpcds_q5,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6299.43,tpcds,10
hudi,spark,tpcds_q50,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3287.34,tpcds,10
hudi,spark,tpcds_q51,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,30420.17,tpcds,10
hudi,spark,tpcds_q52,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4364.93,tpcds,10
hudi,spark,tpcds_q53,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4320.3,tpcds,10
hudi,spark,tpcds_q55,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4250.5,tpcds,10
hudi,spark,tpcds_q57,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4899.5,tpcds,10
hudi,spark,tpcds_q59,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4290.24,tpcds,10
hudi,spark,tpcds_q62,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4909.08,tpcds,10
hudi,spark,tpcds_q63,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3512.9,tpcds,10
hudi,spark,tpcds_q65,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3751.27,tpcds,10
hudi,spark,tpcds_q66,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3732.83,tpcds,10
hudi,spark,tpcds_q67,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3218.23,tpcds,10
hudi,spark,tpcds_q68,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3658.07,tpcds,10
hudi,spark,tpcds_q69,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4334.07,tpcds,10
hudi,spark,tpcds_q70,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5105.59,tpcds,10
hudi,spark,tpcds_q71,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3281.58,tpcds,10
hudi,spark,tpcds_q72,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6116.55,tpcds,10
hudi,spark,tpcds_q74,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4077.65,tpcds,10
hudi,spark,tpcds_q75,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4097.69,tpcds,10
hudi,spark,tpcds_q76,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4077.86,tpcds,10
hudi,spark,tpcds_q77,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14634.99,tpcds,10
hudi,spark,tpcds_q79,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3174.92,tpcds,10
hudi,spark,tpcds_q8,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3760.7,tpcds,10
hudi,spark,tpcds_q80,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2304.38,tpcds,10
hudi,spark,tpcds_q81,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4725.69,tpcds,10
hudi,spark,tpcds_q83,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5298.19,tpcds,10
hudi,spark,tpcds_q85,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4165.4,tpcds,10
hudi,spark,tpcds_q86,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4536.62,tpcds,10
hudi,spark,tpcds_q88,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3649.81,tpcds,10
hudi,spark,tpcds_q9,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4077.14,tpcds,10
hudi,spark,tpcds_q91,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4806.71,tpcds,10
hudi,spark,tpcds_q92,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3901.88,tpcds,10
hudi,spark,tpcds_q93,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4433.25,tpcds,10
hudi,spark,tpcds_q94,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2755.07,tpcds,10
hudi,spark,tpcds_q96,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5627.6,tpcds,10
hudi,spark,tpcds_q97,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3900.55,tpcds,10
hudi,spark,tpcds_q98,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3098.79,tpcds,10
hudi,spark,tpcds_q_02,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3697.08,tpcds,10
hudi,spark,tpcds_q_03,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3205.32,tpcds,10
hudi,spark,tpcds_q_05,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2987.37,tpcds,10
hudi,spark,tpcds_q_06,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4160.68,tpcds,10
hudi,spark,tpcds_q_07,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2807.56,tpcds,10
hudi,spark,tpcds_q_08,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4723.61,tpcds,10
hudi,spark,tpcds_q_09,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6313.68,tpcds,10
hudi,spark,tpcds_q_14,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2620.21,tpcds,10
hudi,spark,tpcds_q_15,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4743.15,tpcds,10
hudi,spark,tpcds_q_17,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3495.28,tpcds,10
hudi,spark,tpcds_q_18,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4798.07,tpcds,10
hudi,spark,tpcds_q_19,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3859.72,tpcds,10
hudi,spark,tpcds_q_21,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3310.63,tpcds,10
hudi,spark,tpcds_q_23,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4380.0,tpcds,10
hudi,spark,tpcds_q_24,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4286.97,tpcds,10
hudi,spark,tpcds_q_25,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2590.37,tpcds,10
hudi,spark,tpcds_q_27,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3793.0,tpcds,10
hudi,spark,tpcds_ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4818.44,tpcds,10
hudi,spark,tpcds_merged,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3034.08,tpcds,10
hudi,spark,tpcds_q1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6394.98,tpcds,10
hudi,spark,tpcds_q10,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5042.29,tpcds,10
hudi,spark,tpcds_q11,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3813.99,tpcds,10
hudi,spark,tpcds_q13,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6647.32,tpcds,10
hudi,spark,tpcds_q14_a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2113.67,tpcds,10
hudi,spark,tpcds_q14_b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1600.04,tpcds,10
hudi,spark,tpcds_q14a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4938.18,tpcds,10
hudi,spark,tpcds_q17,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6310.85,tpcds,10
hudi,spark,tpcds_q2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7008.83,tpcds,10
hudi,spark,tpcds_q22,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,19971.07,tpcds,10
hudi,spark,tpcds_q23_a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5045.62,tpcds,10
hudi,spark,tpcds_q23_b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4536.32,tpcds,10
hudi,spark,tpcds_q24,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7572.65,tpcds,10
hudi,spark,tpcds_q24_a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3036.22,tpcds,10
hudi,spark,tpcds_q24b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4003.05,tpcds,10
hudi,spark,tpcds_q25,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2944.07,tpcds,10
hudi,spark,tpcds_q26,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4812.55,tpcds,10
hudi,spark,tpcds_q27,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5116.51,tpcds,10
hudi,spark,tpcds_q28,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5690.73,tpcds,10
hudi,spark,tpcds_q33,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3293.21,tpcds,10
hudi,spark,tpcds_q36,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5557.26,tpcds,10
hudi,spark,tpcds_q37,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,8508.47,tpcds,10
hudi,spark,tpcds_q38,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3068.79,tpcds,10
hudi,spark,tpcds_q39,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2227.74,tpcds,10
hudi,spark,tpcds_q39_a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6282.28,tpcds,10
hudi,spark,tpcds_q39b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3993.55,tpcds,10
hudi,spark,tpcds_q40,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3462.33,tpcds,10
hudi,spark,tpcds_q41,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6768.16,tpcds,10
hudi,spark,tpcds_q45,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3215.66,tpcds,10
hudi,spark,tpcds_q47,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4723.21,tpcds,10
hudi,spark,tpcds_q49,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3179.88,tpcds,10
hudi,spark,tpcds_q5,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3667.9,tpcds,10
hudi,spark,tpcds_q50,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5751.13,tpcds,10
hudi,spark,tpcds_q51,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,51738.79,tpcds,10
hudi,spark,tpcds_q52,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3849.95,tpcds,10
hudi,spark,tpcds_q53,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4480.11,tpcds,10
hudi,spark,tpcds_q55,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2366.75,tpcds,10
hudi,spark,tpcds_q57,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5416.12,tpcds,10
hudi,spark,tpcds_q59,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7096.3,tpcds,10
hudi,spark,tpcds_q62,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4611.3,tpcds,10
hudi,spark,tpcds_q63,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3787.03,tpcds,10
hudi,spark,tpcds_q65,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4849.61,tpcds,10
hudi,spark,tpcds_q66,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3490.87,tpcds,10
hudi,spark,tpcds_q67,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3437.99,tpcds,10
hudi,spark,tpcds_q68,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,12694.51,tpcds,10
hudi,spark,tpcds_q69,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3627.7,tpcds,10
hudi,spark,tpcds_q70,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7628.23,tpcds,10
hudi,spark,tpcds_q71,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3318.1,tpcds,10
