datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpcds_q12,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,2309.0,tpcds,10
delta,spark,tpcds_q12,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,2350.0,tpcds,10
delta,spark,tpcds_q12,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,3454.0,tpcds,10
delta,spark,tpcds_q12,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,1620.0,tpcds,10
delta,spark,tpcds_q12,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,1738.0,tpcds,10
delta,spark,tpcds_q12,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,3158.0,tpcds,10
delta,spark,tpcds_q12,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,2604.0,tpcds,10
delta,spark,tpcds_q12,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,2394.0,tpcds,10
delta,spark,tpcds_q12,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,1748.0,tpcds,10
delta,spark,tpcds_q12,36.0;11.0;11.0;36.0;11.0;11.0|1;1;1,3527.0,tpcds,10
delta,spark,tpcds_q12,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,6324.0,tpcds,10
delta,spark,tpcds_q12,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,235.0,tpcds,10
delta,spark,tpcds_q14b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,16073.0,tpcds,10
delta,spark,tpcds_q14b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,16993.0,tpcds,10
delta,spark,tpcds_q14b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,15301.0,tpcds,10
delta,spark,tpcds_q14b,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,13923.0,tpcds,10
delta,spark,tpcds_q14b,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,14978.0,tpcds,10
delta,spark,tpcds_q14b,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,15304.0,tpcds,10
delta,spark,tpcds_q14b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,14382.0,tpcds,10
delta,spark,tpcds_q14b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,15278.0,tpcds,10
delta,spark,tpcds_q14b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,15125.0,tpcds,10
delta,spark,tpcds_q14b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,16154.0,tpcds,10
delta,spark,tpcds_q14b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14681.0,tpcds,10
delta,spark,tpcds_q14b,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,14772.0,tpcds,10
delta,spark,tpcds_q14b,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,16414.0,tpcds,10
delta,spark,tpcds_q14b,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,15214.0,tpcds,10
delta,spark,tpcds_q14b,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,14186.0,tpcds,10
delta,spark,tpcds_q14b,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,14979.0,tpcds,10
delta,spark,tpcds_q14b,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,15023.0,tpcds,10
delta,spark,tpcds_q14b,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,15891.0,tpcds,10
delta,spark,tpcds_q14b,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,16468.0,tpcds,10
delta,spark,tpcds_q14b,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,16360.0,tpcds,10
delta,spark,tpcds_q14b,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,382.0,tpcds,10
delta,spark,tpcds_q14b,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,445.0,tpcds,10
delta,spark,tpcds_q14b,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,4341.0,tpcds,10
delta,spark,tpcds_q16,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3308.0,tpcds,10
delta,spark,tpcds_q16,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,3791.0,tpcds,10
delta,spark,tpcds_q16,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,2741.0,tpcds,10
delta,spark,tpcds_q16,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2774.0,tpcds,10
delta,spark,tpcds_q16,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,4059.0,tpcds,10
delta,spark,tpcds_q16,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2551.0,tpcds,10
delta,spark,tpcds_q16,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,2243.0,tpcds,10
delta,spark,tpcds_q16,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2250.0,tpcds,10
delta,spark,tpcds_q16,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,2251.0,tpcds,10
delta,spark,tpcds_q16,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,3969.0,tpcds,10
delta,spark,tpcds_q16,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,3092.0,tpcds,10
delta,spark,tpcds_q16,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,2441.0,tpcds,10
delta,spark,tpcds_q16,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,2392.0,tpcds,10
delta,spark,tpcds_q16,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,2491.0,tpcds,10
delta,spark,tpcds_q16,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,3759.0,tpcds,10
delta,spark,tpcds_q16,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,2679.0,tpcds,10
delta,spark,tpcds_q16,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,2492.0,tpcds,10
delta,spark,tpcds_q16,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,2423.0,tpcds,10
delta,spark,tpcds_q16,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,2361.0,tpcds,10
delta,spark,tpcds_q16,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,2354.0,tpcds,10
delta,spark,tpcds_q16,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,527.0,tpcds,10
delta,spark,tpcds_q16,36.0;11.0;11.0;36.0;11.0;11.0|1;1;1,995.0,tpcds,10
delta,spark,tpcds_q16,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,236.0,tpcds,10
delta,spark,tpcds_q20,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1992.0,tpcds,10
delta,spark,tpcds_q20,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,2255.0,tpcds,10
delta,spark,tpcds_q20,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,1828.0,tpcds,10
delta,spark,tpcds_q20,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2101.0,tpcds,10
delta,spark,tpcds_q20,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,1921.0,tpcds,10
delta,spark,tpcds_q20,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2031.0,tpcds,10
delta,spark,tpcds_q20,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,1870.0,tpcds,10
delta,spark,tpcds_q20,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2018.0,tpcds,10
delta,spark,tpcds_q20,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,1884.0,tpcds,10
delta,spark,tpcds_q20,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,1906.0,tpcds,10
delta,spark,tpcds_q20,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,1930.0,tpcds,10
delta,spark,tpcds_q20,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,2090.0,tpcds,10
delta,spark,tpcds_q20,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,2216.0,tpcds,10
delta,spark,tpcds_q20,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,1920.0,tpcds,10
delta,spark,tpcds_q20,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,1988.0,tpcds,10
delta,spark,tpcds_q20,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,1859.0,tpcds,10
delta,spark,tpcds_q20,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,2518.0,tpcds,10
delta,spark,tpcds_q20,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,1980.0,tpcds,10
delta,spark,tpcds_q20,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,2125.0,tpcds,10
delta,spark,tpcds_q20,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,2090.0,tpcds,10
delta,spark,tpcds_q20,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,741.0,tpcds,10
delta,spark,tpcds_q20,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,415.0,tpcds,10
delta,spark,tpcds_q21,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,2738.0,tpcds,10
delta,spark,tpcds_q21,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,3484.0,tpcds,10
delta,spark,tpcds_q21,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,2753.0,tpcds,10
delta,spark,tpcds_q21,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2647.0,tpcds,10
delta,spark,tpcds_q21,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2774.0,tpcds,10
delta,spark,tpcds_q21,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2943.0,tpcds,10
delta,spark,tpcds_q21,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,2534.0,tpcds,10
delta,spark,tpcds_q21,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2592.0,tpcds,10
delta,spark,tpcds_q21,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,3239.0,tpcds,10
delta,spark,tpcds_q21,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,2932.0,tpcds,10
delta,spark,tpcds_q21,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2668.0,tpcds,10
delta,spark,tpcds_q21,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,2797.0,tpcds,10
delta,spark,tpcds_q21,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,2591.0,tpcds,10
delta,spark,tpcds_q21,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,2606.0,tpcds,10
delta,spark,tpcds_q21,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,2868.0,tpcds,10
delta,spark,tpcds_q21,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,3019.0,tpcds,10
delta,spark,tpcds_q21,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,3141.0,tpcds,10
delta,spark,tpcds_q21,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,3055.0,tpcds,10
delta,spark,tpcds_q21,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,2732.0,tpcds,10
delta,spark,tpcds_q21,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,2571.0,tpcds,10
delta,spark,tpcds_q21,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,468.0,tpcds,10
delta,spark,tpcds_q21,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,115.0,tpcds,10
delta,spark,tpcds_q23,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,16351.0,tpcds,10
delta,spark,tpcds_q23,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,15744.0,tpcds,10
delta,spark,tpcds_q23,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,14577.0,tpcds,10
delta,spark,tpcds_q23,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,12996.0,tpcds,10
delta,spark,tpcds_q23,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,15339.0,tpcds,10
delta,spark,tpcds_q23,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,13318.0,tpcds,10
delta,spark,tpcds_q23,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,12876.0,tpcds,10
delta,spark,tpcds_q23,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14770.0,tpcds,10
delta,spark,tpcds_q23,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,13065.0,tpcds,10
delta,spark,tpcds_q23,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,14523.0,tpcds,10
delta,spark,tpcds_q23,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14269.0,tpcds,10
delta,spark,tpcds_q23,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,14913.0,tpcds,10
delta,spark,tpcds_q23,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,15816.0,tpcds,10
delta,spark,tpcds_q23,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,14149.0,tpcds,10
delta,spark,tpcds_q23,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,14543.0,tpcds,10
delta,spark,tpcds_q23,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,12416.0,tpcds,10
delta,spark,tpcds_q23,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,14130.0,tpcds,10
delta,spark,tpcds_q23,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,14275.0,tpcds,10
delta,spark,tpcds_q23,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,14371.0,tpcds,10
delta,spark,tpcds_q23,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,15091.0,tpcds,10
delta,spark,tpcds_q23,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,285.0,tpcds,10
delta,spark,tpcds_q23a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,15325.0,tpcds,10
delta,spark,tpcds_q23a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,13859.0,tpcds,10
delta,spark,tpcds_q23a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,12645.0,tpcds,10
delta,spark,tpcds_q23a,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,13182.0,tpcds,10
delta,spark,tpcds_q23a,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,15231.0,tpcds,10
delta,spark,tpcds_q23a,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,13481.0,tpcds,10
delta,spark,tpcds_q23a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,13070.0,tpcds,10
delta,spark,tpcds_q23a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,12948.0,tpcds,10
delta,spark,tpcds_q23a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,14223.0,tpcds,10
delta,spark,tpcds_q23a,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,14273.0,tpcds,10
delta,spark,tpcds_q23a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,12351.0,tpcds,10
delta,spark,tpcds_q23a,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,16087.0,tpcds,10
delta,spark,tpcds_q23a,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,15087.0,tpcds,10
delta,spark,tpcds_q23a,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,13802.0,tpcds,10
delta,spark,tpcds_q23a,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,13548.0,tpcds,10
delta,spark,tpcds_q23a,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,13990.0,tpcds,10
delta,spark,tpcds_q23a,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,12970.0,tpcds,10
delta,spark,tpcds_q23a,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,13735.0,tpcds,10
delta,spark,tpcds_q23a,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,12949.0,tpcds,10
delta,spark,tpcds_q23a,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,14556.0,tpcds,10
delta,spark,tpcds_q23a,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,13892.0,tpcds,10
delta,spark,tpcds_q23a,36.0;11.0;11.0;36.0;11.0;11.0|1;1;1,2218.0,tpcds,10
delta,spark,tpcds_q23a,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,689.0,tpcds,10
delta,spark,tpcds_q23a,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,873.0,tpcds,10
delta,spark,tpcds_q23b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,15507.0,tpcds,10
delta,spark,tpcds_q23b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,15599.0,tpcds,10
delta,spark,tpcds_q23b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,13298.0,tpcds,10
delta,spark,tpcds_q23b,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,12907.0,tpcds,10
delta,spark,tpcds_q23b,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,14945.0,tpcds,10
delta,spark,tpcds_q23b,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,12748.0,tpcds,10
delta,spark,tpcds_q23b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,13278.0,tpcds,10
delta,spark,tpcds_q23b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14194.0,tpcds,10
delta,spark,tpcds_q23b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,13694.0,tpcds,10
delta,spark,tpcds_q23b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,15217.0,tpcds,10
delta,spark,tpcds_q23b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14136.0,tpcds,10
delta,spark,tpcds_q23b,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,14248.0,tpcds,10
delta,spark,tpcds_q23b,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,14370.0,tpcds,10
delta,spark,tpcds_q23b,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,14180.0,tpcds,10
delta,spark,tpcds_q23b,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,14150.0,tpcds,10
delta,spark,tpcds_q23b,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,13843.0,tpcds,10
delta,spark,tpcds_q23b,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,14410.0,tpcds,10
delta,spark,tpcds_q23b,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,14459.0,tpcds,10
delta,spark,tpcds_q23b,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,15501.0,tpcds,10
delta,spark,tpcds_q23b,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,14190.0,tpcds,10
delta,spark,tpcds_q23b,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,225.0,tpcds,10
delta,spark,tpcds_q23b,51.0;22.0;20.0;51.0;22.0;20.0|0;1;0,268.0,tpcds,10
delta,spark,tpcds_q24,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,6991.0,tpcds,10
delta,spark,tpcds_q24,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,7604.0,tpcds,10
delta,spark,tpcds_q24,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,6706.0,tpcds,10
delta,spark,tpcds_q24,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,7495.0,tpcds,10
delta,spark,tpcds_q24,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,6979.0,tpcds,10
delta,spark,tpcds_q24,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,7060.0,tpcds,10
delta,spark,tpcds_q24,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,6755.0,tpcds,10
delta,spark,tpcds_q24,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,6830.0,tpcds,10
delta,spark,tpcds_q24,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,6902.0,tpcds,10
delta,spark,tpcds_q24,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,6862.0,tpcds,10
delta,spark,tpcds_q24,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,6757.0,tpcds,10
delta,spark,tpcds_q24,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,7637.0,tpcds,10
delta,spark,tpcds_q24,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,7158.0,tpcds,10
delta,spark,tpcds_q24,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,6645.0,tpcds,10
delta,spark,tpcds_q24,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,6948.0,tpcds,10
delta,spark,tpcds_q24,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,6654.0,tpcds,10
delta,spark,tpcds_q24,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,6924.0,tpcds,10
delta,spark,tpcds_q24,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,7835.0,tpcds,10
delta,spark,tpcds_q24,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,7840.0,tpcds,10
delta,spark,tpcds_q24,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,7017.0,tpcds,10
delta,spark,tpcds_q24,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,759.0,tpcds,10
delta,spark,tpcds_q24,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,422.0,tpcds,10
delta,spark,tpcds_q24a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,6943.0,tpcds,10
delta,spark,tpcds_q24a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,7768.0,tpcds,10
delta,spark,tpcds_q24a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,6456.0,tpcds,10
delta,spark,tpcds_q24a,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,7290.0,tpcds,10
delta,spark,tpcds_q24a,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,6874.0,tpcds,10
delta,spark,tpcds_q24a,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,7076.0,tpcds,10
delta,spark,tpcds_q24a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,6895.0,tpcds,10
delta,spark,tpcds_q24a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,7057.0,tpcds,10
delta,spark,tpcds_q24a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,6942.0,tpcds,10
delta,spark,tpcds_q24a,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,6878.0,tpcds,10
delta,spark,tpcds_q24a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,6726.0,tpcds,10
delta,spark,tpcds_q24a,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,9323.0,tpcds,10
delta,spark,tpcds_q24a,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,6928.0,tpcds,10
delta,spark,tpcds_q24a,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,6732.0,tpcds,10
delta,spark,tpcds_q24a,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,7145.0,tpcds,10
delta,spark,tpcds_q24a,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,6563.0,tpcds,10
delta,spark,tpcds_q24a,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,7001.0,tpcds,10
delta,spark,tpcds_q24a,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,7603.0,tpcds,10
delta,spark,tpcds_q24a,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,8020.0,tpcds,10
delta,spark,tpcds_q24a,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,7362.0,tpcds,10
delta,spark,tpcds_q24a,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,9016.0,tpcds,10
delta,spark,tpcds_q24a,36.0;11.0;11.0;36.0;11.0;11.0|1;1;1,245.0,tpcds,10
delta,spark,tpcds_q24a,32.0;20.0;116.0;36.0;11.0;11.0|0;1;0,914.0,tpcds,10
delta,spark,tpcds_q24b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,6959.0,tpcds,10
delta,spark,tpcds_q24b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,8336.0,tpcds,10
delta,spark,tpcds_q24b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,6587.0,tpcds,10
delta,spark,tpcds_q24b,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,7381.0,tpcds,10
delta,spark,tpcds_q24b,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,6785.0,tpcds,10
delta,spark,tpcds_q24b,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,6935.0,tpcds,10
delta,spark,tpcds_q24b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,6674.0,tpcds,10
delta,spark,tpcds_q24b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,6717.0,tpcds,10
delta,spark,tpcds_q24b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,6956.0,tpcds,10
delta,spark,tpcds_q24b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,6692.0,tpcds,10
delta,spark,tpcds_q24b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,6740.0,tpcds,10
delta,spark,tpcds_q24b,38.0;27.0;19.0;64.0;119.0;550.0|1;1;0,8654.0,tpcds,10
delta,spark,tpcds_q24b,40.0;12.0;26.0;40.0;12.0;26.0|1;1;1,7247.0,tpcds,10
delta,spark,tpcds_q24b,8.0;54.0;239.0;40.0;12.0;26.0|1;0;0,6669.0,tpcds,10
delta,spark,tpcds_q24b,40.0;12.0;26.0;8.0;54.0;239.0|1;1;1,6968.0,tpcds,10
delta,spark,tpcds_q24b,40.0;12.0;26.0;40.0;12.0;26.0|0;0;1,7075.0,tpcds,10
delta,spark,tpcds_q24b,8.0;54.0;239.0;40.0;12.0;26.0|0;1;1,6992.0,tpcds,10
delta,spark,tpcds_q24b,40.0;12.0;26.0;8.0;54.0;239.0|0;0;1,7241.0,tpcds,10
delta,spark,tpcds_q24b,36.0;11.0;11.0;36.0;11.0;11.0|0;1;0,8269.0,tpcds,10
delta,spark,tpcds_q24b,32.0;20.0;116.0;36.0;11.0;11.0|1;1;0,7111.0,tpcds,10
delta,spark,tpcds_q24b,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,1806.0,tpcds,10
delta,spark,tpcds_q24b,36.0;11.0;11.0;32.0;20.0;116.0|1;0;1,201.0,tpcds,10
delta,spark,tpcds_q32,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3077.0,tpcds,10
delta,spark,tpcds_q32,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,2864.0,tpcds,10
delta,spark,tpcds_q32,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,2823.0,tpcds,10
delta,spark,tpcds_q32,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2956.0,tpcds,10
delta,spark,tpcds_q32,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2888.0,tpcds,10
delta,spark,tpcds_q32,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2925.0,tpcds,10
delta,spark,tpcds_q32,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,2894.0,tpcds,10
delta,spark,tpcds_q32,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,3081.0,tpcds,10
delta,spark,tpcds_q32,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,2832.0,tpcds,10
delta,spark,tpcds_q32,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,3108.0,tpcds,10
delta,spark,tpcds_q32,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2953.0,tpcds,10
