datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,tpcds_q_14,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7474.6,tpcds,10
delta,presto,tpcds_q24b,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7144.36,tpcds,10
delta,presto,tpcds_q32,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6918.56,tpcds,10
delta,presto,tpcds_q_21,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7669.73,tpcds,10
delta,presto,tpcds_q_20,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6771.85,tpcds,10
delta,presto,tpcds_q_16,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6668.9,tpcds,10
delta,presto,tpcds_q14b,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6795.59,tpcds,10
delta,presto,tpcds_merged,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7368.1,tpcds,10
delta,presto,tpcds_q_10,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7606.85,tpcds,10
delta,presto,tpcds_q_25,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6478.37,tpcds,10
delta,presto,tpcds_q14,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7089.29,tpcds,10
delta,presto,tpcds_q37,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6429.47,tpcds,10
delta,presto,tpcds_q20,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6953.06,tpcds,10
delta,presto,tpcds_q_11,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7014.37,tpcds,10
delta,presto,tpcds_q21,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7456.22,tpcds,10
delta,presto,tpcds_q_24,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6510.43,tpcds,10
delta,presto,tpcds_q23,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7154.29,tpcds,10
delta,presto,tpcds_q_06,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7397.07,tpcds,10
delta,presto,tpcds_q_17,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7021.49,tpcds,10
delta,presto,tpcds_q_08,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6460.52,tpcds,10
delta,presto,tpcds_q_03,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6831.17,tpcds,10
delta,presto,tpcds_q39,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6539.62,tpcds,10
delta,presto,tpcds_q80,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7522.11,tpcds,10
delta,presto,tpcds_q14a,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7220.63,tpcds,10
delta,presto,tpcds_q12,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7393.34,tpcds,10
delta,presto,tpcds_q_02,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7463.13,tpcds,10
delta,presto,tpcds_q_07,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6971.07,tpcds,10
delta,presto,tpcds_q23a,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6641.22,tpcds,10
delta,presto,tpcds_q_23,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6860.77,tpcds,10
delta,presto,tpcds_q99,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6537.86,tpcds,10
delta,presto,tpcds_q24a,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7427.54,tpcds,10
delta,presto,tpcds_q82,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6933.52,tpcds,10
delta,presto,tpcds_q_22,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7359.23,tpcds,10
delta,presto,tpcds_q_01,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7989.3,tpcds,10
delta,presto,tpcds_q23b,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7670.54,tpcds,10
delta,presto,tpcds_ssb_flat_queries,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7162.94,tpcds,10
delta,presto,tpcds_q94,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7220.75,tpcds,10
delta,presto,tpcds_q_04,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6753.34,tpcds,10
delta,presto,tpcds_q16,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7068.73,tpcds,10
delta,presto,tpcds_q39b,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7190.14,tpcds,10
delta,presto,tpcds_q_15,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6587.43,tpcds,10
delta,presto,tpcds_q_09,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6843.89,tpcds,10
delta,presto,tpcds_q62,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7750.87,tpcds,10
delta,presto,tpcds_q_19,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7222.59,tpcds,10
delta,presto,tpcds_q_05,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7073.9,tpcds,10
delta,presto,tpcds_q98,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7719.73,tpcds,10
delta,presto,tpcds_q_18,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7645.8,tpcds,10
delta,presto,tpcds_q95,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7247.09,tpcds,10
delta,presto,tpcds_q5,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7995.31,tpcds,10
delta,presto,tpcds_q40,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7642.8,tpcds,10
delta,presto,tpcds_q_13,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7247.78,tpcds,10
delta,presto,tpcds_q39a,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7599.18,tpcds,10
delta,presto,tpcds_q_26,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6862.71,tpcds,10
delta,presto,tpcds_q24,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7255.81,tpcds,10
delta,presto,tpcds_q50,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6994.22,tpcds,10
delta,presto,tpcds_q_27,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6879.82,tpcds,10
delta,presto,tpcds_q77,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6570.88,tpcds,10
delta,presto,tpcds_q_12,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6817.9,tpcds,10
delta,presto,tpcds_q92,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7191.24,tpcds,10
delta,presto,tpcds_q_14,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7742.76,tpcds,10
delta,presto,tpcds_q24b,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7770.69,tpcds,10
delta,presto,tpcds_q32,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7279.93,tpcds,10
delta,presto,tpcds_q_21,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7019.57,tpcds,10
delta,presto,tpcds_q_20,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7215.57,tpcds,10
delta,presto,tpcds_q_16,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6811.14,tpcds,10
delta,presto,tpcds_q14b,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6620.16,tpcds,10
delta,presto,tpcds_merged,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7366.32,tpcds,10
delta,presto,tpcds_q_10,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7031.23,tpcds,10
delta,presto,tpcds_q_25,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7668.9,tpcds,10
delta,presto,tpcds_q14,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7121.59,tpcds,10
delta,presto,tpcds_q37,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7316.05,tpcds,10
delta,presto,tpcds_q20,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7975.46,tpcds,10
delta,presto,tpcds_q_11,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7847.76,tpcds,10
delta,presto,tpcds_q21,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6818.22,tpcds,10
delta,presto,tpcds_q_24,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7298.76,tpcds,10
delta,presto,tpcds_q23,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6984.57,tpcds,10
delta,presto,tpcds_q_06,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6614.16,tpcds,10
delta,presto,tpcds_q_17,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7153.88,tpcds,10
delta,presto,tpcds_q_08,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6912.42,tpcds,10
delta,presto,tpcds_q_03,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6562.64,tpcds,10
delta,presto,tpcds_q39,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7497.39,tpcds,10
delta,presto,tpcds_q80,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7096.59,tpcds,10
delta,presto,tpcds_q14a,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6848.69,tpcds,10
delta,presto,tpcds_q12,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7243.53,tpcds,10
delta,presto,tpcds_q_02,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6646.04,tpcds,10
delta,presto,tpcds_q_07,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7762.4,tpcds,10
delta,presto,tpcds_q23a,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6848.18,tpcds,10
delta,presto,tpcds_q_23,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7039.86,tpcds,10
delta,presto,tpcds_q99,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7604.95,tpcds,10
delta,presto,tpcds_q24a,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7954.55,tpcds,10
delta,presto,tpcds_q82,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7130.99,tpcds,10
delta,presto,tpcds_q_22,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7155.26,tpcds,10
delta,presto,tpcds_q_01,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7442.01,tpcds,10
delta,presto,tpcds_q23b,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8188.68,tpcds,10
delta,presto,tpcds_ssb_flat_queries,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7569.6,tpcds,10
delta,presto,tpcds_q94,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8068.79,tpcds,10
delta,presto,tpcds_q_04,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8378.48,tpcds,10
delta,presto,tpcds_q16,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8561.16,tpcds,10
delta,presto,tpcds_q39b,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8194.52,tpcds,10
delta,presto,tpcds_q_15,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7872.12,tpcds,10
delta,presto,tpcds_q_09,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8297.91,tpcds,10
delta,presto,tpcds_q62,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7268.48,tpcds,10
delta,presto,tpcds_q_19,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7642.38,tpcds,10
delta,presto,tpcds_q_05,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8693.73,tpcds,10
delta,presto,tpcds_q98,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8059.64,tpcds,10
delta,presto,tpcds_q_18,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7851.18,tpcds,10
delta,presto,tpcds_q95,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8310.11,tpcds,10
delta,presto,tpcds_q5,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7502.98,tpcds,10
delta,presto,tpcds_q40,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8333.37,tpcds,10
delta,presto,tpcds_q_13,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8471.76,tpcds,10
delta,presto,tpcds_q39a,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8467.34,tpcds,10
delta,presto,tpcds_q_26,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7636.7,tpcds,10
delta,presto,tpcds_q24,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7776.52,tpcds,10
delta,presto,tpcds_q50,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7260.76,tpcds,10
delta,presto,tpcds_q_27,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8062.07,tpcds,10
delta,presto,tpcds_q77,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8558.51,tpcds,10
delta,presto,tpcds_q_12,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8458.65,tpcds,10
delta,presto,tpcds_q92,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7980.95,tpcds,10
delta,presto,tpcds_q_14,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8146.92,tpcds,10
delta,presto,tpcds_q24b,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8410.84,tpcds,10
delta,presto,tpcds_q32,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8755.46,tpcds,10
delta,presto,tpcds_q_21,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7745.26,tpcds,10
delta,presto,tpcds_q_20,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8589.82,tpcds,10
delta,presto,tpcds_q_16,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7908.42,tpcds,10
delta,presto,tpcds_q14b,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7632.95,tpcds,10
delta,presto,tpcds_merged,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7234.19,tpcds,10
delta,presto,tpcds_q_10,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7527.83,tpcds,10
delta,presto,tpcds_q_25,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8272.91,tpcds,10
delta,presto,tpcds_q14,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7736.11,tpcds,10
delta,presto,tpcds_q37,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7942.38,tpcds,10
delta,presto,tpcds_q20,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8402.08,tpcds,10
delta,presto,tpcds_q_11,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8022.54,tpcds,10
delta,presto,tpcds_q21,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8634.87,tpcds,10
delta,presto,tpcds_q_24,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8021.93,tpcds,10
delta,presto,tpcds_q23,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7763.92,tpcds,10
delta,presto,tpcds_q_06,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7628.65,tpcds,10
delta,presto,tpcds_q_17,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7920.09,tpcds,10
delta,presto,tpcds_q_08,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7343.51,tpcds,10
delta,presto,tpcds_q_03,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8350.29,tpcds,10
delta,presto,tpcds_q39,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7264.33,tpcds,10
delta,presto,tpcds_q80,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8553.59,tpcds,10
delta,presto,tpcds_q14a,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8065.51,tpcds,10
delta,presto,tpcds_q12,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7456.13,tpcds,10
delta,presto,tpcds_q_02,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7510.3,tpcds,10
delta,presto,tpcds_q_07,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7557.04,tpcds,10
delta,presto,tpcds_q23a,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7865.71,tpcds,10
delta,presto,tpcds_q_23,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,8563.4,tpcds,10
delta,presto,tpcds_q99,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7950.74,tpcds,10
delta,presto,tpcds_q24a,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7550.92,tpcds,10
delta,presto,tpcds_q82,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7315.69,tpcds,10
delta,presto,tpcds_q_22,0.4566333208224;0.1463799164938;671.0;5.0;41|832.0MB;498.0MB;569.0;49283072.0,7502.5,tpcds,10
delta,presto,tpcds_q_01,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,9151.45,tpcds,10
delta,presto,tpcds_q23b,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7812.5,tpcds,10
delta,presto,tpcds_ssb_flat_queries,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7738.64,tpcds,10
delta,presto,tpcds_q94,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8845.29,tpcds,10
delta,presto,tpcds_q_04,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8970.27,tpcds,10
delta,presto,tpcds_q16,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8960.54,tpcds,10
delta,presto,tpcds_q39b,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8659.82,tpcds,10
delta,presto,tpcds_q_15,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8388.9,tpcds,10
delta,presto,tpcds_q_09,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8585.01,tpcds,10
delta,presto,tpcds_q62,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,9193.51,tpcds,10
delta,presto,tpcds_q_19,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7744.22,tpcds,10
delta,presto,tpcds_q_05,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7841.34,tpcds,10
delta,presto,tpcds_q98,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8875.32,tpcds,10
delta,presto,tpcds_q_18,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7829.97,tpcds,10
delta,presto,tpcds_q95,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,9049.49,tpcds,10
delta,presto,tpcds_q5,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8190.28,tpcds,10
delta,presto,tpcds_q40,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8050.75,tpcds,10
delta,presto,tpcds_q_13,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8972.34,tpcds,10
delta,presto,tpcds_q39a,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8244.42,tpcds,10
delta,presto,tpcds_q_26,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8495.42,tpcds,10
delta,presto,tpcds_q24,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7619.44,tpcds,10
delta,presto,tpcds_q50,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7860.4,tpcds,10
delta,presto,tpcds_q_27,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7739.1,tpcds,10
delta,presto,tpcds_q77,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8279.19,tpcds,10
delta,presto,tpcds_q_12,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8537.66,tpcds,10
delta,presto,tpcds_q92,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7913.54,tpcds,10
delta,presto,tpcds_q_14,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,9004.83,tpcds,10
delta,presto,tpcds_q24b,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7866.2,tpcds,10
delta,presto,tpcds_q32,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7614.74,tpcds,10
delta,presto,tpcds_q_21,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7867.9,tpcds,10
delta,presto,tpcds_q_20,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8259.65,tpcds,10
delta,presto,tpcds_q_16,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,9180.68,tpcds,10
delta,presto,tpcds_q14b,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8520.94,tpcds,10
delta,presto,tpcds_merged,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,8488.92,tpcds,10
delta,presto,tpcds_q_10,0.8519355876882;0.1518803517774;595.0;4.0;43|1980.0MB;983.0MB;91.0;109051904.0,7725.8,tpcds,10
