datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,tpcds_q1,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,14256.971309,tpcds,10
hudi,presto,tpcds_q1,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,5681.142247,tpcds,10
hudi,presto,tpcds_q1,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6661.6086190000005,tpcds,10
hudi,presto,tpcds_q1,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5404.571863,tpcds,10
hudi,presto,tpcds_q1,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5313.212889,tpcds,10
hudi,presto,tpcds_q1,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5562.403568,tpcds,10
hudi,presto,tpcds_q1,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6880.646466,tpcds,10
hudi,presto,tpcds_q1,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6577.649355,tpcds,10
hudi,presto,tpcds_q1,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,5494.230614,tpcds,10
hudi,presto,tpcds_q1,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,5870.681331,tpcds,10
hudi,presto,tpcds_q1,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,5872.355073000001,tpcds,10
hudi,presto,tpcds_q10,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,12664.274401,tpcds,10
hudi,presto,tpcds_q10,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,16562.272123000002,tpcds,10
hudi,presto,tpcds_q10,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,14155.02783,tpcds,10
hudi,presto,tpcds_q10,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,8206.853556,tpcds,10
hudi,presto,tpcds_q10,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,8349.439004,tpcds,10
hudi,presto,tpcds_q10,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,8937.773212,tpcds,10
hudi,presto,tpcds_q10,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,12564.861979,tpcds,10
hudi,presto,tpcds_q10,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,13295.412613,tpcds,10
hudi,presto,tpcds_q10,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,10023.173112,tpcds,10
hudi,presto,tpcds_q10,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,9546.952715,tpcds,10
hudi,presto,tpcds_q10,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,12096.379554,tpcds,10
hudi,presto,tpcds_q11,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,24795.874076,tpcds,10
hudi,presto,tpcds_q11,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,30901.34602,tpcds,10
hudi,presto,tpcds_q11,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,25912.558624,tpcds,10
hudi,presto,tpcds_q11,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,25477.275948,tpcds,10
hudi,presto,tpcds_q11,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,18799.279637,tpcds,10
hudi,presto,tpcds_q11,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,22028.598575,tpcds,10
hudi,presto,tpcds_q11,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,26810.763115,tpcds,10
hudi,presto,tpcds_q11,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,26020.220652000004,tpcds,10
hudi,presto,tpcds_q11,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,21170.3074,tpcds,10
hudi,presto,tpcds_q11,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,22247.746318,tpcds,10
hudi,presto,tpcds_q11,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,20949.448297,tpcds,10
hudi,presto,tpcds_q13,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,4824.885213,tpcds,10
hudi,presto,tpcds_q13,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7261.621676000001,tpcds,10
hudi,presto,tpcds_q13,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,4928.1243460000005,tpcds,10
hudi,presto,tpcds_q13,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,12198.287525,tpcds,10
hudi,presto,tpcds_q13,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2890.1057090000004,tpcds,10
hudi,presto,tpcds_q13,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,9170.448125,tpcds,10
hudi,presto,tpcds_q13,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,10371.355207,tpcds,10
hudi,presto,tpcds_q13,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,9730.824641,tpcds,10
hudi,presto,tpcds_q13,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,5292.7456,tpcds,10
hudi,presto,tpcds_q13,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,4580.097062,tpcds,10
hudi,presto,tpcds_q13,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,3842.470836,tpcds,10
hudi,presto,tpcds_q14_a,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,60354.929383,tpcds,10
hudi,presto,tpcds_q14_a,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,56819.811253,tpcds,10
hudi,presto,tpcds_q14_a,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,89775.057262,tpcds,10
hudi,presto,tpcds_q14_a,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,77490.09277,tpcds,10
hudi,presto,tpcds_q14_a,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,42064.480756,tpcds,10
hudi,presto,tpcds_q14_a,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,56839.046333,tpcds,10
hudi,presto,tpcds_q14_a,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,77512.144448,tpcds,10
hudi,presto,tpcds_q14_a,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,73630.684674,tpcds,10
hudi,presto,tpcds_q14_a,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,52492.23963,tpcds,10
hudi,presto,tpcds_q14_a,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,61278.321618,tpcds,10
hudi,presto,tpcds_q14_a,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,38622.640489,tpcds,10
hudi,presto,tpcds_q14_b,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,75599.604378,tpcds,10
hudi,presto,tpcds_q14_b,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,92905.498145,tpcds,10
hudi,presto,tpcds_q14_b,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,85055.816976,tpcds,10
hudi,presto,tpcds_q14_b,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,130883.759935,tpcds,10
hudi,presto,tpcds_q14_b,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,32961.299784,tpcds,10
hudi,presto,tpcds_q14_b,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,51429.710471,tpcds,10
hudi,presto,tpcds_q14_b,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,101577.523145,tpcds,10
hudi,presto,tpcds_q14_b,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,73425.185815,tpcds,10
hudi,presto,tpcds_q14_b,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,84185.903096,tpcds,10
hudi,presto,tpcds_q14_b,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,55735.428579,tpcds,10
hudi,presto,tpcds_q14_b,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,38879.914925,tpcds,10
hudi,presto,tpcds_q15,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,9146.559145,tpcds,10
hudi,presto,tpcds_q15,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,8484.36799,tpcds,10
hudi,presto,tpcds_q15,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,12994.774749,tpcds,10
hudi,presto,tpcds_q15,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,6591.275727,tpcds,10
hudi,presto,tpcds_q15,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2152.7429380000003,tpcds,10
hudi,presto,tpcds_q15,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,3259.483624,tpcds,10
hudi,presto,tpcds_q15,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,11967.739643,tpcds,10
hudi,presto,tpcds_q15,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,9480.410359,tpcds,10
hudi,presto,tpcds_q15,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,3369.596722,tpcds,10
hudi,presto,tpcds_q15,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,2625.595923,tpcds,10
hudi,presto,tpcds_q15,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,4079.71482,tpcds,10
hudi,presto,tpcds_q17,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,10179.317986,tpcds,10
hudi,presto,tpcds_q17,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,9463.985516,tpcds,10
hudi,presto,tpcds_q17,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,41365.521069,tpcds,10
hudi,presto,tpcds_q17,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3834.312499,tpcds,10
hudi,presto,tpcds_q17,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,8304.013477,tpcds,10
hudi,presto,tpcds_q17,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,11807.464135,tpcds,10
hudi,presto,tpcds_q17,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,14506.945246,tpcds,10
hudi,presto,tpcds_q17,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,9935.736216,tpcds,10
hudi,presto,tpcds_q17,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,3786.659783,tpcds,10
hudi,presto,tpcds_q18,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,6992.626568000001,tpcds,10
hudi,presto,tpcds_q18,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,21013.038945,tpcds,10
hudi,presto,tpcds_q18,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6467.079798999999,tpcds,10
hudi,presto,tpcds_q18,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,23116.718736,tpcds,10
hudi,presto,tpcds_q18,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5071.501208,tpcds,10
hudi,presto,tpcds_q18,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,11219.499203,tpcds,10
hudi,presto,tpcds_q18,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,10756.413344,tpcds,10
hudi,presto,tpcds_q18,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,11539.498033,tpcds,10
hudi,presto,tpcds_q18,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,7407.165464,tpcds,10
hudi,presto,tpcds_q18,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,7040.329916,tpcds,10
hudi,presto,tpcds_q18,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,8542.416046,tpcds,10
hudi,presto,tpcds_q19,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,3618.024255,tpcds,10
hudi,presto,tpcds_q19,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,4147.51982,tpcds,10
hudi,presto,tpcds_q19,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2198.957474,tpcds,10
hudi,presto,tpcds_q19,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3812.109916,tpcds,10
hudi,presto,tpcds_q19,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2211.446638,tpcds,10
hudi,presto,tpcds_q19,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2972.09909,tpcds,10
hudi,presto,tpcds_q19,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,3796.277137,tpcds,10
hudi,presto,tpcds_q19,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,5790.597274,tpcds,10
hudi,presto,tpcds_q19,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,2743.422722,tpcds,10
hudi,presto,tpcds_q19,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,3422.994524,tpcds,10
hudi,presto,tpcds_q19,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,5083.403676,tpcds,10
hudi,presto,tpcds_q2,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,9234.225075,tpcds,10
hudi,presto,tpcds_q2,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,8616.868694,tpcds,10
hudi,presto,tpcds_q2,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6079.910876,tpcds,10
hudi,presto,tpcds_q2,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,13887.810718,tpcds,10
hudi,presto,tpcds_q2,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4819.802239000001,tpcds,10
hudi,presto,tpcds_q2,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,6436.343730999999,tpcds,10
hudi,presto,tpcds_q2,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,11030.070074,tpcds,10
hudi,presto,tpcds_q2,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,12985.59647,tpcds,10
