datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,tpcds_q65,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6031.199119000001,tpcds,10
iceberg,presto,tpcds_q65,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6129.7053,tpcds,10
iceberg,presto,tpcds_q65,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,136385.095967,tpcds,10
iceberg,presto,tpcds_q65,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,6094.364463,tpcds,10
iceberg,presto,tpcds_q65,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5841.594819,tpcds,10
iceberg,presto,tpcds_q65,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6434.003575,tpcds,10
iceberg,presto,tpcds_q65,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,5982.189594,tpcds,10
iceberg,presto,tpcds_q65,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,6244.587144,tpcds,10
iceberg,presto,tpcds_q65,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,6194.888914,tpcds,10
iceberg,presto,tpcds_q65,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,5720.899166,tpcds,10
iceberg,presto,tpcds_q66,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,5389.454394,tpcds,10
iceberg,presto,tpcds_q66,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,5588.627872,tpcds,10
iceberg,presto,tpcds_q66,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,5682.145888999999,tpcds,10
iceberg,presto,tpcds_q66,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,49826.508217,tpcds,10
iceberg,presto,tpcds_q66,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,7218.077371,tpcds,10
iceberg,presto,tpcds_q66,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5266.565828,tpcds,10
iceberg,presto,tpcds_q66,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,5587.698869999999,tpcds,10
iceberg,presto,tpcds_q66,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6468.490595,tpcds,10
iceberg,presto,tpcds_q66,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,5395.215965,tpcds,10
iceberg,presto,tpcds_q66,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,5596.779215,tpcds,10
iceberg,presto,tpcds_q66,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,5224.506762,tpcds,10
iceberg,presto,tpcds_q67,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,13693.762562,tpcds,10
iceberg,presto,tpcds_q67,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,12091.759494,tpcds,10
iceberg,presto,tpcds_q67,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,15627.440846,tpcds,10
iceberg,presto,tpcds_q67,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,47529.03034,tpcds,10
iceberg,presto,tpcds_q67,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,12108.255231,tpcds,10
iceberg,presto,tpcds_q67,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,11943.76727,tpcds,10
iceberg,presto,tpcds_q67,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,13408.826455,tpcds,10
iceberg,presto,tpcds_q67,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,13042.344362,tpcds,10
iceberg,presto,tpcds_q67,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,11681.201015,tpcds,10
iceberg,presto,tpcds_q67,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,13224.037381,tpcds,10
iceberg,presto,tpcds_q67,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,11876.018999,tpcds,10
iceberg,presto,tpcds_q68,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,193.753836,tpcds,10
iceberg,presto,tpcds_q68,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,289.809999,tpcds,10
iceberg,presto,tpcds_q68,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,197.448631,tpcds,10
iceberg,presto,tpcds_q68,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,7048.102911,tpcds,10
iceberg,presto,tpcds_q68,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,224.143081,tpcds,10
iceberg,presto,tpcds_q68,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,216.958134,tpcds,10
iceberg,presto,tpcds_q68,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,194.546112,tpcds,10
iceberg,presto,tpcds_q68,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,193.753375,tpcds,10
iceberg,presto,tpcds_q68,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,205.850395,tpcds,10
iceberg,presto,tpcds_q68,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,241.617095,tpcds,10
iceberg,presto,tpcds_q68,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,202.605457,tpcds,10
iceberg,presto,tpcds_q69,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2636.518567,tpcds,10
iceberg,presto,tpcds_q69,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,2862.2849130000004,tpcds,10
iceberg,presto,tpcds_q69,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2777.537934,tpcds,10
iceberg,presto,tpcds_q69,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,6372.370171,tpcds,10
iceberg,presto,tpcds_q69,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2497.947739,tpcds,10
iceberg,presto,tpcds_q69,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2601.118788,tpcds,10
iceberg,presto,tpcds_q69,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,2662.241514,tpcds,10
iceberg,presto,tpcds_q69,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,2719.7334600000004,tpcds,10
iceberg,presto,tpcds_q69,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,2477.27972,tpcds,10
iceberg,presto,tpcds_q69,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,3387.200455,tpcds,10
iceberg,presto,tpcds_q69,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,2492.026852,tpcds,10
iceberg,presto,tpcds_q7,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2978.203168,tpcds,10
iceberg,presto,tpcds_q7,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,2840.395432,tpcds,10
iceberg,presto,tpcds_q7,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,3033.444476,tpcds,10
iceberg,presto,tpcds_q7,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,10459.86762,tpcds,10
iceberg,presto,tpcds_q7,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,3049.162946,tpcds,10
iceberg,presto,tpcds_q7,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2917.263702,tpcds,10
iceberg,presto,tpcds_q7,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,2914.463192,tpcds,10
iceberg,presto,tpcds_q7,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,2866.268409,tpcds,10
iceberg,presto,tpcds_q7,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,3888.100717,tpcds,10
iceberg,presto,tpcds_q7,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,2960.79086,tpcds,10
iceberg,presto,tpcds_q7,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,2746.1081360000003,tpcds,10
iceberg,presto,tpcds_q70,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,4480.018512000001,tpcds,10
iceberg,presto,tpcds_q70,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,5435.048876999999,tpcds,10
iceberg,presto,tpcds_q70,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,4564.018548,tpcds,10
iceberg,presto,tpcds_q70,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,13127.210306,tpcds,10
iceberg,presto,tpcds_q70,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5032.420466,tpcds,10
iceberg,presto,tpcds_q70,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,4287.936862,tpcds,10
iceberg,presto,tpcds_q70,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,4529.1177,tpcds,10
iceberg,presto,tpcds_q70,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,4540.43959,tpcds,10
iceberg,presto,tpcds_q70,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,4253.412867,tpcds,10
iceberg,presto,tpcds_q70,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,4479.485223,tpcds,10
iceberg,presto,tpcds_q70,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,4392.381765,tpcds,10
iceberg,presto,tpcds_q71,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1270.6175,tpcds,10
iceberg,presto,tpcds_q71,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,1277.093156,tpcds,10
iceberg,presto,tpcds_q71,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1224.2232709999998,tpcds,10
iceberg,presto,tpcds_q71,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,4252.895386,tpcds,10
iceberg,presto,tpcds_q71,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1570.69451,tpcds,10
iceberg,presto,tpcds_q71,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1202.677023,tpcds,10
iceberg,presto,tpcds_q71,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,1253.0505440000002,tpcds,10
iceberg,presto,tpcds_q71,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,1247.904654,tpcds,10
iceberg,presto,tpcds_q71,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,1602.985519,tpcds,10
iceberg,presto,tpcds_q71,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,1298.54416,tpcds,10
iceberg,presto,tpcds_q71,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,1242.978849,tpcds,10
iceberg,presto,tpcds_q72,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,30488.289751,tpcds,10
iceberg,presto,tpcds_q72,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,32058.386213,tpcds,10
iceberg,presto,tpcds_q72,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,30852.632912,tpcds,10
iceberg,presto,tpcds_q72,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,107724.987231,tpcds,10
iceberg,presto,tpcds_q72,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,33405.646456999995,tpcds,10
iceberg,presto,tpcds_q72,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,29030.817028,tpcds,10
iceberg,presto,tpcds_q72,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,31373.951259,tpcds,10
iceberg,presto,tpcds_q72,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,29581.842939,tpcds,10
iceberg,presto,tpcds_q72,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,28145.006274,tpcds,10
iceberg,presto,tpcds_q72,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,30683.289866,tpcds,10
iceberg,presto,tpcds_q72,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,27782.376841,tpcds,10
iceberg,presto,tpcds_q73,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,252.203233,tpcds,10
iceberg,presto,tpcds_q73,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,202.896047,tpcds,10
iceberg,presto,tpcds_q73,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,205.402326,tpcds,10
iceberg,presto,tpcds_q73,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,51834.589762,tpcds,10
iceberg,presto,tpcds_q73,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,210.753809,tpcds,10
iceberg,presto,tpcds_q73,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,190.574689,tpcds,10
iceberg,presto,tpcds_q73,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,218.692527,tpcds,10
iceberg,presto,tpcds_q73,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,201.812127,tpcds,10
iceberg,presto,tpcds_q73,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,300.421185,tpcds,10
iceberg,presto,tpcds_q73,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,193.58811,tpcds,10
iceberg,presto,tpcds_q73,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,175.134232,tpcds,10
iceberg,presto,tpcds_q74,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,12072.940741,tpcds,10
iceberg,presto,tpcds_q74,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,10954.815056,tpcds,10
iceberg,presto,tpcds_q74,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,10904.920622,tpcds,10
iceberg,presto,tpcds_q74,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,121551.57618,tpcds,10
iceberg,presto,tpcds_q74,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,9881.417663,tpcds,10
iceberg,presto,tpcds_q74,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,9854.481785,tpcds,10
iceberg,presto,tpcds_q74,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,12124.017624,tpcds,10
iceberg,presto,tpcds_q74,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,11302.225090999998,tpcds,10
iceberg,presto,tpcds_q74,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,10683.178094,tpcds,10
iceberg,presto,tpcds_q74,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,10510.968975,tpcds,10
iceberg,presto,tpcds_q74,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,9456.481251,tpcds,10
iceberg,presto,tpcds_q75,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,51380.563716,tpcds,10
iceberg,presto,tpcds_q75,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,60792.641456000005,tpcds,10
iceberg,presto,tpcds_q75,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,49118.472707,tpcds,10
iceberg,presto,tpcds_q75,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,154393.37351,tpcds,10
iceberg,presto,tpcds_q75,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,51217.038129,tpcds,10
iceberg,presto,tpcds_q75,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,45135.061245,tpcds,10
iceberg,presto,tpcds_q75,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,50048.721702,tpcds,10
iceberg,presto,tpcds_q75,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,44479.029481000005,tpcds,10
iceberg,presto,tpcds_q75,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,45103.623919,tpcds,10
iceberg,presto,tpcds_q75,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,46738.315654,tpcds,10
iceberg,presto,tpcds_q75,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,43604.242568,tpcds,10
iceberg,presto,tpcds_q76,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,49155.134247,tpcds,10
iceberg,presto,tpcds_q76,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,63268.341062,tpcds,10
iceberg,presto,tpcds_q76,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,50187.178033,tpcds,10
iceberg,presto,tpcds_q76,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,229082.086688,tpcds,10
iceberg,presto,tpcds_q76,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,57465.376679,tpcds,10
iceberg,presto,tpcds_q76,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,39106.790231,tpcds,10
iceberg,presto,tpcds_q76,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,53348.521853,tpcds,10
iceberg,presto,tpcds_q76,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,38682.756699,tpcds,10
iceberg,presto,tpcds_q76,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,30965.13118,tpcds,10
iceberg,presto,tpcds_q76,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,43786.360726,tpcds,10
iceberg,presto,tpcds_q76,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,31748.779874,tpcds,10
iceberg,presto,tpcds_q78,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,48520.906017,tpcds,10
iceberg,presto,tpcds_q78,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,57965.341574,tpcds,10
iceberg,presto,tpcds_q78,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,44973.571326,tpcds,10
iceberg,presto,tpcds_q78,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,174320.34357300002,tpcds,10
iceberg,presto,tpcds_q78,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,46428.20776,tpcds,10
iceberg,presto,tpcds_q78,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,42032.730255,tpcds,10
iceberg,presto,tpcds_q78,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,46430.708789,tpcds,10
iceberg,presto,tpcds_q78,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,43833.785064,tpcds,10
iceberg,presto,tpcds_q78,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,38792.096782,tpcds,10
iceberg,presto,tpcds_q78,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,42496.127084,tpcds,10
iceberg,presto,tpcds_q78,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,39054.066289,tpcds,10
iceberg,presto,tpcds_q79,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,29169.132848,tpcds,10
iceberg,presto,tpcds_q79,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,59919.0023,tpcds,10
iceberg,presto,tpcds_q79,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,9031.410049,tpcds,10
iceberg,presto,tpcds_q79,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,15168.701018000002,tpcds,10
iceberg,presto,tpcds_q79,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,12200.017706,tpcds,10
iceberg,presto,tpcds_q79,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2027.063234,tpcds,10
iceberg,presto,tpcds_q79,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,11912.992584,tpcds,10
iceberg,presto,tpcds_q79,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,16504.632949,tpcds,10
iceberg,presto,tpcds_q79,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,1986.51369,tpcds,10
iceberg,presto,tpcds_q79,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,5278.021074,tpcds,10
iceberg,presto,tpcds_q79,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,1976.378225,tpcds,10
iceberg,presto,tpcds_q8,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2013.71712,tpcds,10
iceberg,presto,tpcds_q8,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,2668.334173,tpcds,10
iceberg,presto,tpcds_q8,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1611.422776,tpcds,10
iceberg,presto,tpcds_q8,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,27783.606279,tpcds,10
iceberg,presto,tpcds_q8,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1608.571141,tpcds,10
iceberg,presto,tpcds_q8,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1457.3033360000002,tpcds,10
iceberg,presto,tpcds_q8,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,1509.588089,tpcds,10
iceberg,presto,tpcds_q8,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,1620.900928,tpcds,10
iceberg,presto,tpcds_q8,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,1419.005116,tpcds,10
iceberg,presto,tpcds_q8,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,1469.564589,tpcds,10
iceberg,presto,tpcds_q8,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,1444.848982,tpcds,10
iceberg,presto,tpcds_q81,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,5027.911061,tpcds,10
iceberg,presto,tpcds_q81,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,5056.563333,tpcds,10
iceberg,presto,tpcds_q81,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,5080.661379,tpcds,10
iceberg,presto,tpcds_q81,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,149685.63527899998,tpcds,10
iceberg,presto,tpcds_q81,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5505.278985,tpcds,10
iceberg,presto,tpcds_q81,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,4592.210552,tpcds,10
iceberg,presto,tpcds_q81,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,4891.646444,tpcds,10
