datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,tpcds_merged,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,4001.51,tpcds,10
delta,trino,tpcds_q50,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,32889.0,tpcds,10
delta,trino,tpcds_q50,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,13550.0,tpcds,10
delta,trino,tpcds_q50,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,9410.0,tpcds,10
delta,trino,tpcds_q50,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,12052.0,tpcds,10
delta,trino,tpcds_q50,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,14491.0,tpcds,10
delta,trino,tpcds_q50,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,11192.0,tpcds,10
delta,trino,tpcds_q50,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,17350.0,tpcds,10
delta,trino,tpcds_q50,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,11339.0,tpcds,10
delta,trino,tpcds_q50,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,19486.0,tpcds,10
delta,trino,tpcds_q62,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,4613.0,tpcds,10
delta,trino,tpcds_q62,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4926.0,tpcds,10
delta,trino,tpcds_q62,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,4229.0,tpcds,10
delta,trino,tpcds_q62,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,5613.0,tpcds,10
delta,trino,tpcds_q62,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,4552.0,tpcds,10
delta,trino,tpcds_q62,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,4779.0,tpcds,10
delta,trino,tpcds_q62,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,4723.0,tpcds,10
delta,trino,tpcds_q62,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,3957.0,tpcds,10
delta,trino,tpcds_q62,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3906.0,tpcds,10
delta,trino,tpcds_q62,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4613.0,tpcds,10
delta,trino,tpcds_q62,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,4465.0,tpcds,10
delta,trino,tpcds_q62,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,5050.0,tpcds,10
delta,trino,tpcds_q62,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,4513.0,tpcds,10
delta,trino,tpcds_q62,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,4432.0,tpcds,10
delta,trino,tpcds_q62,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,4407.0,tpcds,10
delta,trino,tpcds_q77,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,20775.0,tpcds,10
delta,trino,tpcds_q77,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,15497.0,tpcds,10
delta,trino,tpcds_q77,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,21752.0,tpcds,10
delta,trino,tpcds_q77,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,31412.0,tpcds,10
delta,trino,tpcds_q77,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16845.0,tpcds,10
delta,trino,tpcds_q77,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,26131.0,tpcds,10
delta,trino,tpcds_q77,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,24098.0,tpcds,10
delta,trino,tpcds_q77,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,25294.0,tpcds,10
delta,trino,tpcds_q77,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,15116.0,tpcds,10
delta,trino,tpcds_q77,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,17139.0,tpcds,10
delta,trino,tpcds_q77,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,20493.0,tpcds,10
delta,trino,tpcds_q77,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,15734.0,tpcds,10
delta,trino,tpcds_q77,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,29734.0,tpcds,10
delta,trino,tpcds_q77,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,17134.0,tpcds,10
delta,trino,tpcds_q77,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,22229.0,tpcds,10
delta,trino,tpcds_q80,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,28001.0,tpcds,10
delta,trino,tpcds_q80,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,25900.0,tpcds,10
delta,trino,tpcds_q80,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,32927.0,tpcds,10
delta,trino,tpcds_q80,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,38099.0,tpcds,10
delta,trino,tpcds_q80,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,27063.0,tpcds,10
delta,trino,tpcds_q80,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,32451.0,tpcds,10
delta,trino,tpcds_q80,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,29006.0,tpcds,10
delta,trino,tpcds_q80,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,34391.0,tpcds,10
delta,trino,tpcds_q80,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,25271.0,tpcds,10
delta,trino,tpcds_q80,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,28050.0,tpcds,10
delta,trino,tpcds_q80,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,27243.0,tpcds,10
delta,trino,tpcds_q80,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,26735.0,tpcds,10
delta,trino,tpcds_q80,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,36896.0,tpcds,10
delta,trino,tpcds_q80,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,24841.0,tpcds,10
delta,trino,tpcds_q80,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,31917.0,tpcds,10
delta,trino,tpcds_q82,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6687.0,tpcds,10
delta,trino,tpcds_q82,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,6491.0,tpcds,10
delta,trino,tpcds_q82,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,8026.0,tpcds,10
delta,trino,tpcds_q82,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,6242.0,tpcds,10
delta,trino,tpcds_q82,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,6384.0,tpcds,10
delta,trino,tpcds_q82,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,6883.0,tpcds,10
delta,trino,tpcds_q82,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,6854.0,tpcds,10
delta,trino,tpcds_q82,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,6609.0,tpcds,10
delta,trino,tpcds_q82,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6310.0,tpcds,10
delta,trino,tpcds_q82,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,6809.0,tpcds,10
delta,trino,tpcds_q82,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8091.0,tpcds,10
delta,trino,tpcds_q82,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,6759.0,tpcds,10
delta,trino,tpcds_q82,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,6432.0,tpcds,10
delta,trino,tpcds_q82,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6141.0,tpcds,10
delta,trino,tpcds_q82,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,7184.0,tpcds,10
delta,trino,tpcds_q92,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,4685.0,tpcds,10
delta,trino,tpcds_q92,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4553.0,tpcds,10
delta,trino,tpcds_q92,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6263.0,tpcds,10
delta,trino,tpcds_q92,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11605.0,tpcds,10
delta,trino,tpcds_q92,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,5310.0,tpcds,10
delta,trino,tpcds_q92,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,8170.0,tpcds,10
delta,trino,tpcds_q92,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,5846.0,tpcds,10
delta,trino,tpcds_q92,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,7712.0,tpcds,10
delta,trino,tpcds_q92,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3666.0,tpcds,10
delta,trino,tpcds_q92,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4584.0,tpcds,10
delta,trino,tpcds_q92,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,4097.0,tpcds,10
delta,trino,tpcds_q92,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,4257.0,tpcds,10
delta,trino,tpcds_q92,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8339.0,tpcds,10
delta,trino,tpcds_q92,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,5254.0,tpcds,10
delta,trino,tpcds_q92,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,6995.0,tpcds,10
delta,trino,tpcds_q94,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8768.0,tpcds,10
delta,trino,tpcds_q94,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,6711.0,tpcds,10
delta,trino,tpcds_q94,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12736.0,tpcds,10
delta,trino,tpcds_q94,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,18509.0,tpcds,10
delta,trino,tpcds_q94,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,8616.0,tpcds,10
delta,trino,tpcds_q94,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12541.0,tpcds,10
delta,trino,tpcds_q94,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,11878.0,tpcds,10
delta,trino,tpcds_q94,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,12629.0,tpcds,10
delta,trino,tpcds_q94,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6185.0,tpcds,10
delta,trino,tpcds_q94,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,8712.0,tpcds,10
delta,trino,tpcds_q94,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8525.0,tpcds,10
delta,trino,tpcds_q94,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7963.0,tpcds,10
delta,trino,tpcds_q94,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,15593.0,tpcds,10
delta,trino,tpcds_q94,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8135.0,tpcds,10
delta,trino,tpcds_q94,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,10347.0,tpcds,10
delta,trino,tpcds_q95,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,19922.0,tpcds,10
delta,trino,tpcds_q95,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,20632.0,tpcds,10
delta,trino,tpcds_q95,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,21243.0,tpcds,10
delta,trino,tpcds_q95,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,30180.0,tpcds,10
delta,trino,tpcds_q95,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18947.0,tpcds,10
delta,trino,tpcds_q95,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,21803.0,tpcds,10
delta,trino,tpcds_q95,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,20084.0,tpcds,10
delta,trino,tpcds_q95,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,21873.0,tpcds,10
delta,trino,tpcds_q95,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,13566.0,tpcds,10
delta,trino,tpcds_q95,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,19438.0,tpcds,10
delta,trino,tpcds_q95,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,18947.0,tpcds,10
delta,trino,tpcds_q95,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,20687.0,tpcds,10
delta,trino,tpcds_q95,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,26538.0,tpcds,10
delta,trino,tpcds_q95,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,17091.0,tpcds,10
delta,trino,tpcds_q95,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,20544.0,tpcds,10
delta,trino,tpcds_q98,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6048.0,tpcds,10
delta,trino,tpcds_q98,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,6307.0,tpcds,10
delta,trino,tpcds_q98,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6233.0,tpcds,10
delta,trino,tpcds_q98,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,6261.0,tpcds,10
delta,trino,tpcds_q98,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,5899.0,tpcds,10
delta,trino,tpcds_q98,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,5955.0,tpcds,10
delta,trino,tpcds_q98,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,6233.0,tpcds,10
delta,trino,tpcds_q98,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5895.0,tpcds,10
delta,trino,tpcds_q98,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5669.0,tpcds,10
delta,trino,tpcds_q98,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,6066.0,tpcds,10
delta,trino,tpcds_q98,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,5694.0,tpcds,10
delta,trino,tpcds_q98,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,6047.0,tpcds,10
delta,trino,tpcds_q98,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,6161.0,tpcds,10
delta,trino,tpcds_q98,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6172.0,tpcds,10
delta,trino,tpcds_q98,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,5933.0,tpcds,10
delta,trino,tpcds_q99,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6678.0,tpcds,10
delta,trino,tpcds_q99,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,7503.0,tpcds,10
delta,trino,tpcds_q99,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6776.0,tpcds,10
delta,trino,tpcds_q99,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,7394.0,tpcds,10
delta,trino,tpcds_q99,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,6702.0,tpcds,10
delta,trino,tpcds_q99,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,7471.0,tpcds,10
delta,trino,tpcds_q99,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,7289.0,tpcds,10
delta,trino,tpcds_q99,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,7061.0,tpcds,10
delta,trino,tpcds_q99,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6920.0,tpcds,10
delta,trino,tpcds_q99,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,7576.0,tpcds,10
delta,trino,tpcds_q99,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,6709.0,tpcds,10
delta,trino,tpcds_q99,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7391.0,tpcds,10
delta,trino,tpcds_q99,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,7283.0,tpcds,10
delta,trino,tpcds_q99,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6762.0,tpcds,10
delta,trino,tpcds_q99,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,6448.0,tpcds,10
delta,trino,tpcds_q_01,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13534.48,tpcds,10
delta,trino,tpcds_q_04,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13223.08,tpcds,10
delta,trino,tpcds_ssb_flat_queries,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14563.66,tpcds,10
delta,trino,tpcds_q24_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15385.02,tpcds,10
delta,trino,tpcds_q_05,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15619.36,tpcds,10
delta,trino,tpcds_q_15,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13283.44,tpcds,10
delta,trino,tpcds_q_19,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14090.49,tpcds,10
delta,trino,tpcds_q39_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14067.81,tpcds,10
delta,trino,tpcds_q_18,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14103.96,tpcds,10
delta,trino,tpcds_q39_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13492.83,tpcds,10
delta,trino,tpcds_q_13,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14186.45,tpcds,10
delta,trino,tpcds_q_26,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15354.7,tpcds,10
delta,trino,tpcds_q14_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13521.98,tpcds,10
delta,trino,tpcds_q_27,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14035.06,tpcds,10
delta,trino,tpcds_q_12,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15082.95,tpcds,10
delta,trino,tpcds_q_14,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14766.58,tpcds,10
delta,trino,tpcds_q_16,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13555.25,tpcds,10
delta,trino,tpcds_q_20,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13684.47,tpcds,10
delta,trino,tpcds_merged,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14110.57,tpcds,10
delta,trino,tpcds_q_10,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14983.47,tpcds,10
delta,trino,tpcds_q14_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12931.18,tpcds,10
delta,trino,tpcds_q_25,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14013.64,tpcds,10
delta,trino,tpcds_q14,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13185.15,tpcds,10
delta,trino,tpcds_q_11,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14527.29,tpcds,10
delta,trino,tpcds_q23_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14201.51,tpcds,10
delta,trino,tpcds_q_24,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14069.83,tpcds,10
delta,trino,tpcds_q_06,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15397.7,tpcds,10
delta,trino,tpcds_q_22,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14331.12,tpcds,10
delta,trino,tpcds_q_17,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13221.46,tpcds,10
delta,trino,tpcds_q23_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14264.94,tpcds,10
delta,trino,tpcds_q_08,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15040.64,tpcds,10
delta,trino,tpcds_q24_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13168.26,tpcds,10
delta,trino,tpcds_q_03,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15043.72,tpcds,10
delta,trino,tpcds_q14a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13197.51,tpcds,10
delta,trino,tpcds_q_02,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13920.13,tpcds,10
delta,trino,tpcds_q_07,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14824.75,tpcds,10
delta,trino,tpcds_q_23,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14790.35,tpcds,10
delta,trino,tpcds_q_21,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14927.95,tpcds,10
delta,trino,tpcds_q_09,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13511.44,tpcds,10
delta,trino,tpcds_q72,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14023.78,tpcds,10
delta,trino,tpcds_q_01,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12110.66,tpcds,10
delta,trino,tpcds_q_04,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12634.13,tpcds,10
delta,trino,tpcds_ssb_flat_queries,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13432.71,tpcds,10
delta,trino,tpcds_q24_b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13843.76,tpcds,10
delta,trino,tpcds_q_05,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14640.23,tpcds,10
delta,trino,tpcds_q_15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12196.66,tpcds,10
delta,trino,tpcds_q_19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13148.86,tpcds,10
delta,trino,tpcds_q39_a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14036.83,tpcds,10
delta,trino,tpcds_q_18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13567.38,tpcds,10
delta,trino,tpcds_q39_b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12135.58,tpcds,10
delta,trino,tpcds_q_13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12648.63,tpcds,10
delta,trino,tpcds_q_26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13963.49,tpcds,10
delta,trino,tpcds_q14_b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14699.93,tpcds,10
delta,trino,tpcds_q_27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13187.14,tpcds,10
delta,trino,tpcds_q_12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12929.38,tpcds,10
delta,trino,tpcds_q_14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13376.9,tpcds,10
delta,trino,tpcds_q_16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14447.7,tpcds,10
delta,trino,tpcds_q_20,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14362.05,tpcds,10
delta,trino,tpcds_merged,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13818.21,tpcds,10
delta,trino,tpcds_q_10,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12495.49,tpcds,10
delta,trino,tpcds_q14_a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13674.69,tpcds,10
delta,trino,tpcds_q_25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12620.77,tpcds,10
delta,trino,tpcds_q14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12438.63,tpcds,10
delta,trino,tpcds_q_11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12575.81,tpcds,10
delta,trino,tpcds_q23_a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14156.61,tpcds,10
delta,trino,tpcds_q_24,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12813.4,tpcds,10
delta,trino,tpcds_q_06,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13604.77,tpcds,10
delta,trino,tpcds_q_22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13078.3,tpcds,10
delta,trino,tpcds_q_17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14751.82,tpcds,10
delta,trino,tpcds_q23_b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13915.81,tpcds,10
delta,trino,tpcds_q_08,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12833.71,tpcds,10
delta,trino,tpcds_q24_a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14362.97,tpcds,10
delta,trino,tpcds_q_03,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14237.46,tpcds,10
delta,trino,tpcds_q14a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12335.12,tpcds,10
delta,trino,tpcds_q_02,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13731.99,tpcds,10
delta,trino,tpcds_q_07,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14736.01,tpcds,10
delta,trino,tpcds_q_23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13604.02,tpcds,10
delta,trino,tpcds_q_21,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12811.21,tpcds,10
delta,trino,tpcds_q_09,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12160.19,tpcds,10
delta,trino,tpcds_q72,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13290.92,tpcds,10
delta,trino,tpcds_q_01,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,16334.19,tpcds,10
delta,trino,tpcds_q_04,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,13890.63,tpcds,10
delta,trino,tpcds_ssb_flat_queries,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,13537.76,tpcds,10
delta,trino,tpcds_q24_b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,15081.45,tpcds,10
delta,trino,tpcds_q_05,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,15711.52,tpcds,10
