datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,query57,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2594.84,tpcds,1
delta,presto,query58,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3207.91,tpcds,1
delta,presto,query59,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2473.69,tpcds,1
delta,presto,query6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2261.11,tpcds,1
delta,presto,query60,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3931.85,tpcds,1
delta,presto,query61,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2964.84,tpcds,1
delta,presto,query62,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3322.53,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3042.13,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3753.28,tpcds,1
delta,presto,query65,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,1877.22,tpcds,1
delta,presto,query66,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3301.59,tpcds,1
delta,presto,query67,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2451.45,tpcds,1
delta,presto,query68,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2316.43,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2847.53,tpcds,1
delta,presto,query7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3260.2,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2817.63,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3526.55,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,4041.47,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,2766.03,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3635.7,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,3006.28,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5463.28,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5591.83,tpcds,1
delta,presto,query78,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5734.3,tpcds,1
delta,presto,query79,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,7569.81,tpcds,1
delta,presto,query8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,7011.3,tpcds,1
delta,presto,query80,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5894.97,tpcds,1
delta,presto,query81,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,6012.49,tpcds,1
delta,presto,query82,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,7531.95,tpcds,1
delta,presto,query83,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5872.09,tpcds,1
delta,presto,query84,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,8078.29,tpcds,1
delta,presto,query85,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,8166.84,tpcds,1
delta,presto,query86,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5210.53,tpcds,1
delta,presto,query87,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,7227.84,tpcds,1
delta,presto,query88,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,10424.88,tpcds,1
delta,presto,query89,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5076.83,tpcds,1
delta,presto,query9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,6773.54,tpcds,1
delta,presto,query90,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,6872.08,tpcds,1
delta,presto,query91,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,4861.08,tpcds,1
delta,presto,query92,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,9715.49,tpcds,1
delta,presto,query93,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5244.81,tpcds,1
delta,presto,query94,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,5684.61,tpcds,1
delta,presto,query95,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,8627.57,tpcds,1
delta,presto,query96,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,9350.22,tpcds,1
delta,presto,query97,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,8070.32,tpcds,1
delta,presto,query98,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,7362.22,tpcds,1
delta,presto,query99,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,9269.2,tpcds,1
delta,presto,query51,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9107.0,tpcds,1
delta,presto,query52,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9407.93,tpcds,1
delta,presto,query55,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9845.55,tpcds,1
delta,presto,query56,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8684.9,tpcds,1
delta,presto,query58,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1569.98,tpcds,1
delta,presto,query59,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5455.38,tpcds,1
delta,presto,query61,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7934.77,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,4789.48,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8528.59,tpcds,1
delta,presto,query65,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3830.08,tpcds,1
delta,presto,query67,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7239.7,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,4372.39,tpcds,1
delta,presto,query7,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1697.08,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5073.96,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9391.17,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2018.2,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8364.14,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9524.76,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8138.35,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,6469.68,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,18662.15,tpcds,1
delta,presto,query78,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7180.46,tpcds,1
delta,presto,query79,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,4094.54,tpcds,1
delta,presto,query8,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,11651.68,tpcds,1
delta,presto,query80,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9934.18,tpcds,1
delta,presto,query81,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2407.42,tpcds,1
delta,presto,query82,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,18470.04,tpcds,1
delta,presto,query83,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,12843.68,tpcds,1
delta,presto,query84,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2401.69,tpcds,1
delta,presto,query85,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2628.21,tpcds,1
delta,presto,query86,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10110.24,tpcds,1
delta,presto,query87,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8362.48,tpcds,1
delta,presto,query88,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,20502.95,tpcds,1
delta,presto,query89,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3224.91,tpcds,1
delta,presto,query9,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,12273.38,tpcds,1
delta,presto,query90,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,11455.42,tpcds,1
delta,presto,query91,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2482.75,tpcds,1
delta,presto,query92,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,20421.9,tpcds,1
delta,presto,query93,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2826.52,tpcds,1
delta,presto,query94,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2534.29,tpcds,1
delta,presto,query95,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,8099.25,tpcds,1
delta,presto,query96,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10144.95,tpcds,1
delta,presto,query97,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,9402.09,tpcds,1
delta,presto,query98,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2894.09,tpcds,1
delta,presto,query99,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3636.96,tpcds,1
delta,presto,query51,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6538.34,tpcds,1
delta,presto,query52,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,9644.19,tpcds,1
delta,presto,query53,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3722.16,tpcds,1
delta,presto,query55,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,9504.53,tpcds,1
delta,presto,query56,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5931.24,tpcds,1
delta,presto,query58,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,2650.1,tpcds,1
delta,presto,query60,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5395.64,tpcds,1
delta,presto,query61,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3789.21,tpcds,1
delta,presto,query62,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3271.28,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6085.7,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,8892.94,tpcds,1
delta,presto,query66,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3774.76,tpcds,1
delta,presto,query67,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,1872.64,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,2755.36,tpcds,1
delta,presto,query7,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,2716.31,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,1865.45,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5091.55,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5984.03,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,2467.96,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,8249.44,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6264.27,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3670.38,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5039.57,tpcds,1
delta,presto,query78,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5639.02,tpcds,1
delta,presto,query79,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,11062.41,tpcds,1
delta,presto,query8,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,10803.11,tpcds,1
delta,presto,query80,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4364.18,tpcds,1
delta,presto,query81,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4920.54,tpcds,1
delta,presto,query82,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,14403.35,tpcds,1
delta,presto,query83,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5829.69,tpcds,1
delta,presto,query84,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,11157.44,tpcds,1
