datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,query51,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4529.8,tpcds,1
delta,presto,query53,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3885.38,tpcds,1
delta,presto,query54,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,5404.5,tpcds,1
delta,presto,query55,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2126.38,tpcds,1
delta,presto,query56,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1605.49,tpcds,1
delta,presto,query57,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2804.84,tpcds,1
delta,presto,query58,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2726.62,tpcds,1
delta,presto,query6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3905.93,tpcds,1
delta,presto,query60,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2570.01,tpcds,1
delta,presto,query62,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3821.42,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1636.87,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,9095.3,tpcds,1
delta,presto,query66,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,9564.73,tpcds,1
delta,presto,query67,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4376.83,tpcds,1
delta,presto,query68,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6010.0,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4045.45,tpcds,1
delta,presto,query7,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2107.27,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,9390.31,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3122.91,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4222.72,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1877.12,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3991.99,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2055.25,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,10220.68,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4302.0,tpcds,1
delta,presto,query78,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,5597.14,tpcds,1
delta,presto,query79,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3021.0,tpcds,1
delta,presto,query8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7904.57,tpcds,1
delta,presto,query80,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2553.47,tpcds,1
delta,presto,query81,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,18069.52,tpcds,1
delta,presto,query82,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2456.52,tpcds,1
delta,presto,query83,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3388.71,tpcds,1
delta,presto,query84,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7980.88,tpcds,1
delta,presto,query85,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7793.01,tpcds,1
delta,presto,query86,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6483.68,tpcds,1
delta,presto,query87,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2789.07,tpcds,1
delta,presto,query88,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4310.55,tpcds,1
delta,presto,query89,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,11748.39,tpcds,1
delta,presto,query9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2455.52,tpcds,1
delta,presto,query90,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,4703.68,tpcds,1
delta,presto,query91,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2392.73,tpcds,1
delta,presto,query92,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3734.18,tpcds,1
delta,presto,query93,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,8667.74,tpcds,1
delta,presto,query94,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,11001.54,tpcds,1
delta,presto,query95,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6315.08,tpcds,1
delta,presto,query96,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3904.85,tpcds,1
delta,presto,query97,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6674.36,tpcds,1
delta,presto,query98,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,14131.58,tpcds,1
delta,presto,query99,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,20729.3,tpcds,1
delta,presto,query51,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4550.68,tpcds,1
delta,presto,query52,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3657.43,tpcds,1
delta,presto,query53,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2408.41,tpcds,1
delta,presto,query54,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2833.81,tpcds,1
delta,presto,query55,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3352.35,tpcds,1
delta,presto,query56,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2976.42,tpcds,1
delta,presto,query57,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2272.98,tpcds,1
delta,presto,query58,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3018.53,tpcds,1
delta,presto,query59,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5586.02,tpcds,1
delta,presto,query6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1807.36,tpcds,1
delta,presto,query60,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1807.1,tpcds,1
delta,presto,query61,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3774.48,tpcds,1
delta,presto,query62,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1896.67,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1725.1,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4642.35,tpcds,1
delta,presto,query65,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4321.06,tpcds,1
delta,presto,query66,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1905.36,tpcds,1
delta,presto,query67,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6485.17,tpcds,1
delta,presto,query68,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3287.88,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3387.74,tpcds,1
delta,presto,query7,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3032.58,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7870.92,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4039.75,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2647.22,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3728.85,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4976.14,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3251.95,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7913.18,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8873.87,tpcds,1
delta,presto,query78,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5871.44,tpcds,1
delta,presto,query79,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3414.93,tpcds,1
delta,presto,query8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8700.51,tpcds,1
delta,presto,query80,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7292.35,tpcds,1
delta,presto,query81,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6782.1,tpcds,1
delta,presto,query82,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,10189.58,tpcds,1
delta,presto,query83,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6132.17,tpcds,1
delta,presto,query84,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4519.19,tpcds,1
delta,presto,query85,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4281.48,tpcds,1
delta,presto,query86,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6344.28,tpcds,1
delta,presto,query87,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4365.92,tpcds,1
delta,presto,query88,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5111.58,tpcds,1
delta,presto,query89,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7007.82,tpcds,1
delta,presto,query9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6543.87,tpcds,1
delta,presto,query90,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4825.58,tpcds,1
delta,presto,query91,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3516.25,tpcds,1
delta,presto,query92,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7890.63,tpcds,1
delta,presto,query93,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6096.72,tpcds,1
delta,presto,query94,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4430.57,tpcds,1
delta,presto,query95,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5633.73,tpcds,1
delta,presto,query96,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4419.46,tpcds,1
delta,presto,query97,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5580.39,tpcds,1
delta,presto,query98,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4805.09,tpcds,1
delta,presto,query99,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5645.97,tpcds,1
delta,presto,query51,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4718.59,tpcds,1
delta,presto,query53,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2539.87,tpcds,1
delta,presto,query55,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,3298.78,tpcds,1
delta,presto,query56,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,3149.62,tpcds,1
delta,presto,query57,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5176.17,tpcds,1
delta,presto,query6,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4925.0,tpcds,1
delta,presto,query60,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,1927.71,tpcds,1
delta,presto,query62,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5777.39,tpcds,1
delta,presto,query63,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,8644.55,tpcds,1
delta,presto,query64,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,9092.73,tpcds,1
delta,presto,query66,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,9566.38,tpcds,1
delta,presto,query68,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4909.92,tpcds,1
delta,presto,query69,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6454.03,tpcds,1
delta,presto,query70,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4347.99,tpcds,1
delta,presto,query71,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,3810.01,tpcds,1
delta,presto,query72,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4352.94,tpcds,1
delta,presto,query73,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2095.58,tpcds,1
delta,presto,query74,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6406.62,tpcds,1
delta,presto,query75,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5959.71,tpcds,1
delta,presto,query76,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,9671.97,tpcds,1
delta,presto,query77,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5306.06,tpcds,1
