datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,query1,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,25.13,tpcds,1
delta,spark,query10,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,28.04,tpcds,1
delta,spark,query11,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,40.07,tpcds,1
delta,spark,query12,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,40.23,tpcds,1
delta,spark,query13,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,44.14,tpcds,1
delta,spark,query14,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,43.25,tpcds,1
delta,spark,query14_a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,46.76,tpcds,1
delta,spark,query14_b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,66.48,tpcds,1
delta,spark,query15,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,74.49,tpcds,1
delta,spark,query16,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,76.43,tpcds,1
delta,spark,query17,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,94.41,tpcds,1
delta,spark,query18,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,116.36,tpcds,1
delta,spark,query19,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,137.05,tpcds,1
delta,spark,query2,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,127.51,tpcds,1
delta,spark,query20,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,146.24,tpcds,1
delta,spark,query21,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,160.93,tpcds,1
delta,spark,query22,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,171.78,tpcds,1
delta,spark,query23,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,167.34,tpcds,1
delta,spark,query23_a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,187.72,tpcds,1
delta,spark,query23_b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,193.93,tpcds,1
delta,spark,query24,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,195.56,tpcds,1
delta,spark,query24_a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,174.98,tpcds,1
delta,spark,query24_b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,182.23,tpcds,1
delta,spark,query25,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,202.25,tpcds,1
delta,spark,query26,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,210.88,tpcds,1
delta,spark,query27,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,233.54,tpcds,1
delta,spark,query28,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,245.49,tpcds,1
delta,spark,query29,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,253.15,tpcds,1
delta,spark,query3,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,259.67,tpcds,1
delta,spark,query31,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,250.34,tpcds,1
delta,spark,query32,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,254.8,tpcds,1
delta,spark,query33,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,251.78,tpcds,1
delta,spark,query34,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,261.38,tpcds,1
delta,spark,query35,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,264.63,tpcds,1
delta,spark,query36,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,249.51,tpcds,1
delta,spark,query37,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,266.47,tpcds,1
delta,spark,query38,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,256.72,tpcds,1
delta,spark,query39,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,253.39,tpcds,1
delta,spark,query39_a,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,282.2,tpcds,1
delta,spark,query39_b,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,287.07,tpcds,1
delta,spark,query4,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,263.61,tpcds,1
delta,spark,query40,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,285.36,tpcds,1
delta,spark,query41,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,311.37,tpcds,1
delta,spark,query42,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,289.43,tpcds,1
delta,spark,query43,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,323.68,tpcds,1
delta,spark,query44,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,313.97,tpcds,1
delta,spark,query45,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,325.37,tpcds,1
delta,spark,query46,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,332.47,tpcds,1
delta,spark,query47,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,350.35,tpcds,1
delta,spark,query48,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,376.02,tpcds,1
delta,spark,query49,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,396.8,tpcds,1
delta,spark,query5,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,350.61,tpcds,1
delta,spark,query50,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,397.59,tpcds,1
delta,spark,query51,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,374.57,tpcds,1
delta,spark,query52,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,432.3,tpcds,1
delta,spark,query53,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,403.05,tpcds,1
delta,spark,query54,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,389.93,tpcds,1
delta,spark,query55,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,393.81,tpcds,1
delta,spark,query56,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,449.4,tpcds,1
delta,spark,query57,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,450.37,tpcds,1
delta,spark,query58,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,453.16,tpcds,1
delta,spark,query59,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,473.07,tpcds,1
delta,spark,query6,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,434.91,tpcds,1
delta,spark,query60,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,473.02,tpcds,1
delta,spark,query61,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,521.09,tpcds,1
delta,spark,query62,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,528.23,tpcds,1
delta,spark,query63,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,488.74,tpcds,1
delta,spark,query64,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,476.65,tpcds,1
delta,spark,query65,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,478.09,tpcds,1
delta,spark,query66,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,472.71,tpcds,1
delta,spark,query67,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,484.33,tpcds,1
delta,spark,query68,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,514.99,tpcds,1
delta,spark,query69,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,637.76,tpcds,1
delta,spark,query7,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,606.16,tpcds,1
delta,spark,query70,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,618.12,tpcds,1
delta,spark,query71,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,615.72,tpcds,1
delta,spark,query72,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,572.87,tpcds,1
delta,spark,query73,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,620.6,tpcds,1
delta,spark,query74,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,749.2,tpcds,1
delta,spark,query75,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,671.03,tpcds,1
delta,spark,query76,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,706.98,tpcds,1
delta,spark,query77,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,707.25,tpcds,1
delta,spark,query78,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,757.66,tpcds,1
delta,spark,query79,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,744.37,tpcds,1
delta,spark,query8,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,741.37,tpcds,1
delta,spark,query80,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,996.49,tpcds,1
delta,spark,query81,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,997.08,tpcds,1
delta,spark,query82,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,879.52,tpcds,1
delta,spark,query83,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1033.35,tpcds,1
delta,spark,query84,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1106.46,tpcds,1
delta,spark,query85,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1195.88,tpcds,1
delta,spark,query86,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1232.73,tpcds,1
delta,spark,query87,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1268.46,tpcds,1
delta,spark,query88,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1180.93,tpcds,1
delta,spark,query89,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1533.18,tpcds,1
delta,spark,query9,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1460.57,tpcds,1
delta,spark,query90,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1567.51,tpcds,1
delta,spark,query91,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1599.18,tpcds,1
delta,spark,query92,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1748.65,tpcds,1
delta,spark,query93,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1760.95,tpcds,1
delta,spark,query94,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1797.87,tpcds,1
delta,spark,query95,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1823.55,tpcds,1
delta,spark,query96,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1854.92,tpcds,1
delta,spark,query97,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1783.19,tpcds,1
delta,spark,query98,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,1819.61,tpcds,1
delta,spark,query99,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,2033.22,tpcds,1
delta,spark,query1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,23.32,tpcds,1
delta,spark,query10,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,35.57,tpcds,1
delta,spark,query11,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,46.93,tpcds,1
delta,spark,query12,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,55.93,tpcds,1
delta,spark,query13,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,69.46,tpcds,1
delta,spark,query14,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,78.11,tpcds,1
delta,spark,query14_a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,76.53,tpcds,1
delta,spark,query14_b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,92.24,tpcds,1
delta,spark,query15,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,93.04,tpcds,1
delta,spark,query16,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,97.97,tpcds,1
delta,spark,query17,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,110.85,tpcds,1
delta,spark,query18,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,117.08,tpcds,1
delta,spark,query19,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,120.5,tpcds,1
delta,spark,query2,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,121.11,tpcds,1
delta,spark,query20,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,142.94,tpcds,1
delta,spark,query21,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,144.38,tpcds,1
delta,spark,query22,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,151.68,tpcds,1
delta,spark,query23,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,161.51,tpcds,1
delta,spark,query23_a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,166.83,tpcds,1
delta,spark,query23_b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,151.84,tpcds,1
delta,spark,query24,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,177.27,tpcds,1
delta,spark,query24_a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,208.82,tpcds,1
delta,spark,query24_b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,183.16,tpcds,1
delta,spark,query25,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,189.91,tpcds,1
delta,spark,query26,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,213.82,tpcds,1
delta,spark,query27,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,232.57,tpcds,1
delta,spark,query28,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,242.08,tpcds,1
delta,spark,query29,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,210.13,tpcds,1
delta,spark,query3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,221.77,tpcds,1
delta,spark,query31,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,243.91,tpcds,1
delta,spark,query32,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,255.09,tpcds,1
delta,spark,query33,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,257.3,tpcds,1
delta,spark,query34,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,266.55,tpcds,1
delta,spark,query35,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,255.02,tpcds,1
delta,spark,query36,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,241.95,tpcds,1
delta,spark,query37,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,258.97,tpcds,1
delta,spark,query38,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,270.1,tpcds,1
delta,spark,query39,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,280.06,tpcds,1
delta,spark,query39_a,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,287.71,tpcds,1
delta,spark,query39_b,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,260.83,tpcds,1
delta,spark,query4,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,292.82,tpcds,1
delta,spark,query40,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,279.34,tpcds,1
delta,spark,query41,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,275.79,tpcds,1
delta,spark,query42,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,307.81,tpcds,1
delta,spark,query43,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,335.68,tpcds,1
delta,spark,query44,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,328.22,tpcds,1
delta,spark,query45,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,357.26,tpcds,1
delta,spark,query46,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,322.61,tpcds,1
delta,spark,query47,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,392.34,tpcds,1
delta,spark,query48,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,346.34,tpcds,1
delta,spark,query49,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,339.95,tpcds,1
delta,spark,query5,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,352.63,tpcds,1
delta,spark,query50,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,363.68,tpcds,1
delta,spark,query51,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,390.42,tpcds,1
delta,spark,query52,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,384.22,tpcds,1
delta,spark,query53,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,432.58,tpcds,1
delta,spark,query54,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,446.19,tpcds,1
delta,spark,query55,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,426.29,tpcds,1
delta,spark,query56,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,453.05,tpcds,1
delta,spark,query57,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,471.85,tpcds,1
delta,spark,query58,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,419.38,tpcds,1
delta,spark,query59,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,473.31,tpcds,1
delta,spark,query6,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,486.73,tpcds,1
delta,spark,query60,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,447.63,tpcds,1
delta,spark,query61,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,467.64,tpcds,1
delta,spark,query62,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,503.51,tpcds,1
delta,spark,query63,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,523.97,tpcds,1
delta,spark,query64,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,542.49,tpcds,1
delta,spark,query65,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,547.77,tpcds,1
delta,spark,query66,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,619.5,tpcds,1
delta,spark,query67,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,592.79,tpcds,1
delta,spark,query68,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,637.83,tpcds,1
delta,spark,query69,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,656.16,tpcds,1
delta,spark,query7,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,739.83,tpcds,1
delta,spark,query70,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,740.92,tpcds,1
delta,spark,query71,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,776.4,tpcds,1
delta,spark,query72,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,677.07,tpcds,1
delta,spark,query73,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,745.39,tpcds,1
delta,spark,query74,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,790.94,tpcds,1
delta,spark,query75,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,689.99,tpcds,1
delta,spark,query76,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,783.1,tpcds,1
delta,spark,query77,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,762.4,tpcds,1
delta,spark,query78,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,782.68,tpcds,1
delta,spark,query79,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,817.87,tpcds,1
delta,spark,query8,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,860.33,tpcds,1
delta,spark,query80,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,834.58,tpcds,1
delta,spark,query81,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,907.51,tpcds,1
delta,spark,query82,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1010.84,tpcds,1
delta,spark,query83,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1004.57,tpcds,1
delta,spark,query84,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,879.11,tpcds,1
delta,spark,query85,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1134.15,tpcds,1
delta,spark,query86,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1051.38,tpcds,1
delta,spark,query87,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1076.32,tpcds,1
delta,spark,query88,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1213.43,tpcds,1
delta,spark,query89,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1466.24,tpcds,1
delta,spark,query9,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1442.86,tpcds,1
delta,spark,query90,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1599.01,tpcds,1
delta,spark,query91,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1469.5,tpcds,1
delta,spark,query92,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1598.68,tpcds,1
delta,spark,query93,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1514.49,tpcds,1
delta,spark,query94,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1755.35,tpcds,1
delta,spark,query95,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1930.32,tpcds,1
delta,spark,query96,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1841.17,tpcds,1
delta,spark,query97,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1998.74,tpcds,1
delta,spark,query98,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1955.58,tpcds,1
delta,spark,query99,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,2338.7,tpcds,1
delta,spark,query1,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,31.46,tpcds,1
delta,spark,query10,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,36.3,tpcds,1
delta,spark,query11,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,36.21,tpcds,1
delta,spark,query12,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,40.9,tpcds,1
delta,spark,query13,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,43.23,tpcds,1
delta,spark,query14,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,46.35,tpcds,1
delta,spark,query14_a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,52.24,tpcds,1
delta,spark,query14_b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,69.41,tpcds,1
delta,spark,query15,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,78.15,tpcds,1
delta,spark,query16,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,81.49,tpcds,1
delta,spark,query17,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,72.42,tpcds,1
delta,spark,query18,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,80.6,tpcds,1
delta,spark,query19,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,84.9,tpcds,1
delta,spark,query2,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,93.58,tpcds,1
delta,spark,query20,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,114.49,tpcds,1
delta,spark,query21,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,113.82,tpcds,1
delta,spark,query22,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,108.86,tpcds,1
delta,spark,query23,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,117.78,tpcds,1
delta,spark,query23_a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,141.43,tpcds,1
delta,spark,query23_b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,128.21,tpcds,1
delta,spark,query24,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,136.1,tpcds,1
delta,spark,query24_a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,149.39,tpcds,1
delta,spark,query24_b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,150.14,tpcds,1
delta,spark,query25,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,158.12,tpcds,1
delta,spark,query26,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,160.31,tpcds,1
delta,spark,query27,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,158.73,tpcds,1
delta,spark,query28,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,182.03,tpcds,1
delta,spark,query29,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,158.42,tpcds,1
delta,spark,query3,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,192.76,tpcds,1
delta,spark,query31,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,235.4,tpcds,1
delta,spark,query32,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,237.4,tpcds,1
delta,spark,query33,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,234.47,tpcds,1
delta,spark,query34,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,201.12,tpcds,1
delta,spark,query35,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,247.16,tpcds,1
delta,spark,query36,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,249.03,tpcds,1
delta,spark,query37,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,226.14,tpcds,1
delta,spark,query38,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,224.03,tpcds,1
delta,spark,query39,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,227.6,tpcds,1
delta,spark,query39_a,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,233.23,tpcds,1
delta,spark,query39_b,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,251.94,tpcds,1
delta,spark,query4,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,241.97,tpcds,1
delta,spark,query40,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,270.76,tpcds,1
delta,spark,query41,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,246.87,tpcds,1
delta,spark,query42,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,283.38,tpcds,1
delta,spark,query43,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,298.55,tpcds,1
delta,spark,query44,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,271.51,tpcds,1
delta,spark,query45,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,298.23,tpcds,1
delta,spark,query46,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,251.81,tpcds,1
delta,spark,query47,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,266.95,tpcds,1
delta,spark,query48,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,265.65,tpcds,1
delta,spark,query49,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,278.28,tpcds,1
delta,spark,query5,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,314.05,tpcds,1
delta,spark,query50,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,330.01,tpcds,1
delta,spark,query51,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,329.09,tpcds,1
delta,spark,query52,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,328.23,tpcds,1
delta,spark,query53,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,372.48,tpcds,1
delta,spark,query54,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,377.42,tpcds,1
delta,spark,query55,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,389.66,tpcds,1
delta,spark,query56,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,396.66,tpcds,1
delta,spark,query57,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,368.87,tpcds,1
delta,spark,query58,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,407.76,tpcds,1
delta,spark,query59,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,386.19,tpcds,1
delta,spark,query6,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,402.87,tpcds,1
delta,spark,query60,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,402.26,tpcds,1
delta,spark,query61,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,453.29,tpcds,1
