datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,12940.71,ssb,10
delta,trino,ssb_q14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,6122.23,ssb,10
delta,trino,ssb_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,8636.08,ssb,10
delta,trino,ssb_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,1983.21,ssb,10
delta,trino,ssb_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,1948.99,ssb,10
delta,trino,ssb_q23,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,13825.77,ssb,10
delta,trino,ssb_q25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,8336.03,ssb,10
delta,trino,ssb_q27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,13431.61,ssb,10
delta,trino,ssb_q29,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,13406.27,ssb,10
delta,trino,ssb_q36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,1873.93,ssb,10
delta,trino,ssb_q37,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,1996.31,ssb,10
delta,trino,ssb_q38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,14176.53,ssb,10
delta,trino,ssb_q42,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,8161.87,ssb,10
delta,trino,ssb_q45,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,9224.37,ssb,10
delta,trino,ssb_q46,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,7092.65,ssb,10
delta,trino,ssb_q48,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=16,5218.89,ssb,10
delta,trino,ssb_q1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1972.89,ssb,10
delta,trino,ssb_q11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1963.2,ssb,10
delta,trino,ssb_q13,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13622.86,ssb,10
delta,trino,ssb_q14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,14020.67,ssb,10
delta,trino,ssb_q17,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1869.47,ssb,10
delta,trino,ssb_q19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1973.42,ssb,10
delta,trino,ssb_q22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1985.15,ssb,10
delta,trino,ssb_q23,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,14700.92,ssb,10
delta,trino,ssb_q25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,14405.12,ssb,10
delta,trino,ssb_q27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10566.01,ssb,10
delta,trino,ssb_q29,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13518.11,ssb,10
delta,trino,ssb_q36,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,3711.5,ssb,10
delta,trino,ssb_q37,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2009.12,ssb,10
delta,trino,ssb_q38,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,8167.33,ssb,10
delta,trino,ssb_q42,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13941.0,ssb,10
delta,trino,ssb_q45,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9673.46,ssb,10
delta,trino,ssb_q46,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4366.8,ssb,10
delta,trino,ssb_q48,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,6130.34,ssb,10
delta,trino,ssb_q1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,14250.54,ssb,10
delta,trino,ssb_q11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6995.95,ssb,10
delta,trino,ssb_q13,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1822.45,ssb,10
delta,trino,ssb_q14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3802.03,ssb,10
delta,trino,ssb_q17,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,13051.79,ssb,10
delta,trino,ssb_q19,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5839.28,ssb,10
delta,trino,ssb_q22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3995.73,ssb,10
delta,trino,ssb_q23,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2131.38,ssb,10
delta,trino,ssb_q25,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2016.97,ssb,10
delta,trino,ssb_q27,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4802.62,ssb,10
delta,trino,ssb_q29,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1785.89,ssb,10
delta,trino,ssb_q36,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1916.4,ssb,10
delta,trino,ssb_q37,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,10346.17,ssb,10
delta,trino,ssb_q38,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2258.78,ssb,10
delta,trino,ssb_q42,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2262.31,ssb,10
delta,trino,ssb_q45,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2705.91,ssb,10
delta,trino,ssb_q46,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1901.26,ssb,10
delta,trino,ssb_q48,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2864.95,ssb,10
delta,trino,ssb_q1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,26399.0,ssb,10
delta,trino,ssb_q1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,34574.0,ssb,10
delta,trino,ssb_q1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,27430.0,ssb,10
delta,trino,ssb_q1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,31481.0,ssb,10
delta,trino,ssb_q1,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,26977.0,ssb,10
delta,trino,ssb_q1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,28114.0,ssb,10
delta,trino,ssb_q1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,30595.0,ssb,10
delta,trino,ssb_q1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,28601.0,ssb,10
delta,trino,ssb_q1,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,23218.0,ssb,10
delta,trino,ssb_q1,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,32989.0,ssb,10
delta,trino,ssb_q1,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,30709.0,ssb,10
delta,trino,ssb_q1,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,35547.0,ssb,10
delta,trino,ssb_q1,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,30780.0,ssb,10
delta,trino,ssb_q1,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,24476.0,ssb,10
delta,trino,ssb_q1,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,25633.0,ssb,10
delta,trino,ssb_q1,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,33922.0,ssb,10
delta,trino,ssb_q1,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,35771.0,ssb,10
delta,trino,ssb_q1,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,29464.0,ssb,10
delta,trino,ssb_q1,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,29815.0,ssb,10
delta,trino,ssb_q1,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,27342.0,ssb,10
delta,trino,ssb_q12,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,15032.0,ssb,10
delta,trino,ssb_q12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12449.0,ssb,10
delta,trino,ssb_q12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12385.0,ssb,10
delta,trino,ssb_q12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11645.0,ssb,10
delta,trino,ssb_q12,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,13221.0,ssb,10
delta,trino,ssb_q12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,13372.0,ssb,10
delta,trino,ssb_q12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,13599.0,ssb,10
delta,trino,ssb_q12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,13775.0,ssb,10
delta,trino,ssb_q12,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,9844.0,ssb,10
delta,trino,ssb_q12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14197.0,ssb,10
delta,trino,ssb_q12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,16551.0,ssb,10
delta,trino,ssb_q12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,13314.0,ssb,10
delta,trino,ssb_q12,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,14967.0,ssb,10
delta,trino,ssb_q12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,12114.0,ssb,10
delta,trino,ssb_q12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,13095.0,ssb,10
delta,trino,ssb_q12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,19895.0,ssb,10
delta,trino,ssb_q12,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,15622.0,ssb,10
delta,trino,ssb_q12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,15352.0,ssb,10
delta,trino,ssb_q12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,15634.0,ssb,10
delta,trino,ssb_q12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,13542.0,ssb,10
delta,trino,ssb_q13,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11884.0,ssb,10
delta,trino,ssb_q13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14115.0,ssb,10
delta,trino,ssb_q13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,15719.0,ssb,10
delta,trino,ssb_q13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,13176.0,ssb,10
delta,trino,ssb_q13,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,12174.0,ssb,10
delta,trino,ssb_q13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,16146.0,ssb,10
delta,trino,ssb_q13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,15703.0,ssb,10
delta,trino,ssb_q13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,15856.0,ssb,10
delta,trino,ssb_q13,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,13144.0,ssb,10
delta,trino,ssb_q13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13915.0,ssb,10
delta,trino,ssb_q13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,15388.0,ssb,10
delta,trino,ssb_q13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,13867.0,ssb,10
delta,trino,ssb_q13,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,16228.0,ssb,10
delta,trino,ssb_q13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,13109.0,ssb,10
delta,trino,ssb_q13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,13949.0,ssb,10
delta,trino,ssb_q13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,18401.0,ssb,10
delta,trino,ssb_q13,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,16040.0,ssb,10
delta,trino,ssb_q13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,12847.0,ssb,10
delta,trino,ssb_q13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,15194.0,ssb,10
delta,trino,ssb_q13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,14454.0,ssb,10
delta,trino,ssb_q14,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,23919.0,ssb,10
delta,trino,ssb_q14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,24085.0,ssb,10
delta,trino,ssb_q14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,21087.0,ssb,10
delta,trino,ssb_q14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,20394.0,ssb,10
delta,trino,ssb_q14,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16335.0,ssb,10
delta,trino,ssb_q14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,21419.0,ssb,10
delta,trino,ssb_q14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,19884.0,ssb,10
delta,trino,ssb_q14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,22917.0,ssb,10
delta,trino,ssb_q14,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,20371.0,ssb,10
delta,trino,ssb_q14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,22332.0,ssb,10
delta,trino,ssb_q14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,15478.0,ssb,10
delta,trino,ssb_q14,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,20774.0,ssb,10
delta,trino,ssb_q14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,18683.0,ssb,10
delta,trino,ssb_q14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,22879.0,ssb,10
delta,trino,ssb_q14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,18531.0,ssb,10
delta,trino,ssb_q14,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,20224.0,ssb,10
delta,trino,ssb_q14,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,20713.0,ssb,10
delta,trino,ssb_q14,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,20442.0,ssb,10
delta,trino,ssb_q15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,127.0,ssb,10
delta,trino,ssb_q15,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,119.0,ssb,10
delta,trino,ssb_q16,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14130.0,ssb,10
delta,trino,ssb_q16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,15175.0,ssb,10
delta,trino,ssb_q16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12993.0,ssb,10
delta,trino,ssb_q16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,15142.0,ssb,10
delta,trino,ssb_q16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,14853.0,ssb,10
delta,trino,ssb_q16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,14245.0,ssb,10
delta,trino,ssb_q16,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,115.0,ssb,10
delta,trino,ssb_q16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,14522.0,ssb,10
delta,trino,ssb_q16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,13370.0,ssb,10
delta,trino,ssb_q16,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,14781.0,ssb,10
delta,trino,ssb_q16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,11684.0,ssb,10
delta,trino,ssb_q16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,111.0,ssb,10
delta,trino,ssb_q16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,18002.0,ssb,10
delta,trino,ssb_q16,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,15823.0,ssb,10
delta,trino,ssb_q16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,109.0,ssb,10
delta,trino,ssb_q16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,13153.0,ssb,10
delta,trino,ssb_q16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,15070.0,ssb,10
delta,trino,ssb_q17,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,470.0,ssb,10
delta,trino,ssb_q17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,421.0,ssb,10
delta,trino,ssb_q17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,118.0,ssb,10
delta,trino,ssb_q17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,654.0,ssb,10
delta,trino,ssb_q17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,538.0,ssb,10
delta,trino,ssb_q17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,459.0,ssb,10
delta,trino,ssb_q17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,102.0,ssb,10
delta,trino,ssb_q17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,743.0,ssb,10
delta,trino,ssb_q17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,581.0,ssb,10
delta,trino,ssb_q17,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,471.0,ssb,10
delta,trino,ssb_q17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,514.0,ssb,10
delta,trino,ssb_q17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,524.0,ssb,10
delta,trino,ssb_q17,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,492.0,ssb,10
delta,trino,ssb_q17,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,406.0,ssb,10
delta,trino,ssb_q17,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,398.0,ssb,10
delta,trino,ssb_q18,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,20627.0,ssb,10
delta,trino,ssb_q18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,19820.0,ssb,10
delta,trino,ssb_q18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,22001.0,ssb,10
delta,trino,ssb_q18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,23809.0,ssb,10
delta,trino,ssb_q18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,20480.0,ssb,10
delta,trino,ssb_q18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,102.0,ssb,10
delta,trino,ssb_q18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,24142.0,ssb,10
delta,trino,ssb_q18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,17321.0,ssb,10
delta,trino,ssb_q18,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,21156.0,ssb,10
delta,trino,ssb_q18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,22487.0,ssb,10
delta,trino,ssb_q18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,23452.0,ssb,10
delta,trino,ssb_q18,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,21034.0,ssb,10
delta,trino,ssb_q18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,139.0,ssb,10
delta,trino,ssb_q18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,22225.0,ssb,10
delta,trino,ssb_q18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,23340.0,ssb,10
delta,trino,ssb_q19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,108.0,ssb,10
delta,trino,ssb_q19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,105.0,ssb,10
delta,trino,ssb_q19,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,108.0,ssb,10
delta,trino,ssb_q2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12710.0,ssb,10
delta,trino,ssb_q2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,14739.0,ssb,10
delta,trino,ssb_q2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,133.0,ssb,10
delta,trino,ssb_q2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,16153.0,ssb,10
delta,trino,ssb_q2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,15454.0,ssb,10
delta,trino,ssb_q2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,17437.0,ssb,10
delta,trino,ssb_q2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,107.0,ssb,10
