datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_q2,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,152.0,ssb,10
delta,trino,ssb_q2,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,14709.0,ssb,10
delta,trino,ssb_q2,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,16607.0,ssb,10
delta,trino,ssb_q2,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,15515.0,ssb,10
delta,trino,ssb_q2,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,14617.0,ssb,10
delta,trino,ssb_q2,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,135.0,ssb,10
delta,trino,ssb_q2,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,15735.0,ssb,10
delta,trino,ssb_q2,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,14914.0,ssb,10
delta,trino,ssb_q2,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,14454.0,ssb,10
delta,trino,ssb_q23,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,385.0,ssb,10
delta,trino,ssb_q23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,270.0,ssb,10
delta,trino,ssb_q23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,281.0,ssb,10
delta,trino,ssb_q23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,272.0,ssb,10
delta,trino,ssb_q23,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,116.0,ssb,10
delta,trino,ssb_q23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,113.0,ssb,10
delta,trino,ssb_q23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,132.0,ssb,10
delta,trino,ssb_q23,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,229.0,ssb,10
delta,trino,ssb_q23,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,147.0,ssb,10
delta,trino,ssb_q23,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,128.0,ssb,10
delta,trino,ssb_q23,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,107.0,ssb,10
delta,trino,ssb_q25,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,419.0,ssb,10
delta,trino,ssb_q25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,442.0,ssb,10
delta,trino,ssb_q25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,119.0,ssb,10
delta,trino,ssb_q25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,948.0,ssb,10
delta,trino,ssb_q25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,491.0,ssb,10
delta,trino,ssb_q25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,104.0,ssb,10
delta,trino,ssb_q25,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,104.0,ssb,10
delta,trino,ssb_q25,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,109.0,ssb,10
delta,trino,ssb_q25,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,109.0,ssb,10
delta,trino,ssb_q26,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,250.0,ssb,10
delta,trino,ssb_q26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,263.0,ssb,10
delta,trino,ssb_q26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,101.0,ssb,10
delta,trino,ssb_q26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,235.0,ssb,10
delta,trino,ssb_q26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,237.0,ssb,10
delta,trino,ssb_q26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,104.0,ssb,10
delta,trino,ssb_q26,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,143.0,ssb,10
delta,trino,ssb_q26,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,104.0,ssb,10
delta,trino,ssb_q27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,129.0,ssb,10
delta,trino,ssb_q27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,143.0,ssb,10
delta,trino,ssb_q27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,107.0,ssb,10
delta,trino,ssb_q27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,107.0,ssb,10
delta,trino,ssb_q27,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,111.0,ssb,10
delta,trino,ssb_q27,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,108.0,ssb,10
delta,trino,ssb_q28,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5945.0,ssb,10
delta,trino,ssb_q28,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11167.0,ssb,10
delta,trino,ssb_q28,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,9102.0,ssb,10
delta,trino,ssb_q28,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8558.0,ssb,10
delta,trino,ssb_q28,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,117.0,ssb,10
delta,trino,ssb_q28,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,102.0,ssb,10
delta,trino,ssb_q28,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,102.0,ssb,10
delta,trino,ssb_q28,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,116.0,ssb,10
delta,trino,ssb_q28,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,124.0,ssb,10
delta,trino,ssb_q28,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,117.0,ssb,10
delta,trino,ssb_q28,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,138.0,ssb,10
delta,trino,ssb_q3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,24491.0,ssb,10
delta,trino,ssb_q3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,22430.0,ssb,10
delta,trino,ssb_q3,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,108.0,ssb,10
delta,trino,ssb_q3,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,109.0,ssb,10
delta,trino,ssb_q3,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,134.0,ssb,10
delta,trino,ssb_q3,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,156.0,ssb,10
delta,trino,ssb_q31,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,115.0,ssb,10
delta,trino,ssb_q31,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,116.0,ssb,10
delta,trino,ssb_q31,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,106.0,ssb,10
delta,trino,ssb_q31,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,108.0,ssb,10
delta,trino,ssb_q31,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,118.0,ssb,10
delta,trino,ssb_q32,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10276.0,ssb,10
delta,trino,ssb_q32,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,118.0,ssb,10
delta,trino,ssb_q32,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12501.0,ssb,10
delta,trino,ssb_q32,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,119.0,ssb,10
delta,trino,ssb_q32,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,129.0,ssb,10
delta,trino,ssb_q33,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,13194.0,ssb,10
delta,trino,ssb_q33,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,109.0,ssb,10
delta,trino,ssb_q33,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,105.0,ssb,10
delta,trino,ssb_q33,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,134.0,ssb,10
delta,trino,ssb_q34,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,20173.0,ssb,10
delta,trino,ssb_q34,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,133.0,ssb,10
delta,trino,ssb_q34,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,102.0,ssb,10
delta,trino,ssb_q34,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,101.0,ssb,10
delta,trino,ssb_q34,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,110.0,ssb,10
delta,trino,ssb_q34,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,115.0,ssb,10
delta,trino,ssb_q34,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,111.0,ssb,10
delta,trino,ssb_q35,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,104.0,ssb,10
delta,trino,ssb_q35,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,109.0,ssb,10
delta,trino,ssb_q35,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,109.0,ssb,10
delta,trino,ssb_q35,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,126.0,ssb,10
delta,trino,ssb_q36,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,125.0,ssb,10
delta,trino,ssb_q36,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,309.0,ssb,10
delta,trino,ssb_q36,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,125.0,ssb,10
delta,trino,ssb_q36,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,125.0,ssb,10
delta,trino,ssb_q36,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,126.0,ssb,10
delta,trino,ssb_q36,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,115.0,ssb,10
delta,trino,ssb_q37,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,126.0,ssb,10
delta,trino,ssb_q37,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,106.0,ssb,10
delta,trino,ssb_q37,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,846.0,ssb,10
delta,trino,ssb_q37,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,125.0,ssb,10
delta,trino,ssb_q37,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,117.0,ssb,10
delta,trino,ssb_q37,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,103.0,ssb,10
delta,trino,ssb_q37,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,151.0,ssb,10
delta,trino,ssb_q38,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,116.0,ssb,10
delta,trino,ssb_q38,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,294.0,ssb,10
delta,trino,ssb_q38,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,113.0,ssb,10
delta,trino,ssb_q38,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,131.0,ssb,10
delta,trino,ssb_q39,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,124.0,ssb,10
delta,trino,ssb_q39,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,112.0,ssb,10
delta,trino,ssb_q39,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,103.0,ssb,10
delta,trino,ssb_q39,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,106.0,ssb,10
delta,trino,ssb_q39,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,107.0,ssb,10
delta,trino,ssb_q4,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,101.0,ssb,10
delta,trino,ssb_q4,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,142.0,ssb,10
delta,trino,ssb_q4,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,108.0,ssb,10
delta,trino,ssb_q16,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,10908.78726008801,ssb,10
delta,trino,ssb_q16,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,8070.51806185376,ssb,10
delta,trino,ssb_q18,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,17532.01356759291,ssb,10
delta,trino,ssb_q18,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,15091.174635836122,ssb,10
delta,trino,ssb_q2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,12367.237396857956,ssb,10
delta,trino,ssb_q2,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,9521.015212859382,ssb,10
delta,trino,ssb_q28,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,2711.0406116918407,ssb,10
delta,trino,ssb_q28,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,2164.567813757085,ssb,10
delta,trino,ssb_q28,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,3187.8518676013073,ssb,10
delta,trino,ssb_q28,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,3744.5008803793485,ssb,10
delta,trino,ssb_q28,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,3772.511858520523,ssb,10
delta,trino,ssb_q28,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,3699.034437270056,ssb,10
delta,trino,ssb_q28,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,3113.7033738569235,ssb,10
delta,trino,ssb_q3,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,7472.018028353595,ssb,10
delta,trino,ssb_q3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,10264.806932354799,ssb,10
delta,trino,ssb_q3,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,7170.0289070046965,ssb,10
delta,trino,ssb_q3,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,6756.1854510009425,ssb,10
delta,trino,ssb_q3,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,8152.162555792055,ssb,10
delta,trino,ssb_q3,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,9053.248849509086,ssb,10
delta,trino,ssb_q3,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,10132.861785362116,ssb,10
delta,trino,ssb_q3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,7392.933095549648,ssb,10
delta,trino,ssb_q32,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,3264.4947221477855,ssb,10
delta,trino,ssb_q32,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,5377.699256934971,ssb,10
delta,trino,ssb_q32,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,2991.8078746686588,ssb,10
delta,trino,ssb_q32,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,4259.875440477209,ssb,10
delta,trino,ssb_q32,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,4568.314224441499,ssb,10
delta,trino,ssb_q32,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,5242.026609958177,ssb,10
delta,trino,ssb_q32,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,5187.574003435717,ssb,10
delta,trino,ssb_q32,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,4905.278174810995,ssb,10
delta,trino,ssb_q33,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,2854.9491874817795,ssb,10
delta,trino,ssb_q33,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,3408.005922920518,ssb,10
delta,trino,ssb_q33,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,3073.5018863492846,ssb,10
delta,trino,ssb_q33,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,3084.1936551852327,ssb,10
delta,trino,ssb_q33,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,3509.1647153979497,ssb,10
delta,trino,ssb_q33,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,4209.406782882415,ssb,10
delta,trino,ssb_q33,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,4017.6088000410364,ssb,10
delta,trino,ssb_q33,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,2767.7653950741055,ssb,10
delta,trino,ssb_q33,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,3248.3634975269806,ssb,10
delta,trino,ssb_q34,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,2264.8201554552884,ssb,10
delta,trino,ssb_q34,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,3521.35172355827,ssb,10
delta,trino,ssb_q34,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,2389.860424335878,ssb,10
delta,trino,ssb_q34,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,2754.0190269678437,ssb,10
delta,trino,ssb_q34,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,3788.8571086020333,ssb,10
delta,trino,ssb_q34,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,3310.548361707877,ssb,10
delta,trino,ssb_q34,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,4288.965977616103,ssb,10
delta,trino,ssb_q34,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,2509.367041172524,ssb,10
delta,trino,ssb_q34,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,3130.652373277099,ssb,10
delta,trino,ssb_q39,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10938.8,ssb,10
delta,trino,ssb_q33,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11396.59,ssb,10
delta,trino,ssb_q46,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10285.67,ssb,10
delta,trino,ssb_q31,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11647.56,ssb,10
delta,trino,ssb_q19,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11301.03,ssb,10
delta,trino,ssb_q41,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11284.24,ssb,10
delta,trino,ssb_q29,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10373.98,ssb,10
delta,trino,ssb_q4,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11619.61,ssb,10
delta,trino,ssb_q37,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11041.56,ssb,10
delta,trino,ssb_q22,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11031.42,ssb,10
delta,trino,ssb_q48,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10082.18,ssb,10
delta,trino,ssb_q34,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11890.25,ssb,10
delta,trino,ssb_q11,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11830.57,ssb,10
delta,trino,ssb_q15,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10967.53,ssb,10
delta,trino,ssb_q27,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11770.26,ssb,10
delta,trino,ssb_q45,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10813.32,ssb,10
delta,trino,ssb_q36,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12072.01,ssb,10
delta,trino,ssb_q42,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11784.75,ssb,10
delta,trino,ssb_q30,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12085.58,ssb,10
delta,trino,ssb_q38,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11655.76,ssb,10
delta,trino,ssb_q39,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11976.55,ssb,10
delta,trino,ssb_q33,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12532.17,ssb,10
delta,trino,ssb_q46,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12151.51,ssb,10
delta,trino,ssb_q31,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13408.33,ssb,10
delta,trino,ssb_q3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12540.34,ssb,10
delta,trino,ssb_q19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13300.52,ssb,10
delta,trino,ssb_q41,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12269.84,ssb,10
delta,trino,ssb_q29,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12250.06,ssb,10
delta,trino,ssb_q4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12765.07,ssb,10
delta,trino,ssb_q37,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13011.98,ssb,10
delta,trino,ssb_q22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12604.75,ssb,10
delta,trino,ssb_q48,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11102.54,ssb,10
delta,trino,ssb_q34,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13282.82,ssb,10
delta,trino,ssb_q35,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11846.11,ssb,10
delta,trino,ssb_q11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12864.64,ssb,10
delta,trino,ssb_q15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12075.68,ssb,10
delta,trino,ssb_q27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11391.27,ssb,10
delta,trino,ssb_q45,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12676.04,ssb,10
delta,trino,ssb_q36,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11674.21,ssb,10
delta,trino,ssb_q32,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12231.77,ssb,10
delta,trino,ssb_q42,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,13124.02,ssb,10
delta,trino,ssb_q30,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11614.68,ssb,10
delta,trino,ssb_q38,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11651.14,ssb,10
delta,trino,ssb_q39,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6435.77,ssb,10
delta,trino,ssb_q33,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6195.97,ssb,10
delta,trino,ssb_q46,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,5950.86,ssb,10
delta,trino,ssb_q31,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6690.56,ssb,10
delta,trino,ssb_q28,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6057.59,ssb,10
delta,trino,ssb_q18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6476.11,ssb,10
delta,trino,ssb_q3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6477.86,ssb,10
delta,trino,ssb_q41,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6887.01,ssb,10
delta,trino,ssb_q29,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6411.38,ssb,10
delta,trino,ssb_q4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6408.74,ssb,10
delta,trino,ssb_q22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6665.28,ssb,10
delta,trino,ssb_q25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6535.53,ssb,10
delta,trino,ssb_q48,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7047.05,ssb,10
delta,trino,ssb_q34,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6168.75,ssb,10
delta,trino,ssb_q35,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6351.58,ssb,10
delta,trino,ssb_q11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6793.67,ssb,10
delta,trino,ssb_q15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6808.43,ssb,10
delta,trino,ssb_q45,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6031.28,ssb,10
delta,trino,ssb_q23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7090.57,ssb,10
delta,trino,ssb_q42,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7119.0,ssb,10
delta,trino,ssb_q30,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7046.27,ssb,10
delta,trino,ssb_q39,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9358.88,ssb,10
delta,trino,ssb_q33,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9587.53,ssb,10
delta,trino,ssb_q46,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9091.83,ssb,10
delta,trino,ssb_q28,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9756.58,ssb,10
delta,trino,ssb_q3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10697.23,ssb,10
delta,trino,ssb_q19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10459.55,ssb,10
delta,trino,ssb_q41,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10264.4,ssb,10
delta,trino,ssb_q29,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10698.76,ssb,10
delta,trino,ssb_q4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10111.22,ssb,10
delta,trino,ssb_q22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10877.13,ssb,10
delta,trino,ssb_q48,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11070.71,ssb,10
delta,trino,ssb_q34,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11070.8,ssb,10
delta,trino,ssb_q26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10651.94,ssb,10
delta,trino,ssb_q11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10988.52,ssb,10
delta,trino,ssb_q15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10273.76,ssb,10
delta,trino,ssb_q45,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10734.91,ssb,10
delta,trino,ssb_q36,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9759.4,ssb,10
delta,trino,ssb_q32,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10603.7,ssb,10
delta,trino,ssb_q23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10735.2,ssb,10
delta,trino,ssb_q42,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9890.0,ssb,10
delta,trino,ssb_q30,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,10613.31,ssb,10
delta,trino,ssb_q38,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9197.08,ssb,10
