datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,ssb_q11,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,6089.934894,ssb,10
iceberg,presto,ssb_q11,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,10263.485984,ssb,10
iceberg,presto,ssb_q11,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,5673.099459,ssb,10
iceberg,presto,ssb_q11,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,5540.69354,ssb,10
iceberg,presto,ssb_q11,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,5140.419954,ssb,10
iceberg,presto,ssb_q11,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,6212.205168,ssb,10
iceberg,presto,ssb_q11,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,5382.788621000001,ssb,10
iceberg,presto,ssb_q12,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,8945.392884,ssb,10
iceberg,presto,ssb_q12,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,10984.961552,ssb,10
iceberg,presto,ssb_q12,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,10627.331558,ssb,10
iceberg,presto,ssb_q12,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,30737.358183,ssb,10
iceberg,presto,ssb_q12,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,8947.42194,ssb,10
iceberg,presto,ssb_q12,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,10859.135843,ssb,10
iceberg,presto,ssb_q12,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,9321.679644,ssb,10
iceberg,presto,ssb_q12,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,8928.604284000001,ssb,10
iceberg,presto,ssb_q12,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,8111.898817,ssb,10
iceberg,presto,ssb_q12,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,10174.070488,ssb,10
iceberg,presto,ssb_q12,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,8196.608247,ssb,10
iceberg,presto,ssb_q13,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,14191.915198,ssb,10
iceberg,presto,ssb_q13,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,17915.175418,ssb,10
iceberg,presto,ssb_q13,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,17241.185687999998,ssb,10
iceberg,presto,ssb_q13,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,43672.421674,ssb,10
iceberg,presto,ssb_q13,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,13046.847658,ssb,10
iceberg,presto,ssb_q13,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,15169.05573,ssb,10
iceberg,presto,ssb_q13,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,13687.586654,ssb,10
iceberg,presto,ssb_q13,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,12534.858541,ssb,10
iceberg,presto,ssb_q13,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,11468.379676,ssb,10
iceberg,presto,ssb_q13,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,14571.550965,ssb,10
iceberg,presto,ssb_q13,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,11996.747118,ssb,10
iceberg,presto,ssb_q14,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,6397.887782000001,ssb,10
iceberg,presto,ssb_q14,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,10125.087763,ssb,10
iceberg,presto,ssb_q14,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,6471.243912999999,ssb,10
iceberg,presto,ssb_q14,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,26554.192319,ssb,10
iceberg,presto,ssb_q14,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,6445.113474,ssb,10
iceberg,presto,ssb_q14,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,9003.573178999999,ssb,10
iceberg,presto,ssb_q14,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,7706.405917999999,ssb,10
iceberg,presto,ssb_q14,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,6468.332986,ssb,10
iceberg,presto,ssb_q14,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,5868.269982,ssb,10
iceberg,presto,ssb_q14,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,7151.33897,ssb,10
iceberg,presto,ssb_q14,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,6023.128228,ssb,10
iceberg,presto,ssb_q15,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,5547.093395999999,ssb,10
iceberg,presto,ssb_q15,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,7479.416612,ssb,10
iceberg,presto,ssb_q15,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,4772.430105,ssb,10
iceberg,presto,ssb_q15,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,12577.715139999998,ssb,10
iceberg,presto,ssb_q15,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,5060.272219,ssb,10
iceberg,presto,ssb_q15,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,7318.414383,ssb,10
iceberg,presto,ssb_q15,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,5228.04919,ssb,10
iceberg,presto,ssb_q15,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,4970.377608999999,ssb,10
iceberg,presto,ssb_q15,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,4887.9033500000005,ssb,10
iceberg,presto,ssb_q15,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,5106.858363,ssb,10
iceberg,presto,ssb_q15,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,4779.981963,ssb,10
iceberg,presto,ssb_q16,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,9184.906855,ssb,10
iceberg,presto,ssb_q16,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,13930.330254,ssb,10
iceberg,presto,ssb_q16,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,10087.99379,ssb,10
iceberg,presto,ssb_q16,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,34181.394932,ssb,10
iceberg,presto,ssb_q16,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,9230.244324,ssb,10
iceberg,presto,ssb_q16,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,12409.000573,ssb,10
iceberg,presto,ssb_q16,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,10540.456239,ssb,10
iceberg,presto,ssb_q16,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,9100.861132,ssb,10
iceberg,presto,ssb_q16,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,8177.109405,ssb,10
iceberg,presto,ssb_q16,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,10547.820347,ssb,10
iceberg,presto,ssb_q16,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,8739.30589,ssb,10
iceberg,presto,ssb_q17,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,355.95139600000005,ssb,10
iceberg,presto,ssb_q17,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,312.301057,ssb,10
iceberg,presto,ssb_q17,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,307.144101,ssb,10
iceberg,presto,ssb_q17,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,326.293449,ssb,10
iceberg,presto,ssb_q17,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,318.351493,ssb,10
iceberg,presto,ssb_q17,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,309.898596,ssb,10
iceberg,presto,ssb_q17,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,288.399426,ssb,10
iceberg,presto,ssb_q17,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,301.252063,ssb,10
iceberg,presto,ssb_q17,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,322.057594,ssb,10
iceberg,presto,ssb_q17,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,341.546749,ssb,10
iceberg,presto,ssb_q17,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,296.188826,ssb,10
iceberg,presto,ssb_q18,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,7263.45493,ssb,10
iceberg,presto,ssb_q18,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,10615.365352,ssb,10
iceberg,presto,ssb_q18,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,7828.537918,ssb,10
iceberg,presto,ssb_q18,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,19602.838998,ssb,10
iceberg,presto,ssb_q18,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,7866.85932,ssb,10
iceberg,presto,ssb_q18,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,10879.90072,ssb,10
iceberg,presto,ssb_q18,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,7881.846799,ssb,10
iceberg,presto,ssb_q18,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,6512.4283860000005,ssb,10
iceberg,presto,ssb_q18,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,6222.050639,ssb,10
iceberg,presto,ssb_q18,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,7960.528021,ssb,10
iceberg,presto,ssb_q18,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,6364.311592,ssb,10
iceberg,presto,ssb_q19,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,4660.500026,ssb,10
iceberg,presto,ssb_q19,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,8943.96305,ssb,10
iceberg,presto,ssb_q19,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,5291.210187,ssb,10
iceberg,presto,ssb_q19,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,11573.121096,ssb,10
iceberg,presto,ssb_q19,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,4657.00281,ssb,10
iceberg,presto,ssb_q19,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,8015.743063,ssb,10
iceberg,presto,ssb_q19,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,4640.212464,ssb,10
iceberg,presto,ssb_q19,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,4411.102415,ssb,10
iceberg,presto,ssb_q19,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,4223.839747,ssb,10
iceberg,presto,ssb_q19,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,4932.389377,ssb,10
iceberg,presto,ssb_q19,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,4208.936282,ssb,10
iceberg,presto,ssb_q2,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,14003.473034,ssb,10
iceberg,presto,ssb_q2,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,16039.184398,ssb,10
iceberg,presto,ssb_q2,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,11995.865302,ssb,10
iceberg,presto,ssb_q2,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,38429.502701,ssb,10
iceberg,presto,ssb_q2,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,11363.988082,ssb,10
iceberg,presto,ssb_q2,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,15837.972337,ssb,10
iceberg,presto,ssb_q2,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,13837.930372,ssb,10
iceberg,presto,ssb_q2,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,12013.983,ssb,10
iceberg,presto,ssb_q2,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,11398.821014,ssb,10
iceberg,presto,ssb_q2,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,13716.921912,ssb,10
iceberg,presto,ssb_q2,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,11579.903425,ssb,10
iceberg,presto,ssb_q23,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,134.521359,ssb,10
iceberg,presto,ssb_q23,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,124.161764,ssb,10
iceberg,presto,ssb_q23,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,161.064894,ssb,10
iceberg,presto,ssb_q23,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,154.92325499999998,ssb,10
iceberg,presto,ssb_q23,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,131.360521,ssb,10
iceberg,presto,ssb_q23,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,114.596033,ssb,10
iceberg,presto,ssb_q23,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,134.33948099999998,ssb,10
iceberg,presto,ssb_q23,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,140.465825,ssb,10
iceberg,presto,ssb_q23,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,166.697185,ssb,10
iceberg,presto,ssb_q23,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,136.027318,ssb,10
iceberg,presto,ssb_q23,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,120.292324,ssb,10
iceberg,presto,ssb_q25,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,314.705434,ssb,10
iceberg,presto,ssb_q25,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,276.160103,ssb,10
iceberg,presto,ssb_q25,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,275.050791,ssb,10
iceberg,presto,ssb_q25,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,358.222157,ssb,10
iceberg,presto,ssb_q25,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,263.957246,ssb,10
iceberg,presto,ssb_q25,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,362.474389,ssb,10
iceberg,presto,ssb_q25,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,330.290114,ssb,10
iceberg,presto,ssb_q25,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,344.905251,ssb,10
iceberg,presto,ssb_q25,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,350.719692,ssb,10
iceberg,presto,ssb_q25,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,312.034419,ssb,10
iceberg,presto,ssb_q25,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,272.487385,ssb,10
iceberg,presto,ssb_q26,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,141.600833,ssb,10
iceberg,presto,ssb_q26,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,202.050103,ssb,10
iceberg,presto,ssb_q26,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,110.944841,ssb,10
iceberg,presto,ssb_q26,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,168.867953,ssb,10
iceberg,presto,ssb_q26,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,112.27848,ssb,10
iceberg,presto,ssb_q26,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,265.299769,ssb,10
iceberg,presto,ssb_q26,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,136.860706,ssb,10
iceberg,presto,ssb_q26,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,152.251641,ssb,10
iceberg,presto,ssb_q26,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,140.53159399999998,ssb,10
iceberg,presto,ssb_q26,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,119.799756,ssb,10
iceberg,presto,ssb_q26,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,112.263782,ssb,10
iceberg,presto,ssb_q27,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,5421.592815,ssb,10
iceberg,presto,ssb_q27,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,7976.169941,ssb,10
iceberg,presto,ssb_q27,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,4917.219467,ssb,10
iceberg,presto,ssb_q27,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,12294.785655,ssb,10
iceberg,presto,ssb_q27,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,4080.981345,ssb,10
iceberg,presto,ssb_q27,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,6778.600215,ssb,10
iceberg,presto,ssb_q27,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,4798.871513,ssb,10
iceberg,presto,ssb_q27,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,4332.046125,ssb,10
iceberg,presto,ssb_q27,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,4134.157716000001,ssb,10
iceberg,presto,ssb_q27,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,4564.9203640000005,ssb,10
iceberg,presto,ssb_q27,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,4113.425878,ssb,10
iceberg,presto,ssb_q28,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,8215.033274,ssb,10
iceberg,presto,ssb_q28,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,12362.852057,ssb,10
iceberg,presto,ssb_q28,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,9055.0254,ssb,10
iceberg,presto,ssb_q28,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,28383.448722,ssb,10
iceberg,presto,ssb_q28,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,7417.699939,ssb,10
iceberg,presto,ssb_q28,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,10140.581134,ssb,10
iceberg,presto,ssb_q28,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,8833.192950999999,ssb,10
iceberg,presto,ssb_q28,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,7930.162616,ssb,10
iceberg,presto,ssb_q28,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,7221.303508999999,ssb,10
iceberg,presto,ssb_q28,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,8660.501751,ssb,10
iceberg,presto,ssb_q28,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,7598.196968,ssb,10
iceberg,presto,ssb_q3,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,6982.5351200000005,ssb,10
iceberg,presto,ssb_q3,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,9208.882613,ssb,10
iceberg,presto,ssb_q3,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,7664.484684,ssb,10
iceberg,presto,ssb_q3,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,21584.206328,ssb,10
iceberg,presto,ssb_q3,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,6114.021259,ssb,10
iceberg,presto,ssb_q3,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,10239.150373,ssb,10
iceberg,presto,ssb_q3,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,7698.963171,ssb,10
iceberg,presto,ssb_q3,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,5935.376142,ssb,10
iceberg,presto,ssb_q3,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,5909.892282,ssb,10
iceberg,presto,ssb_q3,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,6769.960196,ssb,10
