datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1965.95,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,8300.52,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1802.99,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5518.04,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1914.11,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1800.73,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,12963.94,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,10151.6,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,14244.4,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2823.67,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,13739.34,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,2322.65,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1942.78,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,14236.44,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,2170.61,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,3858.59,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1891.68,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,14242.28,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1980.07,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,9174.35,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,13125.91,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1950.57,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,13487.7,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1828.02,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,5665.68,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1915.57,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,8819.91,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,4885.87,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1968.01,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1819.48,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,14812.84,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1914.71,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,13891.03,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,12716.06,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1999.93,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,5574.39,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=48,1883.16,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,3194.3,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,4102.06,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,11078.89,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1934.07,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,12331.7,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,4045.26,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,14155.01,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,13872.37,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1878.04,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,14103.55,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,6739.27,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,20445.35,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,11369.9,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,9444.01,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,5345.59,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,7247.31,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,1973.33,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,8396.6,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,6200.35,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,5038.85,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,14442.9,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,1964.83,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,5530.48,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,9374.66,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,17325.69,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=48,9937.06,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,14721.75,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,5709.52,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,13965.8,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1960.09,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,5826.32,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,3824.73,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1962.14,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,14658.96,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,14742.07,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,2931.47,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,13924.51,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,21284.59,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1807.93,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5628.08,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,1933.07,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,9488.31,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,6859.66,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5001.38,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5048.95,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,6135.27,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3770.82,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,1502.07,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,6099.19,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10398.03,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,15119.49,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10325.07,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,11134.32,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,3497.05,ssb,100
iceberg,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,1668.56,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,5862.68,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,11013.59,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,10936.18,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,11100.76,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2151.41,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8315.86,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7373.03,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,3045.1,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10369.76,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,11280.87,ssb,100
iceberg,presto,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10409.55,ssb,100
iceberg,presto,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7788.88,ssb,100
iceberg,presto,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,9885.9,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10618.18,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10541.43,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,16586.06,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10666.95,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,2593.08,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5115.46,ssb,100
iceberg,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10702.95,ssb,100
iceberg,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,9098.74,ssb,100
iceberg,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,2991.55,ssb,100
iceberg,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10964.47,ssb,100
iceberg,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10680.52,ssb,100
iceberg,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,15423.43,ssb,100
iceberg,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,10435.86,ssb,100
iceberg,presto,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,1798.29,ssb,100
iceberg,presto,q1_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,11017.16,ssb,100
