datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,q3_1,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,329475.86,ssb,100
hudi,spark,q3_2,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,234345.21,ssb,100
hudi,spark,q3_3,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,225349.24,ssb,100
hudi,spark,q3_4,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,312643.65,ssb,100
hudi,spark,q4_1,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,191998.52,ssb,100
hudi,spark,q4_2,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,137766.59,ssb,100
hudi,spark,q4_3,29.0;4.3;9.1;136.6;387.5;3.1;16.0;0.9;0.6,124285.63,ssb,100
hudi,spark,q1_1,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,134240.24,ssb,100
hudi,spark,q1_2,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,109768.2,ssb,100
hudi,spark,q1_3,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,106008.21,ssb,100
hudi,spark,q2_1,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,127094.63,ssb,100
hudi,spark,q2_2,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,115298.68,ssb,100
hudi,spark,q2_3,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,118381.78,ssb,100
hudi,spark,q3_1,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,159804.35,ssb,100
hudi,spark,q3_2,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,138022.38,ssb,100
hudi,spark,q3_3,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,151152.91,ssb,100
hudi,spark,q3_4,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,121985.4,ssb,100
hudi,spark,q4_1,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,172757.23,ssb,100
hudi,spark,q4_2,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,119495.48,ssb,100
hudi,spark,q4_3,348.6;72.7;273.2;246.6;420.9;8.8;14.8;0.2;0.7,119862.02,ssb,100
hudi,spark,q1_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,104191.13,ssb,100
hudi,spark,q1_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,141218.49,ssb,100
hudi,spark,q1_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,138670.66,ssb,100
hudi,spark,q2_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,139448.42,ssb,100
hudi,spark,q2_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,184159.17,ssb,100
hudi,spark,q2_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,123961.33,ssb,100
hudi,spark,q3_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,170833.91,ssb,100
hudi,spark,q3_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,150717.49,ssb,100
hudi,spark,q3_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,162083.19,ssb,100
hudi,spark,q3_4,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,147529.23,ssb,100
hudi,spark,q4_1,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,205302.63,ssb,100
hudi,spark,q4_2,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,130876.38,ssb,100
hudi,spark,q4_3,820.0;120.4;66.9;2180.0;808.2;8.0;36.3;0.6;0.3,124461.65,ssb,100
hudi,spark,q1_1,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,115890.05,ssb,100
hudi,spark,q1_2,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,113914.94,ssb,100
hudi,spark,q1_3,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,129002.2,ssb,100
hudi,spark,q2_1,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,134672.24,ssb,100
hudi,spark,q2_2,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,122202.0,ssb,100
hudi,spark,q2_3,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,117172.65,ssb,100
hudi,spark,q3_1,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,146294.41,ssb,100
hudi,spark,q3_2,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,154817.21,ssb,100
hudi,spark,q3_3,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,151094.12,ssb,100
hudi,spark,q3_4,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,118609.34,ssb,100
hudi,spark,q4_1,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,168730.15,ssb,100
hudi,spark,q4_2,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,158984.7,ssb,100
hudi,spark,q4_3,1024.5;9.5;869.0;3868.9;381.6;7.0;26.5;0.7;0.8,139455.37,ssb,100
hudi,spark,q1_1,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,104806.29,ssb,100
hudi,spark,q1_2,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,109787.21,ssb,100
hudi,spark,q1_3,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,131330.0,ssb,100
hudi,spark,q2_1,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,131925.07,ssb,100
hudi,spark,q2_2,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,119105.03,ssb,100
hudi,spark,q2_3,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,126966.73,ssb,100
hudi,spark,q3_1,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,150967.46,ssb,100
hudi,spark,q3_2,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,140011.68,ssb,100
hudi,spark,q3_3,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,139511.45,ssb,100
hudi,spark,q3_4,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,133274.49,ssb,100
hudi,spark,q4_1,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,165781.3,ssb,100
hudi,spark,q4_2,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,159838.07,ssb,100
hudi,spark,q4_3,987.8;11.1;845.6;3030.3;370.8;7.2;26.0;0.6;0.8,159659.37,ssb,100
hudi,spark,q1_1,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,168945.78,ssb,100
hudi,spark,q1_2,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,110908.65,ssb,100
hudi,spark,q1_3,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,326300.56,ssb,100
hudi,spark,q2_1,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,280500.52,ssb,100
hudi,spark,q2_2,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,397586.73,ssb,100
hudi,spark,q2_3,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,240950.81,ssb,100
hudi,spark,q3_1,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,335112.08,ssb,100
hudi,spark,q3_2,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,258007.35,ssb,100
hudi,spark,q3_3,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,214295.95,ssb,100
hudi,spark,q3_4,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,290265.74,ssb,100
hudi,spark,q4_1,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,191910.27,ssb,100
hudi,spark,q4_2,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,141161.32,ssb,100
hudi,spark,q4_3,32.2;4.4;9.2;124.1;396.7;3.1;13.9;0.8;0.8,146394.4,ssb,100
hudi,spark,syn_q5,179.0;151.2;180.0;83.5;195.0;104.3;104.5|242.3;220.9;32.9;184.7;248.5,209192.54,ssb,100
hudi,spark,syn_q5,65.8;29.5;72.3;66.2;94.7;146.4;41.7;94.3|22.3;262.3;112.2;299.5;89.6;294.2,125603.39,ssb,100
hudi,spark,syn_q5,24.3;131.1;79.0;162.2|286.3;51.4;186.2;236.6,251334.26,ssb,100
hudi,spark,syn_q5,34.0;54.8;132.6;78.8|185.5;206.9;285.2,108352.54,ssb,100
hudi,spark,syn_q5,94.3;24.6;36.2;79.7;69.7;63.0|17.5;64.0;160.1,196763.52,ssb,100
hudi,spark,syn_q5,32.4;157.2;143.8;50.8;126.3;141.9;199.7;48.0|257.3;141.1;270.6;139.1,318327.96,ssb,100
hudi,spark,syn_q5,164.0;193.8;197.4;136.9|169.5;94.2;97.0,122582.54,ssb,100
hudi,spark,syn_q5,145.2;186.2;131.2;160.8;106.7|295.7;239.7;78.7,139220.10,ssb,100
hudi,spark,syn_q5,15.0;115.3;80.1;162.7;114.8;126.3;26.4|125.5;217.9;148.8;129.1;128.7,170007.22,ssb,100
hudi,spark,syn_q5,24.0;194.8;132.0;95.5;139.2;75.5;176.8;158.2|232.7;47.4;155.8;261.8,141868.81,ssb,100
hudi,spark,syn_q5,108.4;67.8;40.8;187.6|110.3;282.9;269.5;255.3,103621.67,ssb,100
hudi,spark,syn_q5,47.3;191.7;62.1;128.8;126.7;27.8|181.6;178.4;59.6;191.1,168429.01,ssb,100
hudi,spark,syn_q5,74.1;185.5;17.8;174.1;25.4;190.2;156.5;60.3|232.4;130.8;195.3;154.4,119971.52,ssb,100
hudi,spark,syn_q5,65.0;191.8;101.8;162.9;140.1;66.5;23.9;21.4|130.5;144.7;108.7;51.7;259.8;102.6,190189.93,ssb,100
hudi,spark,syn_q5,195.3;34.8;80.4;116.7;70.6;98.6|140.4;50.9;24.7;284.2;260.6,125225.76,ssb,100
hudi,spark,syn_q6,108.7;184.3;12.3;143.1;121.6;158.5|130.2;53.0;180.5,142690.12,ssb,100
hudi,spark,syn_q6,185.7;116.9;29.2;64.4|264.6;86.6;199.9;175.9;147.2,241294.65,ssb,100
hudi,spark,syn_q6,62.3;37.3;125.6;141.8;17.4|210.2;24.3;147.8;87.9;118.0,133439.03,ssb,100
hudi,spark,syn_q6,165.3;67.6;63.3;103.4;142.3;28.7|49.0;292.5;138.5;249.5,188498.74,ssb,100
hudi,spark,syn_q6,148.5;124.9;27.0;93.9;183.6;87.4|230.3;261.5;248.1;159.4;56.1;100.2,208165.97,ssb,100
hudi,spark,syn_q6,86.6;158.3;109.6;118.0;43.0;176.3;48.1;20.9|142.4;276.2;214.3,124944.09,ssb,100
hudi,spark,syn_q6,80.0;98.2;85.4;185.4;139.4;56.0|182.3;61.5;262.4;180.2;111.4;57.4,162079.65,ssb,100
hudi,spark,syn_q6,152.3;140.9;64.2;83.4;41.0;118.7|258.6;197.7;206.5;88.0,100000.00,ssb,100
hudi,spark,syn_q6,107.5;174.3;193.8;139.6;100.1;35.1;42.9|74.9;186.4;283.5,121343.96,ssb,100
hudi,spark,syn_q6,90.5;81.5;76.3;57.9;98.7;138.7|179.5;12.1;299.8;290.3;253.4;172.8,152959.78,ssb,100
hudi,spark,syn_q6,125.7;66.7;30.5;22.1;197.8;131.7;173.7;59.6|64.6;160.0;79.7;26.5;258.6,113478.17,ssb,100
hudi,spark,syn_q6,86.8;70.7;36.6;14.8;104.5;66.2;182.3;86.9|179.1;298.5;246.6,269257.69,ssb,100
hudi,spark,syn_q6,148.0;52.2;111.6;159.1;182.2;137.7|255.2;253.8;264.2;62.5;38.3,107436.83,ssb,100
hudi,spark,syn_q6,150.8;147.8;116.2;183.4;189.9|199.8;74.5;74.8;262.7;131.9,144594.33,ssb,100
hudi,spark,syn_q6,80.6;121.3;98.1;32.4;20.2;130.5|146.9;66.4;44.7,171600.25,ssb,100
hudi,spark,syn_q7,62.4;21.8;59.0;83.6;200.0;198.2;189.4;190.3|54.0;270.2;200.5;35.5,126017.54,ssb,100
hudi,spark,syn_q7,108.9;138.8;175.8;140.4;89.3;118.9;91.0|273.8;105.5;167.2;70.0;50.2,191238.48,ssb,100
hudi,spark,syn_q7,140.0;48.4;36.2;140.8;180.7;182.8;91.7;182.7|200.3;173.8;55.8;29.7,111038.34,ssb,100
hudi,spark,syn_q7,190.2;32.5;70.3;177.1;148.1;155.4;177.2;88.7|98.0;226.2;248.3;194.7;224.1;54.1,285825.96,ssb,100
hudi,spark,syn_q7,30.3;45.1;154.9;126.3;60.7|182.9;77.0;17.6;33.0,235045.12,ssb,100
hudi,spark,syn_q7,35.5;170.8;99.1;133.4;45.0;83.6;100.0|66.0;19.3;231.7;14.4,143336.18,ssb,100
hudi,spark,syn_q7,190.5;52.3;137.6;48.5;48.9;43.6|261.5;152.1;104.2;142.7;81.6;127.4,100000.00,ssb,100
hudi,spark,syn_q7,125.5;166.6;146.8;84.9|161.0;141.0;249.8,247672.47,ssb,100
hudi,spark,syn_q7,176.8;56.7;112.2;196.9|171.7;159.7;192.9,159426.58,ssb,100
hudi,spark,syn_q7,46.1;93.5;178.0;157.0|143.8;132.5;187.8;25.8;159.9,239197.69,ssb,100
hudi,spark,syn_q7,98.1;132.8;27.2;105.1;44.2|124.0;103.8;17.2;141.6,102270.08,ssb,100
hudi,spark,syn_q7,177.7;27.1;71.6;133.2;145.2|218.3;45.8;43.1;140.3,137845.43,ssb,100
hudi,spark,syn_q7,26.2;144.4;148.1;195.3;126.3;40.4|22.7;59.6;107.2;262.7;260.2;57.0,165259.77,ssb,100
hudi,spark,syn_q7,44.0;145.3;89.7;68.8;156.0|93.7;62.4;270.6;288.5;11.0;232.0,167342.00,ssb,100
hudi,spark,syn_q7,97.1;172.5;113.3;11.1|79.0;180.8;148.0;128.9;33.0;184.0,144160.29,ssb,100
hudi,spark,syn_q8,173.0;83.8;182.9;84.7;195.8|97.3;281.5;229.4;96.3;259.2,100000.00,ssb,100
hudi,spark,syn_q8,184.0;130.0;177.1;155.7;87.2|89.5;33.2;236.0,101259.12,ssb,100
hudi,spark,syn_q8,99.5;88.5;169.8;146.3;176.6;165.8;166.6|156.8;112.0;184.6;245.9;224.0,167397.46,ssb,100
hudi,spark,syn_q8,142.1;154.8;131.9;44.9;94.2;131.8;10.6|192.2;101.0;33.8;55.8,178370.39,ssb,100
hudi,spark,syn_q8,145.6;155.8;133.3;34.7;122.9;88.0;188.5;95.8|85.6;209.4;249.8;241.9,125794.61,ssb,100
hudi,spark,syn_q8,26.0;79.8;84.8;81.7;168.6|16.0;16.7;172.0;187.5,199841.23,ssb,100
hudi,spark,syn_q8,182.3;195.1;47.7;143.2;42.1|189.2;184.1;53.3;287.8;59.3;174.5,100232.20,ssb,100
hudi,spark,syn_q8,146.5;92.7;184.8;96.2|44.4;216.9;65.3;260.0;236.8;93.5,161761.26,ssb,100
hudi,spark,syn_q8,82.6;91.9;49.3;51.0;166.6;148.1;46.0|128.5;52.3;94.2;85.9,114736.78,ssb,100
hudi,spark,syn_q8,95.7;57.2;120.8;133.0;26.3;99.1;175.6;195.1|209.2;216.9;215.5;223.5;84.3;37.6,135692.95,ssb,100
hudi,spark,syn_q8,19.9;186.9;99.5;77.3|11.6;156.3;120.5,167362.99,ssb,100
hudi,spark,syn_q8,137.5;35.1;179.5;17.8;44.1;42.3;103.6|264.6;48.3;102.0;163.8;51.1,127462.41,ssb,100
hudi,spark,syn_q8,69.5;195.9;104.9;194.9|226.9;278.6;92.0;264.3;187.8,147021.50,ssb,100
hudi,spark,syn_q8,108.2;92.8;41.3;150.0;103.3;190.5|25.4;53.1;76.7;20.4;85.5;214.7,223147.57,ssb,100
hudi,spark,syn_q8,32.0;180.1;104.0;93.9;197.9;116.6;97.0|255.3;261.4;45.9,138778.33,ssb,100
hudi,spark,syn_q9,153.1;135.4;27.0;92.6;146.0|279.4;104.7;121.2;91.3,138912.87,ssb,100
hudi,spark,syn_q9,136.5;190.8;137.4;136.4;185.3;130.4|36.2;210.6;262.9;280.2;232.2;184.2,140034.36,ssb,100
hudi,spark,syn_q9,81.6;146.3;149.8;82.5;132.0;116.8|244.4;74.8;43.6;35.4;35.9;224.8,163386.65,ssb,100
hudi,spark,syn_q9,151.5;32.1;79.9;172.1;191.3|100.1;181.1;65.1,140178.70,ssb,100
hudi,spark,syn_q9,196.2;70.7;79.4;139.1;161.3;108.8;124.3|40.9;12.7;257.2;101.6,133231.97,ssb,100
hudi,spark,syn_q9,169.1;105.0;96.6;124.3;37.7;136.4|183.7;99.6;297.2,170353.30,ssb,100
hudi,spark,syn_q9,62.0;171.1;119.1;129.9|153.6;214.2;119.2;294.5,152849.28,ssb,100
hudi,spark,syn_q9,39.0;146.2;171.1;187.5;52.8;149.8|258.5;220.9;96.7;246.4,259081.68,ssb,100
hudi,spark,syn_q9,198.3;114.1;74.1;138.8;198.2|123.4;163.1;92.1;211.9;66.6;258.3,100000.00,ssb,100
hudi,spark,syn_q9,28.5;71.4;160.3;174.5;20.3;187.6;67.8|177.4;138.1;149.9;270.2,228925.71,ssb,100
hudi,spark,syn_q9,51.4;152.2;149.7;11.7;147.9|206.7;296.7;52.8,239791.80,ssb,100
hudi,spark,syn_q9,139.1;42.0;20.7;77.6;100.0;189.6;32.3|182.1;291.2;191.8;127.2;19.9,100000.00,ssb,100
hudi,spark,syn_q9,85.4;67.5;123.3;42.8;151.6|235.5;260.8;198.6,148879.79,ssb,100
hudi,spark,syn_q9,130.1;94.6;12.2;32.2;33.2;131.9|16.7;176.2;176.1;89.4,147601.08,ssb,100
hudi,spark,syn_q9,160.9;44.4;102.0;132.5|96.5;46.3;104.3;217.0;260.0;165.9,108168.69,ssb,100
hudi,spark,syn_q10,139.0;71.3;119.9;139.8;47.9;35.8;115.3|98.4;96.2;278.9;143.7;63.2,226306.74,ssb,100
hudi,spark,syn_q10,28.2;110.0;141.9;105.7;140.2;77.9;77.3|131.9;129.0;18.0;172.1;287.7;132.1,163053.59,ssb,100
hudi,spark,syn_q10,126.9;67.5;56.1;107.3;34.2|25.5;255.1;46.5;204.3;144.2,202430.31,ssb,100
hudi,spark,syn_q10,97.4;20.3;20.4;167.7;133.5;73.4;28.5;65.2|210.3;260.7;45.2;179.5;158.1;217.9,166407.73,ssb,100
hudi,spark,syn_q10,108.1;116.8;193.8;35.9;180.1|97.3;100.2;296.9;11.9,166479.52,ssb,100
hudi,spark,syn_q10,128.5;48.1;22.8;39.1;177.2;108.8;57.0|147.4;251.5;138.7,218640.89,ssb,100
hudi,spark,syn_q10,185.9;67.0;101.9;45.0|254.1;168.5;248.3;207.6,141334.87,ssb,100
hudi,spark,syn_q10,33.4;37.8;14.1;36.9;151.5;55.7;107.2;142.9|148.1;94.1;203.6;288.1,169827.24,ssb,100
hudi,spark,syn_q10,79.8;62.3;83.3;162.0;98.2;164.6;38.2|142.6;173.6;13.2;97.8;197.1,143633.21,ssb,100
hudi,spark,syn_q10,94.5;182.5;77.4;36.5;177.7;97.1;11.7;40.1|111.2;214.8;123.3;28.2,144835.21,ssb,100
hudi,spark,syn_q10,76.9;146.6;74.5;145.9;159.5|237.6;200.9;277.8;29.8;253.4,150384.27,ssb,100
hudi,spark,syn_q10,81.5;99.6;135.2;119.4;186.2;157.3;109.8|212.4;180.8;178.4;179.5,176370.27,ssb,100
hudi,spark,syn_q10,22.8;15.6;149.2;54.0;136.4;104.9;139.1|230.4;294.6;244.5;222.5;78.6,142925.12,ssb,100
hudi,spark,syn_q10,148.4;83.0;194.9;185.3;21.8|43.2;255.6;31.1;231.4;185.9,240488.51,ssb,100
hudi,spark,syn_q10,185.5;71.0;142.8;81.7|66.8;152.4;206.9;75.4,126161.56,ssb,100
hudi,spark,syn_q11,107.7;190.8;66.9;174.8;57.3;62.3;116.6|191.5;42.3;229.4;62.8;11.9,139684.40,ssb,100
hudi,spark,syn_q11,99.4;41.0;22.5;92.1;67.9;185.8;94.2;131.2|66.1;41.5;77.2;99.1,290119.41,ssb,100
hudi,spark,syn_q11,70.8;110.8;29.6;67.0;125.8;118.5|103.9;65.7;124.9;59.8,106862.32,ssb,100
hudi,spark,syn_q11,125.9;39.9;191.8;196.4;134.2|236.1;88.1;280.5;146.9;258.3;98.0,100000.00,ssb,100
hudi,spark,syn_q11,68.2;148.1;167.6;69.9;68.5|231.2;11.6;282.6;26.0;128.5;197.3,188283.69,ssb,100
hudi,spark,syn_q11,195.2;155.7;13.7;143.8;49.6|95.5;118.3;103.3;239.4;104.4,141929.32,ssb,100
hudi,spark,syn_q11,150.4;161.5;127.3;93.6;62.1;24.1;40.5;147.3|286.1;284.5;236.6;123.1;288.3;214.9,121458.86,ssb,100
hudi,spark,syn_q11,63.2;125.3;81.3;29.3;131.5|166.0;137.1;92.4;146.8;265.4,204067.82,ssb,100
hudi,spark,syn_q11,71.7;157.3;88.6;38.8|181.0;176.5;172.9;137.1,177520.43,ssb,100
hudi,spark,syn_q11,118.8;154.9;59.5;110.9;65.4;14.2|262.5;212.8;224.3,139312.82,ssb,100
hudi,spark,syn_q11,182.0;94.7;178.1;45.0;99.0;97.6|67.7;291.7;85.1;185.0;280.5,112376.42,ssb,100
hudi,spark,syn_q11,32.6;88.0;85.3;102.4;19.1|274.8;158.6;14.7,214365.54,ssb,100
hudi,spark,syn_q11,199.2;192.4;175.9;72.1;112.4;63.7;73.4|223.0;173.9;292.5,200538.42,ssb,100
hudi,spark,syn_q11,111.0;161.7;170.8;26.7|186.9;298.0;228.1;232.5;135.0;90.3,160163.11,ssb,100
hudi,spark,syn_q11,179.0;198.9;38.9;72.8;44.5;119.3;96.3|267.9;126.4;95.2;190.9;123.1;12.5,287130.43,ssb,100
hudi,spark,syn_q12,168.7;92.7;190.9;102.8;54.0;171.2;19.0;79.2|142.3;147.0;57.5;201.0;117.7,117924.49,ssb,100
hudi,spark,syn_q12,112.7;70.9;131.5;87.3;120.2;80.7;196.9;155.8|246.1;228.0;153.4;167.3,111892.77,ssb,100
hudi,spark,syn_q12,192.7;26.4;58.1;36.2;185.7;132.6|228.6;259.9;57.6;22.4;156.8;259.3,233736.29,ssb,100
hudi,spark,syn_q12,123.8;112.6;168.1;40.3;161.8|293.4;239.8;249.2;124.9,143399.60,ssb,100
hudi,spark,syn_q12,177.3;198.2;113.4;108.7;119.3;58.4;114.6|224.5;208.4;238.4;151.9,183075.13,ssb,100
hudi,spark,syn_q12,149.1;161.4;114.2;85.0;134.8;84.6|227.4;209.5;296.5;75.5;196.7,162693.70,ssb,100
hudi,spark,syn_q12,168.5;180.1;45.8;10.1;160.8|153.6;275.6;211.5,190386.79,ssb,100
hudi,spark,syn_q12,55.9;87.2;166.8;113.0;28.4;164.8|14.7;95.8;70.1,168846.84,ssb,100
hudi,spark,syn_q12,22.7;96.0;32.6;189.5|13.1;183.3;109.5;118.7;98.1;189.6,112285.84,ssb,100
hudi,spark,syn_q12,130.7;122.7;139.0;195.6;105.0;76.8;58.6|259.7;121.3;166.3;38.4;209.7;189.9,222477.40,ssb,100
hudi,spark,syn_q12,190.3;140.1;199.0;82.2;192.9;154.2|147.7;167.7;34.1,142283.07,ssb,100
hudi,spark,syn_q12,96.4;152.3;55.9;197.0|103.6;170.3;214.2,103437.85,ssb,100
hudi,spark,syn_q12,51.1;88.0;12.0;34.4;173.9;158.4;187.8|30.0;62.6;89.7;173.9;242.4;165.3,145112.74,ssb,100
hudi,spark,syn_q12,58.1;32.4;108.2;43.0|95.1;57.2;94.2;106.1;41.8;54.9,258830.50,ssb,100
hudi,spark,syn_q12,47.8;102.4;11.1;157.4|234.0;22.7;63.0;108.6,212940.33,ssb,100
hudi,spark,syn_q13,27.4;139.0;103.6;35.6;132.4;199.9;17.5;87.3|219.8;287.3;276.3,171316.52,ssb,100
hudi,spark,syn_q13,154.7;104.4;192.7;198.4;28.1;192.5;173.1;158.0|13.1;63.6;247.9,145056.57,ssb,100
hudi,spark,syn_q13,121.4;73.6;88.9;114.5|80.9;119.4;147.0,171166.15,ssb,100
hudi,spark,syn_q13,60.1;63.9;196.0;32.7;147.7;88.9;10.6|123.6;186.8;110.3;266.9,194209.00,ssb,100
hudi,spark,syn_q13,69.1;23.5;33.4;109.9|41.6;94.8;77.1;163.7;109.5,167436.39,ssb,100
hudi,spark,syn_q13,121.4;153.7;87.4;42.4|283.1;185.9;156.7;31.3,167021.57,ssb,100
hudi,spark,syn_q13,62.3;74.2;24.6;58.5;16.9;151.7;148.8|160.7;128.1;226.7;250.6,133666.51,ssb,100
hudi,spark,syn_q13,157.8;74.1;103.6;85.1|290.2;225.7;160.6;37.8;226.4;133.7,135243.28,ssb,100
hudi,spark,syn_q13,188.4;189.3;176.2;20.5|114.8;125.4;186.2;247.3,108328.02,ssb,100
hudi,spark,syn_q13,83.4;140.1;23.8;188.7|39.0;60.9;73.4;270.3,278890.30,ssb,100
hudi,spark,syn_q13,19.9;91.7;114.6;92.9;30.7;129.0|133.1;172.8;271.7;190.1;295.3;251.1,113611.70,ssb,100
hudi,spark,syn_q13,152.4;17.7;56.0;180.3;10.9;110.3|236.3;109.4;78.9;260.2;274.7;223.6,134031.38,ssb,100
hudi,spark,syn_q13,35.9;18.8;54.4;81.1;147.5;20.1;136.7;95.8|185.6;23.8;116.8,133009.86,ssb,100
hudi,spark,syn_q13,120.4;22.3;65.0;119.1;187.6;145.8;96.1;58.5|126.8;183.4;176.1;283.4,215815.26,ssb,100
hudi,spark,syn_q13,155.7;118.8;81.4;158.3;66.3;115.0;124.9|36.0;161.4;52.1;237.2;178.0;194.7,151027.29,ssb,100
hudi,spark,syn_q14,31.2;189.4;39.3;145.5|92.8;165.8;232.0;222.0;152.5;282.6,149130.19,ssb,100
hudi,spark,syn_q14,95.6;181.2;85.6;49.2|197.1;206.8;58.2;59.2;65.6,137266.55,ssb,100
hudi,spark,syn_q14,112.4;140.2;165.7;180.6;77.2;12.4;113.2;162.2|186.0;122.2;81.6,150686.96,ssb,100
hudi,spark,syn_q14,58.4;145.8;46.9;83.5|104.2;168.1;250.6;87.4,146861.86,ssb,100
hudi,spark,syn_q14,72.9;53.6;68.1;16.8;185.0|159.3;217.4;124.9,173654.96,ssb,100
hudi,spark,syn_q14,106.0;107.7;22.7;90.7;197.9;63.0;58.3|85.9;134.0;249.5;71.0;165.2,173142.97,ssb,100
hudi,spark,syn_q14,140.8;100.3;127.7;95.6;159.0;30.4|79.9;182.8;52.7;142.4;155.7,165150.85,ssb,100
hudi,spark,syn_q14,176.1;149.7;162.7;117.9;90.9;121.4|266.6;231.7;183.7;98.8,188110.01,ssb,100
hudi,spark,syn_q14,101.4;143.6;169.1;29.9;169.6;139.4|119.3;20.6;36.0;221.4;183.5,235836.64,ssb,100
hudi,spark,syn_q14,145.0;43.3;35.1;48.7;115.8;53.0;95.4|79.1;239.8;53.8;42.7,219381.39,ssb,100
hudi,spark,syn_q14,105.0;84.5;165.2;189.3;117.7;196.8;108.2;107.8|216.4;171.5;71.5,105686.39,ssb,100
hudi,spark,syn_q14,33.0;165.1;12.8;53.7;178.9|28.3;161.4;143.8,100000.00,ssb,100
