datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,query56,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12666.81,tpcds,100
delta,spark,query57,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12294.93,tpcds,100
delta,spark,query58,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,11237.37,tpcds,100
delta,spark,query59,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,11529.0,tpcds,100
delta,spark,query6,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12510.22,tpcds,100
delta,spark,query60,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12518.19,tpcds,100
delta,spark,query61,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,11140.38,tpcds,100
delta,spark,query63,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12451.59,tpcds,100
delta,spark,query64,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,13154.88,tpcds,100
delta,spark,query65,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12598.97,tpcds,100
delta,spark,query66,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,12135.72,tpcds,100
delta,spark,query67,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18356.69,tpcds,100
delta,spark,query68,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,22046.72,tpcds,100
delta,spark,query69,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21893.71,tpcds,100
delta,spark,query7,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18793.09,tpcds,100
delta,spark,query70,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18645.63,tpcds,100
delta,spark,query71,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21372.69,tpcds,100
delta,spark,query72,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20475.35,tpcds,100
delta,spark,query73,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20916.68,tpcds,100
delta,spark,query74,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21735.23,tpcds,100
delta,spark,query75,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,19186.71,tpcds,100
delta,spark,query76,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,19764.09,tpcds,100
delta,spark,query78,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20806.1,tpcds,100
delta,spark,query79,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18977.39,tpcds,100
delta,spark,query8,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18622.52,tpcds,100
delta,spark,query81,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,19782.55,tpcds,100
delta,spark,query83,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20207.9,tpcds,100
delta,spark,query84,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21265.7,tpcds,100
delta,spark,query85,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,19973.2,tpcds,100
delta,spark,query86,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18483.02,tpcds,100
delta,spark,query87,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21482.98,tpcds,100
delta,spark,query88,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,19856.59,tpcds,100
delta,spark,query89,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21982.13,tpcds,100
delta,spark,query9,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20150.25,tpcds,100
delta,spark,query90,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20920.26,tpcds,100
delta,spark,query91,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,18416.35,tpcds,100
delta,spark,query93,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21935.8,tpcds,100
delta,spark,query96,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,21664.15,tpcds,100
delta,spark,query97,32.0;79.0;431.0;51.0;22.0;20.0|1;0;1,20789.61,tpcds,100
delta,spark,query1,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3731.61,tpcds,100
delta,spark,query10,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3273.8,tpcds,100
delta,spark,query11,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3792.46,tpcds,100
delta,spark,query13,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3438.67,tpcds,100
delta,spark,query14_a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3204.16,tpcds,100
delta,spark,query14_b,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3839.61,tpcds,100
delta,spark,query15,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3570.0,tpcds,100
delta,spark,query17,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3242.29,tpcds,100
delta,spark,query18,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3198.48,tpcds,100
delta,spark,query19,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3585.24,tpcds,100
delta,spark,query2,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3363.95,tpcds,100
delta,spark,query22,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3333.0,tpcds,100
delta,spark,query23_a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3202.06,tpcds,100
delta,spark,query23_b,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3501.36,tpcds,100
delta,spark,query24_a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3336.05,tpcds,100
delta,spark,query24_b,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3706.51,tpcds,100
delta,spark,query25,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3655.2,tpcds,100
delta,spark,query26,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3414.14,tpcds,100
delta,spark,query27,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3576.5,tpcds,100
delta,spark,query28,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3280.1,tpcds,100
delta,spark,query29,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3631.13,tpcds,100
delta,spark,query3,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3620.73,tpcds,100
delta,spark,query31,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3567.85,tpcds,100
delta,spark,query33,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3765.95,tpcds,100
delta,spark,query34,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3548.46,tpcds,100
delta,spark,query35,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3447.15,tpcds,100
delta,spark,query36,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3316.56,tpcds,100
delta,spark,query38,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3293.46,tpcds,100
delta,spark,query39_a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3454.86,tpcds,100
delta,spark,query39_b,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3491.35,tpcds,100
delta,spark,query4,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3697.03,tpcds,100
delta,spark,query41,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3667.65,tpcds,100
delta,spark,query42,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3247.92,tpcds,100
delta,spark,query43,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3395.43,tpcds,100
delta,spark,query44,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3232.89,tpcds,100
delta,spark,query45,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3220.35,tpcds,100
delta,spark,query46,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3416.83,tpcds,100
delta,spark,query47,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3783.84,tpcds,100
delta,spark,query48,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3532.07,tpcds,100
delta,spark,query49,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3779.39,tpcds,100
delta,spark,query51,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3784.96,tpcds,100
delta,spark,query52,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3877.71,tpcds,100
delta,spark,query53,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3372.08,tpcds,100
delta,spark,query54,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3364.89,tpcds,100
delta,spark,query55,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3866.6,tpcds,100
delta,spark,query56,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3308.28,tpcds,100
delta,spark,query57,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3686.17,tpcds,100
delta,spark,query58,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3383.04,tpcds,100
delta,spark,query59,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3594.9,tpcds,100
delta,spark,query6,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3198.7,tpcds,100
delta,spark,query60,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3442.74,tpcds,100
delta,spark,query61,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3879.35,tpcds,100
delta,spark,query63,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3358.64,tpcds,100
delta,spark,query64,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3446.31,tpcds,100
delta,spark,query65,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3256.08,tpcds,100
delta,spark,query66,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3840.99,tpcds,100
delta,spark,query67,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3534.39,tpcds,100
delta,spark,query68,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3319.46,tpcds,100
delta,spark,query69,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3816.04,tpcds,100
delta,spark,query7,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3534.42,tpcds,100
delta,spark,query70,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3703.66,tpcds,100
delta,spark,query71,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3468.6,tpcds,100
delta,spark,query72,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3389.13,tpcds,100
delta,spark,query73,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3688.29,tpcds,100
delta,spark,query74,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3664.51,tpcds,100
delta,spark,query75,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3689.74,tpcds,100
delta,spark,query76,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3765.17,tpcds,100
delta,spark,query78,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3818.25,tpcds,100
delta,spark,query79,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3792.68,tpcds,100
delta,spark,query8,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3428.17,tpcds,100
delta,spark,query81,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3377.78,tpcds,100
delta,spark,query83,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3512.05,tpcds,100
delta,spark,query84,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3350.76,tpcds,100
delta,spark,query85,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3735.09,tpcds,100
delta,spark,query86,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3383.73,tpcds,100
delta,spark,query87,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3796.25,tpcds,100
delta,spark,query88,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3271.31,tpcds,100
delta,spark,query89,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3535.86,tpcds,100
delta,spark,query9,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3593.14,tpcds,100
delta,spark,query90,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3742.6,tpcds,100
delta,spark,query91,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3291.33,tpcds,100
delta,spark,query93,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3392.46,tpcds,100
delta,spark,query96,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3753.69,tpcds,100
delta,spark,query97,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,3500.52,tpcds,100
delta,spark,query1,36.0;11.0;11.0;32.0;20.0;116.0|,5962.57,tpcds,100
delta,spark,query10,36.0;11.0;11.0;32.0;20.0;116.0|,6952.33,tpcds,100
delta,spark,query11,36.0;11.0;11.0;32.0;20.0;116.0|,7593.59,tpcds,100
delta,spark,query13,36.0;11.0;11.0;32.0;20.0;116.0|,7135.53,tpcds,100
delta,spark,query14_a,36.0;11.0;11.0;32.0;20.0;116.0|,9330.48,tpcds,100
delta,spark,query14_b,36.0;11.0;11.0;32.0;20.0;116.0|,9279.36,tpcds,100
delta,spark,query15,36.0;11.0;11.0;32.0;20.0;116.0|,10824.64,tpcds,100
delta,spark,query17,36.0;11.0;11.0;32.0;20.0;116.0|,9835.69,tpcds,100
delta,spark,query18,36.0;11.0;11.0;32.0;20.0;116.0|,11245.19,tpcds,100
delta,spark,query19,36.0;11.0;11.0;32.0;20.0;116.0|,10741.17,tpcds,100
delta,spark,query2,36.0;11.0;11.0;32.0;20.0;116.0|,10402.68,tpcds,100
delta,spark,query22,36.0;11.0;11.0;32.0;20.0;116.0|,10702.3,tpcds,100
delta,spark,query23_a,36.0;11.0;11.0;32.0;20.0;116.0|,12046.27,tpcds,100
delta,spark,query23_b,36.0;11.0;11.0;32.0;20.0;116.0|,12855.53,tpcds,100
delta,spark,query24_a,36.0;11.0;11.0;32.0;20.0;116.0|,12566.55,tpcds,100
delta,spark,query24_b,36.0;11.0;11.0;32.0;20.0;116.0|,11827.05,tpcds,100
delta,spark,query25,36.0;11.0;11.0;32.0;20.0;116.0|,14018.35,tpcds,100
delta,spark,query26,36.0;11.0;11.0;32.0;20.0;116.0|,14041.07,tpcds,100
delta,spark,query27,36.0;11.0;11.0;32.0;20.0;116.0|,14679.41,tpcds,100
delta,spark,query28,36.0;11.0;11.0;32.0;20.0;116.0|,15612.07,tpcds,100
delta,spark,query29,36.0;11.0;11.0;32.0;20.0;116.0|,14975.61,tpcds,100
delta,spark,query3,36.0;11.0;11.0;32.0;20.0;116.0|,15595.7,tpcds,100
delta,spark,query31,36.0;11.0;11.0;32.0;20.0;116.0|,17019.2,tpcds,100
delta,spark,query33,36.0;11.0;11.0;32.0;20.0;116.0|,14478.93,tpcds,100
delta,spark,query34,36.0;11.0;11.0;32.0;20.0;116.0|,15586.06,tpcds,100
delta,spark,query35,36.0;11.0;11.0;32.0;20.0;116.0|,16809.77,tpcds,100
delta,spark,query36,36.0;11.0;11.0;32.0;20.0;116.0|,16995.15,tpcds,100
delta,spark,query38,36.0;11.0;11.0;32.0;20.0;116.0|,16768.32,tpcds,100
delta,spark,query39_a,36.0;11.0;11.0;32.0;20.0;116.0|,16029.7,tpcds,100
delta,spark,query39_b,36.0;11.0;11.0;32.0;20.0;116.0|,18197.81,tpcds,100
delta,spark,query4,36.0;11.0;11.0;32.0;20.0;116.0|,18047.66,tpcds,100
delta,spark,query41,36.0;11.0;11.0;32.0;20.0;116.0|,19350.21,tpcds,100
delta,spark,query42,36.0;11.0;11.0;32.0;20.0;116.0|,17057.93,tpcds,100
delta,spark,query43,36.0;11.0;11.0;32.0;20.0;116.0|,18447.22,tpcds,100
delta,spark,query44,36.0;11.0;11.0;32.0;20.0;116.0|,19840.68,tpcds,100
delta,spark,query45,36.0;11.0;11.0;32.0;20.0;116.0|,20590.51,tpcds,100
delta,spark,query46,36.0;11.0;11.0;32.0;20.0;116.0|,20207.89,tpcds,100
delta,spark,query47,36.0;11.0;11.0;32.0;20.0;116.0|,17515.3,tpcds,100
delta,spark,query48,36.0;11.0;11.0;32.0;20.0;116.0|,20549.67,tpcds,100
delta,spark,query49,36.0;11.0;11.0;32.0;20.0;116.0|,20889.75,tpcds,100
delta,spark,query51,36.0;11.0;11.0;32.0;20.0;116.0|,19530.52,tpcds,100
delta,spark,query52,36.0;11.0;11.0;32.0;20.0;116.0|,20876.56,tpcds,100
delta,spark,query53,36.0;11.0;11.0;32.0;20.0;116.0|,21622.91,tpcds,100
delta,spark,query54,36.0;11.0;11.0;32.0;20.0;116.0|,21810.02,tpcds,100
delta,spark,query55,36.0;11.0;11.0;32.0;20.0;116.0|,23260.2,tpcds,100
delta,spark,query56,36.0;11.0;11.0;32.0;20.0;116.0|,24977.75,tpcds,100
delta,spark,query57,36.0;11.0;11.0;32.0;20.0;116.0|,28353.07,tpcds,100
delta,spark,query58,36.0;11.0;11.0;32.0;20.0;116.0|,26062.87,tpcds,100
delta,spark,query59,36.0;11.0;11.0;32.0;20.0;116.0|,28459.82,tpcds,100
delta,spark,query6,36.0;11.0;11.0;32.0;20.0;116.0|,27179.3,tpcds,100
delta,spark,query60,36.0;11.0;11.0;32.0;20.0;116.0|,30457.3,tpcds,100
delta,spark,query61,36.0;11.0;11.0;32.0;20.0;116.0|,30596.14,tpcds,100
delta,spark,query63,36.0;11.0;11.0;32.0;20.0;116.0|,28150.71,tpcds,100
delta,spark,query64,36.0;11.0;11.0;32.0;20.0;116.0|,29351.34,tpcds,100
delta,spark,query65,36.0;11.0;11.0;32.0;20.0;116.0|,30927.55,tpcds,100
delta,spark,query66,36.0;11.0;11.0;32.0;20.0;116.0|,30837.81,tpcds,100
delta,spark,query67,36.0;11.0;11.0;32.0;20.0;116.0|,32519.57,tpcds,100
delta,spark,query68,36.0;11.0;11.0;32.0;20.0;116.0|,35289.63,tpcds,100
delta,spark,query69,36.0;11.0;11.0;32.0;20.0;116.0|,36337.26,tpcds,100
delta,spark,query7,36.0;11.0;11.0;32.0;20.0;116.0|,34290.61,tpcds,100
delta,spark,query70,36.0;11.0;11.0;32.0;20.0;116.0|,41502.85,tpcds,100
delta,spark,query71,36.0;11.0;11.0;32.0;20.0;116.0|,39793.12,tpcds,100
delta,spark,query72,36.0;11.0;11.0;32.0;20.0;116.0|,35993.71,tpcds,100
delta,spark,query73,36.0;11.0;11.0;32.0;20.0;116.0|,38931.01,tpcds,100
delta,spark,query74,36.0;11.0;11.0;32.0;20.0;116.0|,39213.67,tpcds,100
delta,spark,query75,36.0;11.0;11.0;32.0;20.0;116.0|,40971.89,tpcds,100
delta,spark,query76,36.0;11.0;11.0;32.0;20.0;116.0|,43153.77,tpcds,100
delta,spark,query78,36.0;11.0;11.0;32.0;20.0;116.0|,49815.45,tpcds,100
delta,spark,query79,36.0;11.0;11.0;32.0;20.0;116.0|,48818.37,tpcds,100
delta,spark,query8,36.0;11.0;11.0;32.0;20.0;116.0|,53937.95,tpcds,100
delta,spark,query81,36.0;11.0;11.0;32.0;20.0;116.0|,60313.68,tpcds,100
delta,spark,query83,36.0;11.0;11.0;32.0;20.0;116.0|,59323.91,tpcds,100
delta,spark,query84,36.0;11.0;11.0;32.0;20.0;116.0|,54329.11,tpcds,100
delta,spark,query85,36.0;11.0;11.0;32.0;20.0;116.0|,61284.75,tpcds,100
delta,spark,query86,36.0;11.0;11.0;32.0;20.0;116.0|,67576.74,tpcds,100
delta,spark,query87,36.0;11.0;11.0;32.0;20.0;116.0|,74836.24,tpcds,100
delta,spark,query88,36.0;11.0;11.0;32.0;20.0;116.0|,77101.68,tpcds,100
delta,spark,query89,36.0;11.0;11.0;32.0;20.0;116.0|,85514.19,tpcds,100
delta,spark,query9,36.0;11.0;11.0;32.0;20.0;116.0|,86552.88,tpcds,100
delta,spark,query90,36.0;11.0;11.0;32.0;20.0;116.0|,85060.06,tpcds,100
delta,spark,query91,36.0;11.0;11.0;32.0;20.0;116.0|,106711.03,tpcds,100
delta,spark,query93,36.0;11.0;11.0;32.0;20.0;116.0|,110269.27,tpcds,100
delta,spark,query96,36.0;11.0;11.0;32.0;20.0;116.0|,135204.82,tpcds,100
delta,spark,query97,36.0;11.0;11.0;32.0;20.0;116.0|,153283.8,tpcds,100
delta,spark,query1,8.0;54.0;239.0;40.0;12.0;26.0|,7839.58,tpcds,100
delta,spark,query10,8.0;54.0;239.0;40.0;12.0;26.0|,8970.52,tpcds,100
delta,spark,query11,8.0;54.0;239.0;40.0;12.0;26.0|,8593.15,tpcds,100
delta,spark,query13,8.0;54.0;239.0;40.0;12.0;26.0|,8612.78,tpcds,100
delta,spark,query14_a,8.0;54.0;239.0;40.0;12.0;26.0|,8458.92,tpcds,100
delta,spark,query14_b,8.0;54.0;239.0;40.0;12.0;26.0|,8408.32,tpcds,100
delta,spark,query15,8.0;54.0;239.0;40.0;12.0;26.0|,8949.77,tpcds,100
delta,spark,query17,8.0;54.0;239.0;40.0;12.0;26.0|,10084.58,tpcds,100
delta,spark,query18,8.0;54.0;239.0;40.0;12.0;26.0|,9549.4,tpcds,100
delta,spark,query19,8.0;54.0;239.0;40.0;12.0;26.0|,9990.53,tpcds,100
delta,spark,query2,8.0;54.0;239.0;40.0;12.0;26.0|,12329.08,tpcds,100
delta,spark,query22,8.0;54.0;239.0;40.0;12.0;26.0|,10840.28,tpcds,100
delta,spark,query23_a,8.0;54.0;239.0;40.0;12.0;26.0|,10454.88,tpcds,100
delta,spark,query23_b,8.0;54.0;239.0;40.0;12.0;26.0|,12195.1,tpcds,100
delta,spark,query24_a,8.0;54.0;239.0;40.0;12.0;26.0|,10626.49,tpcds,100
delta,spark,query24_b,8.0;54.0;239.0;40.0;12.0;26.0|,11103.61,tpcds,100
delta,spark,query25,8.0;54.0;239.0;40.0;12.0;26.0|,10779.13,tpcds,100
delta,spark,query26,8.0;54.0;239.0;40.0;12.0;26.0|,11907.33,tpcds,100
delta,spark,query27,8.0;54.0;239.0;40.0;12.0;26.0|,10822.74,tpcds,100
delta,spark,query28,8.0;54.0;239.0;40.0;12.0;26.0|,10644.51,tpcds,100
delta,spark,query29,8.0;54.0;239.0;40.0;12.0;26.0|,10710.08,tpcds,100
delta,spark,query3,8.0;54.0;239.0;40.0;12.0;26.0|,10877.8,tpcds,100
delta,spark,query31,8.0;54.0;239.0;40.0;12.0;26.0|,12022.82,tpcds,100
delta,spark,query33,8.0;54.0;239.0;40.0;12.0;26.0|,12418.1,tpcds,100
delta,spark,query34,8.0;54.0;239.0;40.0;12.0;26.0|,13187.38,tpcds,100
delta,spark,query35,8.0;54.0;239.0;40.0;12.0;26.0|,11943.14,tpcds,100
delta,spark,query36,8.0;54.0;239.0;40.0;12.0;26.0|,12882.59,tpcds,100
delta,spark,query38,8.0;54.0;239.0;40.0;12.0;26.0|,13365.83,tpcds,100
delta,spark,query39_a,8.0;54.0;239.0;40.0;12.0;26.0|,12734.43,tpcds,100
delta,spark,query39_b,8.0;54.0;239.0;40.0;12.0;26.0|,12267.64,tpcds,100
delta,spark,query4,8.0;54.0;239.0;40.0;12.0;26.0|,14398.58,tpcds,100
delta,spark,query41,8.0;54.0;239.0;40.0;12.0;26.0|,13856.47,tpcds,100
delta,spark,query42,8.0;54.0;239.0;40.0;12.0;26.0|,13461.85,tpcds,100
delta,spark,query43,8.0;54.0;239.0;40.0;12.0;26.0|,13493.01,tpcds,100
delta,spark,query44,8.0;54.0;239.0;40.0;12.0;26.0|,13724.3,tpcds,100
delta,spark,query45,8.0;54.0;239.0;40.0;12.0;26.0|,13844.03,tpcds,100
delta,spark,query46,8.0;54.0;239.0;40.0;12.0;26.0|,15211.07,tpcds,100
delta,spark,query47,8.0;54.0;239.0;40.0;12.0;26.0|,17035.79,tpcds,100
delta,spark,query48,8.0;54.0;239.0;40.0;12.0;26.0|,16204.45,tpcds,100
delta,spark,query49,8.0;54.0;239.0;40.0;12.0;26.0|,17982.38,tpcds,100
delta,spark,query51,8.0;54.0;239.0;40.0;12.0;26.0|,17985.34,tpcds,100
delta,spark,query52,8.0;54.0;239.0;40.0;12.0;26.0|,14983.68,tpcds,100
delta,spark,query53,8.0;54.0;239.0;40.0;12.0;26.0|,18602.91,tpcds,100
delta,spark,query54,8.0;54.0;239.0;40.0;12.0;26.0|,19487.12,tpcds,100
delta,spark,query55,8.0;54.0;239.0;40.0;12.0;26.0|,17536.42,tpcds,100
delta,spark,query56,8.0;54.0;239.0;40.0;12.0;26.0|,20695.64,tpcds,100
delta,spark,query57,8.0;54.0;239.0;40.0;12.0;26.0|,17894.5,tpcds,100
delta,spark,query58,8.0;54.0;239.0;40.0;12.0;26.0|,20231.18,tpcds,100
delta,spark,query59,8.0;54.0;239.0;40.0;12.0;26.0|,18610.89,tpcds,100
delta,spark,query6,8.0;54.0;239.0;40.0;12.0;26.0|,22024.38,tpcds,100
delta,spark,query60,8.0;54.0;239.0;40.0;12.0;26.0|,20134.7,tpcds,100
delta,spark,query61,8.0;54.0;239.0;40.0;12.0;26.0|,19862.63,tpcds,100
delta,spark,query63,8.0;54.0;239.0;40.0;12.0;26.0|,22727.09,tpcds,100
delta,spark,query64,8.0;54.0;239.0;40.0;12.0;26.0|,20311.16,tpcds,100
delta,spark,query65,8.0;54.0;239.0;40.0;12.0;26.0|,20858.28,tpcds,100
delta,spark,query66,8.0;54.0;239.0;40.0;12.0;26.0|,25008.25,tpcds,100
delta,spark,query67,8.0;54.0;239.0;40.0;12.0;26.0|,22258.94,tpcds,100
delta,spark,query68,8.0;54.0;239.0;40.0;12.0;26.0|,21614.08,tpcds,100
delta,spark,query69,8.0;54.0;239.0;40.0;12.0;26.0|,25401.28,tpcds,100
delta,spark,query7,8.0;54.0;239.0;40.0;12.0;26.0|,21914.83,tpcds,100
delta,spark,query70,8.0;54.0;239.0;40.0;12.0;26.0|,23321.17,tpcds,100
delta,spark,query71,8.0;54.0;239.0;40.0;12.0;26.0|,24542.74,tpcds,100
delta,spark,query72,8.0;54.0;239.0;40.0;12.0;26.0|,28282.63,tpcds,100
delta,spark,query73,8.0;54.0;239.0;40.0;12.0;26.0|,26993.83,tpcds,100
delta,spark,query74,8.0;54.0;239.0;40.0;12.0;26.0|,25402.48,tpcds,100
delta,spark,query75,8.0;54.0;239.0;40.0;12.0;26.0|,27681.16,tpcds,100
delta,spark,query76,8.0;54.0;239.0;40.0;12.0;26.0|,30265.21,tpcds,100
delta,spark,query78,8.0;54.0;239.0;40.0;12.0;26.0|,26052.88,tpcds,100
delta,spark,query79,8.0;54.0;239.0;40.0;12.0;26.0|,29055.74,tpcds,100
delta,spark,query8,8.0;54.0;239.0;40.0;12.0;26.0|,33376.28,tpcds,100
delta,spark,query81,8.0;54.0;239.0;40.0;12.0;26.0|,32990.85,tpcds,100
delta,spark,query83,8.0;54.0;239.0;40.0;12.0;26.0|,28854.17,tpcds,100
delta,spark,query84,8.0;54.0;239.0;40.0;12.0;26.0|,37750.87,tpcds,100
delta,spark,query85,8.0;54.0;239.0;40.0;12.0;26.0|,43569.28,tpcds,100
delta,spark,query86,8.0;54.0;239.0;40.0;12.0;26.0|,37785.04,tpcds,100
delta,spark,query87,8.0;54.0;239.0;40.0;12.0;26.0|,61802.15,tpcds,100
delta,spark,query88,8.0;54.0;239.0;40.0;12.0;26.0|,63610.53,tpcds,100
delta,spark,query89,8.0;54.0;239.0;40.0;12.0;26.0|,60384.88,tpcds,100
delta,spark,query9,8.0;54.0;239.0;40.0;12.0;26.0|,72808.39,tpcds,100
delta,spark,query90,8.0;54.0;239.0;40.0;12.0;26.0|,70490.49,tpcds,100
delta,spark,query91,8.0;54.0;239.0;40.0;12.0;26.0|,76872.65,tpcds,100
delta,spark,query93,8.0;54.0;239.0;40.0;12.0;26.0|,81236.81,tpcds,100
