datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,query13,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7570.32,tpcds,100
hudi,presto,query14_a,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,11872.56,tpcds,100
hudi,presto,query14_b,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4897.11,tpcds,100
hudi,presto,query15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8893.64,tpcds,100
hudi,presto,query18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5788.83,tpcds,100
hudi,presto,query19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,10309.6,tpcds,100
hudi,presto,query23_a,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,14488.81,tpcds,100
hudi,presto,query24_b,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5077.05,tpcds,100
hudi,presto,query26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,9569.4,tpcds,100
hudi,presto,query27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8417.55,tpcds,100
hudi,presto,query28,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8218.02,tpcds,100
hudi,presto,query29,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6109.23,tpcds,100
hudi,presto,query3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3992.74,tpcds,100
hudi,presto,query33,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7039.4,tpcds,100
hudi,presto,query34,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5406.61,tpcds,100
hudi,presto,query36,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8472.22,tpcds,100
hudi,presto,query38,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8276.28,tpcds,100
hudi,presto,query39_a,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,12903.85,tpcds,100
hudi,presto,query39_b,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4933.89,tpcds,100
hudi,presto,query41,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4238.59,tpcds,100
hudi,presto,query43,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6668.74,tpcds,100
hudi,presto,query44,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7410.32,tpcds,100
hudi,presto,query46,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5999.73,tpcds,100
hudi,presto,query47,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,12011.94,tpcds,100
hudi,presto,query48,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6532.89,tpcds,100
hudi,presto,query49,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,9962.71,tpcds,100
hudi,presto,query51,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,10077.9,tpcds,100
hudi,presto,query52,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5705.47,tpcds,100
hudi,presto,query53,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7192.47,tpcds,100
hudi,presto,query55,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5385.9,tpcds,100
hudi,presto,query56,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3143.92,tpcds,100
hudi,presto,query58,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,13965.8,tpcds,100
hudi,presto,query59,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6144.33,tpcds,100
hudi,presto,query6,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,10965.11,tpcds,100
hudi,presto,query61,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7724.11,tpcds,100
hudi,presto,query63,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,16450.5,tpcds,100
hudi,presto,query64,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6257.46,tpcds,100
hudi,presto,query66,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5406.75,tpcds,100
hudi,presto,query67,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6122.34,tpcds,100
hudi,presto,query69,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6625.32,tpcds,100
hudi,presto,query70,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8058.61,tpcds,100
hudi,presto,query71,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6361.57,tpcds,100
hudi,presto,query72,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5038.13,tpcds,100
hudi,presto,query75,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2803.51,tpcds,100
hudi,presto,query79,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7205.8,tpcds,100
hudi,presto,query8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7710.38,tpcds,100
hudi,presto,query84,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4447.55,tpcds,100
hudi,presto,query86,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7165.25,tpcds,100
hudi,presto,query89,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,10826.44,tpcds,100
hudi,presto,query9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6373.78,tpcds,100
hudi,presto,query90,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7411.19,tpcds,100
hudi,presto,query91,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6387.61,tpcds,100
hudi,presto,query93,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7368.23,tpcds,100
hudi,presto,query96,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4327.86,tpcds,100
hudi,presto,query10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5751.93,tpcds,100
hudi,presto,query11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,9166.87,tpcds,100
hudi,presto,query13,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7894.35,tpcds,100
hudi,presto,query14_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6539.67,tpcds,100
hudi,presto,query14_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5376.99,tpcds,100
hudi,presto,query15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8590.95,tpcds,100
hudi,presto,query18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7787.26,tpcds,100
hudi,presto,query19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8173.05,tpcds,100
hudi,presto,query23_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5679.48,tpcds,100
hudi,presto,query24_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6026.41,tpcds,100
hudi,presto,query26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6863.31,tpcds,100
hudi,presto,query27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,9195.51,tpcds,100
hudi,presto,query28,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7393.45,tpcds,100
hudi,presto,query29,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8068.26,tpcds,100
hudi,presto,query3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6875.75,tpcds,100
hudi,presto,query33,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8306.38,tpcds,100
hudi,presto,query34,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6232.9,tpcds,100
hudi,presto,query36,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6184.39,tpcds,100
hudi,presto,query38,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6314.24,tpcds,100
hudi,presto,query39_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7429.25,tpcds,100
hudi,presto,query39_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6466.2,tpcds,100
hudi,presto,query41,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7605.48,tpcds,100
hudi,presto,query43,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,9558.12,tpcds,100
hudi,presto,query44,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7956.7,tpcds,100
hudi,presto,query46,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5737.62,tpcds,100
hudi,presto,query47,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5450.89,tpcds,100
hudi,presto,query48,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8198.51,tpcds,100
hudi,presto,query49,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7010.88,tpcds,100
hudi,presto,query51,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7036.12,tpcds,100
hudi,presto,query52,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7901.25,tpcds,100
hudi,presto,query53,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7724.22,tpcds,100
hudi,presto,query55,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,9503.21,tpcds,100
hudi,presto,query56,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7719.72,tpcds,100
hudi,presto,query58,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7304.6,tpcds,100
hudi,presto,query59,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7028.3,tpcds,100
hudi,presto,query6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5820.55,tpcds,100
hudi,presto,query61,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8155.29,tpcds,100
hudi,presto,query63,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6485.4,tpcds,100
hudi,presto,query64,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6386.4,tpcds,100
hudi,presto,query66,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6447.31,tpcds,100
hudi,presto,query67,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6260.57,tpcds,100
hudi,presto,query69,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7505.58,tpcds,100
hudi,presto,query70,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,4943.32,tpcds,100
hudi,presto,query71,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,10242.33,tpcds,100
hudi,presto,query72,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7705.6,tpcds,100
hudi,presto,query75,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8733.97,tpcds,100
hudi,presto,query79,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7902.47,tpcds,100
hudi,presto,query8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5849.98,tpcds,100
hudi,presto,query84,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6340.88,tpcds,100
hudi,presto,query86,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8404.57,tpcds,100
hudi,presto,query89,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6458.08,tpcds,100
hudi,presto,query9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6315.72,tpcds,100
hudi,presto,query90,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7954.19,tpcds,100
hudi,presto,query91,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8134.2,tpcds,100
hudi,presto,query93,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6122.75,tpcds,100
hudi,presto,query96,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,8898.66,tpcds,100
hudi,presto,query10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6369.9,tpcds,100
hudi,presto,query11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,20067.46,tpcds,100
hudi,presto,query13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8241.01,tpcds,100
hudi,presto,query14_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6196.87,tpcds,100
hudi,presto,query14_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2928.47,tpcds,100
hudi,presto,query15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,15887.11,tpcds,100
hudi,presto,query18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,10941.83,tpcds,100
hudi,presto,query19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8937.96,tpcds,100
hudi,presto,query23_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5673.36,tpcds,100
hudi,presto,query24_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4574.29,tpcds,100
hudi,presto,query26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7970.43,tpcds,100
hudi,presto,query27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,18026.12,tpcds,100
