datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,job_15a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,12454.0,job,10
delta,trino,job_15a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,12257.0,job,10
delta,trino,job_15a,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,9868.0,job,10
delta,trino,job_15a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13255.0,job,10
delta,trino,job_15a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,11717.0,job,10
delta,trino,job_15a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9715.0,job,10
delta,trino,job_15a,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,12742.0,job,10
delta,trino,job_15a,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,10033.0,job,10
delta,trino,job_15b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,9589.0,job,10
delta,trino,job_15b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,9798.0,job,10
delta,trino,job_15b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,11393.0,job,10
delta,trino,job_15b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11184.0,job,10
delta,trino,job_15b,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,10716.0,job,10
delta,trino,job_15b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12588.0,job,10
delta,trino,job_15b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,11390.0,job,10
delta,trino,job_15b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,12446.0,job,10
delta,trino,job_15b,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,9931.0,job,10
delta,trino,job_15b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13566.0,job,10
delta,trino,job_15b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,12522.0,job,10
delta,trino,job_15b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,10500.0,job,10
delta,trino,job_15b,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,12407.0,job,10
delta,trino,job_15b,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,10573.0,job,10
delta,trino,job_15c,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10881.0,job,10
delta,trino,job_15c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12095.0,job,10
delta,trino,job_15c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12483.0,job,10
delta,trino,job_15c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,12907.0,job,10
delta,trino,job_15c,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,12322.0,job,10
delta,trino,job_15c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,14032.0,job,10
delta,trino,job_15c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,15346.0,job,10
delta,trino,job_15c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,13836.0,job,10
delta,trino,job_15c,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,10907.0,job,10
delta,trino,job_15c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13770.0,job,10
delta,trino,job_15c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,14613.0,job,10
delta,trino,job_15c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,11475.0,job,10
delta,trino,job_15c,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,13238.0,job,10
delta,trino,job_15c,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,10908.0,job,10
delta,trino,job_15d,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,3373.0,job,10
delta,trino,job_15d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4334.0,job,10
delta,trino,job_15d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,4185.0,job,10
delta,trino,job_15d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,4219.0,job,10
delta,trino,job_15d,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,4256.0,job,10
delta,trino,job_15d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,5756.0,job,10
delta,trino,job_15d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,4419.0,job,10
delta,trino,job_15d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,4818.0,job,10
delta,trino,job_15d,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3885.0,job,10
delta,trino,job_15d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4874.0,job,10
delta,trino,job_15d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,4757.0,job,10
delta,trino,job_15d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,4458.0,job,10
delta,trino,job_15d,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,4629.0,job,10
delta,trino,job_15d,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,4001.0,job,10
delta,trino,job_16a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,151390.0,job,10
delta,trino,job_16a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,144771.0,job,10
delta,trino,job_16a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,151545.0,job,10
delta,trino,job_16a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,146912.0,job,10
delta,trino,job_16a,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,146280.0,job,10
delta,trino,job_16a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,151576.0,job,10
delta,trino,job_16a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,148703.0,job,10
delta,trino,job_16a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,153819.0,job,10
delta,trino,job_16a,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,144431.0,job,10
delta,trino,job_16a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,148281.0,job,10
delta,trino,job_16a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,144561.0,job,10
delta,trino,job_16a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,146800.0,job,10
delta,trino,job_16a,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,146707.0,job,10
delta,trino,job_16a,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,143920.0,job,10
delta,trino,job_16b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,148911.0,job,10
delta,trino,job_16b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,151221.0,job,10
delta,trino,job_16b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,148908.0,job,10
delta,trino,job_16b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,148830.0,job,10
delta,trino,job_16b,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,143895.0,job,10
delta,trino,job_16b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,145489.0,job,10
delta,trino,job_16b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,148380.0,job,10
delta,trino,job_16b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,144725.0,job,10
delta,trino,job_16b,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,143172.0,job,10
delta,trino,job_16b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,149427.0,job,10
delta,trino,job_16b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,150493.0,job,10
delta,trino,job_16b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,179695.0,job,10
delta,trino,job_16b,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,146970.0,job,10
delta,trino,job_16b,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,143497.0,job,10
delta,trino,job_16c,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,143306.0,job,10
delta,trino,job_16c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,143339.0,job,10
delta,trino,job_16c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,148205.0,job,10
delta,trino,job_16c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,147412.0,job,10
delta,trino,job_16c,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,144600.0,job,10
delta,trino,job_16c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,147615.0,job,10
delta,trino,job_16c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,148900.0,job,10
delta,trino,job_16c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,147901.0,job,10
delta,trino,job_16c,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,146471.0,job,10
delta,trino,job_16c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,149552.0,job,10
delta,trino,job_16c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,151064.0,job,10
delta,trino,job_16c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,145428.0,job,10
delta,trino,job_16c,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,146229.0,job,10
delta,trino,job_16c,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,143087.0,job,10
delta,trino,job_16d,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,145675.0,job,10
delta,trino,job_16d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,146718.0,job,10
delta,trino,job_16d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,151450.0,job,10
delta,trino,job_16d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,146585.0,job,10
delta,trino,job_16d,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,143270.0,job,10
delta,trino,job_16d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,146218.0,job,10
delta,trino,job_16d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,148443.0,job,10
delta,trino,job_16d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,146305.0,job,10
delta,trino,job_16d,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,147393.0,job,10
delta,trino,job_16d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,147660.0,job,10
delta,trino,job_16d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,155563.0,job,10
delta,trino,job_16d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,145620.0,job,10
delta,trino,job_16d,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,149510.0,job,10
delta,trino,job_16d,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,143543.0,job,10
delta,trino,job_17a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,76144.0,job,10
delta,trino,job_17a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,74303.0,job,10
delta,trino,job_17a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,74305.0,job,10
delta,trino,job_17a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,74549.0,job,10
delta,trino,job_17a,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,76095.0,job,10
delta,trino,job_17a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,74572.0,job,10
delta,trino,job_17a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,73857.0,job,10
delta,trino,job_17a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,77467.0,job,10
delta,trino,job_17a,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,77205.0,job,10
delta,trino,job_17a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,77008.0,job,10
delta,trino,job_17a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,74234.0,job,10
delta,trino,job_17a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,81466.0,job,10
delta,trino,job_17a,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,75088.0,job,10
delta,trino,job_17a,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,76518.0,job,10
delta,trino,job_17b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,219920.0,job,10
delta,trino,job_17b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,225285.0,job,10
delta,trino,job_17b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,223560.0,job,10
delta,trino,job_17b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,220589.0,job,10
delta,trino,job_17b,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,224462.0,job,10
delta,trino,job_17b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,223318.0,job,10
delta,trino,job_17b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,226198.0,job,10
delta,trino,job_17b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,223865.0,job,10
delta,trino,job_17b,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,222020.0,job,10
delta,trino,job_17b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,229144.0,job,10
delta,trino,job_17b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,230101.0,job,10
delta,trino,job_17b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,273788.0,job,10
delta,trino,job_17b,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,227781.0,job,10
delta,trino,job_17b,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,220382.0,job,10
delta,trino,job_17c,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,221569.0,job,10
delta,trino,job_17c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,227302.0,job,10
delta,trino,job_17c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,221871.0,job,10
delta,trino,job_17c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,226971.0,job,10
delta,trino,job_17c,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,224427.0,job,10
delta,trino,job_17c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,220000.0,job,10
delta,trino,job_17c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,229278.0,job,10
delta,trino,job_17c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,223895.0,job,10
delta,trino,job_17c,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,223662.0,job,10
delta,trino,job_17c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,227391.0,job,10
delta,trino,job_17c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,223848.0,job,10
delta,trino,job_17c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,230009.0,job,10
delta,trino,job_17c,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,222408.0,job,10
delta,trino,job_17c,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,219458.0,job,10
delta,trino,job_17d,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,223013.0,job,10
delta,trino,job_17d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,227813.0,job,10
delta,trino,job_17d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,221626.0,job,10
delta,trino,job_17d,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,224134.0,job,10
delta,trino,job_17d,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,223875.0,job,10
delta,trino,job_17d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,224833.0,job,10
delta,trino,job_17d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,223747.0,job,10
delta,trino,job_17d,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,220576.0,job,10
delta,trino,job_17d,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,220101.0,job,10
delta,trino,job_17d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,228935.0,job,10
delta,trino,job_17d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,222907.0,job,10
delta,trino,job_17d,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,276937.0,job,10
delta,trino,job_17d,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,228542.0,job,10
delta,trino,job_17d,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,225657.0,job,10
delta,trino,job_17e,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,75157.0,job,10
delta,trino,job_17e,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,75574.0,job,10
delta,trino,job_17e,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,76092.0,job,10
delta,trino,job_17e,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,74056.0,job,10
delta,trino,job_17e,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,78361.0,job,10
delta,trino,job_17e,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,74443.0,job,10
delta,trino,job_17e,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,76867.0,job,10
delta,trino,job_17e,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,75493.0,job,10
delta,trino,job_17e,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,74641.0,job,10
delta,trino,job_17e,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,77658.0,job,10
delta,trino,job_17e,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,73885.0,job,10
delta,trino,job_17e,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,76165.0,job,10
delta,trino,job_17e,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,73379.0,job,10
delta,trino,job_17e,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,77578.0,job,10
delta,trino,job_17f,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,223225.0,job,10
delta,trino,job_17f,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,225548.0,job,10
delta,trino,job_17f,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,221215.0,job,10
delta,trino,job_17f,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,220752.0,job,10
delta,trino,job_17f,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,227991.0,job,10
delta,trino,job_17f,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,224220.0,job,10
delta,trino,job_17f,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,222524.0,job,10
delta,trino,job_17f,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,228112.0,job,10
delta,trino,job_17f,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,224244.0,job,10
delta,trino,job_17f,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,229089.0,job,10
delta,trino,job_17f,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,221280.0,job,10
delta,trino,job_17f,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,227253.0,job,10
delta,trino,job_17f,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,226493.0,job,10
delta,trino,job_17f,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,221466.0,job,10
delta,trino,job_18a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,19515.0,job,10
delta,trino,job_18a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,18071.0,job,10
delta,trino,job_18a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,19119.0,job,10
delta,trino,job_18a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,18726.0,job,10
delta,trino,job_18a,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17736.0,job,10
delta,trino,job_18a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,22207.0,job,10
delta,trino,job_18a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,20854.0,job,10
delta,trino,job_18a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,19494.0,job,10
delta,trino,job_18a,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,18374.0,job,10
delta,trino,job_18a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,19388.0,job,10
delta,trino,job_18a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,19477.0,job,10
delta,trino,job_18a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,18274.0,job,10
delta,trino,job_18a,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,19902.0,job,10
delta,trino,job_18a,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,17793.0,job,10
delta,trino,job_18b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11839.0,job,10
delta,trino,job_18b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,10023.0,job,10
delta,trino,job_18b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12871.0,job,10
delta,trino,job_18b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11325.0,job,10
delta,trino,job_18b,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,10166.0,job,10
delta,trino,job_18b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12864.0,job,10
delta,trino,job_18b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,11891.0,job,10
delta,trino,job_18b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,12183.0,job,10
delta,trino,job_18b,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,10757.0,job,10
delta,trino,job_18b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,12248.0,job,10
delta,trino,job_18b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,11440.0,job,10
delta,trino,job_18b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,10855.0,job,10
delta,trino,job_18b,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,12501.0,job,10
delta,trino,job_18b,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,10139.0,job,10
delta,trino,job_18c,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,9690.0,job,10
delta,trino,job_18c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,10117.0,job,10
delta,trino,job_18c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,11314.0,job,10
delta,trino,job_18c,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,11150.0,job,10
delta,trino,job_18c,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,9138.0,job,10
delta,trino,job_18c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11223.0,job,10
delta,trino,job_18c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,12824.0,job,10
delta,trino,job_18c,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,11907.0,job,10
delta,trino,job_18c,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,10972.0,job,10
delta,trino,job_18c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,12735.0,job,10
delta,trino,job_18c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,11921.0,job,10
delta,trino,job_18c,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,10630.0,job,10
delta,trino,job_18c,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,11868.0,job,10
delta,trino,job_18c,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,9920.0,job,10
delta,trino,job_19a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13464.0,job,10
delta,trino,job_19a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12246.0,job,10
delta,trino,job_19a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,16838.0,job,10
delta,trino,job_19a,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,15800.0,job,10
delta,trino,job_19a,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,12127.0,job,10
delta,trino,job_19a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,17110.0,job,10
delta,trino,job_19a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,17768.0,job,10
delta,trino,job_19a,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,16457.0,job,10
delta,trino,job_19a,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,13679.0,job,10
delta,trino,job_19a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,17708.0,job,10
delta,trino,job_19a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,18341.0,job,10
delta,trino,job_19a,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,13601.0,job,10
delta,trino,job_19a,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,17509.0,job,10
delta,trino,job_19a,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,13373.0,job,10
delta,trino,job_19b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12808.0,job,10
delta,trino,job_19b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,11911.0,job,10
delta,trino,job_19b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,16429.0,job,10
delta,trino,job_19b,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,15270.0,job,10
delta,trino,job_19b,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,11448.0,job,10
delta,trino,job_19b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,17106.0,job,10
delta,trino,job_19b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,18391.0,job,10
delta,trino,job_19b,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,16491.0,job,10
delta,trino,job_19b,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,12841.0,job,10
delta,trino,job_19b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15376.0,job,10
delta,trino,job_19b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,17116.0,job,10
delta,trino,job_19b,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,12739.0,job,10
