datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,job_1a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9949.33,job,10
delta,spark,job_1b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7926.87,job,10
delta,spark,job_1c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11600.94,job,10
delta,spark,job_1d,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,14486.35,job,10
delta,spark,job_20b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16832.07,job,10
delta,spark,job_20c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5994.24,job,10
delta,spark,job_21a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12651.02,job,10
delta,spark,job_21b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8718.17,job,10
delta,spark,job_21c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4493.53,job,10
delta,spark,job_22a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3858.94,job,10
delta,spark,job_22b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2481.15,job,10
delta,spark,job_22d,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,20144.59,job,10
delta,spark,job_23a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6046.58,job,10
delta,spark,job_23c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5441.02,job,10
delta,spark,job_24a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11465.94,job,10
delta,spark,job_24b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8515.27,job,10
delta,spark,job_25a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2683.22,job,10
delta,spark,job_25b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2448.62,job,10
delta,spark,job_25c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12187.42,job,10
delta,spark,job_26a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,21686.21,job,10
delta,spark,job_26c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6196.66,job,10
delta,spark,job_27a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,19429.8,job,10
delta,spark,job_27b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7707.09,job,10
delta,spark,job_28a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7900.28,job,10
delta,spark,job_28c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3845.09,job,10
delta,spark,job_29a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4348.77,job,10
delta,spark,job_2a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5813.45,job,10
delta,spark,job_30a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3495.07,job,10
delta,spark,job_30b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7867.76,job,10
delta,spark,job_30c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2602.45,job,10
delta,spark,job_31a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5275.2,job,10
delta,spark,job_32a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5190.88,job,10
delta,spark,job_32b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7443.85,job,10
delta,spark,job_33a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,15358.67,job,10
delta,spark,job_33b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12710.68,job,10
delta,spark,job_33c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3548.46,job,10
delta,spark,job_3b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11320.98,job,10
delta,spark,job_3c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,18503.9,job,10
delta,spark,job_4a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11282.06,job,10
delta,spark,job_4c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9790.48,job,10
delta,spark,job_5a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,18493.46,job,10
delta,spark,job_5b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2500.48,job,10
delta,spark,job_5c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2754.38,job,10
delta,spark,job_6a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6524.04,job,10
delta,spark,job_6c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10359.34,job,10
delta,spark,job_6e,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6137.83,job,10
delta,spark,job_6f,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7829.0,job,10
delta,spark,job_7b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7532.64,job,10
delta,spark,job_8b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12446.4,job,10
delta,spark,job_8d,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3781.6,job,10
delta,spark,job_9a,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3366.23,job,10
delta,spark,job_9b,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2574.25,job,10
delta,spark,job_9c,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2729.63,job,10
delta,spark,job_10a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,18630.0,job,10
delta,spark,job_10b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6217.85,job,10
delta,spark,job_10c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8925.25,job,10
delta,spark,job_11b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,11234.61,job,10
delta,spark,job_12a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19792.69,job,10
delta,spark,job_12b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8629.05,job,10
delta,spark,job_13b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9374.5,job,10
delta,spark,job_13d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,18713.85,job,10
delta,spark,job_14a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6882.37,job,10
delta,spark,job_14b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2735.56,job,10
delta,spark,job_14c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,21449.07,job,10
delta,spark,job_15a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10032.74,job,10
delta,spark,job_15c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9912.33,job,10
delta,spark,job_15d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5352.93,job,10
delta,spark,job_16a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19634.52,job,10
delta,spark,job_16b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19164.27,job,10
delta,spark,job_16d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,17384.31,job,10
delta,spark,job_17a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,20258.1,job,10
delta,spark,job_17b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3812.38,job,10
delta,spark,job_17e,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,16882.45,job,10
delta,spark,job_18a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6333.11,job,10
delta,spark,job_18b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,18451.51,job,10
delta,spark,job_18c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,15051.67,job,10
delta,spark,job_19b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2762.25,job,10
delta,spark,job_1a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5037.39,job,10
delta,spark,job_1b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4972.93,job,10
delta,spark,job_1c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2477.15,job,10
delta,spark,job_1d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19762.41,job,10
delta,spark,job_20b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,17583.93,job,10
delta,spark,job_20c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8648.34,job,10
delta,spark,job_21a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2754.75,job,10
delta,spark,job_21b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7170.9,job,10
delta,spark,job_21c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9033.64,job,10
delta,spark,job_22a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7696.32,job,10
delta,spark,job_22b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4424.59,job,10
delta,spark,job_22d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4977.04,job,10
delta,spark,job_23a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5367.22,job,10
delta,spark,job_23c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5477.9,job,10
delta,spark,job_24a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10864.09,job,10
delta,spark,job_24b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2559.44,job,10
delta,spark,job_25a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5761.91,job,10
delta,spark,job_25b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5113.97,job,10
delta,spark,job_25c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9352.02,job,10
delta,spark,job_26a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,16765.75,job,10
delta,spark,job_26c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2460.06,job,10
delta,spark,job_27a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4987.43,job,10
delta,spark,job_27b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9081.19,job,10
delta,spark,job_28a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4279.7,job,10
delta,spark,job_28c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2739.83,job,10
delta,spark,job_29a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2562.9,job,10
delta,spark,job_2a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,18449.74,job,10
delta,spark,job_30a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2829.7,job,10
delta,spark,job_30b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4486.46,job,10
delta,spark,job_30c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9612.33,job,10
delta,spark,job_31a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9921.66,job,10
delta,spark,job_32a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19065.64,job,10
delta,spark,job_32b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4988.6,job,10
delta,spark,job_33a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3921.39,job,10
delta,spark,job_33b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3566.28,job,10
delta,spark,job_33c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2787.17,job,10
delta,spark,job_3b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,16511.73,job,10
delta,spark,job_3c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7855.55,job,10
delta,spark,job_4a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2555.77,job,10
delta,spark,job_4c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,12816.07,job,10
delta,spark,job_5a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7178.23,job,10
delta,spark,job_5b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,20132.2,job,10
delta,spark,job_5c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2781.51,job,10
delta,spark,job_6a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5558.62,job,10
delta,spark,job_6c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9132.94,job,10
delta,spark,job_6e,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19472.4,job,10
delta,spark,job_6f,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19970.94,job,10
delta,spark,job_7b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6517.44,job,10
delta,spark,job_8b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,17138.35,job,10
delta,spark,job_8d,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,21025.95,job,10
delta,spark,job_9a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6732.26,job,10
delta,spark,job_9b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,19818.27,job,10
delta,spark,job_9c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4298.95,job,10
delta,spark,job_10a,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8490.71,job,10
delta,spark,job_10b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7235.6,job,10
delta,spark,job_10c,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,17831.16,job,10
delta,spark,job_11b,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10970.99,job,10
