datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,job_6b,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,9291.234456,job,10
delta,presto,job_6b,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,9091.393055,job,10
delta,presto,job_6b,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,8353.579455000001,job,10
delta,presto,job_6c,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,7716.196546,job,10
delta,presto,job_6c,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,6861.947525,job,10
delta,presto,job_6c,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,6858.700925,job,10
delta,presto,job_6c,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,6948.670062,job,10
delta,presto,job_6c,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,7052.238724999999,job,10
delta,presto,job_6d,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,8794.699832,job,10
delta,presto,job_6d,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,8542.309039,job,10
delta,presto,job_6d,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,8775.741084000001,job,10
delta,presto,job_6d,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,8459.862155,job,10
delta,presto,job_6d,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,8667.308809,job,10
delta,presto,job_6e,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,7594.742048,job,10
delta,presto,job_6e,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,7258.09101,job,10
delta,presto,job_6e,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,7282.207434999999,job,10
delta,presto,job_6e,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,7528.783777000001,job,10
delta,presto,job_6e,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,7767.341241,job,10
delta,presto,job_6f,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,11537.526352,job,10
delta,presto,job_6f,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,8692.265087,job,10
delta,presto,job_6f,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,9548.455255,job,10
delta,presto,job_6f,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,8879.791942,job,10
delta,presto,job_6f,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,8764.625269,job,10
delta,presto,job_7a,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,5915.1926490000005,job,10
delta,presto,job_7a,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,5470.577746,job,10
delta,presto,job_7a,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,5434.690477,job,10
delta,presto,job_7a,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,4978.954362,job,10
delta,presto,job_7a,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,4843.487244,job,10
delta,presto,job_7b,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,5790.174922,job,10
delta,presto,job_7b,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,4628.891996,job,10
delta,presto,job_7b,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,4645.512507,job,10
delta,presto,job_7b,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,4480.422575,job,10
delta,presto,job_7b,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,4846.3813150000005,job,10
delta,presto,job_7c,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,8328.395199999999,job,10
delta,presto,job_7c,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,7264.87762,job,10
delta,presto,job_7c,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,8212.950876,job,10
delta,presto,job_7c,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,6865.875382,job,10
delta,presto,job_7c,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,6949.562504,job,10
delta,presto,job_8a,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,6110.069212,job,10
delta,presto,job_8a,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,5393.870397,job,10
delta,presto,job_8a,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,5442.724029,job,10
delta,presto,job_8a,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,5501.999852,job,10
delta,presto,job_8a,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,5744.002934,job,10
delta,presto,job_8b,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,5604.446387999999,job,10
delta,presto,job_8b,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,5372.931088,job,10
delta,presto,job_8b,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,5140.000190000001,job,10
delta,presto,job_8b,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,5051.442646,job,10
delta,presto,job_8b,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,5161.022847,job,10
delta,presto,job_8c,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,22947.564477,job,10
delta,presto,job_8c,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,21797.574216,job,10
delta,presto,job_8c,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,22221.594674,job,10
delta,presto,job_8c,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,26034.486559,job,10
delta,presto,job_8c,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,28137.182554,job,10
delta,presto,job_8d,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,22048.428942,job,10
delta,presto,job_8d,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,19463.595315,job,10
delta,presto,job_8d,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,20433.803116,job,10
delta,presto,job_8d,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,22423.561629,job,10
delta,presto,job_8d,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,26776.217036,job,10
delta,presto,job_9a,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,8301.729172,job,10
delta,presto,job_9a,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,7963.166073,job,10
delta,presto,job_9a,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,7026.527081,job,10
delta,presto,job_9a,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,7421.975187,job,10
delta,presto,job_9a,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,7374.603571,job,10
delta,presto,job_9b,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,6914.704913,job,10
delta,presto,job_9b,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,5875.337649,job,10
delta,presto,job_9b,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,5995.609086,job,10
delta,presto,job_9b,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,5785.518521,job,10
delta,presto,job_9b,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,5840.338159,job,10
delta,presto,job_9c,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,7902.954091,job,10
delta,presto,job_9c,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,7252.582545,job,10
delta,presto,job_9c,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,7445.645801,job,10
delta,presto,job_9c,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,7980.223438,job,10
delta,presto,job_9c,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,7625.097815,job,10
delta,presto,job_9d,0.5;0.5;256.0;1.0;1|319.0MB;22.0MB;77.0;39845888.0,9610.282031,job,10
delta,presto,job_9d,0.499345510453;0.2490164503455;923.0;7.0;60|319.0MB;22.0MB;77.0;39845888.0,8861.748136,job,10
delta,presto,job_9d,0.7923849821091;0.6932743646204;452.0;3.0;8|319.0MB;22.0MB;77.0;39845888.0,8610.846878,job,10
delta,presto,job_9d,0.4566333208224;0.1463799164938;671.0;5.0;41|319.0MB;22.0MB;77.0;39845888.0,9084.371903,job,10
delta,presto,job_9d,0.8519355876882;0.1518803517774;595.0;4.0;43|319.0MB;22.0MB;77.0;39845888.0,9499.033236,job,10
delta,presto,job_17b,0.5070057451761;0.1416419186938;513.0;1.0;40|,14074.761858100199,job,10
delta,presto,job_17c,0.5070057451761;0.1416419186938;513.0;1.0;40|,15980.25566249309,job,10
delta,presto,job_17d,0.5070057451761;0.1416419186938;513.0;1.0;40|,14039.227692676901,job,10
delta,presto,job_17e,0.5070057451761;0.1416419186938;513.0;1.0;40|,11232.720443500704,job,10
delta,presto,job_17f,0.5070057451761;0.1416419186938;513.0;1.0;40|,16212.753495071125,job,10
delta,presto,job_18a,0.5070057451761;0.1416419186938;513.0;1.0;40|,13631.734227944775,job,10
delta,presto,job_18b,0.5070057451761;0.1416419186938;513.0;1.0;40|,9246.51526618836,job,10
delta,presto,job_18c,0.5070057451761;0.1416419186938;513.0;1.0;40|,9077.517285303755,job,10
delta,presto,job_19a,0.5070057451761;0.1416419186938;513.0;1.0;40|,8469.759836594816,job,10
delta,presto,job_19b,0.5070057451761;0.1416419186938;513.0;1.0;40|,9385.990508185067,job,10
delta,presto,job_19c,0.5070057451761;0.1416419186938;513.0;1.0;40|,7853.41777732811,job,10
delta,presto,job_19d,0.5070057451761;0.1416419186938;513.0;1.0;40|,7082.002463130275,job,10
delta,presto,job_1a,0.5070057451761;0.1416419186938;513.0;1.0;40|,3153.7989128499794,job,10
delta,presto,job_1b,0.5070057451761;0.1416419186938;513.0;1.0;40|,2478.2677722779295,job,10
delta,presto,job_1c,0.5070057451761;0.1416419186938;513.0;1.0;40|,2486.5911836445475,job,10
delta,presto,job_1d,0.5070057451761;0.1416419186938;513.0;1.0;40|,2511.7060552807866,job,10
delta,presto,job_20a,0.5070057451761;0.1416419186938;513.0;1.0;40|,8843.013729204864,job,10
delta,presto,job_20b,0.5070057451761;0.1416419186938;513.0;1.0;40|,8899.450538416513,job,10
delta,presto,job_20c,0.5070057451761;0.1416419186938;513.0;1.0;40|,10538.20620254422,job,10
delta,presto,job_21a,0.5070057451761;0.1416419186938;513.0;1.0;40|,7386.453993130848,job,10
delta,presto,job_21b,0.5070057451761;0.1416419186938;513.0;1.0;40|,6959.651869201632,job,10
delta,presto,job_21c,0.5070057451761;0.1416419186938;513.0;1.0;40|,7201.870742707984,job,10
delta,presto,job_22a,0.5070057451761;0.1416419186938;513.0;1.0;40|,8170.875004715618,job,10
delta,presto,job_22b,0.5070057451761;0.1416419186938;513.0;1.0;40|,7866.581223332736,job,10
delta,presto,job_22c,0.5070057451761;0.1416419186938;513.0;1.0;40|,7604.068405526304,job,10
delta,presto,job_22d,0.5070057451761;0.1416419186938;513.0;1.0;40|,6848.56018721789,job,10
delta,presto,job_23a,0.5070057451761;0.1416419186938;513.0;1.0;40|,5569.843508316189,job,10
delta,presto,job_23b,0.5070057451761;0.1416419186938;513.0;1.0;40|,4180.284279937348,job,10
delta,presto,job_23c,0.5070057451761;0.1416419186938;513.0;1.0;40|,4690.5377011853925,job,10
delta,presto,job_24a,0.5070057451761;0.1416419186938;513.0;1.0;40|,12358.800975373733,job,10
delta,presto,job_24b,0.5070057451761;0.1416419186938;513.0;1.0;40|,10128.157761487877,job,10
delta,presto,job_25a,0.5070057451761;0.1416419186938;513.0;1.0;40|,11812.666118671807,job,10
delta,presto,job_25b,0.5070057451761;0.1416419186938;513.0;1.0;40|,8245.675824882208,job,10
delta,presto,job_25c,0.5070057451761;0.1416419186938;513.0;1.0;40|,8790.237964421762,job,10
delta,presto,job_26a,0.5070057451761;0.1416419186938;513.0;1.0;40|,11381.856924787658,job,10
delta,presto,job_26b,0.5070057451761;0.1416419186938;513.0;1.0;40|,9324.115122716961,job,10
delta,presto,job_26c,0.5070057451761;0.1416419186938;513.0;1.0;40|,11445.069792834789,job,10
delta,presto,job_27a,0.5070057451761;0.1416419186938;513.0;1.0;40|,7651.987043706245,job,10
delta,presto,job_27b,0.5070057451761;0.1416419186938;513.0;1.0;40|,5639.4299700055435,job,10
delta,presto,job_27c,0.5070057451761;0.1416419186938;513.0;1.0;40|,7934.377713563414,job,10
delta,presto,job_28a,0.5070057451761;0.1416419186938;513.0;1.0;40|,7858.883321044362,job,10
delta,presto,job_28b,0.5070057451761;0.1416419186938;513.0;1.0;40|,7442.312065555867,job,10
delta,presto,job_28c,0.5070057451761;0.1416419186938;513.0;1.0;40|,10096.931533076353,job,10
delta,presto,job_29a,0.5070057451761;0.1416419186938;513.0;1.0;40|,9417.481762981517,job,10
delta,presto,job_29b,0.5070057451761;0.1416419186938;513.0;1.0;40|,10640.344695227017,job,10
delta,presto,job_29c,0.5070057451761;0.1416419186938;513.0;1.0;40|,9715.120338337718,job,10
delta,presto,job_2a,0.5070057451761;0.1416419186938;513.0;1.0;40|,3554.0254577764067,job,10
delta,presto,job_2b,0.5070057451761;0.1416419186938;513.0;1.0;40|,2430.5453203035986,job,10
delta,presto,job_2c,0.5070057451761;0.1416419186938;513.0;1.0;40|,2072.696850113539,job,10
delta,presto,job_2d,0.5070057451761;0.1416419186938;513.0;1.0;40|,3259.9104311459,job,10
delta,presto,job_30a,0.5070057451761;0.1416419186938;513.0;1.0;40|,8492.371770833102,job,10
delta,presto,job_30b,0.5070057451761;0.1416419186938;513.0;1.0;40|,9460.751944422555,job,10
delta,presto,job_30c,0.5070057451761;0.1416419186938;513.0;1.0;40|,11207.39724200065,job,10
delta,presto,job_31a,0.5070057451761;0.1416419186938;513.0;1.0;40|,9705.699176381135,job,10
delta,presto,job_31b,0.5070057451761;0.1416419186938;513.0;1.0;40|,10871.76075959402,job,10
delta,presto,job_31c,0.5070057451761;0.1416419186938;513.0;1.0;40|,10221.233529008809,job,10
delta,presto,job_32a,0.5070057451761;0.1416419186938;513.0;1.0;40|,2814.9654977287623,job,10
delta,presto,job_32b,0.5070057451761;0.1416419186938;513.0;1.0;40|,2719.688988139883,job,10
delta,presto,job_33a,0.5070057451761;0.1416419186938;513.0;1.0;40|,6074.312459932442,job,10
delta,presto,job_33b,0.5070057451761;0.1416419186938;513.0;1.0;40|,5180.036947828001,job,10
delta,presto,job_33c,0.5070057451761;0.1416419186938;513.0;1.0;40|,5655.538516810569,job,10
delta,presto,job_3a,0.5070057451761;0.1416419186938;513.0;1.0;40|,4676.25990035777,job,10
delta,presto,job_3b,0.5070057451761;0.1416419186938;513.0;1.0;40|,5938.2678698382715,job,10
delta,presto,job_3c,0.5070057451761;0.1416419186938;513.0;1.0;40|,4932.425989943395,job,10
delta,presto,job_4a,0.5070057451761;0.1416419186938;513.0;1.0;40|,3392.882970909177,job,10
delta,presto,job_4b,0.5070057451761;0.1416419186938;513.0;1.0;40|,1786.9760830249816,job,10
delta,presto,job_4c,0.5070057451761;0.1416419186938;513.0;1.0;40|,2950.930637054799,job,10
delta,presto,job_5a,0.5070057451761;0.1416419186938;513.0;1.0;40|,2459.552189289174,job,10
delta,presto,job_5b,0.5070057451761;0.1416419186938;513.0;1.0;40|,2932.043370110455,job,10
delta,presto,job_5c,0.5070057451761;0.1416419186938;513.0;1.0;40|,8555.614052827317,job,10
delta,presto,job_6a,0.5070057451761;0.1416419186938;513.0;1.0;40|,7429.220241299831,job,10
delta,presto,job_6b,0.5070057451761;0.1416419186938;513.0;1.0;40|,9946.512071466632,job,10
delta,presto,job_6c,0.5070057451761;0.1416419186938;513.0;1.0;40|,7684.51089756199,job,10
delta,presto,job_6d,0.5070057451761;0.1416419186938;513.0;1.0;40|,8526.830316580033,job,10
delta,presto,job_6e,0.5070057451761;0.1416419186938;513.0;1.0;40|,6551.481964200828,job,10
delta,presto,job_6f,0.5070057451761;0.1416419186938;513.0;1.0;40|,8817.143300033482,job,10
delta,presto,job_7a,0.5070057451761;0.1416419186938;513.0;1.0;40|,5208.597825370036,job,10
delta,presto,job_7b,0.5070057451761;0.1416419186938;513.0;1.0;40|,3912.3561456075704,job,10
delta,presto,job_7c,0.5070057451761;0.1416419186938;513.0;1.0;40|,6669.772711037486,job,10
delta,presto,job_8a,0.5070057451761;0.1416419186938;513.0;1.0;40|,5061.1324818597595,job,10
delta,presto,job_8b,0.5070057451761;0.1416419186938;513.0;1.0;40|,5836.659325857008,job,10
delta,presto,job_8c,0.5070057451761;0.1416419186938;513.0;1.0;40|,23981.575776430265,job,10
delta,presto,job_8d,0.5070057451761;0.1416419186938;513.0;1.0;40|,21454.576313253274,job,10
delta,presto,job_9a,0.5070057451761;0.1416419186938;513.0;1.0;40|,7966.652138411413,job,10
delta,presto,job_9b,0.5070057451761;0.1416419186938;513.0;1.0;40|,6311.966761979438,job,10
delta,presto,job_9c,0.5070057451761;0.1416419186938;513.0;1.0;40|,8367.182814879301,job,10
delta,presto,job_9d,0.5070057451761;0.1416419186938;513.0;1.0;40|,9048.606257281119,job,10
delta,presto,job_30b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19895.8,job,10
delta,presto,job_4a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19685.69,job,10
delta,presto,job_3a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19813.62,job,10
delta,presto,job_9c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21083.91,job,10
delta,presto,job_9d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19545.89,job,10
delta,presto,job_1a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21795.8,job,10
delta,presto,job_27c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21453.35,job,10
delta,presto,job_30a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22966.17,job,10
delta,presto,job_33c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22345.8,job,10
delta,presto,job_20c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22717.81,job,10
delta,presto,job_2b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19889.61,job,10
delta,presto,job_26c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19404.32,job,10
delta,presto,job_29b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19578.35,job,10
delta,presto,job_1d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21161.39,job,10
delta,presto,job_25a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21608.22,job,10
delta,presto,job_3c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23045.03,job,10
delta,presto,job_26b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23320.93,job,10
delta,presto,job_33b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21271.01,job,10
delta,presto,job_3b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20344.52,job,10
delta,presto,job_21a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19862.85,job,10
delta,presto,job_24b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20686.12,job,10
delta,presto,job_23b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19680.8,job,10
delta,presto,job_7c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21795.73,job,10
delta,presto,job_18c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21037.16,job,10
delta,presto,job_20a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20375.41,job,10
delta,presto,job_5c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23065.81,job,10
delta,presto,job_33a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20265.95,job,10
delta,presto,job_6f,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22901.95,job,10
delta,presto,job_24a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20589.92,job,10
delta,presto,job_4b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23438.7,job,10
delta,presto,job_20b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20324.48,job,10
delta,presto,job_31a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20933.79,job,10
delta,presto,job_18a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19903.71,job,10
delta,presto,job_8c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20882.64,job,10
delta,presto,job_8d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23232.0,job,10
delta,presto,job_29a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21718.95,job,10
delta,presto,job_17b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22152.27,job,10
delta,presto,job_7a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20341.53,job,10
delta,presto,job_18b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22492.1,job,10
delta,presto,job_29c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22406.42,job,10
delta,presto,job_21b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22988.41,job,10
delta,presto,job_8a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20315.03,job,10
delta,presto,job_2c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20760.93,job,10
delta,presto,job_9a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22666.08,job,10
delta,presto,job_17e,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19632.27,job,10
delta,presto,job_1c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21598.56,job,10
delta,presto,job_9b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22258.07,job,10
delta,presto,job_30c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19996.64,job,10
delta,presto,job_31b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20497.45,job,10
delta,presto,job_17d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,20491.54,job,10
delta,presto,job_28b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21124.96,job,10
delta,presto,job_21c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19684.02,job,10
delta,presto,job_25b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22885.76,job,10
delta,presto,job_28a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19437.87,job,10
delta,presto,job_31c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23441.05,job,10
delta,presto,job_32a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,23194.64,job,10
delta,presto,job_26a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22301.53,job,10
delta,presto,job_22a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21742.86,job,10
delta,presto,job_6b,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22474.17,job,10
delta,presto,job_6d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22962.02,job,10
delta,presto,job_25c,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,22687.03,job,10
delta,presto,job_2d,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,19680.65,job,10
delta,presto,job_2a,0.5070057451761;0.1416419186938;513.0;1.0;40|319.0MB;22.0MB;77.0;39845888.0,21912.95,job,10
