query_id,engine_id,lake_id,config,latency
tpch_0_q1,0,2,0.499345510453;0.2490164503455;923.0;7.0;60.0;3372.0;947.0;921.0;11534336.0;0.0;0.0;0.0;0.0;0.0;2.0,26528.040301
tpch_0_q1,0,2,0.7923849821091;0.6932743646204;452.0;3.0;8.0;221.0;404.0;285.0;83886080.0;0.0;0.0;0.0;0.0;0.0;2.0,22475.476455999997
tpch_0_q1,0,2,0.1967485295327;0.8339510093593;769.0;1.0;35.0;831.0;694.0;40.0;9437184.0;0.0;0.0;0.0;0.0;0.0;2.0,41079.295276000004
tpch_0_q1,0,2,0.3020444849932;0.4933289004306;805.0;8.0;17.0;88.0;397.0;410.0;23068672.0;0.0;0.0;0.0;0.0;0.0;2.0,19917.581991
tpch_0_q1,0,2,0.850606851175;0.8386259325625;974.0;8.0;12.0;2737.0;45.0;758.0;9437184.0;0.0;0.0;0.0;0.0;0.0;2.0,26822.66342
tpch_0_q1,0,2,0.5572662850396;0.2808265875596;422.0;5.0;13.0;1365.0;262.0;781.0;13631488.0;0.0;0.0;0.0;0.0;0.0;2.0,19297.65442
tpch_0_q1,0,2,0.626732327192;0.3159100175413;290.0;2.0;18.0;3794.0;45.0;106.0;29360128.0;0.0;0.0;0.0;0.0;0.0;2.0,22977.354481000002
tpch_0_q1,0,2,0.8255735280335;0.5810043788473;265.0;8.0;24.0;3185.0;519.0;696.0;93323264.0;0.0;0.0;0.0;0.0;0.0;2.0,18493.156233
tpch_0_q1,0,2,0.2225872804112;0.3117094553633;322.0;5.0;18.0;2234.0;521.0;4.0;71303168.0;0.0;0.0;0.0;0.0;0.0;2.0,19162.213847
tpch_0_q1,0,2,0.2939231281018;0.8072550698589;277.0;7.0;35.0;1233.0;478.0;378.0;16777216.0;0.0;0.0;0.0;0.0;0.0;2.0,19636.727725999997
tpch_0_q1,1,0,20.0;18.0;16.0;18.0;32.0;32.0;200.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,52851.0
tpch_0_q1,1,0,103.0;14.0;20.0;36.0;256.0;237.0;280.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,56476.0
tpch_0_q1,1,0,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,68778.0
tpch_0_q1,1,0,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,73250.0
tpch_0_q1,1,0,136.0;17.0;21.0;36.0;128.0;155.0;232.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,54322.0
tpch_0_q1,1,0,112.0;23.0;11.0;49.0;64.0;62.0;180.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,72039.0
tpch_0_q1,1,0,106.0;36.0;13.0;39.0;64.0;95.0;135.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,74396.0
tpch_0_q1,1,0,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,74959.0
tpch_0_q1,1,0,52.0;15.0;19.0;15.0;32.0;103.0;141.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,51848.0
tpch_0_q1,1,0,20.0;15.0;12.0;25.0;8.0;241.0;284.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,69409.0
tpch_0_q1,1,0,16.0;6.0;17.0;6.0;256.0;171.0;235.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,68755.0
tpch_0_q1,1,0,79.0;31.0;25.0;31.0;64.0;11.0;214.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,69470.0
tpch_0_q1,1,0,64.0;18.0;17.0;18.0;256.0;185.0;271.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,85897.0
tpch_0_q1,1,0,32.0;10.0;24.0;10.0;128.0;40.0;119.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,54461.0
tpch_0_q1,1,0,48.0;14.0;13.0;14.0;64.0;128.0;211.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,77517.0
tpch_0_q1,1,0,52.0;15.0;30.0;15.0;16.0;89.0;153.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,69376.0
tpch_0_q1,1,0,84.0;23.0;27.0;23.0;256.0;126.0;146.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,77284.0
tpch_0_q1,1,0,32.0;10.0;16.0;10.0;128.0;155.0;265.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,55119.0
tpch_0_q1,1,0,73.0;20.0;20.0;20.0;128.0;123.0;169.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,73593.0
tpch_0_q1,1,0,56.0;16.0;15.0;16.0;128.0;175.0;249.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,74274.0
tpch_0_q1,1,1,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,9283.0
tpch_0_q1,1,1,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,11135.0
tpch_0_q1,1,1,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,14499.0
tpch_0_q1,1,1,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,14180.0
tpch_0_q1,1,1,136.0;17.0;21.0;36.0;128.0;155.0;232.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,9026.0
tpch_0_q1,1,1,112.0;23.0;11.0;49.0;64.0;62.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,10511.0
tpch_0_q1,1,1,106.0;36.0;13.0;39.0;64.0;95.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,11631.0
tpch_0_q1,1,1,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,11815.0
tpch_0_q1,1,1,52.0;15.0;19.0;15.0;32.0;103.0;141.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,7767.0
tpch_0_q1,1,1,20.0;15.0;12.0;25.0;8.0;241.0;284.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,10659.0
tpch_0_q1,1,1,16.0;6.0;17.0;6.0;256.0;171.0;235.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,9930.0
tpch_0_q1,1,1,79.0;31.0;25.0;31.0;64.0;11.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,10306.0
tpch_0_q1,1,1,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,11421.0
tpch_0_q1,1,2,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0,16296.0
tpch_0_q1,1,2,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0,17096.0
tpch_0_q1,1,2,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0,12329.0
tpch_0_q1,1,2,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0,14159.0
tpch_0_q1,1,2,136.0;17.0;21.0;36.0;128.0;155.0;232.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0,12040.0
tpch_0_q1,1,2,112.0;23.0;11.0;49.0;64.0;62.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0,15294.0
tpch_0_q1,2,0,1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0,5204.0
tpch_0_q1,2,1,1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,4085.0
tpch_0_q1,2,1,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,4407.0
tpch_0_q1,2,1,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,7615.0
tpch_0_q1,2,1,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,4719.0
tpch_0_q1,2,1,1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,5234.0
tpch_0_q1,2,1,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,7466.0
tpch_0_q1,2,1,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,7574.0
tpch_0_q1,2,1,0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,5402.0
tpch_0_q1,2,2,1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,8093.0
tpch_0_q1,2,2,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,10278.0
tpch_0_q1,2,2,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,12053.0
tpch_0_q1,2,2,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,7010.0
tpch_0_q1,2,2,1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,12641.0
tpch_0_q1,2,2,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,6692.0
tpch_0_q1,2,2,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,8325.0
tpch_0_q1,2,2,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,11845.0
tpch_0_q1,2,2,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,12885.0
tpch_0_q1,2,2,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,27805.0
tpch_0_q10,0,0,0.5;0.5;256.0;1.0;1.0;128.0;32.0;10.0;4194304.0;0.0;0.0;0.0;0.0;0.0;0.0,20546.575009
tpch_0_q10,0,0,0.499345510453;0.2490164503455;923.0;7.0;60.0;3372.0;947.0;921.0;11534336.0;0.0;0.0;0.0;0.0;0.0;0.0,17375.177724999998
tpch_0_q10,0,0,0.7923849821091;0.6932743646204;452.0;3.0;8.0;221.0;404.0;285.0;83886080.0;0.0;0.0;0.0;0.0;0.0;0.0,22045.220673
tpch_0_q10,0,0,0.4566333208224;0.1463799164938;671.0;5.0;41.0;832.0;498.0;569.0;49283072.0;0.0;0.0;0.0;0.0;0.0;0.0,16489.473129
tpch_0_q10,0,0,0.8519355876882;0.1518803517774;595.0;4.0;43.0;1980.0;983.0;91.0;109051904.0;0.0;0.0;0.0;0.0;0.0;0.0,34457.592684
tpch_0_q10,0,0,0.5070057451761;0.1416419186938;513.0;1.0;40.0;3460.0;907.0;281.0;46137344.0;0.0;0.0;0.0;0.0;0.0;0.0,14430.908645
tpch_0_q10,0,0,0.5014977596935;0.1301978535739;486.0;4.0;37.0;3130.0;29.0;581.0;76546048.0;0.0;0.0;0.0;0.0;0.0;0.0,17934.061783
tpch_0_q10,0,0,0.626732327192;0.3159100175413;290.0;2.0;18.0;3794.0;45.0;106.0;29360128.0;0.0;0.0;0.0;0.0;0.0;0.0,16136.126266000001
tpch_0_q10,0,0,0.8255735280335;0.5810043788473;265.0;8.0;24.0;3185.0;519.0;696.0;93323264.0;0.0;0.0;0.0;0.0;0.0;0.0,18883.273421
tpch_0_q10,0,0,0.2225872804112;0.3117094553633;322.0;5.0;18.0;2234.0;521.0;4.0;71303168.0;0.0;0.0;0.0;0.0;0.0;0.0,22619.750288
tpch_0_q10,0,1,0.5;0.5;256.0;1.0;1.0;128.0;32.0;10.0;4194304.0;0.0;0.0;0.0;0.0;0.0;1.0,22081.501747000002
tpch_0_q10,0,1,0.499345510453;0.2490164503455;923.0;7.0;60.0;3372.0;947.0;921.0;11534336.0;0.0;0.0;0.0;0.0;0.0;1.0,41767.243869
tpch_0_q10,0,1,0.7923849821091;0.6932743646204;452.0;3.0;8.0;221.0;404.0;285.0;83886080.0;0.0;0.0;0.0;0.0;0.0;1.0,18498.494395
tpch_0_q10,0,1,0.1967485295327;0.8339510093593;769.0;1.0;35.0;831.0;694.0;40.0;9437184.0;0.0;0.0;0.0;0.0;0.0;1.0,22888.635011
tpch_0_q10,0,1,0.3020444849932;0.4933289004306;805.0;8.0;17.0;88.0;397.0;410.0;23068672.0;0.0;0.0;0.0;0.0;0.0;1.0,25146.865413
tpch_0_q10,0,1,0.850606851175;0.8386259325625;974.0;8.0;12.0;2737.0;45.0;758.0;9437184.0;0.0;0.0;0.0;0.0;0.0;1.0,49257.515314
tpch_0_q10,0,1,0.5572662850396;0.2808265875596;422.0;5.0;13.0;1365.0;262.0;781.0;13631488.0;0.0;0.0;0.0;0.0;0.0;1.0,31572.769626999998
tpch_0_q10,0,1,0.626732327192;0.3159100175413;290.0;2.0;18.0;3794.0;45.0;106.0;29360128.0;0.0;0.0;0.0;0.0;0.0;1.0,37127.018271
tpch_0_q10,0,1,0.8255735280335;0.5810043788473;265.0;8.0;24.0;3185.0;519.0;696.0;93323264.0;0.0;0.0;0.0;0.0;0.0;1.0,26886.426129
tpch_0_q10,0,1,0.2225872804112;0.3117094553633;322.0;5.0;18.0;2234.0;521.0;4.0;71303168.0;0.0;0.0;0.0;0.0;0.0;1.0,28341.54344
tpch_0_q10,0,1,0.2939231281018;0.8072550698589;277.0;7.0;35.0;1233.0;478.0;378.0;16777216.0;0.0;0.0;0.0;0.0;0.0;1.0,27314.625614
tpch_0_q10,0,2,0.5;0.5;256.0;1.0;1.0;128.0;32.0;10.0;4194304.0;0.0;0.0;0.0;0.0;0.0;2.0,25298.332459
tpch_0_q10,0,2,0.499345510453;0.2490164503455;923.0;7.0;60.0;3372.0;947.0;921.0;11534336.0;0.0;0.0;0.0;0.0;0.0;2.0,23744.685793
tpch_0_q10,0,2,0.7923849821091;0.6932743646204;452.0;3.0;8.0;221.0;404.0;285.0;83886080.0;0.0;0.0;0.0;0.0;0.0;2.0,21140.202934
tpch_0_q10,0,2,0.1967485295327;0.8339510093593;769.0;1.0;35.0;831.0;694.0;40.0;9437184.0;0.0;0.0;0.0;0.0;0.0;2.0,43775.864294
tpch_0_q10,0,2,0.3020444849932;0.4933289004306;805.0;8.0;17.0;88.0;397.0;410.0;23068672.0;0.0;0.0;0.0;0.0;0.0;2.0,18972.587337999998
tpch_0_q10,0,2,0.850606851175;0.8386259325625;974.0;8.0;12.0;2737.0;45.0;758.0;9437184.0;0.0;0.0;0.0;0.0;0.0;2.0,27238.938157
tpch_0_q10,0,2,0.5572662850396;0.2808265875596;422.0;5.0;13.0;1365.0;262.0;781.0;13631488.0;0.0;0.0;0.0;0.0;0.0;2.0,19965.275067000002
tpch_0_q10,0,2,0.626732327192;0.3159100175413;290.0;2.0;18.0;3794.0;45.0;106.0;29360128.0;0.0;0.0;0.0;0.0;0.0;2.0,20611.660148
tpch_0_q10,0,2,0.8255735280335;0.5810043788473;265.0;8.0;24.0;3185.0;519.0;696.0;93323264.0;0.0;0.0;0.0;0.0;0.0;2.0,17236.263635
tpch_0_q10,0,2,0.2225872804112;0.3117094553633;322.0;5.0;18.0;2234.0;521.0;4.0;71303168.0;0.0;0.0;0.0;0.0;0.0;2.0,18590.156443
tpch_0_q10,0,2,0.2939231281018;0.8072550698589;277.0;7.0;35.0;1233.0;478.0;378.0;16777216.0;0.0;0.0;0.0;0.0;0.0;2.0,16409.718216
tpch_0_q10,1,0,20.0;18.0;16.0;18.0;32.0;32.0;200.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,28915.0
tpch_0_q10,1,0,103.0;14.0;20.0;36.0;256.0;237.0;280.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,26896.0
tpch_0_q10,1,0,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,32318.0
tpch_0_q10,1,0,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,37378.0
tpch_0_q10,1,0,136.0;17.0;21.0;36.0;128.0;155.0;232.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,21908.0
tpch_0_q10,1,0,112.0;23.0;11.0;49.0;64.0;62.0;180.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,36848.0
tpch_0_q10,1,0,106.0;36.0;13.0;39.0;64.0;95.0;135.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,36549.0
tpch_0_q10,1,0,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,34602.0
tpch_0_q10,1,0,52.0;15.0;19.0;15.0;32.0;103.0;141.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,22073.0
tpch_0_q10,1,0,20.0;15.0;12.0;25.0;8.0;241.0;284.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,32268.0
tpch_0_q10,1,0,16.0;6.0;17.0;6.0;256.0;171.0;235.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,30705.0
tpch_0_q10,1,0,79.0;31.0;25.0;31.0;64.0;11.0;214.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,29273.0
tpch_0_q10,1,0,64.0;18.0;17.0;18.0;256.0;185.0;271.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,34334.0
tpch_0_q10,1,0,32.0;10.0;24.0;10.0;128.0;40.0;119.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,28368.0
tpch_0_q10,1,0,48.0;14.0;13.0;14.0;64.0;128.0;211.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,35218.0
tpch_0_q10,1,0,52.0;15.0;30.0;15.0;16.0;89.0;153.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,36328.0
tpch_0_q10,1,0,84.0;23.0;27.0;23.0;256.0;126.0;146.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,34955.0
tpch_0_q10,1,0,32.0;10.0;16.0;10.0;128.0;155.0;265.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,25814.0
tpch_0_q10,1,0,73.0;20.0;20.0;20.0;128.0;123.0;169.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,37215.0
tpch_0_q10,1,0,56.0;16.0;15.0;16.0;128.0;175.0;249.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0,35349.0
tpch_0_q10,1,1,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,16519.0
tpch_0_q10,1,1,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,28209.0
tpch_0_q10,1,1,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,17589.0
tpch_0_q10,1,1,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,21574.0
tpch_0_q10,1,1,136.0;17.0;21.0;36.0;128.0;155.0;232.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,17874.0
tpch_0_q10,1,1,112.0;23.0;11.0;49.0;64.0;62.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,18861.0
tpch_0_q10,1,1,106.0;36.0;13.0;39.0;64.0;95.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,22825.0
tpch_0_q10,1,1,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,19827.0
tpch_0_q10,1,1,52.0;15.0;19.0;15.0;32.0;103.0;141.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0,18237.0
tpch_0_q10,1,1,20.0;15.0;12.0;25.0;8.0;241.0;284.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,21347.0
tpch_0_q10,1,1,16.0;6.0;17.0;6.0;256.0;171.0;235.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0,18273.0
tpch_0_q10,1,1,79.0;31.0;25.0;31.0;64.0;11.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0,20215.0
tpch_0_q10,1,1,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0,21273.0
tpch_0_q10,1,2,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0,14321.0
tpch_0_q10,1,2,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0,13354.0
tpch_0_q10,1,2,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0,12006.0
tpch_0_q10,1,2,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0,17057.0
tpch_0_q10,1,2,136.0;17.0;21.0;36.0;128.0;155.0;232.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0,12474.0
tpch_0_q10,1,2,112.0;23.0;11.0;49.0;64.0;62.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0,17980.0
tpch_0_q10,2,0,1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0,11582.0
tpch_0_q10,2,1,1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,9970.0
tpch_0_q10,2,1,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,10754.0
tpch_0_q10,2,1,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,11119.0
tpch_0_q10,2,1,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,9563.0
tpch_0_q10,2,1,1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,10886.0
tpch_0_q10,2,1,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,10605.0
tpch_0_q10,2,1,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,11568.0
tpch_0_q10,2,1,0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,10351.0
