query_id,engine_id,lake_id,config,latency
job_1a,1,1,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4557.0
job_1a,1,1,30.0;15.0;11.0;15.0;128.0;33.0;106.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4314.0
job_1a,1,1,106.0;36.0;13.0;39.0;64.0;95.0;135.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4655.0
job_1a,1,1,96.0;26.0;13.0;26.0;128.0;145.0;142.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4350.0
job_1a,1,1,79.0;31.0;25.0;31.0;64.0;11.0;214.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4393.0
job_1a,1,1,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4395.0
job_1a,1,1,32.0;10.0;24.0;10.0;128.0;40.0;119.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4323.0
job_1a,1,1,48.0;14.0;13.0;14.0;64.0;128.0;211.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4295.0
job_1a,1,1,84.0;23.0;27.0;23.0;256.0;126.0;146.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4387.0
job_1a,1,1,32.0;10.0;16.0;10.0;128.0;155.0;265.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4773.0
job_1a,1,1,56.0;16.0;15.0;16.0;128.0;175.0;249.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4013.0
job_1a,1,2,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0,978.0
job_1a,1,2,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0,934.0
job_1a,1,2,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0,1239.0
job_1a,1,2,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0,1952.0
job_1a,1,2,32.0;10.0;24.0;10.0;128.0;40.0;119.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0,1056.0
job_1a,1,2,52.0;15.0;30.0;15.0;16.0;89.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0,4647.0
job_1a,1,2,84.0;23.0;27.0;23.0;256.0;126.0;146.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0,2228.0
job_1a,2,0,1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0,1220.0
job_1a,2,1,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0,1685.0
job_1a,2,2,1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,766.0
job_1a,2,2,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,740.0
job_1a,2,2,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,716.0
job_1a,2,2,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,799.0
job_1a,2,2,1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,762.0
job_1a,2,2,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,1386.0
job_1a,2,2,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,1128.0
job_1a,2,2,0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,763.0
job_1a,2,2,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,1233.0
job_1a,2,2,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,1469.0
job_1a,2,2,1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0,799.0
job_1b,0,0,0.5;0.5;256.0;1.0;1.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;0.0,2948.3469109999996
job_1b,0,0,0.499345510453;0.2490164503455;923.0;7.0;60.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;0.0,2084.432606
job_1b,0,0,0.7923849821091;0.6932743646204;452.0;3.0;8.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;0.0,2020.208066
job_1b,0,0,0.4566333208224;0.1463799164938;671.0;5.0;41.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;0.0,1911.12801
job_1b,0,0,0.8519355876882;0.1518803517774;595.0;4.0;43.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;0.0,2074.186741
job_1b,0,1,0.5;0.5;256.0;1.0;1.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2016.512875
job_1b,0,1,0.499345510453;0.2490164503455;923.0;7.0;60.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2158.63921
job_1b,0,1,0.7923849821091;0.6932743646204;452.0;3.0;8.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2323.089585
job_1b,0,1,0.4566333208224;0.1463799164938;671.0;5.0;41.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,1687.126164
job_1b,0,1,0.8519355876882;0.1518803517774;595.0;4.0;43.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2135.718076
job_1b,0,1,0.5070057451761;0.1416419186938;513.0;1.0;40.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2572.9677380000003
job_1b,0,1,0.5014977596935;0.1301978535739;486.0;4.0;37.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2204.806278
job_1b,0,1,0.626732327192;0.3159100175413;290.0;2.0;18.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2441.733239
job_1b,0,1,0.8255735280335;0.5810043788473;265.0;8.0;24.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,1755.991029
job_1b,0,1,0.2225872804112;0.3117094553633;322.0;5.0;18.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,2038.928808
job_1b,0,1,0.4317120018602;0.248675043327;923.0;7.0;50.0;319.0;22.0;77.0;39845888.0;0.0;0.0;0.0;0.0;0.0;1.0,1939.2144150000001
job_1b,0,2,0.5;0.5;256.0;1.0;1.0;128.0;32.0;10.0;4194304.0;0.0;0.0;0.0;0.0;0.0;2.0,3089.873513
job_1b,0,2,0.499345510453;0.2490164503455;923.0;7.0;60.0;3372.0;947.0;921.0;11534336.0;0.0;0.0;0.0;0.0;0.0;2.0,2250.3305490000002
job_1b,0,2,0.7923849821091;0.6932743646204;452.0;3.0;8.0;221.0;404.0;285.0;83886080.0;0.0;0.0;0.0;0.0;0.0;2.0,2454.33191
job_1b,0,2,0.4566333208224;0.1463799164938;671.0;5.0;41.0;832.0;498.0;569.0;49283072.0;0.0;0.0;0.0;0.0;0.0;2.0,1880.040149
job_1b,0,2,0.8519355876882;0.1518803517774;595.0;4.0;43.0;1980.0;983.0;91.0;109051904.0;0.0;0.0;0.0;0.0;0.0;2.0,1726.170495
job_1b,0,2,0.5070057451761;0.1416419186938;513.0;1.0;40.0;3460.0;907.0;281.0;46137344.0;0.0;0.0;0.0;0.0;0.0;2.0,3023.838776
job_1b,1,0,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0,1793.0
job_1b,1,0,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0,2368.0
job_1b,1,0,60.0;17.0;28.0;17.0;16.0;103.0;156.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0,2573.0
job_1b,1,0,30.0;15.0;11.0;15.0;128.0;33.0;106.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0,2429.0
job_1b,1,0,136.0;17.0;21.0;36.0;128.0;155.0;232.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0,1878.0
job_1b,1,0,112.0;23.0;11.0;49.0;64.0;62.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,2674.0
job_1b,1,0,106.0;36.0;13.0;39.0;64.0;95.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,2464.0
job_1b,1,0,96.0;26.0;13.0;26.0;128.0;145.0;142.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0,2512.0
job_1b,1,0,52.0;15.0;19.0;15.0;32.0;103.0;141.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0,1973.0
job_1b,1,0,20.0;15.0;12.0;25.0;8.0;241.0;284.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0,2898.0
job_1b,1,0,16.0;6.0;17.0;6.0;256.0;171.0;235.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0,2662.0
job_1b,1,0,79.0;31.0;25.0;31.0;64.0;11.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,2110.0
job_1b,1,0,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0,2470.0
job_1b,1,0,32.0;10.0;24.0;10.0;128.0;40.0;119.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,2040.0
job_1b,1,1,20.0;18.0;16.0;18.0;32.0;32.0;200.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4347.0
job_1b,1,1,103.0;14.0;20.0;36.0;256.0;237.0;280.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4520.0
job_1b,1,1,30.0;15.0;11.0;15.0;128.0;33.0;106.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4411.0
job_1b,1,1,106.0;36.0;13.0;39.0;64.0;95.0;135.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4458.0
job_1b,1,1,96.0;26.0;13.0;26.0;128.0;145.0;142.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4414.0
job_1b,1,1,79.0;31.0;25.0;31.0;64.0;11.0;214.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4526.0
job_1b,1,1,64.0;18.0;17.0;18.0;256.0;185.0;271.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0,4773.0
