datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1722.6,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4936.23,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,13294.35,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2045.01,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4013.88,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3939.69,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11582.28,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9385.68,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2020.19,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4266.06,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6294.29,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7129.39,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4001.02,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1536.38,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5223.15,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,15355.69,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11081.87,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1689.14,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6978.46,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11753.27,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11400.46,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,12362.6,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2032.83,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2683.68,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13194.66,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3707.0,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1631.95,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6859.92,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1665.82,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2028.18,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,16346.04,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2775.79,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4179.61,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1917.15,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7039.85,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2039.78,ssb-flat,1
delta,spark,q1_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,832.441065,ssb-flat,1
delta,spark,q1_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,194.595878,ssb-flat,1
delta,spark,q1_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,185.042625,ssb-flat,1
delta,spark,q2_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,900.284686,ssb-flat,1
delta,spark,q2_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,502.691083,ssb-flat,1
delta,spark,q2_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,595.487405,ssb-flat,1
delta,spark,q3_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,547.474998,ssb-flat,1
delta,spark,q3_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,697.477178,ssb-flat,1
delta,spark,q3_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,823.630452,ssb-flat,1
delta,spark,q3_4,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,550.515825,ssb-flat,1
delta,spark,q4_1,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,1116.659559,ssb-flat,1
delta,spark,q4_2,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,843.365046,ssb-flat,1
delta,spark,q4_3,874;11;775;3053;923;7;60;0.499345510453;0.2490164503455,434.514199,ssb-flat,1
delta,spark,q1_1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,828.733024,ssb-flat,1
delta,spark,q1_2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,238.00366,ssb-flat,1
delta,spark,q1_3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,199.921551,ssb-flat,1
delta,spark,q2_1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,1019.542499,ssb-flat,1
delta,spark,q2_2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,635.348911,ssb-flat,1
delta,spark,q2_3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,594.201893,ssb-flat,1
delta,spark,q3_1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,601.609433,ssb-flat,1
delta,spark,q3_2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,497.794957,ssb-flat,1
delta,spark,q3_3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,537.786165,ssb-flat,1
delta,spark,q3_4,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,718.355662,ssb-flat,1
delta,spark,q4_1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,990.573541,ssb-flat,1
delta,spark,q4_2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,432.769121,ssb-flat,1
delta,spark,q4_3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,485.951627,ssb-flat,1
delta,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,853.97811,ssb-flat,1
delta,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,230.791826,ssb-flat,1
delta,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,211.665932,ssb-flat,1
delta,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,821.518441,ssb-flat,1
delta,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,449.746311,ssb-flat,1
delta,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,440.860957,ssb-flat,1
delta,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,583.843142,ssb-flat,1
delta,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,461.467927,ssb-flat,1
delta,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,424.924671,ssb-flat,1
delta,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,346.026883,ssb-flat,1
delta,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,595.881149,ssb-flat,1
delta,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,414.878092,ssb-flat,1
delta,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,334.166675,ssb-flat,1
delta,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,771.090897,ssb-flat,1
delta,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,229.133122,ssb-flat,1
delta,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,209.961502,ssb-flat,1
delta,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,1008.218502,ssb-flat,1
delta,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,540.649191,ssb-flat,1
delta,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,502.174226,ssb-flat,1
delta,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,608.556718,ssb-flat,1
delta,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,496.723238,ssb-flat,1
delta,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,454.968074,ssb-flat,1
delta,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,267.812112,ssb-flat,1
delta,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,562.27512,ssb-flat,1
delta,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,424.199847,ssb-flat,1
delta,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,356.752269,ssb-flat,1
delta,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,873.957858,ssb-flat,1
delta,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,200.344786,ssb-flat,1
delta,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,188.29975,ssb-flat,1
delta,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,853.934337,ssb-flat,1
delta,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,434.725672,ssb-flat,1
delta,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,452.57949,ssb-flat,1
delta,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,626.391484,ssb-flat,1
delta,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,485.427879,ssb-flat,1
delta,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,423.699593,ssb-flat,1
delta,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,265.699133,ssb-flat,1
delta,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,602.130734,ssb-flat,1
delta,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,430.178666,ssb-flat,1
delta,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,342.895081,ssb-flat,1
delta,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,839.18922,ssb-flat,1
delta,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,415.885003,ssb-flat,1
delta,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,196.70434,ssb-flat,1
delta,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,908.488382,ssb-flat,1
delta,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,478.507513,ssb-flat,1
delta,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,425.179955,ssb-flat,1
delta,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,515.454651,ssb-flat,1
delta,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,439.663237,ssb-flat,1
delta,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,389.199546,ssb-flat,1
delta,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,297.001522,ssb-flat,1
delta,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,587.858872,ssb-flat,1
delta,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,379.055664,ssb-flat,1
delta,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,419.014573,ssb-flat,1
delta,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,826.988514,ssb-flat,1
delta,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,217.162031,ssb-flat,1
delta,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,341.479855,ssb-flat,1
delta,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,1386.816718,ssb-flat,1
delta,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,537.129046,ssb-flat,1
delta,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,900.697129,ssb-flat,1
delta,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,609.98033,ssb-flat,1
delta,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,517.090056,ssb-flat,1
delta,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,458.623791,ssb-flat,1
delta,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,337.441653,ssb-flat,1
delta,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,607.30288,ssb-flat,1
delta,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,412.790556,ssb-flat,1
delta,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,366.904844,ssb-flat,1
delta,spark,q1_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,477.696428,ssb-flat,1
delta,spark,q1_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,244.903971,ssb-flat,1
delta,spark,q1_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,521.117495,ssb-flat,1
delta,spark,q2_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,1433.412921,ssb-flat,1
delta,spark,q2_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,1146.899981,ssb-flat,1
delta,spark,q2_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,473.404988,ssb-flat,1
delta,spark,q3_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,806.888951,ssb-flat,1
delta,spark,q3_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,589.206415,ssb-flat,1
delta,spark,q3_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,414.84777,ssb-flat,1
delta,spark,q3_4,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,309.161261,ssb-flat,1
delta,spark,q4_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,533.585731,ssb-flat,1
delta,spark,q4_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,360.59335,ssb-flat,1
delta,spark,q4_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,383.005035,ssb-flat,1
delta,spark,q1_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,372.540016,ssb-flat,1
delta,spark,q1_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,607.676074,ssb-flat,1
delta,spark,q1_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,451.353035,ssb-flat,1
delta,spark,q2_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,1063.199112,ssb-flat,1
delta,spark,q2_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,750.366142,ssb-flat,1
delta,spark,q2_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,433.11921,ssb-flat,1
delta,spark,q3_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,907.220123,ssb-flat,1
delta,spark,q3_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,632.151722,ssb-flat,1
delta,spark,q3_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,631.349701,ssb-flat,1
delta,spark,q3_4,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,354.005721,ssb-flat,1
delta,spark,q4_1,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,541.990633,ssb-flat,1
delta,spark,q4_2,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,378.310116,ssb-flat,1
delta,spark,q4_3,137;75;735;2544;455;5;44;0.3891131345134;0.2773444981297,372.422751,ssb-flat,1
delta,spark,q1_1,132.3;29.1;29.1;7.4;11.6;557.5|1.0;0.0;1.0,22578.56,ssb-flat,1
delta,spark,q1_2,139.5;25.4;24.9;7.9;12.7;539.5|0.9;0.0;1.0,26081.17,ssb-flat,1
delta,spark,q1_3,132.3;27.1;27.3;8.4;12.5;534.4|1.0;0.0;1.0,33402.41,ssb-flat,1
delta,spark,q2_1,125.2;26.4;27.3;7.8;12.5;511.1|1.0;0.0;1.1,23183.74,ssb-flat,1
delta,spark,q2_2,137.7;25.7;25.6;7.8;12.5;573.9|1.1;0.0;1.0,20887.42,ssb-flat,1
delta,spark,q3_2,127.3;26.2;26.9;140.4;28.0;24.9|1.1;1.0;0.9,2356.85,ssb-flat,1
delta,spark,q3_2,29.7;25.1;275.9;72.8;21.1;18.3|1.0;0.0;0.0,5846.86,ssb-flat,1
delta,spark,q3_2,122.8;28.1;26.6;7.9;11.4;595.1|1.1;0.0;1.0,26522.23,ssb-flat,1
delta,spark,q3_3,72.6;21.8;15.7;76.5;21.8;16.5|0.0;0.0;0.9,1513.37,ssb-flat,1
delta,spark,q3_3,65.2;122.6;505.1;64.1;17.0;24.2|,1681.28,ssb-flat,1
delta,spark,q3_3,7.7;11.5;592.9;133.5;25.2;25.1|0.9;0.0;1.1,1850.70,ssb-flat,1
delta,spark,q3_3,70.3;22.7;16.5;69.1;19.6;17.5|0.9;1.0;1.0,1953.77,ssb-flat,1
delta,spark,q3_3,138.6;27.4;28.5;134.8;27.5;27.8|1.0;1.0;1.0,2443.46,ssb-flat,1
delta,spark,q3_3,34.0;23.7;269.9;72.3;21.9;15.7|1.0;0.0;0.0,7969.34,ssb-flat,1
delta,spark,q3_3,127.0;26.7;26.1;8.0;12.0;524.8|1.0;0.0;1.0,26128.11,ssb-flat,1
delta,spark,q2_3,142.5;25.5;28.9;8.4;11.2;583.9|1.0;0.0;1.0,27103.46,ssb-flat,1
delta,spark,q3_4,66.4;119.4;534.4;66.8;18.9;25.0|0.9;0.0;0.0,1599.82,ssb-flat,1
delta,spark,q3_4,141.4;28.5;24.9;134.2;27.3;27.0|0.0;1.1;0.0,1829.15,ssb-flat,1
delta,spark,q3_4,69.5;19.7;16.6;77.6;22.0;16.1|1.0;1.0;0.9,1623.86,ssb-flat,1
delta,spark,q3_4,68.7;119.0;513.4;64.9;17.0;26.9|,1704.91,ssb-flat,1
delta,spark,q3_4,131.8;26.7;25.9;7.6;11.7;563.0|0.0;0.0;1.0,2054.10,ssb-flat,1
delta,spark,q3_4,129.5;26.3;29.1;130.4;26.0;29.0|1.0;0.9;1.1,2429.18,ssb-flat,1
delta,spark,q3_4,73.2;20.1;17.5;33.1;23.2;311.9|1.1;1.0;1.0,4825.11,ssb-flat,1
delta,spark,q3_4,31.3;25.6;267.1;69.1;19.6;15.7|1.0;0.0;0.0,7492.10,ssb-flat,1
delta,spark,q3_4,142.4;27.8;28.9;7.6;12.5;556.5|0.9;0.0;1.0,32345.16,ssb-flat,1
delta,spark,q3_1,133.1;26.0;28.4;8.2;12.2;514.5|1.0;0.0;1.0,26285.16,ssb-flat,1
delta,spark,q4_3,72.0;20.9;16.7;71.3;20.5;16.3|0.9;1.0;1.0,2155.65,ssb-flat,1
delta,spark,q4_3,63.9;17.6;25.3;64.8;125.2;551.2|1.0;1.0;0.0,1772.63,ssb-flat,1
delta,spark,q4_3,66.0;122.9;592.0;67.8;16.9;24.8|,2409.39,ssb-flat,1
delta,spark,q4_3,61.7;17.4;25.3;67.9;18.5;25.6|,2683.89,ssb-flat,1
delta,spark,q4_3,7.6;12.9;597.0;136.4;25.1;28.4|1.1;0.0;1.0,3490.96,ssb-flat,1
delta,spark,q4_3,64.1;18.3;25.9;65.8;120.7;551.9|,4058.21,ssb-flat,1
delta,spark,q4_3,66.7;17.8;25.4;66.8;106.8;522.7|0.0;1.0;0.0,4373.56,ssb-flat,1
delta,spark,q4_3,73.3;21.4;16.0;72.0;19.5;18.1|0.0;0.0;0.9,4584.22,ssb-flat,1
delta,spark,q4_3,74.9;21.2;17.6;31.5;23.8;270.4|,3594.45,ssb-flat,1
delta,spark,q4_3,138.3;26.3;25.8;131.0;28.3;26.2|0.9;1.1;1.0,4420.84,ssb-flat,1
delta,spark,q4_3,67.3;21.3;17.0;32.9;23.8;272.6|0.9;1.0;1.0,3847.60,ssb-flat,1
delta,spark,q4_3,67.2;18.3;24.9;64.3;17.0;28.1|1.0;1.0;0.0,4200.63,ssb-flat,1
delta,spark,q4_3,62.1;113.0;560.7;68.9;19.1;25.1|1.0;0.0;0.0,5944.52,ssb-flat,1
delta,spark,q4_3,123.4;27.5;28.9;130.1;28.9;28.3|0.0;0.9;0.0,5638.98,ssb-flat,1
delta,spark,q4_3,70.8;22.4;17.4;73.7;22.6;17.6|,5686.11,ssb-flat,1
delta,spark,q4_3,126.4;26.2;27.5;8.4;11.3;552.1|0.0;0.0;1.0,6934.69,ssb-flat,1
delta,spark,q4_3,29.5;23.6;267.6;75.8;21.0;16.7|1.0;0.0;0.0,10903.86,ssb-flat,1
delta,spark,q4_3,61.0;17.9;24.0;59.4;18.3;25.6|1.0;0.0;1.0,9079.81,ssb-flat,1
delta,spark,q4_3,126.2;25.0;25.3;8.2;11.6;584.4|0.9;0.0;0.9,30477.57,ssb-flat,1
delta,spark,q4_1,68.3;18.2;26.6;65.3;17.3;26.3|1.0;0.9;0.0,1982.21,ssb-flat,1
delta,spark,q4_1,141.3;28.1;25.9;131.6;27.2;27.1|0.0;1.0;0.0,1741.14,ssb-flat,1
delta,spark,q4_1,7.4;12.8;563.9;139.1;28.4;28.9|1.1;0.0;1.0,1593.02,ssb-flat,1
delta,spark,q4_1,59.3;117.0;562.4;68.7;16.8;26.5|0.9;0.0;0.0,2087.00,ssb-flat,1
delta,spark,q4_1,68.0;22.0;17.1;66.8;21.9;17.4|1.0;1.0;0.9,2859.68,ssb-flat,1
delta,spark,q4_1,124.2;28.7;27.8;7.6;12.0;551.6|0.0;0.0;1.0,3184.75,ssb-flat,1
delta,spark,q4_1,66.3;20.1;16.2;73.3;22.4;18.1|0.0;0.0;1.1,4184.22,ssb-flat,1
delta,spark,q4_1,72.9;20.9;17.9;31.0;24.7;279.3|1.0;1.0;1.0,4441.34,ssb-flat,1
delta,spark,q4_1,122.4;26.9;27.1;140.8;25.6;28.9|1.0;1.0;1.0,4637.40,ssb-flat,1
delta,spark,q4_1,33.4;26.6;291.6;77.3;21.0;17.5|1.0;0.0;0.0,7964.71,ssb-flat,1
delta,spark,q4_1,68.3;18.4;24.0;68.0;18.8;25.3|0.9;0.0;1.0,10851.83,ssb-flat,1
delta,spark,q4_1,131.7;28.5;27.4;8.4;11.9;514.1|1.0;0.0;0.9,27467.93,ssb-flat,1
delta,spark,q4_2,74.5;22.4;18.1;30.5;26.9;305.7|,1527.84,ssb-flat,1
delta,spark,q4_2,65.2;17.2;27.0;68.2;115.0;543.9|0.0;0.9;0.0,1737.96,ssb-flat,1
delta,spark,q4_2,61.4;17.6;25.3;67.8;108.6;505.9|0.9;1.1;0.0,1929.70,ssb-flat,1
delta,spark,q4_2,60.5;123.9;575.5;61.0;17.1;26.1|,1819.71,ssb-flat,1
