datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,1559.24,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,2771.31,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,5614.09,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,6172.34,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,3765.83,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5239.05,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5567.37,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,4683.39,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5799.95,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5734.75,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,2807.18,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,3486.37,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,2212.32,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,1779.93,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,2067.01,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,7301.74,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,6743.3,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,5422.55,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,5765.25,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,5471.5,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,5822.04,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1766.58,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5738.11,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2561.74,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2899.54,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3137.64,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3816.21,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,1730.56,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5529.61,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3529.11,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2492.01,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,4170.22,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3564.33,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7612.35,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,6217.61,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,1583.2,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,7969.18,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,4926.59,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,3933.44,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,7357.03,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,3155.03,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6967.97,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,8484.35,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2461.62,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5689.68,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,4776.92,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5804.25,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1759.43,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1825.03,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2104.48,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3885.52,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1742.48,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,2340.29,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,1904.55,ssb-flat,1
iceberg,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3524.76,ssb-flat,1
iceberg,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,3758.4,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5966.51,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,4028.15,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6163.45,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,1576.23,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,1551.88,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,4302.55,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,5695.84,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5087.07,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,6086.57,ssb-flat,1
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5752.16,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2147.56,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,1972.07,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,2505.20,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3580.28,ssb-flat,1
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6378.12,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3132.00,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2350.97,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5866.64,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,6130.95,ssb-flat,1
iceberg,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5394.23,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,1805.54,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,2505.12,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,6009.14,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6047.05,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5570.62,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6172.56,ssb-flat,1
iceberg,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,7346.97,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,2122.22,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,4389.65,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,5353.89,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6518.39,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5692.04,ssb-flat,1
iceberg,trino,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,7186.85,ssb-flat,1
iceberg,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5255.98,ssb-flat,1
iceberg,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,8409.92,ssb-flat,1
iceberg,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,6086.66,ssb-flat,1
iceberg,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,7059.18,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,1675.15,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,2295.80,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,3000.16,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,5487.81,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,7371.03,ssb-flat,1
iceberg,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,8186.99,ssb-flat,1
iceberg,trino,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,2765.16,ssb-flat,1
iceberg,trino,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3550.22,ssb-flat,1
iceberg,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,3729.46,ssb-flat,1
iceberg,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,6051.71,ssb-flat,1
iceberg,trino,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,6320.86,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3229.17,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,3648.26,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,4193.21,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=48,5882.06,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,5561.29,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7324.78,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,8335.69,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6950.19,ssb-flat,1
iceberg,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,7893.80,ssb-flat,1
iceberg,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,1521.67,ssb-flat,1
iceberg,trino,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,1785.90,ssb-flat,1
iceberg,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,4878.23,ssb-flat,1
iceberg,trino,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=32,1700.89,ssb-flat,1
