datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,10898.09,ssb-flat,10
iceberg,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,2563.66,ssb-flat,10
iceberg,presto,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,2169.37,ssb-flat,10
iceberg,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,1762.73,ssb-flat,10
iceberg,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,4776.88,ssb-flat,10
iceberg,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,3004.29,ssb-flat,10
iceberg,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,5072.35,ssb-flat,10
iceberg,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,6565.0,ssb-flat,10
iceberg,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,4831.93,ssb-flat,10
iceberg,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,5499.48,ssb-flat,10
iceberg,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,4588.93,ssb-flat,10
iceberg,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,6201.5,ssb-flat,10
iceberg,presto,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,5943.95,ssb-flat,10
iceberg,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,3441.69,ssb-flat,10
iceberg,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,4349.33,ssb-flat,10
iceberg,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,5059.59,ssb-flat,10
iceberg,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=16,5275.73,ssb-flat,10
iceberg,presto,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3772.16,ssb-flat,10
iceberg,presto,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,3854.57,ssb-flat,10
iceberg,presto,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4354.85,ssb-flat,10
iceberg,presto,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,8700.24,ssb-flat,10
iceberg,presto,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4145.54,ssb-flat,10
iceberg,presto,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,10308.4,ssb-flat,10
iceberg,presto,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4017.49,ssb-flat,10
iceberg,presto,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,4105.99,ssb-flat,10
iceberg,presto,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,13185.11,ssb-flat,10
iceberg,presto,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6123.56,ssb-flat,10
iceberg,presto,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,10817.39,ssb-flat,10
iceberg,presto,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6491.68,ssb-flat,10
iceberg,presto,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,6807.57,ssb-flat,10
iceberg,presto,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,2619.34,ssb-flat,10
iceberg,presto,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,5375.86,ssb-flat,10
iceberg,presto,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,9979.61,ssb-flat,10
iceberg,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,12320.84,ssb-flat,10
iceberg,presto,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,11983.99,ssb-flat,10
iceberg,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,13845.32,ssb-flat,10
iceberg,presto,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2748.56,ssb-flat,10
iceberg,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,7352.52,ssb-flat,10
iceberg,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1674.41,ssb-flat,10
iceberg,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2822.87,ssb-flat,10
iceberg,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,9510.42,ssb-flat,10
iceberg,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1787.33,ssb-flat,10
iceberg,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3535.62,ssb-flat,10
iceberg,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1787.5,ssb-flat,10
iceberg,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1975.2,ssb-flat,10
iceberg,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5716.14,ssb-flat,10
iceberg,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,8036.66,ssb-flat,10
iceberg,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3940.46,ssb-flat,10
iceberg,presto,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1736.23,ssb-flat,10
iceberg,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,4866.16,ssb-flat,10
iceberg,presto,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,4061.52,ssb-flat,10
iceberg,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,13224.15,ssb-flat,10
iceberg,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3934.64,ssb-flat,10
iceberg,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5542.71,ssb-flat,10
iceberg,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,5290.34,ssb-flat,10
iceberg,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3138.3,ssb-flat,10
iceberg,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3396.76,ssb-flat,10
iceberg,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,6128.04,ssb-flat,10
iceberg,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,7433.19,ssb-flat,10
iceberg,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,2952.51,ssb-flat,10
iceberg,presto,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,4619.74,ssb-flat,10
iceberg,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3139.02,ssb-flat,10
iceberg,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3434.88,ssb-flat,10
iceberg,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,3064.32,ssb-flat,10
iceberg,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=24,7590.77,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,20690.721662,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,9584.399429,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,9341.432016,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,14822.237798,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,9171.514702,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,9383.514533,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,8507.132458,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,11307.126574999998,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,8553.436427,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,8481.335619,ssb-flat,10
iceberg,presto,ssb_flat_q_01,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,8343.935102,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,8236.752011,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,7940.871098,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,8213.120314,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,20449.315411000003,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,7433.555898,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,7519.186459,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,6817.772499,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,7654.755524,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,6381.494416,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,6698.408856999999,ssb-flat,10
iceberg,presto,ssb_flat_q_02,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,5472.931164,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,8018.95594,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,8258.849074,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,7776.725456,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,26112.440348,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,7563.757458999999,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,7755.957499,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,8457.959640000001,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,7824.42651,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,7603.596199,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,8563.360427,ssb-flat,10
iceberg,presto,ssb_flat_q_03,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,7900.344988,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,2557.444424,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,3626.722553,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,3224.8183040000004,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,12479.682696,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,2974.542795,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,2978.360807,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,3183.724265,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,3102.325347,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,2482.642382,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,3249.82774,ssb-flat,10
iceberg,presto,ssb_flat_q_04,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,2761.453671,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,1003.682922,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,1545.401251,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,1057.886164,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,5163.509516,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,1366.162607,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,1330.9761589999998,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,1175.15747,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,1051.732574,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,1040.894542,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,1078.728124,ssb-flat,10
iceberg,presto,ssb_flat_q_05,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,998.097833,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,5045.160304,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,5520.175733,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,4939.588118000001,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,20033.062708,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,4905.889867,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.850606851175;0.8386259325625;974.0;8.0;12;2737.0MB;45.0MB;758.0;9437184.0,4953.552304,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.5572662850396;0.2808265875596;422.0;5.0;13;1365.0MB;262.0MB;781.0;13631488.0,5400.719636000001,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.626732327192;0.3159100175413;290.0;2.0;18;3794.0MB;45.0MB;106.0;29360128.0,5487.672573,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.8255735280335;0.5810043788473;265.0;8.0;24;3185.0MB;519.0MB;696.0;93323264.0,4257.183126,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.2225872804112;0.3117094553633;322.0;5.0;18;2234.0MB;521.0MB;4.0;71303168.0,5543.021569,ssb-flat,10
iceberg,presto,ssb_flat_q_06,0.2939231281018;0.8072550698589;277.0;7.0;35;1233.0MB;478.0MB;378.0;16777216.0,4541.526784999999,ssb-flat,10
iceberg,presto,ssb_flat_q_07,0.5;0.5;256.0;1.0;1;128.0MB;32.0MB;10.0;4194304.0,4002.724228,ssb-flat,10
iceberg,presto,ssb_flat_q_07,0.499345510453;0.2490164503455;923.0;7.0;60;3372.0MB;947.0MB;921.0;11534336.0,4812.7331030000005,ssb-flat,10
iceberg,presto,ssb_flat_q_07,0.7923849821091;0.6932743646204;452.0;3.0;8;221.0MB;404.0MB;285.0;83886080.0,4192.389387,ssb-flat,10
iceberg,presto,ssb_flat_q_07,0.1967485295327;0.8339510093593;769.0;1.0;35;831.0MB;694.0MB;40.0;9437184.0,18077.82809,ssb-flat,10
iceberg,presto,ssb_flat_q_07,0.3020444849932;0.4933289004306;805.0;8.0;17;88.0MB;397.0MB;410.0;23068672.0,4230.106391,ssb-flat,10
