datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,ssb_flat_q_06,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,14625.791843,ssb-flat,10
hudi,presto,ssb_flat_q_06,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,9042.641302,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1558.9955980000002,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6178.467435,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,971.939017,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,2866.749698,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,996.957143,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,4700.430533999999,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,2522.790852,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6692.217923,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,4861.460753,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,3832.930242,ssb-flat,10
hudi,presto,ssb_flat_q_07,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,2183.10737,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,3304.275416,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,15306.201415,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2262.039372,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,6696.46021,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2999.744407,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,13326.32859,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6409.476025,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,13853.10966,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,11869.595072,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,8527.456451,ssb-flat,10
hudi,presto,ssb_flat_q_08,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,5751.964125,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,943.316452,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,3588.3409770000003,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,561.77453,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,1802.657588,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,541.493827,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1844.876495,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,4643.749586,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,3442.973126,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,2481.492367,ssb-flat,10
hudi,presto,ssb_flat_q_09,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,1916.329087,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,6224.0606880000005,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,31481.192914,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,4646.951389,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,14014.335599,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4647.585425,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,12916.669855,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,29103.741314,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,18840.36233,ssb-flat,10
hudi,presto,ssb_flat_q_10,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,11312.533566,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1382.861275,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,886.682901,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2767.067206,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,793.88702,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,3860.406685,ssb-flat,10
hudi,presto,ssb_flat_q_11,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2669.705456,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1100.07143,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,822.227033,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2203.916235,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,721.117756,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2893.888758,ssb-flat,10
hudi,presto,ssb_flat_q_12,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1948.371893,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2503.4487,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,16071.237122,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2460.966613,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,7170.630132,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,3618.01972,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,7965.672095,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,15342.394604,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,15123.16509,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,11915.822825,ssb-flat,10
hudi,presto,ssb_flat_q_13,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,6526.467743,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,846.156779,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6143.896518,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,702.3028390000001,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,2705.317419,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,805.168585,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2417.036245,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6142.698296,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,3627.95392,ssb-flat,10
hudi,presto,ssb_flat_q_14,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,2411.98785,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2954.0503040000003,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,23863.788003,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2824.176067,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,9463.632336,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2686.462674,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,9023.379003,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,24667.942883,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,14731.095209,ssb-flat,10
hudi,presto,ssb_flat_q_15,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,8367.207483,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1656.045055,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,11264.906391,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1592.73765,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5148.838374,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1705.74001,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5075.705919,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,11694.472259,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,9617.108877,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,7018.908469999999,ssb-flat,10
hudi,presto,ssb_flat_q_16,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,4143.68888,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,481.011519,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,2008.846189,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,367.695117,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,1092.239393,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,394.328046,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1016.830659,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,2522.5251980000003,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,1426.224105,ssb-flat,10
hudi,presto,ssb_flat_q_17,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,925.215682,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,3013.4485830000003,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,22192.009563,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2965.44744,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,10503.966025000002,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2714.866619,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,10763.949555,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,26142.278372,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,16240.596374,ssb-flat,10
hudi,presto,ssb_flat_q_18,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,8965.964457999999,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,788.92971,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7637.783836,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,741.4557140000001,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3006.616175,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,967.649728,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,2968.917445,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,7996.68001,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,5927.061449,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,4352.106945,ssb-flat,10
hudi,presto,ssb_flat_q_19,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,2688.203787,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1866.161222,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,15047.275795,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1878.20333,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,6320.797676,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2615.614311,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5639.97444,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,16121.81275,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,9455.872729,ssb-flat,10
hudi,presto,ssb_flat_q_20,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,5559.272102,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,732.059552,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,4835.009514,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,564.063396,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,2067.571069,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,653.648653,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,1904.360076,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,4880.235349,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,3570.327652,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,3012.627214,ssb-flat,10
hudi,presto,ssb_flat_q_21,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,1787.641547,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1883.217716,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,11919.394702,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1695.712618,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5693.6317500000005,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1568.017375,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,5880.93746,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,13395.292615,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,10463.605317,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,9574.18727,ssb-flat,10
hudi,presto,ssb_flat_q_22,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,4768.75047,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1593.467778,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,10748.172909,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1654.3707410000002,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5294.98965,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1575.044899,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,4445.151292,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,11624.567148,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6849.103825,ssb-flat,10
hudi,presto,ssb_flat_q_23,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,4075.30183,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,3816.29515,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,27024.870226,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,3762.671398,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,11615.114891,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4740.213638,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,11812.384696,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,33813.916282,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,19617.722169,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,17909.942186,ssb-flat,10
hudi,presto,ssb_flat_q_24,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,11608.135948,ssb-flat,10
hudi,presto,ssb_flat_q_25,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1539.629695,ssb-flat,10
hudi,presto,ssb_flat_q_25,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,13525.37692,ssb-flat,10
hudi,presto,ssb_flat_q_25,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1529.519339,ssb-flat,10
hudi,presto,ssb_flat_q_25,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,6591.27546,ssb-flat,10
