datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,10698.66,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,13423.01,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,11071.35,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,14509.41,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,1840.19,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,13459.52,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,2306.23,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,2093.8,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,10085.43,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,3974.74,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,1913.48,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,1784.34,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,1743.97,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,2747.93,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,14710.63,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=24,1844.03,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,1907.88,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,1718.7,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,2013.6,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,2584.3,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,12739.24,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,1702.43,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,1894.96,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,2045.57,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,3873.79,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,5751.82,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,2289.85,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,13499.36,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,3654.92,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,7438.01,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,1980.18,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=16,9651.67,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,7110.46,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,6359.9,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,6612.82,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3848.61,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5222.17,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,7592.48,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,10167.75,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,16915.79,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,4116.7,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,4057.77,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,7914.02,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3375.34,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,9125.81,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3733.11,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,6623.33,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5603.89,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,7852.52,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,8169.4,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,5275.71,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,14164.52,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1809.92,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,12064.63,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,2029.93,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,2158.33,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,14139.14,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,2122.63,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1788.34,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1771.8,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1757.88,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1901.19,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,5127.19,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,3173.88,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1802.84,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,8983.07,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,9218.08,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1905.12,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,14044.4,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,12802.58,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,10502.38,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,16104.73,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1856.25,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,2032.15,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,3922.85,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,6148.17,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,13579.05,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1951.06,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,1984.9,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,12849.31,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,4280.97,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,1800.23,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,2271.63,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,2689.02,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,3493.44,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,1842.58,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,2994.14,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,3149.09,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,5727.85,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,15504.08,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,6585.76,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,7140.11,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,3191.96,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,11971.53,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,3614.66,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=16,5287.6,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1832.03,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1770.53,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1938.49,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,4198.9,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,6571.85,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1758.36,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1807.81,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,2108.21,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,5808.74,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,14813.76,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,2580.05,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,14170.28,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,1903.91,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,14526.93,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,2800.7,ssb-flat,10
