datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3576.2,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2162.17,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1759.05,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,10761.88,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3334.43,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2850.12,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5517.07,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5098.45,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,7266.2,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3374.35,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1752.14,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,8496.46,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5492.56,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,10642.74,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,5528.12,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,6459.46,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,10446.94,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,5566.0,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,3620.25,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,7814.25,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1911.55,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1667.94,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,5005.76,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,7683.17,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,7029.98,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,1963.69,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,6160.4,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=32,3408.61,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5129.42,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1536.88,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,4553.56,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5819.02,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1740.4,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3112.3,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3836.57,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2441.17,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1687.17,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7136.16,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2011.44,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,6302.13,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10943.07,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10382.76,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,3838.73,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6962.97,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,8738.82,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2059.23,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6954.87,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6424.28,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,3809.24,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5460.79,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,3935.0,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5696.07,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2865.8,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5200.32,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,5584.7,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2011.81,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,2450.65,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,2956.98,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,2251.72,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,2425.13,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,6469.38,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,2342.34,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,3623.45,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,4158.35,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,3599.95,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,8632.14,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,3275.1,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,5831.67,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,3402.22,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,6912.41,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,3805.35,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=32,6386.16,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3811.75,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,6642.26,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,6121.65,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3692.64,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3809.03,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3155.09,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3617.69,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,4003.02,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,5498.29,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,6440.99,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,4478.87,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,4573.15,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3483.7,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3036.09,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,2926.3,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,2325.24,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3525.78,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2171.45,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3119.83,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3068.15,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4332.38,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6294.3,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3572.65,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5603.8,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2243.13,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3200.1,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2454.38,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3834.74,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5224.78,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4049.39,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3993.77,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3414.9,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4039.66,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2669.37,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3383.78,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4416.82,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3167.07,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2492.44,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3636.7,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3909.25,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3824.31,ssb-flat,10
