datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,ssb_flat_q_11,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4429.55,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3633.88,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2857.28,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4552.92,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4853.74,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3325.43,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4618.08,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4594.2,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3552.28,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4505.08,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3124.55,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.1,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,10962.69,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9871.2,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1778.78,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2043.47,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1706.48,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6504.78,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1640.18,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3123.0,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,10224.36,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4779.19,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2614.22,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9341.78,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2783.78,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3005.04,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2292.12,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1712.01,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,7610.61,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4225.0,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2716.38,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3378.13,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2965.15,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3441.95,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1587.16,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3146.4,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,5986.12,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4137.19,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2327.36,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,5742.25,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,3534.69,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3248.96,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1871.84,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2090.55,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3088.68,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3080.3,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3072.92,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3833.32,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7606.73,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4687.31,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2185.86,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2370.97,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2464.72,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4051.21,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2276.01,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3871.96,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7814.01,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2846.99,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1942.99,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3322.8,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2580.22,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5056.06,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4256.59,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2918.84,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6854.5,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4805.76,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4996.99,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2092.92,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,1730.5,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3813.01,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2451.52,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2916.83,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6736.63,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10730.21,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,9053.74,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3405.61,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3652.25,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1971.72,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1501.1,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4580.91,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4092.19,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,9153.97,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7587.62,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5544.06,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8041.03,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3247.09,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6904.95,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6498.4,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4775.44,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5208.19,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4105.27,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2185.08,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5898.68,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4571.53,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2098.03,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3001.17,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2659.61,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5674.49,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2760.09,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3818.96,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7494.44,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3786.4,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3519.18,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6299.58,ssb-flat,10
hudi,spark,ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3618.96,ssb-flat,10
hudi,spark,ssb_flat_q_01,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7186.52,ssb-flat,10
hudi,spark,ssb_flat_q_02,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5264.33,ssb-flat,10
hudi,spark,ssb_flat_q_03,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2911.1,ssb-flat,10
hudi,spark,ssb_flat_q_04,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5713.36,ssb-flat,10
hudi,spark,ssb_flat_q_06,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6309.96,ssb-flat,10
hudi,spark,ssb_flat_q_07,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1967.0,ssb-flat,10
hudi,spark,ssb_flat_q_08,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2324.6,ssb-flat,10
hudi,spark,ssb_flat_q_11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2452.32,ssb-flat,10
hudi,spark,ssb_flat_q_12,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10544.05,ssb-flat,10
hudi,spark,ssb_flat_q_14,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7256.39,ssb-flat,10
hudi,spark,ssb_flat_q_21,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3804.1,ssb-flat,10
hudi,spark,ssb_flat_q_22,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7722.94,ssb-flat,10
hudi,spark,ssb_flat_q_25,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3792.38,ssb-flat,10
hudi,spark,ssb_flat_q_26,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4726.77,ssb-flat,10
hudi,spark,ssb_flat_q_27,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6109.06,ssb-flat,10
