datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,q1_2,25;170;24;6;8;2048;82,12384.0,ssb-flat,100
delta,presto,q1_3,25;170;24;6;8;2048;82,8918.0,ssb-flat,100
delta,presto,q2_1,25;170;24;6;8;2048;82,48661.0,ssb-flat,100
delta,presto,q2_2,25;170;24;6;8;2048;82,33622.0,ssb-flat,100
delta,presto,q2_3,25;170;24;6;8;2048;82,27884.0,ssb-flat,100
delta,presto,q3_1,25;170;24;6;8;2048;82,36942.0,ssb-flat,100
delta,presto,q3_2,25;170;24;6;8;2048;82,44232.0,ssb-flat,100
delta,presto,q3_3,25;170;24;6;8;2048;82,35862.0,ssb-flat,100
delta,presto,q3_4,25;170;24;6;8;2048;82,7173.0,ssb-flat,100
delta,presto,q4_1,25;170;24;6;8;2048;82,47670.0,ssb-flat,100
delta,presto,q4_2,25;170;24;6;8;2048;82,13343.0,ssb-flat,100
delta,presto,q4_3,25;170;24;6;8;2048;82,14120.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,29686.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,32914.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,25451.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,108499.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,104187.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,102708.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,118580.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,148046.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,123272.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,35064.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,194065.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,53946.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,78740.0,ssb-flat,100
delta,presto,q1_1,20;198;136;9;36;512;1784,30107.0,ssb-flat,100
delta,presto,q1_2,20;198;136;9;36;512;1784,34019.0,ssb-flat,100
delta,presto,q1_3,20;198;136;9;36;512;1784,40704.0,ssb-flat,100
delta,presto,q2_1,20;198;136;9;36;512;1784,112362.0,ssb-flat,100
delta,presto,q2_2,20;198;136;9;36;512;1784,99764.0,ssb-flat,100
delta,presto,q2_3,20;198;136;9;36;512;1784,100399.0,ssb-flat,100
delta,presto,q3_1,20;198;136;9;36;512;1784,93484.0,ssb-flat,100
delta,presto,q3_2,20;198;136;9;36;512;1784,110167.0,ssb-flat,100
delta,presto,q3_3,20;198;136;9;36;512;1784,89056.0,ssb-flat,100
delta,presto,q3_4,20;198;136;9;36;512;1784,26271.0,ssb-flat,100
delta,presto,q4_1,20;198;136;9;36;512;1784,117876.0,ssb-flat,100
delta,presto,q4_2,20;198;136;9;36;512;1784,59750.0,ssb-flat,100
delta,presto,q4_3,20;198;136;9;36;512;1784,40856.0,ssb-flat,100
delta,presto,q1_1,26;207;16;6;6;2048;390,16485.0,ssb-flat,100
delta,presto,q1_2,26;207;16;6;6;2048;390,27847.0,ssb-flat,100
delta,presto,q1_3,26;207;16;6;6;2048;390,26594.0,ssb-flat,100
delta,presto,q2_1,26;207;16;6;6;2048;390,92334.0,ssb-flat,100
delta,presto,q2_2,26;207;16;6;6;2048;390,100026.0,ssb-flat,100
delta,presto,q2_3,26;207;16;6;6;2048;390,103664.0,ssb-flat,100
delta,presto,q3_1,26;207;16;6;6;2048;390,92165.0,ssb-flat,100
delta,presto,q3_2,26;207;16;6;6;2048;390,111117.0,ssb-flat,100
delta,presto,q3_3,26;207;16;6;6;2048;390,97505.0,ssb-flat,100
delta,presto,q3_4,26;207;16;6;6;2048;390,25229.0,ssb-flat,100
delta,presto,q4_1,26;207;16;6;6;2048;390,126290.0,ssb-flat,100
delta,presto,q4_2,26;207;16;6;6;2048;390,54657.0,ssb-flat,100
delta,presto,q4_3,26;207;16;6;6;2048;390,46062.0,ssb-flat,100
delta,presto,q1_1,8;137;51;18;32;1024;942,11477.0,ssb-flat,100
delta,presto,q1_2,8;137;51;18;32;1024;942,29653.0,ssb-flat,100
delta,presto,q1_3,8;137;51;18;32;1024;942,33123.0,ssb-flat,100
delta,presto,q2_1,8;137;51;18;32;1024;942,109917.0,ssb-flat,100
delta,presto,q2_2,8;137;51;18;32;1024;942,98222.0,ssb-flat,100
delta,presto,q2_3,8;137;51;18;32;1024;942,101353.0,ssb-flat,100
delta,presto,q3_1,8;137;51;18;32;1024;942,92374.0,ssb-flat,100
delta,presto,q3_2,8;137;51;18;32;1024;942,111556.0,ssb-flat,100
delta,presto,q3_3,8;137;51;18;32;1024;942,88220.0,ssb-flat,100
delta,presto,q3_4,8;137;51;18;32;1024;942,28205.0,ssb-flat,100
delta,presto,q4_1,8;137;51;18;32;1024;942,119157.0,ssb-flat,100
delta,presto,q4_2,8;137;51;18;32;1024;942,50008.0,ssb-flat,100
delta,presto,q4_3,8;137;51;18;32;1024;942,65685.0,ssb-flat,100
delta,presto,q1_1,30;107;40;12;12;2048;208,27835.0,ssb-flat,100
delta,presto,q1_2,30;107;40;12;12;2048;208,25027.0,ssb-flat,100
delta,presto,q1_3,30;107;40;12;12;2048;208,24922.0,ssb-flat,100
delta,presto,q2_1,30;107;40;12;12;2048;208,90572.0,ssb-flat,100
delta,presto,q2_2,30;107;40;12;12;2048;208,95423.0,ssb-flat,100
delta,presto,q2_3,30;107;40;12;12;2048;208,107501.0,ssb-flat,100
delta,presto,q3_1,30;107;40;12;12;2048;208,92399.0,ssb-flat,100
delta,presto,q3_2,30;107;40;12;12;2048;208,132277.0,ssb-flat,100
delta,presto,q3_3,30;107;40;12;12;2048;208,117705.0,ssb-flat,100
delta,presto,q3_4,30;107;40;12;12;2048;208,37489.0,ssb-flat,100
delta,presto,q4_1,30;107;40;12;12;2048;208,167750.0,ssb-flat,100
delta,presto,q4_2,30;107;40;12;12;2048;208,67755.0,ssb-flat,100
delta,presto,q4_3,30;107;40;12;12;2048;208,75473.0,ssb-flat,100
delta,presto,q1_1,31;105;24;8;8;1024;91,41256.0,ssb-flat,100
delta,presto,q1_2,31;105;24;8;8;1024;91,50034.0,ssb-flat,100
delta,presto,q1_3,31;105;24;8;8;1024;91,59412.0,ssb-flat,100
delta,presto,q2_1,31;105;24;8;8;1024;91,107471.0,ssb-flat,100
delta,presto,q2_2,31;105;24;8;8;1024;91,128361.0,ssb-flat,100
delta,presto,q2_3,31;105;24;8;8;1024;91,132784.0,ssb-flat,100
delta,presto,q3_1,31;105;24;8;8;1024;91,107409.0,ssb-flat,100
delta,presto,q3_2,31;105;24;8;8;1024;91,117219.0,ssb-flat,100
delta,presto,q3_3,31;105;24;8;8;1024;91,83018.0,ssb-flat,100
delta,presto,q3_4,31;105;24;8;8;1024;91,0.0,ssb-flat,100
delta,presto,q4_1,31;105;24;8;8;1024;91,0.0,ssb-flat,100
delta,presto,q4_2,31;105;24;8;8;1024;91,0.0,ssb-flat,100
delta,presto,q4_3,31;105;24;8;8;1024;91,0.0,ssb-flat,100
delta,presto,q1_1,24;133;24;8;8;2048;518,12702.0,ssb-flat,100
delta,presto,q1_2,24;133;24;8;8;2048;518,7298.0,ssb-flat,100
delta,presto,q1_3,24;133;24;8;8;2048;518,7128.0,ssb-flat,100
delta,presto,q2_1,24;133;24;8;8;2048;518,48611.0,ssb-flat,100
delta,presto,q2_2,24;133;24;8;8;2048;518,24305.0,ssb-flat,100
delta,presto,q2_3,24;133;24;8;8;2048;518,24219.0,ssb-flat,100
delta,presto,q3_1,24;133;24;8;8;2048;518,28685.0,ssb-flat,100
delta,presto,q3_2,24;133;24;8;8;2048;518,33124.0,ssb-flat,100
delta,presto,q3_3,24;133;24;8;8;2048;518,27123.0,ssb-flat,100
delta,presto,q3_4,24;133;24;8;8;2048;518,12062.0,ssb-flat,100
delta,presto,q4_1,24;133;24;8;8;2048;518,47507.0,ssb-flat,100
delta,presto,q4_2,24;133;24;8;8;2048;518,17700.0,ssb-flat,100
delta,presto,q4_3,24;133;24;8;8;2048;518,22044.0,ssb-flat,100
delta,presto,q1_1,27;106;40;12;12;2048;421,7011.0,ssb-flat,100
delta,presto,q1_2,27;106;40;12;12;2048;421,10323.0,ssb-flat,100
delta,presto,q1_3,27;106;40;12;12;2048;421,7888.0,ssb-flat,100
delta,presto,q2_1,27;106;40;12;12;2048;421,43625.0,ssb-flat,100
delta,presto,q2_2,27;106;40;12;12;2048;421,31239.0,ssb-flat,100
delta,presto,q2_3,27;106;40;12;12;2048;421,25545.0,ssb-flat,100
delta,presto,q3_1,27;106;40;12;12;2048;421,29865.0,ssb-flat,100
delta,presto,q3_2,27;106;40;12;12;2048;421,33918.0,ssb-flat,100
delta,presto,q3_3,27;106;40;12;12;2048;421,31529.0,ssb-flat,100
delta,presto,q3_4,27;106;40;12;12;2048;421,9000.0,ssb-flat,100
delta,presto,q4_1,27;106;40;12;12;2048;421,45392.0,ssb-flat,100
delta,presto,q4_2,27;106;40;12;12;2048;421,14281.0,ssb-flat,100
delta,presto,q4_3,27;106;40;12;12;2048;421,13495.0,ssb-flat,100
delta,presto,q1_1,12;281;136;9;36;2048;938,9018.0,ssb-flat,100
delta,presto,q1_2,12;281;136;9;36;2048;938,14360.0,ssb-flat,100
delta,presto,q1_3,12;281;136;9;36;2048;938,9953.0,ssb-flat,100
delta,presto,q2_1,12;281;136;9;36;2048;938,50630.0,ssb-flat,100
delta,presto,q2_2,12;281;136;9;36;2048;938,24561.0,ssb-flat,100
delta,presto,q2_3,12;281;136;9;36;2048;938,23826.0,ssb-flat,100
delta,presto,q3_1,12;281;136;9;36;2048;938,23685.0,ssb-flat,100
delta,presto,q3_2,12;281;136;9;36;2048;938,23450.0,ssb-flat,100
delta,presto,q3_3,12;281;136;9;36;2048;938,25133.0,ssb-flat,100
delta,presto,q3_4,12;281;136;9;36;2048;938,12140.0,ssb-flat,100
delta,presto,q4_1,12;281;136;9;36;2048;938,45692.0,ssb-flat,100
delta,presto,q4_2,12;281;136;9;36;2048;938,21110.0,ssb-flat,100
delta,presto,q4_3,12;281;136;9;36;2048;938,21441.0,ssb-flat,100
delta,presto,q1_1,18;134;35;11;38;512;314,11097.0,ssb-flat,100
delta,presto,q1_2,18;134;35;11;38;512;314,12026.0,ssb-flat,100
delta,presto,q1_3,18;134;35;11;38;512;314,9661.0,ssb-flat,100
delta,presto,q2_1,18;134;35;11;38;512;314,45813.0,ssb-flat,100
delta,presto,q2_2,18;134;35;11;38;512;314,33933.0,ssb-flat,100
delta,presto,q2_3,18;134;35;11;38;512;314,24902.0,ssb-flat,100
delta,presto,q3_1,18;134;35;11;38;512;314,32808.0,ssb-flat,100
delta,presto,q3_2,18;134;35;11;38;512;314,34453.0,ssb-flat,100
delta,presto,q3_3,18;134;35;11;38;512;314,37318.0,ssb-flat,100
delta,presto,q3_4,18;134;35;11;38;512;314,13350.0,ssb-flat,100
delta,presto,q4_1,18;134;35;11;38;512;314,57213.0,ssb-flat,100
delta,presto,q4_2,18;134;35;11;38;512;314,18113.0,ssb-flat,100
delta,presto,q4_3,18;134;35;11;38;512;314,30845.0,ssb-flat,100
delta,presto,q1_1,21;288;132;35;35;1024;119,8530.0,ssb-flat,100
delta,presto,q1_2,21;288;132;35;35;1024;119,14662.0,ssb-flat,100
delta,presto,q1_3,21;288;132;35;35;1024;119,11780.0,ssb-flat,100
delta,presto,q2_1,21;288;132;35;35;1024;119,49588.0,ssb-flat,100
delta,presto,q2_2,21;288;132;35;35;1024;119,34537.0,ssb-flat,100
delta,presto,q2_3,21;288;132;35;35;1024;119,29047.0,ssb-flat,100
delta,presto,q3_1,21;288;132;35;35;1024;119,23887.0,ssb-flat,100
delta,presto,q3_2,21;288;132;35;35;1024;119,46940.0,ssb-flat,100
delta,presto,q3_3,21;288;132;35;35;1024;119,35201.0,ssb-flat,100
delta,presto,q3_4,21;288;132;35;35;1024;119,12204.0,ssb-flat,100
delta,presto,q4_1,21;288;132;35;35;1024;119,55231.0,ssb-flat,100
delta,presto,q4_2,21;288;132;35;35;1024;119,11453.0,ssb-flat,100
delta,presto,q4_3,21;288;132;35;35;1024;119,15759.0,ssb-flat,100
delta,presto,q1_1,27;109;48;14;14;512;74,8473.0,ssb-flat,100
delta,presto,q1_2,27;109;48;14;14;512;74,11703.0,ssb-flat,100
delta,presto,q1_3,27;109;48;14;14;512;74,8796.0,ssb-flat,100
delta,presto,q2_1,27;109;48;14;14;512;74,58661.0,ssb-flat,100
delta,presto,q2_2,27;109;48;14;14;512;74,31716.0,ssb-flat,100
delta,presto,q2_3,27;109;48;14;14;512;74,36587.0,ssb-flat,100
delta,presto,q3_1,27;109;48;14;14;512;74,46211.0,ssb-flat,100
delta,presto,q3_2,27;109;48;14;14;512;74,48567.0,ssb-flat,100
delta,presto,q3_3,27;109;48;14;14;512;74,45153.0,ssb-flat,100
delta,presto,q3_4,27;109;48;14;14;512;74,12270.0,ssb-flat,100
delta,presto,q4_1,27;109;48;14;14;512;74,60930.0,ssb-flat,100
delta,presto,q4_2,27;109;48;14;14;512;74,22254.0,ssb-flat,100
delta,presto,q4_3,27;109;48;14;14;512;74,31263.0,ssb-flat,100
delta,presto,q1_1,31;103;40;10;12;2048;1120,9316.0,ssb-flat,100
delta,presto,q1_2,31;103;40;10;12;2048;1120,11198.0,ssb-flat,100
delta,presto,q1_3,31;103;40;10;12;2048;1120,9580.0,ssb-flat,100
delta,presto,q2_1,31;103;40;10;12;2048;1120,48074.0,ssb-flat,100
delta,presto,q2_2,31;103;40;10;12;2048;1120,33443.0,ssb-flat,100
delta,presto,q2_3,31;103;40;10;12;2048;1120,30502.0,ssb-flat,100
delta,presto,q3_1,31;103;40;10;12;2048;1120,39278.0,ssb-flat,100
delta,presto,q3_2,31;103;40;10;12;2048;1120,48908.0,ssb-flat,100
delta,presto,q3_3,31;103;40;10;12;2048;1120,39075.0,ssb-flat,100
delta,presto,q3_4,31;103;40;10;12;2048;1120,15585.0,ssb-flat,100
delta,presto,q4_1,31;103;40;10;12;2048;1120,64689.0,ssb-flat,100
delta,presto,q4_2,31;103;40;10;12;2048;1120,21992.0,ssb-flat,100
delta,presto,q4_3,31;103;40;10;12;2048;1120,29266.0,ssb-flat,100
delta,presto,q1_1,32;104;28;6;9;2048;1246,7441.0,ssb-flat,100
delta,presto,q1_2,32;104;28;6;9;2048;1246,15124.0,ssb-flat,100
delta,presto,q1_3,32;104;28;6;9;2048;1246,10676.0,ssb-flat,100
delta,presto,q2_1,32;104;28;6;9;2048;1246,41690.0,ssb-flat,100
delta,presto,q2_2,32;104;28;6;9;2048;1246,32330.0,ssb-flat,100
delta,presto,q2_3,32;104;28;6;9;2048;1246,30043.0,ssb-flat,100
delta,presto,q3_1,32;104;28;6;9;2048;1246,29909.0,ssb-flat,100
delta,presto,q3_2,32;104;28;6;9;2048;1246,47056.0,ssb-flat,100
delta,presto,q3_3,32;104;28;6;9;2048;1246,30046.0,ssb-flat,100
delta,presto,q3_4,32;104;28;6;9;2048;1246,10314.0,ssb-flat,100
delta,presto,q4_1,32;104;28;6;9;2048;1246,48792.0,ssb-flat,100
delta,presto,q4_2,32;104;28;6;9;2048;1246,13909.0,ssb-flat,100
delta,presto,q4_3,32;104;28;6;9;2048;1246,13338.0,ssb-flat,100
delta,presto,q1_1,13;181;83;25;25;1024;229,10035.0,ssb-flat,100
delta,presto,q1_2,13;181;83;25;25;1024;229,4600.0,ssb-flat,100
delta,presto,q1_3,13;181;83;25;25;1024;229,4956.0,ssb-flat,100
delta,presto,q2_1,13;181;83;25;25;1024;229,42632.0,ssb-flat,100
delta,presto,q2_2,13;181;83;25;25;1024;229,33120.0,ssb-flat,100
delta,presto,q2_3,13;181;83;25;25;1024;229,26822.0,ssb-flat,100
delta,presto,q3_1,13;181;83;25;25;1024;229,30350.0,ssb-flat,100
delta,presto,q3_2,13;181;83;25;25;1024;229,28723.0,ssb-flat,100
delta,presto,q3_3,13;181;83;25;25;1024;229,30944.0,ssb-flat,100
delta,presto,q3_4,13;181;83;25;25;1024;229,17589.0,ssb-flat,100
delta,presto,q4_1,13;181;83;25;25;1024;229,48880.0,ssb-flat,100
delta,presto,q4_2,13;181;83;25;25;1024;229,27798.0,ssb-flat,100
delta,presto,q4_3,13;181;83;25;25;1024;229,18763.0,ssb-flat,100
delta,presto,q1_1,25;170;24;6;8;2048;82,9766.0,ssb-flat,100
delta,presto,q1_2,25;170;24;6;8;2048;82,12384.0,ssb-flat,100
delta,presto,q1_3,25;170;24;6;8;2048;82,8918.0,ssb-flat,100
delta,presto,q2_1,25;170;24;6;8;2048;82,48661.0,ssb-flat,100
delta,presto,q2_2,25;170;24;6;8;2048;82,33622.0,ssb-flat,100
delta,presto,q2_3,25;170;24;6;8;2048;82,27884.0,ssb-flat,100
delta,presto,q3_1,25;170;24;6;8;2048;82,36942.0,ssb-flat,100
delta,presto,q3_2,25;170;24;6;8;2048;82,44232.0,ssb-flat,100
delta,presto,q3_3,25;170;24;6;8;2048;82,35862.0,ssb-flat,100
delta,presto,q3_4,25;170;24;6;8;2048;82,7173.0,ssb-flat,100
delta,presto,q4_1,25;170;24;6;8;2048;82,47670.0,ssb-flat,100
delta,presto,q4_2,25;170;24;6;8;2048;82,13343.0,ssb-flat,100
delta,presto,q4_3,25;170;24;6;8;2048;82,14120.0,ssb-flat,100
delta,presto,syn_q5,95.4;198.8;123.8;22.1;74.6;112.3;46.1|85.0;186.1;57.1;299.8;77.3,50794.17,ssb_flat,100
delta,presto,syn_q5,151.1;62.8;159.4;164.2;142.5;158.7;141.8;166.2|145.1;166.2;130.1,44674.54,ssb_flat,100
delta,presto,syn_q5,173.4;11.1;130.5;191.2;61.5;52.1;31.6;177.8|39.9;198.6;83.3,34313.95,ssb_flat,100
delta,presto,syn_q5,185.0;135.1;181.2;134.3;27.7;10.3;188.5;157.2|148.0;281.7;293.4,49598.98,ssb_flat,100
delta,presto,syn_q5,129.9;18.1;177.2;48.7;107.5;112.5;108.3|141.7;126.6;163.3,31593.47,ssb_flat,100
delta,presto,syn_q5,189.7;114.6;133.7;156.4;168.3;170.1;72.0;189.8|142.7;159.7;201.3,64261.86,ssb_flat,100
delta,presto,syn_q5,190.8;44.9;132.9;130.0;26.9;89.6|132.7;181.8;42.6,39145.18,ssb_flat,100
delta,presto,syn_q5,178.1;83.1;30.9;162.0;87.2;35.2;115.9;110.8|79.6;44.8;26.5,47799.27,ssb_flat,100
delta,presto,syn_q5,198.9;90.0;137.8;177.6;63.3|104.6;182.5;192.8;63.3,48991.60,ssb_flat,100
delta,presto,syn_q5,73.5;109.2;166.1;102.1;11.1;43.9|245.0;279.8;51.4;57.1;264.3,41637.08,ssb_flat,100
delta,presto,syn_q5,87.5;13.5;27.1;185.9;191.8|115.6;12.6;169.9;87.2;140.9;248.6,53660.15,ssb_flat,100
delta,presto,syn_q5,57.5;81.6;154.6;10.1|80.3;102.3;254.9;268.5;99.4,39024.57,ssb_flat,100
delta,presto,syn_q5,77.4;142.7;90.7;105.2;25.0;111.2|239.0;235.9;90.7;14.7;80.5;126.0,58442.99,ssb_flat,100
delta,presto,syn_q5,169.7;180.8;113.9;32.6;176.1;118.3|82.1;117.1;282.3;126.0;54.2;67.3,30050.18,ssb_flat,100
delta,presto,syn_q5,53.9;17.3;86.6;98.1;157.3|92.3;31.4;118.1;100.0;246.8;290.7,46738.88,ssb_flat,100
delta,presto,syn_q6,43.7;99.7;54.1;86.9;157.1;73.6|299.2;294.7;127.2;246.1,34442.97,ssb_flat,100
delta,presto,syn_q6,170.9;60.8;155.2;84.1;40.0;159.6;175.7;107.1|130.8;40.5;147.1;297.9;73.6;127.3,23596.96,ssb_flat,100
delta,presto,syn_q6,142.6;40.3;176.8;157.7;190.3;185.5;84.8;146.7|108.0;172.7;212.6;212.9,36267.30,ssb_flat,100
delta,presto,syn_q6,34.2;130.4;155.5;114.8;74.4;57.5;65.0|153.2;181.8;96.4;108.2;33.7;195.9,42238.13,ssb_flat,100
delta,presto,syn_q6,190.7;151.5;113.9;52.7;61.6;188.6;64.5|155.1;134.5;203.9;17.6;237.6,33465.28,ssb_flat,100
delta,presto,syn_q6,148.8;38.0;117.4;122.1;54.9;125.6;179.0|130.4;112.8;75.1,43262.46,ssb_flat,100
delta,presto,syn_q6,25.8;84.8;158.5;134.6;142.0;26.8;56.5;104.4|147.5;120.1;146.7;58.2,46049.55,ssb_flat,100
delta,presto,syn_q6,189.2;62.0;126.6;164.8|171.2;50.6;222.3,42064.56,ssb_flat,100
delta,presto,syn_q6,49.5;35.0;33.3;64.2;158.9;122.5;66.6;156.9|63.3;196.3;253.1;227.1;297.5;193.5,37027.53,ssb_flat,100
delta,presto,syn_q6,170.1;66.3;152.6;49.0;165.0;123.6;97.4|13.3;124.7;176.1;156.6;202.8,47335.42,ssb_flat,100
delta,presto,syn_q6,44.5;88.6;183.1;146.5|35.6;128.9;297.0;17.4;207.8;169.7,51379.78,ssb_flat,100
delta,presto,syn_q6,72.4;124.0;16.2;191.6;30.4|237.7;175.7;42.9;235.1;81.6,32444.88,ssb_flat,100
delta,presto,syn_q6,61.7;121.2;154.7;25.4;53.0;61.7;61.7;100.5|251.6;200.5;69.5;208.8;164.7;39.1,68713.26,ssb_flat,100
delta,presto,syn_q6,166.8;113.6;141.4;26.8|287.0;260.8;153.2,43688.55,ssb_flat,100
delta,presto,syn_q6,17.2;198.9;182.7;27.3;86.1|177.7;216.0;202.2;34.1;17.2,45255.19,ssb_flat,100
delta,presto,syn_q7,107.6;109.9;107.1;158.9|123.8;14.1;190.2;27.2;175.6;34.3,26436.69,ssb_flat,100
delta,presto,syn_q7,55.7;160.1;54.6;127.5;73.8;24.0;151.5|100.1;19.4;105.7,65709.20,ssb_flat,100
delta,presto,syn_q7,166.1;112.6;184.4;33.8;138.7;147.5;93.7;138.6|284.8;286.2;72.4,34293.05,ssb_flat,100
delta,presto,syn_q7,167.3;110.9;115.7;191.9;68.6|256.6;36.2;94.6;54.2;52.1,36985.75,ssb_flat,100
delta,presto,syn_q7,165.0;86.1;79.6;173.2;37.5;43.4;147.2;30.3|48.4;114.9;117.6;119.8;63.6,37636.12,ssb_flat,100
delta,presto,syn_q7,22.1;146.5;65.6;14.6;64.2;59.2;180.1;109.1|197.6;82.1;266.1;118.0,67965.07,ssb_flat,100
delta,presto,syn_q7,178.5;140.3;172.6;136.2|150.3;206.7;41.1;14.6;52.7;179.5,23711.50,ssb_flat,100
delta,presto,syn_q7,124.9;84.1;158.6;74.5;22.2;95.9;172.9|254.1;51.0;188.2,115351.85,ssb_flat,100
delta,presto,syn_q7,148.9;102.9;165.8;39.6|182.2;81.4;174.5,61773.81,ssb_flat,100
delta,presto,syn_q7,159.5;94.1;139.1;92.7|43.0;17.8;49.7;159.0;140.9;10.3,48116.93,ssb_flat,100
delta,presto,syn_q7,75.8;123.0;127.6;148.5;80.9;47.3|89.5;24.8;244.6;61.5;48.0,44265.00,ssb_flat,100
delta,presto,syn_q7,151.1;108.9;116.5;115.4;16.5;50.5;188.6|265.3;59.3;101.7;125.9;230.8,49024.92,ssb_flat,100
delta,presto,syn_q7,55.2;158.0;61.7;124.9|89.2;208.6;143.2;110.9,52614.89,ssb_flat,100
delta,presto,syn_q7,111.9;147.5;55.6;90.6|22.9;267.7;250.7,54610.55,ssb_flat,100
delta,presto,syn_q7,94.8;23.6;175.6;69.6;56.3|118.8;39.2;100.0;53.2;38.6,53162.00,ssb_flat,100
delta,presto,syn_q8,88.0;55.3;150.9;134.5;192.8|138.8;97.2;144.9;83.0;244.0,31200.96,ssb_flat,100
delta,presto,syn_q8,130.4;28.2;148.6;103.6;122.1;146.9;163.3|292.5;46.1;111.3;102.6,38637.39,ssb_flat,100
delta,presto,syn_q8,199.0;108.5;51.2;188.4;80.8;155.7|45.6;17.4;186.5,43048.54,ssb_flat,100
delta,presto,syn_q8,29.1;24.8;76.1;138.8;135.2;17.5;29.9|282.6;143.4;239.3,39278.92,ssb_flat,100
delta,presto,syn_q8,119.2;102.9;92.2;123.5;189.4;69.4|125.4;214.1;41.9,69574.82,ssb_flat,100
delta,presto,syn_q8,119.9;158.3;136.3;156.4;185.4;90.6|206.3;112.4;67.4;134.2;300.0;116.7,49634.49,ssb_flat,100
delta,presto,syn_q8,143.6;122.9;18.6;21.0;34.3;111.5|88.3;34.8;72.0;242.2,49244.85,ssb_flat,100
delta,presto,syn_q8,153.1;126.3;24.1;46.0|274.1;99.9;152.8;99.8;188.2;135.3,54234.90,ssb_flat,100
delta,presto,syn_q8,69.6;145.3;148.2;88.7;156.0|285.7;87.7;289.3,31976.86,ssb_flat,100
delta,presto,syn_q8,143.7;172.3;179.3;12.1;19.8|205.3;76.2;115.6;192.4;254.6;172.6,61460.58,ssb_flat,100
delta,presto,syn_q8,84.1;14.8;43.1;171.5;44.5|78.8;221.5;244.8;284.3;215.2;242.0,43988.72,ssb_flat,100
delta,presto,syn_q8,178.4;174.2;109.4;91.5;120.8|245.0;204.9;287.5,55026.05,ssb_flat,100
delta,presto,syn_q8,24.4;129.1;41.6;174.7;163.0|277.7;179.8;239.0,32625.86,ssb_flat,100
delta,presto,syn_q8,117.8;195.9;170.2;163.9;174.4;84.9;154.1;70.5|192.5;89.1;275.3;213.0;62.5,28234.22,ssb_flat,100
delta,presto,syn_q8,63.2;185.7;30.8;28.5;156.8;111.1|34.7;120.8;140.5;158.3;15.3,57514.06,ssb_flat,100
delta,presto,syn_q9,23.3;36.3;197.7;156.7;110.8;35.9;36.5|71.9;33.7;220.9;125.3;93.4;149.4,40413.36,ssb_flat,100
delta,presto,syn_q9,131.2;129.2;146.4;167.4|65.0;85.9;43.7;192.1,37054.88,ssb_flat,100
delta,presto,syn_q9,55.4;106.3;70.2;128.9;122.3;88.6;97.9;62.0|52.7;236.7;203.3;216.8,56256.42,ssb_flat,100
delta,presto,syn_q9,135.1;195.7;36.6;180.9;38.3|243.5;274.3;60.7;267.5;79.7;179.1,42618.79,ssb_flat,100
delta,presto,syn_q9,170.7;117.9;170.7;41.4;45.4;45.2;126.8;154.7|97.4;160.9;230.4;82.0;277.3,37034.52,ssb_flat,100
delta,presto,syn_q9,155.7;148.6;92.7;31.5;194.7;32.1;68.7|74.0;133.6;17.0;215.2,66890.28,ssb_flat,100
delta,presto,syn_q9,70.9;104.9;26.2;73.4|182.2;201.4;211.3;233.6;273.9,68892.23,ssb_flat,100
delta,presto,syn_q9,158.2;110.8;186.5;19.9;185.2|209.5;14.6;221.6,37582.38,ssb_flat,100
delta,presto,syn_q9,191.2;98.9;32.1;43.9;147.7;85.4;147.7|52.3;104.0;96.1;165.2,25705.39,ssb_flat,100
delta,presto,syn_q9,43.3;70.7;135.0;122.0|145.8;75.9;142.1;275.9;175.7;184.5,60880.72,ssb_flat,100
delta,presto,syn_q9,195.6;172.0;70.0;75.8;117.2;132.3|83.9;140.9;207.8;31.3,36644.87,ssb_flat,100
delta,presto,syn_q9,138.3;197.7;193.0;96.6;51.5;110.3;38.2|124.0;199.4;260.2;40.2;56.5,57045.56,ssb_flat,100
delta,presto,syn_q9,65.4;171.5;49.0;15.8;12.7;18.2;85.6;57.4|177.6;58.2;83.3;194.9,24919.02,ssb_flat,100
delta,presto,syn_q9,107.1;52.4;182.7;174.3;161.9|267.5;208.1;161.3,58817.63,ssb_flat,100
delta,presto,syn_q9,25.8;131.0;53.6;91.1;77.1|168.0;53.3;10.8;48.8;28.6,31290.39,ssb_flat,100
delta,presto,syn_q10,37.6;55.7;13.2;59.0;54.7|137.3;160.5;129.9;270.6;89.3,48668.77,ssb_flat,100
