datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,78565.83,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,86753.99,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,10654.59,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,30037.1,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,40507.94,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,9868.63,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,10156.42,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,8630.72,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,84843.42,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,11093.21,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,70940.43,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,63292.2,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,78715.3,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,74162.54,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,87699.92,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,41429.36,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,23749.85,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,93279.57,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,12309.4,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,10662.44,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,67622.03,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,82055.04,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,11262.36,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,68200.33,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,67451.92,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,11060.1,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,76853.77,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,83791.83,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,10621.28,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,12951.36,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=48,95331.45,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,48588.51,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,34441.44,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,22941.56,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,50309.37,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10839.63,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,73122.73,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10610.58,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,10900.36,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,26226.31,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,77129.51,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,14543.58,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,12653.55,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,13464.46,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,8717.13,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,48474.77,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,8541.18,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,10797.63,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,86136.55,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,9758.56,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,79275.42,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,83809.48,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,10405.39,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,25741.13,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,81086.12,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,58501.88,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=24,44705.15,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,8331.53,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,79386.93,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,8469.34,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,62950.3,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,56948.85,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,73630.08,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,78577.94,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,83160.33,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,52128.32,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,84041.11,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,78124.32,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,13820.77,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,90028.94,ssb-flat,100
delta,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,17993.8,ssb-flat,100
delta,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,27748.89,ssb-flat,100
delta,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,8500.78,ssb-flat,100
delta,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,80661.67,ssb-flat,100
delta,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,10989.75,ssb-flat,100
delta,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,71842.22,ssb-flat,100
delta,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,10025.09,ssb-flat,100
delta,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,10414.36,ssb-flat,100
delta,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,26740.63,ssb-flat,100
delta,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,87448.51,ssb-flat,100
delta,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,81742.51,ssb-flat,100
delta,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,12434.43,ssb-flat,100
delta,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,47334.84,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,29686.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,32914.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,25451.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,108499.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,104187.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,102708.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,118580.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,148046.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,123272.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,35064.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,194065.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,53946.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,78740.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,30107.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,34019.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,40704.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,112362.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,99764.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,100399.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,93484.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,110167.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,89056.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,26271.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,117876.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,59750.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,40856.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,16485.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,27847.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,26594.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,92334.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,100026.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,103664.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,92165.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,111117.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,97505.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,25229.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,126290.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,54657.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,46062.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,11477.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,29653.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,33123.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,109917.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,98222.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,101353.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,92374.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,111556.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,88220.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,28205.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,119157.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,50008.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,65685.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,27835.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,25027.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,24922.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,90572.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,95423.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,107501.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,92399.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,132277.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,117705.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,37489.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,167750.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,67755.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,75473.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,41256.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,50034.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,59412.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,107471.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,128361.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,132784.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,107409.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,117219.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,83018.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,0.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,0.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,0.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,0.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,12702.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,7298.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,7128.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,48611.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,24305.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,24219.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,28685.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,33124.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,27123.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,12062.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,47507.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,17700.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,22044.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,7011.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,10323.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,7888.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,43625.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,31239.0,ssb-flat,100
delta,presto,q2_3,16;200;20;18;18;32;32,25545.0,ssb-flat,100
delta,presto,q3_1,16;200;20;18;18;32;32,29865.0,ssb-flat,100
delta,presto,q3_2,16;200;20;18;18;32;32,33918.0,ssb-flat,100
delta,presto,q3_3,16;200;20;18;18;32;32,31529.0,ssb-flat,100
delta,presto,q3_4,16;200;20;18;18;32;32,9000.0,ssb-flat,100
delta,presto,q4_1,16;200;20;18;18;32;32,45392.0,ssb-flat,100
delta,presto,q4_2,16;200;20;18;18;32;32,14281.0,ssb-flat,100
delta,presto,q4_3,16;200;20;18;18;32;32,13495.0,ssb-flat,100
delta,presto,q1_1,16;200;20;18;18;32;32,9018.0,ssb-flat,100
delta,presto,q1_2,16;200;20;18;18;32;32,14360.0,ssb-flat,100
delta,presto,q1_3,16;200;20;18;18;32;32,9953.0,ssb-flat,100
delta,presto,q2_1,16;200;20;18;18;32;32,50630.0,ssb-flat,100
delta,presto,q2_2,16;200;20;18;18;32;32,24561.0,ssb-flat,100
