datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9492.72,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,35852.84,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,24537.22,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10962.19,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12076.13,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,36269.49,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,52102.12,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16690.12,ssb-flat,100
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8696.75,ssb-flat,100
delta,spark,q1_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,14407.01,ssb-flat,100
delta,spark,q1_3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,56641.79,ssb-flat,100
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11135.69,ssb-flat,100
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,85403.78,ssb-flat,100
delta,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,53251.57,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,31153.33,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,15683.36,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,30221.95,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,18332.47,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,33108.85,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,99665.83,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,14710.17,ssb-flat,100
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,67252.21,ssb-flat,100
delta,spark,q1_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,82218.57,ssb-flat,100
delta,spark,q1_3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,9988.51,ssb-flat,100
delta,spark,q2_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,78143.59,ssb-flat,100
delta,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10919.23,ssb-flat,100
delta,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10318.59,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,30544.51,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,27938.95,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,10932.25,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,20326.34,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,30085.04,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,13466.82,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,57878.69,ssb-flat,100
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,16392.3,ssb-flat,100
delta,spark,q1_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,82210.11,ssb-flat,100
delta,spark,q1_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,26829.56,ssb-flat,100
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11577.42,ssb-flat,100
delta,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11548.04,ssb-flat,100
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14478.26,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,22233.78,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11501.81,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,22557.15,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11832.71,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,25903.15,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,58701.53,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,47764.72,ssb-flat,100
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,9250.57,ssb-flat,100
delta,spark,q1_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,41233.28,ssb-flat,100
delta,spark,q1_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,39822.99,ssb-flat,100
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11523.61,ssb-flat,100
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,44085.11,ssb-flat,100
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,28395.11,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,35047.35,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13347.19,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,22139.42,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,15279.41,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,29474.34,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,101801.87,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,21694.88,ssb-flat,100
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,9260.84,ssb-flat,100
delta,spark,q1_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10992.27,ssb-flat,100
delta,spark,q1_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,48039.99,ssb-flat,100
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,12283.64,ssb-flat,100
delta,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,77734.43,ssb-flat,100
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,73826.85,ssb-flat,100
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,82594.0,ssb-flat,100
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11510.81,ssb-flat,100
delta,spark,q3_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,52938.16,ssb-flat,100
delta,spark,q3_4,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,87614.79,ssb-flat,100
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,28227.45,ssb-flat,100
delta,spark,q4_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,104605.26,ssb-flat,100
delta,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,27157.34,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,5517.34,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,6052.91,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,11648.34,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,12290.24,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,13144.27,ssb-flat,100
delta,spark,q2_3,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,13314.84,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,14276.06,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,14442.69,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,14192.3,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,24888.66,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,37301.46,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,46518.66,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,69530.46,ssb-flat,100
delta,spark,q1_1,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,3443.3,ssb-flat,100
delta,spark,q1_2,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,3947.65,ssb-flat,100
delta,spark,q1_3,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,8462.3,ssb-flat,100
delta,spark,q2_1,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,9382.46,ssb-flat,100
delta,spark,q2_2,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,13513.49,ssb-flat,100
delta,spark,q2_3,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,15324.76,ssb-flat,100
delta,spark,q3_1,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,17374.8,ssb-flat,100
delta,spark,q3_2,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,18048.87,ssb-flat,100
delta,spark,q3_3,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,19370.72,ssb-flat,100
delta,spark,q3_4,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,31211.59,ssb-flat,100
delta,spark,q4_1,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,39758.63,ssb-flat,100
delta,spark,q4_2,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,53823.8,ssb-flat,100
delta,spark,q4_3,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,73970.71,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,7165.95,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,8133.06,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,7585.95,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,13940.16,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,11713.93,ssb-flat,100
delta,spark,q2_3,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,12944.35,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,17484.7,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,18649.82,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,27213.34,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,25235.55,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,27790.93,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,37941.3,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,41040.73,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,12012.21,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,12723.28,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,12058.6,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,13942.93,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,18185.85,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,20930.98,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,17556.61,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,28215.99,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,31557.64,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,31427.65,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,58459.78,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,57391.27,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,60354.41,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,24322.38,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,22696.32,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,25008.61,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,22743.26,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,23450.64,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,23391.26,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,22042.28,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,23683.45,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,22826.66,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,25785.17,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,25017.16,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,25847.63,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,24524.36,ssb-flat,100
delta,spark,q1_1,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,4129.52,ssb-flat,100
delta,spark,q1_2,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,4740.37,ssb-flat,100
delta,spark,q1_3,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,4567.45,ssb-flat,100
delta,spark,q2_1,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,12244.34,ssb-flat,100
delta,spark,q2_2,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,12701.53,ssb-flat,100
delta,spark,q2_3,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,17894.22,ssb-flat,100
delta,spark,q3_1,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,17788.76,ssb-flat,100
delta,spark,q3_2,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,25983.46,ssb-flat,100
delta,spark,q3_3,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,22488.72,ssb-flat,100
delta,spark,q3_4,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,45951.52,ssb-flat,100
delta,spark,q4_1,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,49638.43,ssb-flat,100
delta,spark,q4_2,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,82304.7,ssb-flat,100
delta,spark,q4_3,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,80930.67,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2280.71,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2455.45,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,5974.27,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,5418.95,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,7171.06,ssb-flat,100
delta,spark,q2_3,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,19953.77,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,18491.27,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,19868.21,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,20576.03,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,23690.8,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,107710.15,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,97393.25,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,103204.24,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,15312.82,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,15902.67,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,15079.01,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,13974.6,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,16144.01,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,20467.79,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,22087.55,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,20609.24,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,19423.24,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,65451.0,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,65156.67,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,70482.57,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,68170.13,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,2635.46,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,2396.75,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,4644.28,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,6135.88,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,8537.06,ssb-flat,100
