datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q2_3,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,10661.17,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,10858.81,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,11361.84,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,12102.37,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,16910.94,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,18830.77,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,37699.14,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,58687.28,ssb-flat,100
delta,spark,q1_1,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,7317.12,ssb-flat,100
delta,spark,q1_2,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,7305.85,ssb-flat,100
delta,spark,q1_3,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,6793.17,ssb-flat,100
delta,spark,q2_1,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,7287.41,ssb-flat,100
delta,spark,q2_2,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,20710.67,ssb-flat,100
delta,spark,q2_3,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,20353.58,ssb-flat,100
delta,spark,q3_1,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,25278.61,ssb-flat,100
delta,spark,q3_2,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,28712.7,ssb-flat,100
delta,spark,q3_3,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,34296.27,ssb-flat,100
delta,spark,q3_4,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,32847.95,ssb-flat,100
delta,spark,q4_1,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,39460.45,ssb-flat,100
delta,spark,q4_2,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,42246.32,ssb-flat,100
delta,spark,q4_3,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,50758.95,ssb-flat,100
delta,spark,q1_1,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3682.66,ssb-flat,100
delta,spark,q1_2,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3910.57,ssb-flat,100
delta,spark,q1_3,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,4200.55,ssb-flat,100
delta,spark,q2_1,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,11226.87,ssb-flat,100
delta,spark,q2_2,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,16854.17,ssb-flat,100
delta,spark,q2_3,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,26406.43,ssb-flat,100
delta,spark,q3_1,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,25885.58,ssb-flat,100
delta,spark,q3_2,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,27520.35,ssb-flat,100
delta,spark,q3_3,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,30037.42,ssb-flat,100
delta,spark,q3_4,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,34159.98,ssb-flat,100
delta,spark,q4_1,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,38335.25,ssb-flat,100
delta,spark,q4_2,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,56480.88,ssb-flat,100
delta,spark,q4_3,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,76081.89,ssb-flat,100
delta,spark,q1_1,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,175263.24,ssb-flat,100
delta,spark,q1_2,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,162286.43,ssb-flat,100
delta,spark,q1_3,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,190537.23,ssb-flat,100
delta,spark,q2_1,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,178613.23,ssb-flat,100
delta,spark,q2_2,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,161479.53,ssb-flat,100
delta,spark,q2_3,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,180833.58,ssb-flat,100
delta,spark,q3_1,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,178029.17,ssb-flat,100
delta,spark,q3_2,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,195343.4,ssb-flat,100
delta,spark,q3_3,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,189711.32,ssb-flat,100
delta,spark,q3_4,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,191269.41,ssb-flat,100
delta,spark,q4_1,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,168705.69,ssb-flat,100
delta,spark,q4_2,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,162227.37,ssb-flat,100
delta,spark,q4_3,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,177533.99,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,8158.99,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,6877.64,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,7975.04,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,7807.81,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,14502.69,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,14501.73,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,12766.72,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,34640.45,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,38274.97,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,35619.28,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,44854.42,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,39856.72,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,40261.45,ssb-flat,100
delta,spark,q1_1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,8721.9,ssb-flat,100
delta,spark,q1_2,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,9459.14,ssb-flat,100
delta,spark,q1_3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,8515.71,ssb-flat,100
delta,spark,q2_1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,9915.38,ssb-flat,100
delta,spark,q2_2,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,8723.81,ssb-flat,100
delta,spark,q2_3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,10951.59,ssb-flat,100
delta,spark,q3_1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,11377.59,ssb-flat,100
delta,spark,q3_2,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,10406.56,ssb-flat,100
delta,spark,q3_3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,10630.05,ssb-flat,100
delta,spark,q3_4,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,11482.62,ssb-flat,100
delta,spark,q4_1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,13143.58,ssb-flat,100
delta,spark,q4_2,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,13300.06,ssb-flat,100
delta,spark,q4_3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,13160.2,ssb-flat,100
delta,spark,q1_1,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,20021.39,ssb-flat,100
delta,spark,q1_2,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,18308.68,ssb-flat,100
delta,spark,q1_3,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,17597.46,ssb-flat,100
delta,spark,q2_1,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,18233.18,ssb-flat,100
delta,spark,q2_2,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,18593.8,ssb-flat,100
delta,spark,q2_3,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,19241.94,ssb-flat,100
delta,spark,q3_1,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,17260.23,ssb-flat,100
delta,spark,q3_2,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,87605.86,ssb-flat,100
delta,spark,q3_3,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,96618.82,ssb-flat,100
delta,spark,q3_4,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,97519.32,ssb-flat,100
delta,spark,q4_1,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,100187.05,ssb-flat,100
delta,spark,q4_2,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,89187.89,ssb-flat,100
delta,spark,q4_3,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,98698.32,ssb-flat,100
delta,spark,q1_1,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3859.87,ssb-flat,100
delta,spark,q1_2,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3415.71,ssb-flat,100
delta,spark,q1_3,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3271.61,ssb-flat,100
delta,spark,q2_1,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3634.76,ssb-flat,100
delta,spark,q2_2,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,22828.77,ssb-flat,100
delta,spark,q2_3,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,19937.75,ssb-flat,100
delta,spark,q3_1,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,21563.91,ssb-flat,100
delta,spark,q3_2,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,48196.76,ssb-flat,100
delta,spark,q3_3,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,44885.81,ssb-flat,100
delta,spark,q3_4,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,49028.23,ssb-flat,100
delta,spark,q4_1,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,71111.37,ssb-flat,100
delta,spark,q4_2,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,64812.55,ssb-flat,100
delta,spark,q4_3,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,66594.1,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;116.0;549.0|,7199.25,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;116.0;549.0|,9272.0,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;116.0;549.0|,9229.93,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;116.0;549.0|,12155.72,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;116.0;549.0|,15562.34,ssb-flat,100
delta,spark,q2_3,64.0;18.0;26.0;64.0;116.0;549.0|,14358.99,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;116.0;549.0|,16923.22,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;116.0;549.0|,16128.61,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;116.0;549.0|,16858.48,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;116.0;549.0|,18837.78,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;116.0;549.0|,26424.38,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;116.0;549.0|,59003.09,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;116.0;549.0|,57324.14,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;72.0;21.0;17.0|,9706.62,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;72.0;21.0;17.0|,9937.14,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;72.0;21.0;17.0|,15486.42,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;72.0;21.0;17.0|,15149.4,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;72.0;21.0;17.0|,15719.29,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;72.0;21.0;17.0|,20021.15,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;72.0;21.0;17.0|,18529.7,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;72.0;21.0;17.0|,24912.36,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;72.0;21.0;17.0|,26489.35,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;72.0;21.0;17.0|,24636.34,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;72.0;21.0;17.0|,26715.29,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;72.0;21.0;17.0|,61414.01,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;72.0;21.0;17.0|,76758.19,ssb-flat,100
delta,spark,q1_1,64.0;116.0;549.0;64.0;18.0;26.0|,13128.95,ssb-flat,100
delta,spark,q1_2,64.0;116.0;549.0;64.0;18.0;26.0|,14322.9,ssb-flat,100
delta,spark,q1_3,64.0;116.0;549.0;64.0;18.0;26.0|,14549.7,ssb-flat,100
delta,spark,q2_1,64.0;116.0;549.0;64.0;18.0;26.0|,14698.83,ssb-flat,100
delta,spark,q2_2,64.0;116.0;549.0;64.0;18.0;26.0|,21348.32,ssb-flat,100
delta,spark,q2_3,64.0;116.0;549.0;64.0;18.0;26.0|,22961.02,ssb-flat,100
delta,spark,q3_1,64.0;116.0;549.0;64.0;18.0;26.0|,26097.96,ssb-flat,100
delta,spark,q3_2,64.0;116.0;549.0;64.0;18.0;26.0|,25302.4,ssb-flat,100
delta,spark,q3_3,64.0;116.0;549.0;64.0;18.0;26.0|,32344.85,ssb-flat,100
delta,spark,q3_4,64.0;116.0;549.0;64.0;18.0;26.0|,36115.39,ssb-flat,100
delta,spark,q4_1,64.0;116.0;549.0;64.0;18.0;26.0|,34169.44,ssb-flat,100
delta,spark,q4_2,64.0;116.0;549.0;64.0;18.0;26.0|,38090.34,ssb-flat,100
delta,spark,q4_3,64.0;116.0;549.0;64.0;18.0;26.0|,42124.71,ssb-flat,100
delta,spark,q1_1,64.0;18.0;26.0;64.0;18.0;26.0|,12134.99,ssb-flat,100
delta,spark,q1_2,64.0;18.0;26.0;64.0;18.0;26.0|,16184.3,ssb-flat,100
delta,spark,q1_3,64.0;18.0;26.0;64.0;18.0;26.0|,15955.35,ssb-flat,100
delta,spark,q2_1,64.0;18.0;26.0;64.0;18.0;26.0|,20696.98,ssb-flat,100
delta,spark,q2_2,64.0;18.0;26.0;64.0;18.0;26.0|,22231.72,ssb-flat,100
delta,spark,q2_3,64.0;18.0;26.0;64.0;18.0;26.0|,22489.41,ssb-flat,100
delta,spark,q3_1,64.0;18.0;26.0;64.0;18.0;26.0|,21185.41,ssb-flat,100
delta,spark,q3_2,64.0;18.0;26.0;64.0;18.0;26.0|,26174.29,ssb-flat,100
delta,spark,q3_3,64.0;18.0;26.0;64.0;18.0;26.0|,26066.92,ssb-flat,100
delta,spark,q3_4,64.0;18.0;26.0;64.0;18.0;26.0|,31152.13,ssb-flat,100
delta,spark,q4_1,64.0;18.0;26.0;64.0;18.0;26.0|,29803.99,ssb-flat,100
delta,spark,q4_2,64.0;18.0;26.0;64.0;18.0;26.0|,35478.53,ssb-flat,100
delta,spark,q4_3,64.0;18.0;26.0;64.0;18.0;26.0|,50015.72,ssb-flat,100
delta,spark,q1_1,72.0;21.0;17.0;32.0;25.0;290.0|,8935.56,ssb-flat,100
delta,spark,q1_2,72.0;21.0;17.0;32.0;25.0;290.0|,9087.98,ssb-flat,100
delta,spark,q1_3,72.0;21.0;17.0;32.0;25.0;290.0|,10026.59,ssb-flat,100
delta,spark,q2_1,72.0;21.0;17.0;32.0;25.0;290.0|,11548.93,ssb-flat,100
delta,spark,q2_2,72.0;21.0;17.0;32.0;25.0;290.0|,12944.48,ssb-flat,100
delta,spark,q2_3,72.0;21.0;17.0;32.0;25.0;290.0|,15472.71,ssb-flat,100
delta,spark,q3_1,72.0;21.0;17.0;32.0;25.0;290.0|,13805.22,ssb-flat,100
delta,spark,q3_2,72.0;21.0;17.0;32.0;25.0;290.0|,17226.96,ssb-flat,100
delta,spark,q3_3,72.0;21.0;17.0;32.0;25.0;290.0|,17218.36,ssb-flat,100
delta,spark,q3_4,72.0;21.0;17.0;32.0;25.0;290.0|,18577.75,ssb-flat,100
delta,spark,q4_1,72.0;21.0;17.0;32.0;25.0;290.0|,27011.42,ssb-flat,100
delta,spark,q4_2,72.0;21.0;17.0;32.0;25.0;290.0|,32276.79,ssb-flat,100
delta,spark,q4_3,72.0;21.0;17.0;32.0;25.0;290.0|,64934.56,ssb-flat,100
delta,spark,syn_q5,172.1;195.2;27.1;142.1;192.6;41.6;112.3;76.0|112.0;65.8;84.2;185.5;31.3,45999.56,ssb_flat,100
delta,spark,syn_q5,106.7;75.4;113.5;25.0;150.0;28.1|85.6;218.3;189.6;204.0;82.2;203.3,31829.49,ssb_flat,100
delta,spark,syn_q5,18.9;103.5;99.8;19.6;12.1;56.7;167.5|217.9;102.5;100.4,17196.51,ssb_flat,100
delta,spark,syn_q5,62.5;13.5;154.6;124.8;159.8;113.7;43.9;162.8|207.5;180.7;124.2,42552.31,ssb_flat,100
delta,spark,syn_q5,155.8;150.3;17.6;107.6;183.9|208.5;90.8;291.9;225.7;201.4;164.9,28103.92,ssb_flat,100
delta,spark,syn_q5,38.8;71.1;125.5;74.2|91.9;136.8;184.1;261.4;219.5;109.3,32115.78,ssb_flat,100
delta,spark,syn_q5,35.1;20.5;46.1;197.2;67.0;171.5;105.6|231.0;253.7;151.3,36455.84,ssb_flat,100
delta,spark,syn_q5,146.8;125.0;101.8;194.1;123.4;17.8;139.1;32.3|166.8;219.6;210.9,34940.88,ssb_flat,100
delta,spark,syn_q5,174.5;25.0;47.9;172.7;37.6;84.1|37.9;165.8;170.5,40826.98,ssb_flat,100
delta,spark,syn_q5,18.9;41.0;85.9;45.4;32.7;122.9;86.6;66.1|241.6;204.9;56.1;15.2;75.5;272.4,28958.44,ssb_flat,100
delta,spark,syn_q5,100.4;190.9;79.0;62.9|220.7;288.0;26.4;164.2;268.6;234.0,38491.57,ssb_flat,100
delta,spark,syn_q5,25.2;152.6;65.0;151.7;166.3|221.5;177.2;132.2;239.9;243.1,30527.98,ssb_flat,100
delta,spark,syn_q5,35.1;87.4;57.2;143.6;119.5;185.3;79.0|50.0;121.5;224.6,41188.15,ssb_flat,100
delta,spark,syn_q5,13.1;81.1;164.5;182.4;11.1;182.3|24.0;279.2;25.0;78.6;124.9;79.2,39690.74,ssb_flat,100
delta,spark,syn_q5,80.5;34.6;110.9;131.8|87.1;12.3;168.1;45.0;259.3;180.1,24925.12,ssb_flat,100
delta,spark,syn_q6,37.1;38.1;43.2;39.5;12.5|146.6;261.2;162.5;113.8;185.7,24244.87,ssb_flat,100
delta,spark,syn_q6,66.5;10.2;27.5;148.0;115.3;96.0;162.5;53.4|214.3;281.4;110.6,48241.51,ssb_flat,100
delta,spark,syn_q6,166.9;189.7;69.7;70.6|279.0;57.8;196.5;181.7;277.8;12.2,25448.46,ssb_flat,100
delta,spark,syn_q6,65.0;131.5;187.8;78.3;103.0;196.3;123.8|162.0;18.5;278.7;15.0;31.1;269.5,44139.04,ssb_flat,100
delta,spark,syn_q6,128.2;182.9;145.3;72.6|32.4;106.5;230.1;238.1;158.1,37512.19,ssb_flat,100
delta,spark,syn_q6,186.7;59.9;99.2;87.9|93.5;266.3;47.4;20.6;34.7;157.9,27184.29,ssb_flat,100
delta,spark,syn_q6,186.0;52.4;83.2;153.6;104.6;183.4;132.1;193.9|144.8;179.7;43.5;52.3,56210.35,ssb_flat,100
delta,spark,syn_q6,166.5;127.9;181.9;94.5;186.9|248.4;126.7;177.0;102.5,23067.31,ssb_flat,100
delta,spark,syn_q6,115.0;192.0;183.8;159.0;122.5;68.2|168.0;90.7;177.0,43477.95,ssb_flat,100
delta,spark,syn_q6,168.5;124.5;91.7;131.2|114.2;54.4;186.2;167.5;14.3,44553.12,ssb_flat,100
delta,spark,syn_q6,148.3;83.8;89.9;55.7|229.3;117.7;269.2;34.1;102.3;138.8,26986.09,ssb_flat,100
delta,spark,syn_q6,186.0;89.5;116.4;66.8|50.6;73.8;15.9,50111.33,ssb_flat,100
delta,spark,syn_q6,46.9;147.3;127.0;40.5;126.4;85.6|97.4;234.4;154.7;273.7;103.7,30615.11,ssb_flat,100
delta,spark,syn_q6,111.0;138.3;55.7;36.8|60.5;97.4;11.4;19.3;33.2,35985.48,ssb_flat,100
delta,spark,syn_q6,68.5;146.8;75.0;189.0;85.7|105.0;108.0;143.0,35680.49,ssb_flat,100
delta,spark,syn_q7,77.6;150.2;115.0;111.6;29.4;188.7;193.9|32.3;71.3;242.2;257.7;260.9;100.9,24655.76,ssb_flat,100
delta,spark,syn_q7,28.0;87.5;167.5;42.0;97.6|251.5;140.1;61.6;261.4;130.2,21815.53,ssb_flat,100
delta,spark,syn_q7,123.4;125.7;51.4;183.6;106.4;26.8;169.4|162.4;210.0;181.1;178.4,27343.87,ssb_flat,100
delta,spark,syn_q7,20.2;110.8;190.1;142.6;31.6;49.4;166.4;104.9|297.4;110.9;240.6;211.7;43.3;74.3,42743.86,ssb_flat,100
delta,spark,syn_q7,90.1;32.9;169.1;24.6;126.6|87.7;20.6;255.9;100.0;184.6,43923.31,ssb_flat,100
delta,spark,syn_q7,56.1;137.8;124.3;152.4|159.6;106.5;75.2;211.5;272.1,38491.34,ssb_flat,100
delta,spark,syn_q7,139.2;184.2;114.2;167.9;39.1|299.8;73.2;193.3;52.2;103.4,41019.04,ssb_flat,100
delta,spark,syn_q7,30.1;163.7;23.3;124.0;150.6;71.3|192.5;254.5;271.9,38527.07,ssb_flat,100
delta,spark,syn_q7,168.1;174.9;180.6;181.9;30.2;143.6|214.9;127.7;20.8;211.9,27223.02,ssb_flat,100
delta,spark,syn_q7,54.3;123.7;78.0;28.6;49.5;156.8;57.8|37.2;123.0;235.0;184.9,37565.43,ssb_flat,100
delta,spark,syn_q7,180.0;162.2;123.6;109.1|234.8;190.3;198.7;134.3;201.9,41956.38,ssb_flat,100
delta,spark,syn_q7,177.6;120.1;98.3;129.6;183.8;16.1|213.8;143.7;194.5;268.7,41379.89,ssb_flat,100
delta,spark,syn_q7,133.7;154.5;27.7;86.1;22.2;176.7|289.3;146.4;280.9;141.3,47142.81,ssb_flat,100
delta,spark,syn_q7,141.6;33.0;134.8;144.3;195.2;144.2;44.2|198.6;197.4;223.1;284.1,40812.92,ssb_flat,100
delta,spark,syn_q7,140.8;109.8;160.5;147.2|129.4;274.6;63.6,36669.38,ssb_flat,100
delta,spark,syn_q8,154.5;129.9;122.2;49.7;95.2|43.4;171.6;231.5;127.1;144.8,28290.99,ssb_flat,100
delta,spark,syn_q8,173.0;11.8;63.2;68.9;188.9;134.7;145.7|206.1;203.8;77.6;33.2;231.1;230.5,30812.72,ssb_flat,100
delta,spark,syn_q8,53.3;43.6;120.2;89.8|106.7;228.9;155.0;294.2;298.4;108.7,24488.48,ssb_flat,100
delta,spark,syn_q8,67.4;63.4;111.3;18.2|213.3;295.1;220.4;73.0;43.9,15299.31,ssb_flat,100
delta,spark,syn_q8,198.3;83.5;172.7;170.6|150.3;142.0;236.0;179.3,31161.99,ssb_flat,100
delta,spark,syn_q8,165.3;146.4;66.8;100.7;168.1;30.0|150.4;298.0;147.1,68053.37,ssb_flat,100
delta,spark,syn_q8,177.4;78.8;138.0;76.7;74.9;38.5|54.0;122.3;177.2;95.9;108.0;283.5,41757.91,ssb_flat,100
delta,spark,syn_q8,154.1;120.2;125.7;59.0|163.2;111.2;130.9;254.4;119.9;181.1,32809.87,ssb_flat,100
delta,spark,syn_q8,44.6;174.4;133.5;174.0;22.9;108.7;187.0;158.5|19.8;232.6;138.4;137.8;142.3;182.9,30497.37,ssb_flat,100
delta,spark,syn_q8,17.8;134.3;118.2;179.7;87.2;81.5;104.4|265.0;244.3;277.6;30.2,33223.16,ssb_flat,100
delta,spark,syn_q8,20.5;93.2;55.3;77.9|170.6;131.6;64.4;240.0,38886.35,ssb_flat,100
delta,spark,syn_q8,112.5;181.2;184.1;64.6;41.2;46.6;188.9|25.0;51.5;188.9;279.4,23156.23,ssb_flat,100
delta,spark,syn_q8,63.2;14.3;86.2;144.6;15.2;171.2|174.1;292.6;215.2;207.2;10.7;187.5,46099.59,ssb_flat,100
delta,spark,syn_q8,46.2;93.2;177.2;71.4;36.7|36.2;156.7;80.3;217.5;24.1,40899.67,ssb_flat,100
delta,spark,syn_q8,173.7;60.3;110.9;167.3;73.9;111.0;158.2|81.2;43.8;177.8;228.5;241.9,40934.09,ssb_flat,100
delta,spark,syn_q9,30.3;45.8;95.4;122.6|15.3;98.6;106.1;129.4,31761.12,ssb_flat,100
delta,spark,syn_q9,94.0;57.5;155.7;139.7;26.7|10.2;175.3;268.7;113.4;163.9;144.8,51927.79,ssb_flat,100
delta,spark,syn_q9,161.6;30.7;76.2;186.4|62.6;235.2;68.4;215.7,21352.20,ssb_flat,100
delta,spark,syn_q9,157.6;21.5;183.9;47.2;97.1;139.3;23.4;137.6|12.0;296.6;153.8;123.2,32880.54,ssb_flat,100
delta,spark,syn_q9,150.7;152.1;148.8;118.7|177.4;259.5;182.4;145.3;193.7;279.4,22664.27,ssb_flat,100
delta,spark,syn_q9,187.7;183.3;172.7;51.9;109.0;102.3;112.8|265.9;52.2;116.0;196.4;283.6,36803.65,ssb_flat,100
delta,spark,syn_q9,107.3;107.4;29.9;156.9;59.1;54.6;119.3;85.2|24.8;273.7;174.9;197.1,43059.11,ssb_flat,100
delta,spark,syn_q9,55.1;121.6;126.9;196.2;171.4;189.1;134.2|236.7;100.7;208.4;196.3;83.3,29086.64,ssb_flat,100
delta,spark,syn_q9,62.6;171.5;18.2;86.6;182.1;42.4|49.3;195.7;278.6;92.6;77.4;232.9,15108.29,ssb_flat,100
delta,spark,syn_q9,198.8;30.7;84.3;188.0;149.4;57.4|277.1;159.6;286.9;194.7,35029.55,ssb_flat,100
delta,spark,syn_q9,150.7;97.8;125.1;158.7;193.6;79.1;172.5;95.6|277.4;154.1;130.8;296.0,37619.75,ssb_flat,100
delta,spark,syn_q9,23.7;100.6;68.8;166.5;198.3;138.7;102.9;191.5|26.5;138.4;204.3;243.8,37255.37,ssb_flat,100
delta,spark,syn_q9,98.5;83.7;177.2;140.4;173.4;70.1;14.9|152.7;165.0;122.5,47810.35,ssb_flat,100
delta,spark,syn_q9,38.2;47.5;145.2;71.1;12.6|128.6;180.5;108.6;286.6,23931.40,ssb_flat,100
delta,spark,syn_q9,139.6;18.2;45.6;26.5;199.9;36.3|101.4;56.0;79.0;211.4;216.2;244.6,40470.46,ssb_flat,100
delta,spark,syn_q10,75.6;191.1;80.5;94.2;55.9;126.2|299.7;143.8;234.8,26283.96,ssb_flat,100
delta,spark,syn_q10,157.4;17.5;82.4;73.7;92.2;75.1|88.8;125.9;148.8;45.4,30796.08,ssb_flat,100
