datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,25956.67,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,35428.93,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,22950.13,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,12066.46,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=48,10354.26,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,13111.19,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9072.93,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,16817.74,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,10221.18,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,69265.08,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,58888.93,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,16060.29,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,10497.55,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,10671.88,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,80033.8,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,9383.34,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,48434.77,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=24,11152.0,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,32134.34,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,17646.91,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,40276.49,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,70123.74,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,14182.02,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,31709.18,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,42874.89,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,17009.09,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,50479.66,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,29896.56,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,44959.39,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,32819.53,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,44035.22,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,7580.0,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,69371.21,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,7465.18,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,20909.79,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,9703.89,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,8565.63,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,26903.01,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,69407.82,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,43322.7,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,9800.91,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,70144.4,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,11069.8,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,71396.93,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,7500.93,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,65772.18,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,7637.42,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,9666.38,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,12803.14,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,8533.96,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,21248.33,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,67770.32,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,12748.66,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,9816.23,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,45761.19,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,11071.39,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=16,22124.8,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,56269.66,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,8959.11,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,13606.23,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,9938.81,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,71684.41,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,65738.53,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,65856.59,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,19408.45,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,14006.77,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,43222.85,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,11747.17,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,46345.53,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,10182.16,ssb-flat,100
hudi,presto,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,55280.45,ssb-flat,100
hudi,presto,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,48579.91,ssb-flat,100
hudi,presto,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7759.67,ssb-flat,100
hudi,presto,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9514.35,ssb-flat,100
hudi,presto,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,74920.85,ssb-flat,100
hudi,presto,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,61131.28,ssb-flat,100
hudi,presto,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,69020.99,ssb-flat,100
hudi,presto,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,73913.57,ssb-flat,100
hudi,presto,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,8833.52,ssb-flat,100
hudi,presto,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9896.1,ssb-flat,100
hudi,presto,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,49741.99,ssb-flat,100
hudi,presto,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,11869.97,ssb-flat,100
hudi,presto,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10406.72,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,58650.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,60362.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,18451.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,326951.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,127822.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,121024.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,145549.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,188041.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,120623.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,25398.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,165304.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,45069.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,47110.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,15716.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,13303.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,13510.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,103289.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,90043.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,89298.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,82016.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,91678.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,78913.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,12487.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,95359.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,24558.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,23903.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,17392.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,18247.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,11097.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,91502.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,81801.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,84140.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,78339.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,85776.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,79046.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,15980.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,95357.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,32709.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,32911.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,14391.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,12578.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,10311.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,94031.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,88819.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,91178.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,86960.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,98803.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,88135.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,16044.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,102852.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,35163.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,37598.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,24716.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,25936.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,16381.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,123272.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,109196.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,97698.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,106396.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,114390.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,87040.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,17671.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,119091.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,41619.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,35402.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,16155.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,12559.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,12674.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,103573.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,91844.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,89491.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,92544.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,103685.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,88631.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,18689.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,113738.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,35916.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,33210.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,24187.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,23696.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,17812.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,114300.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,103033.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,100644.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,95319.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,110014.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,96669.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,24603.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,118846.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,32153.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,35505.0,ssb-flat,100
hudi,presto,q1_1,16;200;20;18;18;32;32,19857.0,ssb-flat,100
hudi,presto,q1_2,16;200;20;18;18;32;32,18070.0,ssb-flat,100
hudi,presto,q1_3,16;200;20;18;18;32;32,13008.0,ssb-flat,100
hudi,presto,q2_1,16;200;20;18;18;32;32,104637.0,ssb-flat,100
hudi,presto,q2_2,16;200;20;18;18;32;32,97430.0,ssb-flat,100
hudi,presto,q2_3,16;200;20;18;18;32;32,100070.0,ssb-flat,100
hudi,presto,q3_1,16;200;20;18;18;32;32,101821.0,ssb-flat,100
hudi,presto,q3_2,16;200;20;18;18;32;32,122510.0,ssb-flat,100
hudi,presto,q3_3,16;200;20;18;18;32;32,105399.0,ssb-flat,100
hudi,presto,q3_4,16;200;20;18;18;32;32,23971.0,ssb-flat,100
hudi,presto,q4_1,16;200;20;18;18;32;32,124662.0,ssb-flat,100
hudi,presto,q4_2,16;200;20;18;18;32;32,32686.0,ssb-flat,100
hudi,presto,q4_3,16;200;20;18;18;32;32,34920.0,ssb-flat,100
