datalake,engine,query name,conf,latency,benchmark,sf
hudi,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,12045.72,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,102612.81,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,17358.01,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,112866.98,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,110578.53,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,12526.15,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,88405.86,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,14594.59,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,22344.4,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,100169.32,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,67252.97,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,17548.48,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=16; task.max-worker-threads=48,79121.81,ssb-flat,100
hudi,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,41332.45,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,13917.74,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,25024.17,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,48344.32,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,28491.47,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,36530.73,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,56137.13,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,77574.73,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,14351.73,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,15609.8,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,54848.16,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,124579.85,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,29019.08,ssb-flat,100
hudi,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,15565.01,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,102418.65,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,29970.54,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,24384.68,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,49830.43,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,25154.18,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,17343.18,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,14123.97,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,86538.32,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,118504.15,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,16226.84,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,16676.43,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=16,70340.59,ssb-flat,100
hudi,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,14868.7,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,97714.02,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,12036.01,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,17844.84,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,103465.21,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,12329.87,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,23104.04,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,13593.4,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,103643.26,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,111851.31,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,28797.87,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,31776.16,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=24,115593.6,ssb-flat,100
hudi,trino,q1_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,62201.18,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,13431.65,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,83681.04,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,34907.82,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,14589.41,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,88933.93,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,32706.63,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,99837.31,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,86381.61,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,42995.68,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,27078.21,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,41387.04,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=32; task.max-worker-threads=48,16306.21,ssb-flat,100
hudi,trino,q1_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,27275.56,ssb-flat,100
hudi,trino,q1_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,66794.75,ssb-flat,100
hudi,trino,q1_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,19146.46,ssb-flat,100
hudi,trino,q2_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,49733.27,ssb-flat,100
hudi,trino,q2_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,88941.52,ssb-flat,100
hudi,trino,q2_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,12471.92,ssb-flat,100
hudi,trino,q3_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,47163.61,ssb-flat,100
hudi,trino,q3_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,25838.43,ssb-flat,100
hudi,trino,q3_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,34426.46,ssb-flat,100
hudi,trino,q3_4,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,41816.97,ssb-flat,100
hudi,trino,q4_1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,48510.64,ssb-flat,100
hudi,trino,q4_2,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,93240.71,ssb-flat,100
hudi,trino,q4_3,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=24,51060.41,ssb-flat,100
hudi,trino,q1_1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6253.07,ssb-flat,100
hudi,trino,q1_2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7033.14,ssb-flat,100
hudi,trino,q1_3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8943.71,ssb-flat,100
hudi,trino,q2_1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,9471.66,ssb-flat,100
hudi,trino,q2_2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10626.55,ssb-flat,100
hudi,trino,q2_3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11547.57,ssb-flat,100
hudi,trino,q3_1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12894.31,ssb-flat,100
hudi,trino,q3_2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14664.98,ssb-flat,100
hudi,trino,q3_3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13094.23,ssb-flat,100
hudi,trino,q3_4,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,20753.05,ssb-flat,100
hudi,trino,q4_1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,21634.41,ssb-flat,100
hudi,trino,q4_2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,28299.38,ssb-flat,100
hudi,trino,q4_3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,33170.79,ssb-flat,100
hudi,trino,q1_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,7608.22,ssb-flat,100
hudi,trino,q1_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,10798.51,ssb-flat,100
hudi,trino,q1_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,15164.58,ssb-flat,100
hudi,trino,q2_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,15319.3,ssb-flat,100
hudi,trino,q2_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,16652.2,ssb-flat,100
hudi,trino,q2_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,19202.08,ssb-flat,100
hudi,trino,q3_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,21634.26,ssb-flat,100
hudi,trino,q3_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,24068.37,ssb-flat,100
hudi,trino,q3_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,24637.65,ssb-flat,100
hudi,trino,q3_4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,29165.16,ssb-flat,100
hudi,trino,q4_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,36001.01,ssb-flat,100
hudi,trino,q4_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,37678.71,ssb-flat,100
hudi,trino,q4_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;1,56917.48,ssb-flat,100
hudi,trino,q1_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,5446.02,ssb-flat,100
hudi,trino,q1_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,7732.62,ssb-flat,100
hudi,trino,q1_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,8964.2,ssb-flat,100
hudi,trino,q2_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,8973.7,ssb-flat,100
hudi,trino,q2_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,9122.62,ssb-flat,100
hudi,trino,q2_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,11304.37,ssb-flat,100
hudi,trino,q3_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,11019.03,ssb-flat,100
hudi,trino,q3_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,13435.76,ssb-flat,100
hudi,trino,q3_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,14394.9,ssb-flat,100
hudi,trino,q3_4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,17580.18,ssb-flat,100
hudi,trino,q4_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,21847.18,ssb-flat,100
hudi,trino,q4_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,26469.48,ssb-flat,100
hudi,trino,q4_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;0,43066.26,ssb-flat,100
hudi,trino,q1_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7615.68,ssb-flat,100
hudi,trino,q1_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,8546.39,ssb-flat,100
hudi,trino,q1_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,12531.32,ssb-flat,100
hudi,trino,q2_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,14260.3,ssb-flat,100
hudi,trino,q2_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,14598.4,ssb-flat,100
hudi,trino,q2_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,14420.25,ssb-flat,100
hudi,trino,q3_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,17516.23,ssb-flat,100
hudi,trino,q3_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,23277.25,ssb-flat,100
hudi,trino,q3_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,25720.36,ssb-flat,100
hudi,trino,q3_4,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,27440.47,ssb-flat,100
hudi,trino,q4_1,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,27982.64,ssb-flat,100
hudi,trino,q4_2,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,30832.62,ssb-flat,100
hudi,trino,q4_3,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,46705.67,ssb-flat,100
hudi,trino,q1_1,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,6832.95,ssb-flat,100
hudi,trino,q1_2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,6874.35,ssb-flat,100
hudi,trino,q1_3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,9249.71,ssb-flat,100
hudi,trino,q2_1,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,8757.27,ssb-flat,100
hudi,trino,q2_2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,8945.75,ssb-flat,100
hudi,trino,q2_3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,11523.74,ssb-flat,100
hudi,trino,q3_1,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,13268.51,ssb-flat,100
hudi,trino,q3_2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,16252.84,ssb-flat,100
hudi,trino,q3_3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,15265.99,ssb-flat,100
hudi,trino,q3_4,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,21407.25,ssb-flat,100
hudi,trino,q4_1,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,23793.17,ssb-flat,100
hudi,trino,q4_2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,33599.61,ssb-flat,100
hudi,trino,q4_3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|0;1;1,37026.99,ssb-flat,100
hudi,trino,q1_1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,6236.76,ssb-flat,100
hudi,trino,q1_2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,9167.62,ssb-flat,100
hudi,trino,q1_3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,11605.74,ssb-flat,100
hudi,trino,q2_1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,13161.24,ssb-flat,100
hudi,trino,q2_2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,14722.26,ssb-flat,100
hudi,trino,q2_3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,19641.7,ssb-flat,100
hudi,trino,q3_1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,21162.55,ssb-flat,100
hudi,trino,q3_2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,21160.0,ssb-flat,100
hudi,trino,q3_3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,26872.36,ssb-flat,100
hudi,trino,q3_4,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,30419.48,ssb-flat,100
hudi,trino,q4_1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,34151.12,ssb-flat,100
hudi,trino,q4_2,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,36878.95,ssb-flat,100
hudi,trino,q4_3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;1,51843.03,ssb-flat,100
hudi,trino,q1_1,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,6076.11,ssb-flat,100
